p_spot,p_free_racks,b_battery_pack,b_active,b_pedelec_battery,p_address,p_bike_racks,p_lat,b_lock_types,p_free_special_racks,p_name,b_state,p_number,p_bikes,p_uid,p_place_type,datetime,p_bike,trip,p_terminal_type,b_bike_type,p_booked_bikes,b_electric_lock,p_lng,p_rack_locks,b_number,p_bike_types,p_maintenance,p_special_racks,b_boardcomputer,city
True,0,,True,,,0,51.0741334233362,frame_lock,0,NH-Hotel / Hansa Str. 43,ok,4306,1,40,0,2020-01-05 00:00:00,False,first,,71,0,True,13.7388753890991,False,93155,"{""71"": 1}",False,0,7551004083,dresden
True,0,,True,,,0,51.0741334233362,frame_lock,0,NH-Hotel / Hansa Str. 43,ok,4306,1,40,0,2020-01-05 23:59:00,False,last,,71,0,True,13.7388753890991,False,93155,"{""71"": 1}",False,0,7551004083,dresden
True,0,,True,,,0,51.040476453474334,frame_lock,0,Hauptbahnhof,ok,4313,4,120,0,2020-01-05 00:00:00,False,first,,71,0,True,13.733623623847961,False,93252,"{""71"": 4}",True,0,7551002457,dresden
True,0,,True,,,0,51.04368068475658,frame_lock,0,Ibis Hotel Königstein / Prager Straße,ok,4417,2,14103,7,2020-01-05 23:59:00,False,last,,71,0,True,13.73513638973236,False,93252,"{""71"": 2}",False,0,7551002457,dresden
True,0,,True,,,0,51.040476453474334,frame_lock,0,Hauptbahnhof,ok,4313,4,120,0,2020-01-05 00:00:00,False,first,,71,0,True,13.733623623847961,False,93378,"{""71"": 4}",True,0,7551003759,dresden
True,0,,True,,,0,51.040476453474334,frame_lock,0,Hauptbahnhof,ok,4313,4,120,0,2020-01-05 01:49:00,False,start,,71,0,True,13.733623623847961,False,93378,"{""71"": 4}",True,0,7551003759,dresden
True,0,,True,,,0,51.0440355,frame_lock,0,Kesselsdorfer Str. / Reisewitzer Str.,ok,4436,2,310790,0,2020-01-05 02:01:00,False,end,,71,0,True,13.7008419,False,93378,"{""71"": 2}",False,0,7551003759,dresden
True,0,,True,,,0,51.0440355,frame_lock,0,Kesselsdorfer Str. / Reisewitzer Str.,ok,4436,1,310790,0,2020-01-05 12:06:00,False,start,,71,0,True,13.7008419,False,93378,"{""71"": 1}",False,0,7551003759,dresden
True,0,,True,,,0,51.050166045123035,frame_lock,0,Cottaer Straße (Haltestelle),ok,4481,4,10299537,0,2020-01-05 12:12:00,False,end,free,71,0,True,13.712477087974548,False,93378,"{""71"": 4}",False,0,7551003759,dresden
True,0,,True,,,0,51.050166045123035,frame_lock,0,Cottaer Straße (Haltestelle),ok,4481,4,10299537,0,2020-01-05 12:39:00,False,start,free,71,0,True,13.712477087974548,False,93378,"{""71"": 4}",False,0,7551003759,dresden
False,0,,True,,,0,51.036733333333,frame_lock,0,BIKE 93378,ok,0,1,26636853,12,2020-01-05 12:50:00,True,end,,71,0,True,13.716536666667,False,93378,"{""71"": 1}",False,0,7551003759,dresden
True,0,,True,,,0,51.03712695166928,frame_lock,0,Nossener Brücke,ok,4349,2,264549,0,2020-01-05 23:23:00,False,start,,71,0,True,13.71569037437439,False,93378,"{""71"": 2}",False,0,7551003759,dresden
False,0,,True,,,0,51.055893333333,frame_lock,0,BIKE 93378,ok,0,1,26650112,12,2020-01-05 23:33:00,True,end,,71,0,True,13.721925555556,False,93378,"{""71"": 1}",False,0,7551003759,dresden
True,0,,True,,,0,51.05570637992387,frame_lock,0,Bhf. Mitte - Weißeritzstraße,ok,4300,4,338637,0,2020-01-05 23:59:00,False,last,,71,0,True,13.722803592681885,False,93378,"{""71"": 4}",False,0,7551003759,dresden
True,0,,True,,,0,51.040476453474334,frame_lock,0,Hauptbahnhof,ok,4313,4,120,0,2020-01-05 00:00:00,False,first,,71,0,True,13.733623623847961,False,93646,"{""71"": 4}",True,0,7551006432,dresden
True,0,,True,,,0,51.040476453474334,frame_lock,0,Hauptbahnhof,ok,4313,3,120,0,2020-01-05 02:50:00,False,start,,71,0,True,13.733623623847961,False,93646,"{""71"": 3}",True,0,7551006432,dresden
False,0,,True,,,0,51.033017777778,frame_lock,0,BIKE 93646,ok,0,1,26627318,12,2020-01-05 02:59:00,True,end,,71,0,True,13.741202222222,False,93646,"{""71"": 1}",False,0,7551006432,dresden
True,0,,True,,,0,51.033547810553635,frame_lock,0,Reichenbachstraße / Gutzkowstraße (Wohnheim),ok,4480,1,10299517,0,2020-01-05 06:49:00,False,start,free,71,0,True,13.740307688713074,False,93646,"{""71"": 1}",False,0,7551006432,dresden
