p_spot,p_free_racks,b_battery_pack,b_active,b_pedelec_battery,p_address,p_bike_racks,p_lat,b_lock_types,p_free_special_racks,p_name,b_state,p_number,p_bikes,p_uid,p_place_type,datetime,p_bike,trip,p_terminal_type,b_bike_type,p_booked_bikes,b_electric_lock,p_lng,p_rack_locks,b_number,p_bike_types,p_maintenance,p_special_racks,b_boardcomputer,city
True,0,,True,,,0,51.0741334233362,frame_lock,0,NH-Hotel / Hansa Str. 43,ok,4306,2,40,0,2020-01-12 00:00:00,False,first,,71,0,True,13.7388753890991,False,93014,"{""71"": 2}",False,0,7551002962,dresden
True,0,,True,,,0,51.0741334233362,frame_lock,0,NH-Hotel / Hansa Str. 43,ok,4306,1,40,0,2020-01-12 22:14:00,False,start,,71,0,True,13.7388753890991,False,93014,"{""71"": 1}",False,0,7551002962,dresden
True,0,,True,,,0,51.07114365710672,frame_lock,0,Schauburg,ok,4327,4,121771,0,2020-01-12 22:19:00,False,end,,71,0,True,13.75032842159271,False,93014,"{""71"": 4}",False,0,7551002962,dresden
True,0,,True,,,0,51.07114365710672,frame_lock,0,Schauburg,ok,4327,2,121771,0,2020-01-12 23:59:00,False,last,,71,0,True,13.75032842159271,False,93014,"{""71"": 2}",False,0,7551002962,dresden
True,0,,True,,,0,51.0741334233362,frame_lock,0,NH-Hotel / Hansa Str. 43,ok,4306,2,40,0,2020-01-12 00:00:00,False,first,,71,0,True,13.7388753890991,False,93545,"{""71"": 2}",False,0,7551005436,dresden
True,0,,True,,,0,51.0741334233362,frame_lock,0,NH-Hotel / Hansa Str. 43,ok,4306,2,40,0,2020-01-12 19:11:00,False,start,,71,0,True,13.7388753890991,False,93545,"{""71"": 2}",False,0,7551005436,dresden
True,0,,True,,,0,51.07192566647641,frame_lock,0,Bischofsplatz (S-Bahn),ok,4469,3,10299456,0,2020-01-12 19:47:00,False,end,free,71,0,True,13.746272921562195,False,93545,"{""71"": 3}",False,0,7551005436,dresden
True,0,,True,,,0,51.07192566647641,frame_lock,0,Bischofsplatz (S-Bahn),ok,4469,3,10299456,0,2020-01-12 22:06:00,False,start,free,71,0,True,13.746272921562195,False,93545,"{""71"": 3}",False,0,7551005436,dresden
False,0,,True,,,0,51.072666666667,frame_lock,0,BIKE 93545,ok,0,1,26873270,12,2020-01-12 23:09:00,True,end,,71,0,True,13.746234444444,False,93545,"{""71"": 1}",False,0,7551005436,dresden
False,0,,True,,,0,51.072688888889,frame_lock,0,BIKE 93545,ok,0,1,26873270,12,2020-01-12 23:10:00,True,start,,71,0,True,13.746402222222,False,93545,"{""71"": 1}",False,0,7551005436,dresden
True,0,,True,,,0,51.066946872474276,frame_lock,0,Alaunstraße,ok,4374,2,264576,0,2020-01-12 23:16:00,False,end,,71,0,True,13.751809000968931,False,93545,"{""71"": 2}",False,0,7551005436,dresden
True,0,,True,,,0,51.066946872474276,frame_lock,0,Alaunstraße,ok,4374,2,264576,0,2020-01-12 23:59:00,False,last,,71,0,True,13.751809000968931,False,93545,"{""71"": 2}",False,0,7551005436,dresden
