p_spot,p_free_racks,b_battery_pack,b_active,b_pedelec_battery,p_address,p_bike_racks,p_lat,b_lock_types,p_free_special_racks,p_name,b_state,p_number,p_bikes,p_uid,p_place_type,datetime,p_bike,trip,p_terminal_type,b_bike_type,p_booked_bikes,b_electric_lock,p_lng,p_rack_locks,b_number,p_bike_types,p_maintenance,p_special_racks,b_boardcomputer,city
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,1,73,0,2020-01-08 00:00:00,False,first,free,71,0,True,13.7412196397781,False,93358,"{""71"": 1}",False,0,7551003821,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,2,73,0,2020-01-08 23:59:00,False,last,free,71,0,True,13.7412196397781,False,93358,"{""71"": 2}",False,0,7551003821,dresden
True,0,,True,,,0,51.040476453474334,frame_lock,0,Hauptbahnhof,ok,4313,2,120,0,2020-01-08 00:00:00,False,first,,71,0,True,13.733623623847961,False,93446,"{""71"": 2}",True,0,7551006903,dresden
True,0,,True,,,0,51.040476453474334,frame_lock,0,Hauptbahnhof,ok,4313,13,120,0,2020-01-08 22:25:00,False,start,,71,0,True,13.733623623847961,False,93446,"{""15"": 1, ""71"": 12}",True,0,7551006903,dresden
True,0,,True,,,0,51.033547810553635,frame_lock,0,Reichenbachstraße / Gutzkowstraße (Wohnheim),ok,4480,5,10299517,0,2020-01-08 22:34:00,False,end,free,71,0,True,13.740307688713074,False,93446,"{""71"": 5}",False,0,7551006903,dresden
True,0,,True,,,0,51.033547810553635,frame_lock,0,Reichenbachstraße / Gutzkowstraße (Wohnheim),ok,4480,6,10299517,0,2020-01-08 23:11:00,False,start,free,71,0,True,13.740307688713074,False,93446,"{""71"": 6}",False,0,7551006903,dresden
False,0,,True,,,0,51.042515555556,frame_lock,0,BIKE 93446,ok,0,1,26744701,12,2020-01-08 23:21:00,True,end,,71,0,True,13.738525555556,False,93446,"{""71"": 1}",False,0,7551006903,dresden
False,0,,True,,,0,51.043124444444,frame_lock,0,BIKE 93446,ok,0,1,26744701,12,2020-01-08 23:36:00,True,last,,71,0,True,13.737784444444,False,93446,"{""71"": 1}",False,0,7551006903,dresden
True,0,,True,,,0,51.040476453474334,frame_lock,0,Hauptbahnhof,ok,4313,2,120,0,2020-01-08 00:00:00,False,first,,71,0,True,13.733623623847961,False,93841,"{""71"": 2}",True,0,7551021197,dresden
True,0,,True,,,0,51.040476453474334,frame_lock,0,Hauptbahnhof,ok,4313,15,120,0,2020-01-08 18:48:00,False,start,,71,0,True,13.733623623847961,False,93841,"{""15"": 1, ""71"": 14}",True,0,7551021197,dresden
True,0,,True,,,0,51.056262737238356,frame_lock,0,Bönischplatz / Konsum,ok,4388,6,264594,0,2020-01-08 19:01:00,False,end,,71,0,True,13.765482902526855,False,93841,"{""71"": 6}",False,0,7551021197,dresden
True,0,,True,,,0,51.056262737238356,frame_lock,0,Bönischplatz / Konsum,ok,4388,10,264594,0,2020-01-08 23:59:00,False,last,,71,0,True,13.765482902526855,False,93841,"{""71"": 10}",False,0,7551021197,dresden
