p_spot,p_free_racks,b_battery_pack,b_active,b_pedelec_battery,p_address,p_bike_racks,p_lat,b_lock_types,p_free_special_racks,p_name,b_state,p_number,p_bikes,p_uid,p_place_type,datetime,p_bike,trip,p_terminal_type,b_bike_type,p_booked_bikes,b_electric_lock,p_lng,p_rack_locks,b_number,p_bike_types,p_maintenance,p_special_racks,b_boardcomputer,city
True,0,,True,,,0,51.0741334233362,frame_lock,0,NH-Hotel / Hansa Str. 43,ok,4306,1,40,0,2020-01-16 00:00:00,False,first,,71,0,True,13.7388753890991,False,93573,"{""71"": 1}",False,0,7551006680,dresden
True,0,,True,,,0,51.0741334233362,frame_lock,0,NH-Hotel / Hansa Str. 43,ok,4306,1,40,0,2020-01-16 05:22:00,False,start,,71,0,True,13.7388753890991,False,93573,"{""71"": 1}",False,0,7551006680,dresden
True,0,,True,,,0,51.0741334233362,frame_lock,0,NH-Hotel / Hansa Str. 43,ok,4306,1,40,0,2020-01-16 05:24:00,False,end,,71,0,True,13.7388753890991,False,93573,"{""71"": 1}",False,0,7551006680,dresden
True,0,,True,,,0,51.0741334233362,frame_lock,0,NH-Hotel / Hansa Str. 43,ok,4306,1,40,0,2020-01-16 10:26:00,False,start,,71,0,True,13.7388753890991,False,93573,"{""71"": 1}",False,0,7551006680,dresden
True,0,,True,,,0,51.02962,frame_lock,0,Münchner Platz / George-Bähr-Str.,ok,4462,4,4405733,0,2020-01-16 10:53:00,False,end,traffic_sign,71,0,True,13.72327,False,93573,"{""71"": 4}",False,0,7551006680,dresden
True,0,,True,,,0,51.02962,frame_lock,0,Münchner Platz / George-Bähr-Str.,ok,4462,6,4405733,0,2020-01-16 11:24:00,False,start,traffic_sign,71,0,True,13.72327,False,93573,"{""71"": 6}",False,0,7551006680,dresden
False,0,,True,,,0,51.050488888889,frame_lock,0,BIKE 93573,ok,0,1,27003611,12,2020-01-16 11:39:00,True,end,,71,0,True,13.738611111111,False,93573,"{""71"": 1}",False,0,7551006680,dresden
False,0,,True,,,0,51.050644444444,frame_lock,0,BIKE 93573,ok,0,1,27003611,12,2020-01-16 13:09:00,True,start,,71,0,True,13.738895555556,False,93573,"{""71"": 1}",False,0,7551006680,dresden
True,0,,True,,,0,51.05236135140422,frame_lock,0,Frauenkirche Dresden,ok,4408,2,217380,0,2020-01-16 13:12:00,False,end,,71,0,True,13.74191164970398,False,93573,"{""71"": 2}",False,0,7551006680,dresden
False,0,,True,,,0,51.052977777778,frame_lock,0,BIKE 93573,ok,0,1,27006792,12,2020-01-16 13:13:00,True,start,,71,0,True,13.741253333333,False,93573,"{""71"": 1}",False,0,7551006680,dresden
False,0,,True,,,0,51.048715555556,frame_lock,0,BIKE 93573,ok,0,1,27006971,12,2020-01-16 13:19:00,True,end,,71,0,True,13.736193333333,False,93573,"{""71"": 1}",False,0,7551006680,dresden
False,0,,True,,,0,51.048648888889,frame_lock,0,BIKE 93573,ok,0,1,27007149,12,2020-01-16 13:50:00,True,start,,71,0,True,13.736737777778,False,93573,"{""71"": 1}",False,0,7551006680,dresden
True,0,,True,,,0,51.040476453474334,frame_lock,0,Hauptbahnhof,ok,4313,4,120,0,2020-01-16 13:58:00,False,end,,71,1,True,13.733623623847961,False,93573,"{""71"": 4}",True,0,7551006680,dresden
True,0,,True,,,0,51.040476453474334,frame_lock,0,Hauptbahnhof,ok,4313,11,120,0,2020-01-16 23:43:00,False,last,,71,0,True,13.733623623847961,False,93573,"{""71"": 11}",True,0,7551006680,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,3,73,0,2020-01-16 00:00:00,False,first,free,71,0,True,13.7412196397781,False,93470,"{""71"": 3}",False,0,7551006364,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,3,73,0,2020-01-16 05:22:00,False,start,free,71,0,True,13.7412196397781,False,93470,"{""71"": 3}",False,0,7551006364,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,3,73,0,2020-01-16 05:24:00,False,end,free,71,0,True,13.7412196397781,False,93470,"{""71"": 3}",False,0,7551006364,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,3,73,0,2020-01-16 05:39:00,False,start,free,71,0,True,13.7412196397781,False,93470,"{""71"": 3}",False,0,7551006364,dresden
True,0,,True,,,0,51.040476453474334,frame_lock,0,Hauptbahnhof,ok,4313,2,120,0,2020-01-16 05:57:00,False,end,,71,0,True,13.733623623847961,False,93470,"{""71"": 2}",True,0,7551006364,dresden
False,0,,True,,,0,51.040671111111,frame_lock,0,BIKE 93470,ok,0,1,27025870,12,2020-01-16 23:59:00,True,last,,71,0,True,13.732267777778,False,93470,"{""71"": 1}",False,0,7551006364,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,3,73,0,2020-01-16 00:00:00,False,first,free,71,0,True,13.7412196397781,False,93347,"{""71"": 3}",False,0,7551003734,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,3,73,0,2020-01-16 05:22:00,False,start,free,71,0,True,13.7412196397781,False,93347,"{""71"": 3}",False,0,7551003734,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,3,73,0,2020-01-16 05:24:00,False,end,free,71,0,True,13.7412196397781,False,93347,"{""71"": 3}",False,0,7551003734,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,2,73,0,2020-01-16 06:21:00,False,start,free,71,0,True,13.7412196397781,False,93347,"{""71"": 2}",False,0,7551003734,dresden
True,0,,True,,,0,51.056818,frame_lock,0,An der Sächsischen Staatskanzlei,ok,4301,2,18392600,0,2020-01-16 06:30:00,False,end,free,71,0,True,13.749125,False,93347,"{""71"": 2}",False,0,7551003734,dresden
True,0,,True,,,0,51.056818,frame_lock,0,An der Sächsischen Staatskanzlei,ok,4301,1,18392600,0,2020-01-16 17:10:00,False,start,free,71,0,True,13.749125,False,93347,"{""71"": 1}",False,0,7551003734,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,1,73,0,2020-01-16 17:20:00,False,end,free,71,0,True,13.7412196397781,False,93347,"{""71"": 1}",False,0,7551003734,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,6,73,0,2020-01-16 23:22:00,False,start,free,71,0,True,13.7412196397781,False,93347,"{""71"": 6}",False,0,7551003734,dresden
True,0,,True,,,0,51.0749827918118,frame_lock,0,Königsbrücker Platz,ok,4308,6,14262,0,2020-01-16 23:29:00,False,end,,71,0,True,13.7495076656342,False,93347,"{""71"": 6}",False,0,7551003734,dresden
True,0,,True,,,0,51.0749827918118,frame_lock,0,Königsbrücker Platz,ok,4308,6,14262,0,2020-01-16 23:59:00,False,last,,71,0,True,13.7495076656342,False,93347,"{""71"": 6}",False,0,7551003734,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,3,73,0,2020-01-16 00:00:00,False,first,free,71,0,True,13.7412196397781,False,93810,"{""71"": 3}",False,0,7551006426,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,3,73,0,2020-01-16 05:22:00,False,start,free,71,0,True,13.7412196397781,False,93810,"{""71"": 3}",False,0,7551006426,dresden
