p_spot,p_free_racks,b_battery_pack,b_active,b_pedelec_battery,p_address,p_bike_racks,p_lat,b_lock_types,p_free_special_racks,p_name,b_state,p_number,p_bikes,p_uid,p_place_type,datetime,p_bike,trip,p_terminal_type,b_bike_type,p_booked_bikes,b_electric_lock,p_lng,p_rack_locks,b_number,p_bike_types,p_maintenance,p_special_racks,b_boardcomputer,city
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,10,73,0,2020-01-19 00:00:00,False,first,free,71,0,True,13.7412196397781,False,93033,"{""71"": 10}",False,0,7551006884,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,6,73,0,2020-01-19 15:16:00,False,start,free,71,0,True,13.7412196397781,False,93033,"{""71"": 6}",False,0,7551006884,dresden
True,1,,True,,,6,51.08737775269143,frame_lock,0,DVB Trachenberger Straße,ok,4305,5,265881,0,2020-01-19 16:55:00,False,end,stele,71,0,True,13.730077743530273,False,93033,"{""71"": 5}",False,0,7551006884,dresden
True,1,,True,,,6,51.08737775269143,frame_lock,0,DVB Trachenberger Straße,ok,4305,5,265881,0,2020-01-19 23:59:00,False,last,stele,71,0,True,13.730077743530273,False,93033,"{""71"": 5}",False,0,7551006884,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,10,73,0,2020-01-19 00:00:00,False,first,free,71,0,True,13.7412196397781,False,93239,"{""71"": 10}",False,0,7551006343,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,13,73,0,2020-01-19 05:38:00,False,start,free,71,0,True,13.7412196397781,False,93239,"{""71"": 13}",False,0,7551006343,dresden
True,0,,True,,,0,51.05833333333333,frame_lock,0,Avis - Dresden Zentrum,ok,99970,2,19740561,0,2020-01-19 05:58:00,False,end,,71,0,True,13.723333333333333,False,93239,"{""71"": 2}",False,0,7551006343,dresden
True,0,,True,,,0,51.05833333333333,frame_lock,0,Avis - Dresden Zentrum,ok,99970,2,19740561,0,2020-01-19 23:59:00,False,last,,71,0,True,13.723333333333333,False,93239,"{""71"": 2}",False,0,7551006343,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,10,73,0,2020-01-19 00:00:00,False,first,free,71,0,True,13.7412196397781,False,93398,"{""71"": 10}",False,0,7551006378,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,2,73,0,2020-01-19 20:38:00,False,start,free,71,0,True,13.7412196397781,False,93398,"{""71"": 2}",False,0,7551006378,dresden
True,0,,True,,,0,51.064135319559504,frame_lock,0,Martin-Luther-Platz (Kirche),ok,4376,7,264578,0,2020-01-19 20:49:00,False,end,,71,0,True,13.756663799285887,False,93398,"{""71"": 7}",False,0,7551006378,dresden
True,0,,True,,,0,51.064135319559504,frame_lock,0,Martin-Luther-Platz (Kirche),ok,4376,8,264578,0,2020-01-19 23:59:00,False,last,,71,0,True,13.756663799285887,False,93398,"{""71"": 8}",False,0,7551006378,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,10,73,0,2020-01-19 00:00:00,False,first,free,71,0,True,13.7412196397781,False,93305,"{""71"": 10}",False,0,7551005248,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,12,73,0,2020-01-19 13:25:00,False,start,free,71,0,True,13.7412196397781,False,93305,"{""71"": 11}",False,0,7551005248,dresden
False,0,,True,,,0,51.060204444444,frame_lock,0,BIKE 93305,ok,0,1,27108140,12,2020-01-19 14:09:00,True,end,,71,0,True,13.741522222222,False,93305,"{""71"": 1}",False,0,7551005248,dresden
False,0,,True,,,0,51.060231111111,frame_lock,0,BIKE 93305,ok,0,1,27108140,12,2020-01-19 14:25:00,True,start,,71,0,True,13.741302222222,False,93305,"{""71"": 1}",False,0,7551005248,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,8,73,0,2020-01-19 14:30:00,False,end,free,71,0,True,13.7412196397781,False,93305,"{""71"": 8}",False,0,7551005248,dresden
False,0,,True,,,0,51.06556,frame_lock,0,BIKE 93305,ok,0,1,27109608,12,2020-01-19 15:07:00,True,start,,71,0,True,13.738582222222,False,93305,"{""71"": 1}",False,0,7551005248,dresden
True,0,,True,,,0,51.068905419326775,frame_lock,0,Bischofsweg / Kamenzer Str.,ok,4312,5,176054,0,2020-01-19 15:26:00,False,end,,71,0,True,13.758975863456726,False,93305,"{""71"": 5}",False,0,7551005248,dresden
True,0,,True,,,0,51.068905419326775,frame_lock,0,Bischofsweg / Kamenzer Str.,ok,4312,4,176054,0,2020-01-19 16:01:00,False,start,,71,0,True,13.758975863456726,False,93305,"{""71"": 4}",False,0,7551005248,dresden
False,0,,True,,,0,51.052915555556,frame_lock,0,BIKE 93305,ok,0,1,27111442,12,2020-01-19 16:19:00,True,end,,71,0,True,13.743615555556,False,93305,"{""71"": 1}",False,0,7551005248,dresden
False,0,,True,,,0,51.053702222222,frame_lock,0,BIKE 93305,ok,0,1,27111442,12,2020-01-19 17:43:00,True,start,,71,0,True,13.744013333333,False,93305,"{""71"": 1}",False,0,7551005248,dresden
False,0,,True,,,0,51.070075555556,frame_lock,0,BIKE 93305,ok,0,1,27113991,12,2020-01-19 18:01:00,True,end,,71,0,True,13.755771111111,False,93305,"{""71"": 1}",False,0,7551005248,dresden
False,0,,True,,,0,51.072288888889,frame_lock,0,BIKE 93305,ok,0,1,27119803,12,2020-01-19 23:59:00,True,last,,71,0,True,13.758937777778,False,93305,"{""71"": 1}",False,0,7551005248,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,10,73,0,2020-01-19 00:00:00,False,first,free,71,0,True,13.7412196397781,False,93531,"{""71"": 10}",False,0,7551006337,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,4,73,0,2020-01-19 15:50:00,False,start,free,71,0,True,13.7412196397781,False,93531,"{""71"": 4}",False,0,7551006337,dresden
True,0,,True,,,0,51.060089620046995,frame_lock,0,Park Inn,ok,4423,3,273621,0,2020-01-19 16:01:00,False,end,,71,0,True,13.75137984752655,False,93531,"{""71"": 3}",False,0,7551006337,dresden
True,0,,True,,,0,51.060089620046995,frame_lock,0,Park Inn,ok,4423,6,273621,0,2020-01-19 23:59:00,False,last,,71,0,True,13.75137984752655,False,93531,"{""71"": 6}",False,0,7551006337,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,10,73,0,2020-01-19 00:00:00,False,first,free,71,0,True,13.7412196397781,False,93515,"{""71"": 10}",False,0,7551003406,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,10,73,0,2020-01-19 00:11:00,False,start,free,71,0,True,13.7412196397781,False,93515,"{""71"": 10}",False,0,7551003406,dresden
True,0,,True,,,0,51.066946872474276,frame_lock,0,Alaunstraße,ok,4374,4,264576,0,2020-01-19 00:19:00,False,end,,71,0,True,13.751809000968931,False,93515,"{""71"": 4}",False,0,7551003406,dresden
True,0,,True,,,0,51.066946872474276,frame_lock,0,Alaunstraße,ok,4374,3,264576,0,2020-01-19 00:38:00,False,start,,71,0,True,13.751809000968931,False,93515,"{""71"": 3}",False,0,7551003406,dresden
True,0,,True,,,0,51.0587713199203,frame_lock,0,Gutenbergstraße,ok,4389,3,264595,0,2020-01-19 00:47:00,False,end,,71,0,True,13.7692809104919,False,93515,"{""71"": 3}",False,0,7551003406,dresden
True,0,,True,,,0,51.0587713199203,frame_lock,0,Gutenbergstraße,ok,4389,6,264595,0,2020-01-19 12:44:00,False,start,,71,0,True,13.7692809104919,False,93515,"{""71"": 6}",False,0,7551003406,dresden
False,0,,True,,,0,51.052484444444,frame_lock,0,BIKE 93515,ok,0,1,27106715,12,2020-01-19 13:14:00,True,end,,71,0,True,13.736472222222,False,93515,"{""71"": 1}",False,0,7551003406,dresden
False,0,,True,,,0,51.051986666667,frame_lock,0,BIKE 93515,ok,0,1,27106715,12,2020-01-19 14:29:00,True,start,,71,0,True,13.73622,False,93515,"{""71"": 1}",False,0,7551003406,dresden
True,0,,True,,,0,51.0587713199203,frame_lock,0,Gutenbergstraße,ok,4389,3,264595,0,2020-01-19 14:45:00,False,end,,71,0,True,13.7692809104919,False,93515,"{""71"": 3}",False,0,7551003406,dresden
True,0,,True,,,0,51.0587713199203,frame_lock,0,Gutenbergstraße,ok,4389,5,264595,0,2020-01-19 16:28:00,False,start,,71,0,True,13.7692809104919,False,93515,"{""71"": 5}",False,0,7551003406,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,4,73,0,2020-01-19 16:40:00,False,end,free,71,0,True,13.7412196397781,False,93515,"{""71"": 4}",False,0,7551003406,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,3,73,0,2020-01-19 18:15:00,False,start,free,71,0,True,13.7412196397781,False,93515,"{""71"": 3}",False,0,7551003406,dresden
True,0,,True,,,0,51.0587713199203,frame_lock,0,Gutenbergstraße,ok,4389,7,264595,0,2020-01-19 18:31:00,False,end,,71,0,True,13.7692809104919,False,93515,"{""71"": 7}",False,0,7551003406,dresden
True,0,,True,,,0,51.0587713199203,frame_lock,0,Gutenbergstraße,ok,4389,7,264595,0,2020-01-19 23:59:00,False,last,,71,0,True,13.7692809104919,False,93515,"{""71"": 7}",False,0,7551003406,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,10,73,0,2020-01-19 00:00:00,False,first,free,71,0,True,13.7412196397781,False,93690,"{""71"": 10}",False,0,7551006344,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,13,73,0,2020-01-19 13:17:00,False,start,free,71,0,True,13.7412196397781,False,93690,"{""71"": 13}",False,0,7551006344,dresden
False,0,,True,,,0,51.053866666667,frame_lock,0,BIKE 93690,ok,0,1,27107135,12,2020-01-19 13:31:00,True,end,,71,0,True,13.739146666667,False,93690,"{""71"": 1}",False,0,7551006344,dresden
False,0,,True,,,0,51.054151111111,frame_lock,0,BIKE 93690,ok,0,1,27107135,12,2020-01-19 23:59:00,True,last,,71,0,True,13.73903,False,93690,"{""71"": 1}",False,0,7551006344,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,10,73,0,2020-01-19 00:00:00,False,first,free,71,0,True,13.7412196397781,False,93642,"{""71"": 10}",False,0,7551003535,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,5,73,0,2020-01-19 15:22:00,False,start,free,71,0,True,13.7412196397781,False,93642,"{""71"": 5}",False,0,7551003535,dresden
True,0,,True,,,0,51.06294,frame_lock,0,Bautzner Straße / Rothenburger Straße,ok,4482,2,10299563,0,2020-01-19 15:29:00,False,end,free,71,0,True,13.75129,False,93642,"{""71"": 2}",False,0,7551003535,dresden
True,0,,True,,,0,51.06294,frame_lock,0,Bautzner Straße / Rothenburger Straße,ok,4482,2,10299563,0,2020-01-19 16:18:00,False,start,free,71,0,True,13.75129,False,93642,"{""71"": 2}",False,0,7551003535,dresden
True,0,,True,,,0,51.056262737238356,frame_lock,0,Bönischplatz / Konsum,ok,4388,2,264594,0,2020-01-19 16:29:00,False,end,,71,0,True,13.765482902526855,False,93642,"{""71"": 2}",False,0,7551003535,dresden
True,0,,True,,,0,51.056262737238356,frame_lock,0,Bönischplatz / Konsum,ok,4388,3,264594,0,2020-01-19 23:59:00,False,last,,71,0,True,13.765482902526855,False,93642,"{""71"": 3}",False,0,7551003535,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,10,73,0,2020-01-19 00:00:00,False,first,free,71,0,True,13.7412196397781,False,93615,"{""71"": 10}",False,0,7551006401,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,6,73,0,2020-01-19 17:26:00,False,start,free,71,0,True,13.7412196397781,False,93615,"{""71"": 6}",False,0,7551006401,dresden
True,0,,True,,,0,51.0587713199203,frame_lock,0,Gutenbergstraße,ok,4389,6,264595,0,2020-01-19 17:38:00,False,end,,71,0,True,13.7692809104919,False,93615,"{""71"": 6}",False,0,7551006401,dresden
