p_spot,p_free_racks,b_battery_pack,b_active,b_pedelec_battery,p_address,p_bike_racks,p_lat,b_lock_types,p_free_special_racks,p_name,b_state,p_number,p_bikes,p_uid,p_place_type,datetime,p_bike,trip,p_terminal_type,b_bike_type,p_booked_bikes,b_electric_lock,p_lng,p_rack_locks,b_number,p_bike_types,p_maintenance,p_special_racks,b_boardcomputer,city
True,0,,True,,,0,51.0741334233362,frame_lock,0,NH-Hotel / Hansa Str. 43,ok,4306,1,40,0,2020-01-06 00:00:00,False,first,,71,0,True,13.7388753890991,False,93155,"{""71"": 1}",False,0,7551004083,dresden
True,0,,True,,,0,51.0741334233362,frame_lock,0,NH-Hotel / Hansa Str. 43,ok,4306,1,40,0,2020-01-06 02:40:00,False,start,,71,0,True,13.7388753890991,False,93155,"{""71"": 1}",False,0,7551004083,dresden
False,0,,True,,,0,51.095048888889,frame_lock,0,BIKE 93155,ok,0,1,26652559,12,2020-01-06 02:55:00,True,end,,71,0,True,13.71627,False,93155,"{""71"": 1}",False,0,7551004083,dresden
False,0,,True,,,0,51.095071111111,frame_lock,0,BIKE 93155,ok,0,1,26652559,12,2020-01-06 23:59:00,True,last,,71,0,True,13.715993333333,False,93155,"{""71"": 1}",False,0,7551004083,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,3,73,0,2020-01-06 00:00:00,False,first,free,71,0,True,13.7412196397781,False,93262,"{""71"": 3}",False,0,7551003692,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,3,73,0,2020-01-06 08:33:00,False,start,free,71,0,True,13.7412196397781,False,93262,"{""71"": 3}",False,0,7551003692,dresden
False,0,,True,,,0,51.069586666667,frame_lock,0,BIKE 93262,ok,0,1,26657824,12,2020-01-06 08:41:00,True,end,,71,0,True,13.729885555556,False,93262,"{""71"": 1}",False,0,7551003692,dresden
True,0,,True,,,0,51.07035,frame_lock,0,Alexander-Puschkin-Platz,ok,4504,5,10299848,0,2020-01-06 08:49:00,False,start,free,71,0,True,13.72983,False,93262,"{""71"": 5}",False,0,7551003692,dresden
True,0,,True,,,0,51.02893263812449,frame_lock,0,Sächsische Landesbibliothek,ok,4441,3,637839,0,2020-01-06 09:11:00,False,end,free,71,0,True,13.7363862991333,False,93262,"{""71"": 3}",False,0,7551003692,dresden
True,0,,True,,,0,51.02893263812449,frame_lock,0,Sächsische Landesbibliothek,ok,4441,4,637839,0,2020-01-06 10:16:00,False,start,free,71,0,True,13.7363862991333,False,93262,"{""71"": 4}",False,0,7551003692,dresden
