p_spot,p_free_racks,b_battery_pack,b_active,b_pedelec_battery,p_address,p_bike_racks,p_lat,b_lock_types,p_free_special_racks,p_name,b_state,p_number,p_bikes,p_uid,p_place_type,datetime,p_bike,trip,p_terminal_type,b_bike_type,p_booked_bikes,b_electric_lock,p_lng,p_rack_locks,b_number,p_bike_types,p_maintenance,p_special_racks,b_boardcomputer,city
True,0,,True,,,0,51.0741334233362,frame_lock,0,NH-Hotel / Hansa Str. 43,ok,4306,1,40,0,2020-01-18 00:00:00,False,first,,71,0,True,13.7388753890991,False,93706,"{""71"": 1}",False,0,7551002421,dresden
True,0,,True,,,0,51.0741334233362,frame_lock,0,NH-Hotel / Hansa Str. 43,ok,4306,1,40,0,2020-01-18 02:23:00,False,start,,71,1,True,13.7388753890991,False,93706,"{""71"": 1}",False,0,7551002421,dresden
True,0,,True,,,0,51.07666125985685,frame_lock,0,Stauffenbergallee,ok,4360,3,264562,0,2020-01-18 02:35:00,False,end,,71,0,True,13.756213188171387,False,93706,"{""71"": 3}",False,0,7551002421,dresden
True,0,,True,,,0,51.07666125985685,frame_lock,0,Stauffenbergallee,ok,4360,4,264562,0,2020-01-18 15:52:00,False,start,,71,1,True,13.756213188171387,False,93706,"{""71"": 4}",False,0,7551002421,dresden
True,0,,True,,,0,51.07666125985685,frame_lock,0,Stauffenbergallee,ok,4360,4,264562,0,2020-01-18 17:51:00,False,end,,71,0,True,13.756213188171387,False,93706,"{""71"": 4}",False,0,7551002421,dresden
False,0,,True,,,0,51.076644444444,frame_lock,0,BIKE 93706,ok,0,1,27084776,12,2020-01-18 23:59:00,True,last,,71,0,True,13.755351111111,False,93706,"{""71"": 1}",False,0,7551002421,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,4,73,0,2020-01-18 00:00:00,False,first,free,71,0,True,13.7412196397781,False,93239,"{""71"": 4}",False,0,7551006343,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,10,73,0,2020-01-18 23:59:00,False,last,free,71,0,True,13.7412196397781,False,93239,"{""71"": 10}",False,0,7551006343,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,4,73,0,2020-01-18 00:00:00,False,first,free,71,0,True,13.7412196397781,False,93499,"{""71"": 4}",False,0,7551007212,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,4,73,0,2020-01-18 00:59:00,False,start,free,71,0,True,13.7412196397781,False,93499,"{""71"": 4}",False,0,7551007212,dresden
