p_spot,p_free_racks,b_battery_pack,b_active,b_pedelec_battery,p_address,p_bike_racks,p_lat,b_lock_types,p_free_special_racks,p_name,b_state,p_number,p_bikes,p_uid,p_place_type,datetime,p_bike,trip,p_terminal_type,b_bike_type,p_booked_bikes,b_electric_lock,p_lng,p_rack_locks,b_number,p_bike_types,p_maintenance,p_special_racks,b_boardcomputer,city
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,2,73,0,2020-01-10 00:00:00,False,first,free,71,0,True,13.7412196397781,False,93147,"{""71"": 2}",False,0,7551003506,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,1,73,0,2020-01-10 08:00:00,False,start,free,71,0,True,13.7412196397781,False,93147,"{""71"": 1}",False,0,7551003506,dresden
False,0,,True,,,0,51.058128888889,frame_lock,0,BIKE 93147,ok,0,1,26789089,12,2020-01-10 08:06:00,True,end,,71,0,True,13.744342222222,False,93147,"{""71"": 1}",False,0,7551003506,dresden
False,0,,True,,,0,51.05744,frame_lock,0,BIKE 93147,ok,0,1,26803309,12,2020-01-10 17:33:00,True,start,,71,0,True,13.743526666667,False,93147,"{""71"": 1}",False,0,7551003506,dresden
True,0,,True,,,0,51.07764876381213,frame_lock,0,Altpieschen,ok,4355,2,264557,0,2020-01-10 17:59:00,False,end,,71,0,True,13.716709613800047,False,93147,"{""71"": 2}",False,0,7551003506,dresden
True,0,,True,,,0,51.07764876381213,frame_lock,0,Altpieschen,ok,4355,1,264557,0,2020-01-10 19:34:00,False,start,,71,0,True,13.716709613800047,False,93147,"{""71"": 1}",False,0,7551003506,dresden
False,0,,True,,,0,51.050213333333,frame_lock,0,BIKE 93147,ok,0,1,26810286,12,2020-01-10 19:54:00,True,end,,71,0,True,13.723541111111,False,93147,"{""71"": 1}",False,0,7551003506,dresden
False,0,,True,,,0,51.050035555556,frame_lock,0,BIKE 93147,ok,0,1,26810286,12,2020-01-10 20:37:00,True,start,,71,0,True,13.723388888889,False,93147,"{""71"": 1}",False,0,7551003506,dresden
False,0,,True,,,0,51.052942222222,frame_lock,0,BIKE 93147,ok,0,1,26811480,12,2020-01-10 20:42:00,True,end,,71,0,True,13.732793333333,False,93147,"{""71"": 1}",False,0,7551003506,dresden
False,0,,True,,,0,51.050937777778,frame_lock,0,BIKE 93147,ok,0,1,26811505,12,2020-01-10 20:53:00,True,start,,71,0,True,13.73377,False,93147,"{""71"": 1}",False,0,7551003506,dresden
True,0,,True,,,0,51.04918132708615,frame_lock,0,World-Trade-Center,ok,4426,3,27113,0,2020-01-10 21:01:00,False,end,,71,0,True,13.720845580101013,False,93147,"{""71"": 3}",False,0,7551003506,dresden
True,0,,True,,,0,51.04918132708615,frame_lock,0,World-Trade-Center,ok,4426,3,27113,0,2020-01-10 21:17:00,False,start,,71,0,True,13.720845580101013,False,93147,"{""71"": 3}",False,0,7551003506,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,7,73,0,2020-01-10 21:33:00,False,end,free,71,0,True,13.7412196397781,False,93147,"{""71"": 7}",False,0,7551003506,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,7,73,0,2020-01-10 21:37:00,False,start,free,71,0,True,13.7412196397781,False,93147,"{""71"": 7}",False,0,7551003506,dresden
True,0,,True,,,0,51.0741334233362,frame_lock,0,NH-Hotel / Hansa Str. 43,ok,4306,1,40,0,2020-01-10 21:46:00,False,end,,71,0,True,13.7388753890991,False,93147,"{""71"": 1}",False,0,7551003506,dresden
True,0,,True,,,0,51.0741334233362,frame_lock,0,NH-Hotel / Hansa Str. 43,ok,4306,1,40,0,2020-01-10 23:59:00,False,last,,71,0,True,13.7388753890991,False,93147,"{""71"": 1}",False,0,7551003506,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,2,73,0,2020-01-10 00:00:00,False,first,free,71,0,True,13.7412196397781,False,93912,"{""71"": 2}",False,0,7551012960,dresden
True,0,,True,,,0,51.0651837723282,frame_lock,0,Bf. Dresden-Neustadt,ok,4332,2,73,0,2020-01-10 02:44:00,False,start,free,71,0,True,13.7412196397781,False,93912,"{""71"": 2}",False,0,7551012960,dresden
True,0,,True,,,0,51.05658,frame_lock,0,Manitiusstraße,ok,4496,2,10299726,0,2020-01-10 05:06:00,False,end,free,71,0,True,13.71493,False,93912,"{""71"": 2}",False,0,7551012960,dresden
True,0,,True,,,0,51.05658,frame_lock,0,Manitiusstraße,ok,4496,2,10299726,0,2020-01-10 05:17:00,False,start,free,71,0,True,13.71493,False,93912,"{""71"": 2}",False,0,7551012960,dresden
False,0,,True,,,0,51.05564,frame_lock,0,BIKE 93912,ok,0,1,26804457,12,2020-01-10 16:41:00,True,end,,71,0,True,13.716818888889,False,93912,"{""71"": 1}",False,0,7551012960,dresden
False,0,,True,,,0,51.05564,frame_lock,0,BIKE 93912,ok,0,1,26804457,12,2020-01-10 23:59:00,True,last,,71,0,True,13.716818888889,False,93912,"{""71"": 1}",False,0,7551012960,dresden
True,0,,True,,,0,51.040476453474334,frame_lock,0,Hauptbahnhof,ok,4313,2,120,0,2020-01-10 00:00:00,False,first,,71,0,True,13.733623623847961,False,93077,"{""71"": 2}",True,0,7551002845,dresden
False,0,,True,,,0,51.039737777778,frame_lock,0,BIKE 93077,ok,0,1,26785112,12,2020-01-10 06:36:00,True,start,,71,0,True,13.733125555556,False,93077,"{""71"": 1}",False,0,7551002845,dresden
False,0,,True,,,0,51.028248888889,frame_lock,0,BIKE 93077,ok,0,1,26791450,12,2020-01-10 09:11:00,True,end,,71,0,True,13.735568888889,False,93077,"{""71"": 1}",False,0,7551002845,dresden
False,0,,True,,,0,51.029248888889,frame_lock,0,BIKE 93077,ok,0,1,26791450,12,2020-01-10 09:12:00,True,start,,71,0,True,13.735528888889,False,93077,"{""71"": 1}",False,0,7551002845,dresden
False,0,,True,,,0,51.039168888889,frame_lock,0,BIKE 93077,ok,0,1,26797977,12,2020-01-10 13:18:00,True,end,,71,0,True,13.732251111111,False,93077,"{""71"": 1}",False,0,7551002845,dresden
False,0,,True,,,0,51.039075555556,frame_lock,0,BIKE 93077,ok,0,1,26797977,12,2020-01-10 23:59:00,True,last,,71,0,True,13.73121,False,93077,"{""71"": 1}",False,0,7551002845,dresden
True,0,,True,,,0,51.040476453474334,frame_lock,0,Hauptbahnhof,ok,4313,2,120,0,2020-01-10 00:00:00,False,first,,71,0,True,13.733623623847961,False,93621,"{""71"": 2}",True,0,7551015359,dresden
True,0,,True,,,0,51.040476453474334,frame_lock,0,Hauptbahnhof,ok,4313,8,120,0,2020-01-10 09:46:00,False,start,,71,0,True,13.733623623847961,False,93621,"{""71"": 8}",True,0,7551015359,dresden
True,0,,True,,,0,51.03252,frame_lock,0,Lukasstr. / Hochschulstr.,ok,4463,2,4405747,0,2020-01-10 09:52:00,False,end,free,71,0,True,13.7325,False,93621,"{""71"": 2}",False,0,7551015359,dresden
True,0,,True,,,0,51.03252,frame_lock,0,Lukasstr. / Hochschulstr.,ok,4463,2,4405747,0,2020-01-10 12:13:00,False,start,free,71,0,True,13.7325,False,93621,"{""71"": 2}",False,0,7551015359,dresden
False,0,,True,,,0,51.043946666667,frame_lock,0,BIKE 93621,ok,0,1,26796788,12,2020-01-10 12:41:00,True,end,,71,0,True,13.79394,False,93621,"{""71"": 1}",False,0,7551015359,dresden
False,0,,True,,,0,51.044066666667,frame_lock,0,BIKE 93621,ok,0,1,26796788,12,2020-01-10 23:59:00,True,last,,71,0,True,13.79412,False,93621,"{""71"": 1}",False,0,7551015359,dresden
True,0,,True,,,0,51.0466418719772,frame_lock,0,Fetscherplatz,ok,4325,2,6768,0,2020-01-10 00:00:00,False,first,,71,0,True,13.771276473999,False,93381,"{""15"": 1, ""71"": 1}",False,0,7551005642,dresden
True,0,,True,,,0,51.0466418719772,frame_lock,0,Fetscherplatz,ok,4325,2,6768,0,2020-01-10 08:21:00,False,start,,71,0,True,13.771276473999,False,93381,"{""71"": 2}",False,0,7551005642,dresden
True,0,,True,,,0,51.0587713199203,frame_lock,0,Gutenbergstraße,ok,4389,14,264595,0,2020-01-10 08:32:00,False,end,,71,0,True,13.7692809104919,False,93381,"{""71"": 14}",False,0,7551005642,dresden
True,0,,True,,,0,51.0587713199203,frame_lock,0,Gutenbergstraße,ok,4389,10,264595,0,2020-01-10 10:44:00,False,start,,71,0,True,13.7692809104919,False,93381,"{""71"": 10}",False,0,7551005642,dresden
True,0,,True,,,0,51.048304505734116,frame_lock,0,Kreuzkirche,ok,4414,2,115668,0,2020-01-10 11:00:00,False,end,,71,0,True,13.739261627197266,False,93381,"{""71"": 2}",False,0,7551005642,dresden
False,0,,True,,,0,51.049697777778,frame_lock,0,BIKE 93381,ok,0,1,26797423,12,2020-01-10 14:12:00,True,start,,71,0,True,13.73908,False,93381,"{""71"": 1}",False,0,7551005642,dresden
False,0,,True,,,0,51.054426666667,frame_lock,0,BIKE 93381,ok,0,1,26800039,12,2020-01-10 14:21:00,True,end,,71,0,True,13.724605555556,False,93381,"{""71"": 1}",False,0,7551005642,dresden
False,0,,True,,,0,51.05488,frame_lock,0,BIKE 93381,ok,0,1,26815603,12,2020-01-10 23:59:00,True,last,,71,0,True,13.723814444444,False,93381,"{""71"": 1}",False,0,7551005642,dresden
True,0,,True,,,0,51.0466418719772,frame_lock,0,Fetscherplatz,ok,4325,2,6768,0,2020-01-10 00:00:00,False,first,,15,0,True,13.771276473999,False,93072,"{""15"": 1, ""71"": 1}",False,0,7551015352,dresden
True,0,,True,,,0,51.0466418719772,frame_lock,0,Fetscherplatz,ok,4325,2,6768,0,2020-01-10 07:51:00,False,start,,15,0,True,13.771276473999,False,93072,"{""15"": 1, ""71"": 1}",False,0,7551015352,dresden
False,0,,True,,,0,51.055582222222,frame_lock,0,BIKE 93072,ok,0,1,26788837,12,2020-01-10 07:58:00,True,end,,15,0,True,13.779908888889,False,93072,"{""15"": 1}",False,0,7551015352,dresden
True,0,,True,,,0,51.05422272773753,frame_lock,0,Uniklinikum,ok,4395,14,264602,0,2020-01-10 12:25:00,False,start,,15,0,True,13.781125545501709,False,93072,"{""15"": 2, ""71"": 12}",False,0,7551015352,dresden
True,0,,True,,,0,51.05422272773753,frame_lock,0,Uniklinikum,ok,4395,15,264602,0,2020-01-10 12:59:00,False,end,,15,0,True,13.781125545501709,False,93072,"{""15"": 3, ""71"": 12}",False,0,7551015352,dresden
True,0,,True,,,0,51.05422272773753,frame_lock,0,Uniklinikum,ok,4395,15,264602,0,2020-01-10 13:38:00,False,start,,15,0,True,13.781125545501709,False,93072,"{""15"": 3, ""71"": 12}",False,0,7551015352,dresden
True,0,,True,,,0,51.07192566647641,frame_lock,0,Bischofsplatz (S-Bahn),ok,4469,1,10299456,0,2020-01-10 13:56:00,False,end,free,15,0,True,13.746272921562195,False,93072,"{""15"": 1}",False,0,7551015352,dresden
True,0,,True,,,0,51.07192566647641,frame_lock,0,Bischofsplatz (S-Bahn),ok,4469,1,10299456,0,2020-01-10 14:46:00,False,start,free,15,1,True,13.746272921562195,False,93072,"{""15"": 1}",False,0,7551015352,dresden
True,0,,True,,,0,51.07035,frame_lock,0,Alexander-Puschkin-Platz,ok,4504,7,10299848,0,2020-01-10 14:55:00,False,end,free,15,0,True,13.72983,False,93072,"{""15"": 1, ""71"": 6}",False,0,7551015352,dresden
True,0,,True,,,0,51.07035,frame_lock,0,Alexander-Puschkin-Platz,ok,4504,9,10299848,0,2020-01-10 17:16:00,False,start,free,15,0,True,13.72983,False,93072,"{""15"": 1, ""71"": 8}",False,0,7551015352,dresden
True,0,,True,,,0,51.060231225500615,frame_lock,0,Palaisplatz,ok,4403,2,38955,0,2020-01-10 17:27:00,False,end,,15,0,True,13.739293813705444,False,93072,"{""15"": 1, ""71"": 1}",False,0,7551015352,dresden
True,0,,True,,,0,51.060231225500615,frame_lock,0,Palaisplatz,ok,4403,2,38955,0,2020-01-10 18:18:00,False,start,,15,0,True,13.739293813705444,False,93072,"{""15"": 1, ""71"": 1}",False,0,7551015352,dresden
True,0,,True,,,0,51.043537,frame_lock,0,Tharandter Straße,ok,4507,5,11248297,0,2020-01-10 19:24:00,False,end,,15,0,True,13.703979,False,93072,"{""15"": 1, ""71"": 4}",False,0,7551015352,dresden
True,0,,True,,,0,51.043537,frame_lock,0,Tharandter Straße,ok,4507,5,11248297,0,2020-01-10 19:41:00,False,start,,15,0,True,13.703979,False,93072,"{""15"": 1, ""71"": 4}",False,0,7551015352,dresden
True,0,,True,,,0,51.050166045123035,frame_lock,0,Cottaer Straße (Haltestelle),ok,4481,2,10299537,0,2020-01-10 20:41:00,False,end,free,15,0,True,13.712477087974548,False,93072,"{""15"": 1, ""71"": 1}",False,0,7551015352,dresden
True,0,,True,,,0,51.050166045123035,frame_lock,0,Cottaer Straße (Haltestelle),ok,4481,1,10299537,0,2020-01-10 23:25:00,False,start,free,15,0,True,13.712477087974548,False,93072,"{""15"": 1}",False,0,7551015352,dresden
False,0,,True,,,0,51.055417777778,frame_lock,0,BIKE 93072,ok,0,1,26815225,12,2020-01-10 23:31:00,True,end,,15,0,True,13.723995555556,False,93072,"{""15"": 1}",False,0,7551015352,dresden
True,0,,True,,,0,51.05570637992387,frame_lock,0,Bhf. Mitte - Weißeritzstraße,ok,4300,5,338637,0,2020-01-10 23:59:00,False,last,,15,0,True,13.722803592681885,False,93072,"{""15"": 1, ""71"": 4}",False,0,7551015352,dresden
True,0,,True,,,0,51.05432725933453,frame_lock,0,Körnerplatz / Friedrich-Wieck-Straße,ok,4316,3,12938,0,2020-01-10 00:00:00,False,first,,71,0,True,13.814470767974854,False,93393,"{""71"": 3}",False,0,7551003834,dresden
True,0,,True,,,0,51.05432725933453,frame_lock,0,Körnerplatz / Friedrich-Wieck-Straße,ok,4316,4,12938,0,2020-01-10 23:59:00,False,last,,71,0,True,13.814470767974854,False,93393,"{""71"": 4}",False,0,7551003834,dresden
True,0,,True,,,0,51.05432725933453,frame_lock,0,Körnerplatz / Friedrich-Wieck-Straße,ok,4316,3,12938,0,2020-01-10 00:00:00,False,first,,71,0,True,13.814470767974854,False,93582,"{""71"": 3}",False,0,7551005266,dresden
True,0,,True,,,0,51.05432725933453,frame_lock,0,Körnerplatz / Friedrich-Wieck-Straße,ok,4316,4,12938,0,2020-01-10 23:59:00,False,last,,71,0,True,13.814470767974854,False,93582,"{""71"": 4}",False,0,7551005266,dresden
True,0,,True,,,0,51.05432725933453,frame_lock,0,Körnerplatz / Friedrich-Wieck-Straße,ok,4316,3,12938,0,2020-01-10 00:00:00,False,first,,71,0,True,13.814470767974854,False,93755,"{""71"": 3}",False,0,7551006390,dresden
True,0,,True,,,0,51.05432725933453,frame_lock,0,Körnerplatz / Friedrich-Wieck-Straße,ok,4316,4,12938,0,2020-01-10 23:59:00,False,last,,71,0,True,13.814470767974854,False,93755,"{""71"": 4}",False,0,7551006390,dresden
True,0,,True,,,0,51.0749827918118,frame_lock,0,Königsbrücker Platz,ok,4308,4,14262,0,2020-01-10 00:00:00,False,first,,71,0,True,13.7495076656342,False,93257,"{""71"": 4}",False,0,7551015606,dresden
True,0,,True,,,0,51.0749827918118,frame_lock,0,Königsbrücker Platz,ok,4308,2,14262,0,2020-01-10 13:18:00,False,start,,71,0,True,13.7495076656342,False,93257,"{""71"": 2}",False,0,7551015606,dresden
True,0,,True,,,0,51.0749827918118,frame_lock,0,Königsbrücker Platz,ok,4308,2,14262,0,2020-01-10 13:42:00,False,end,,71,0,True,13.7495076656342,False,93257,"{""71"": 2}",False,0,7551015606,dresden
True,0,,True,,,0,51.0749827918118,frame_lock,0,Königsbrücker Platz,ok,4308,2,14262,0,2020-01-10 14:36:00,False,last,,71,0,True,13.7495076656342,False,93257,"{""71"": 2}",False,0,7551015606,dresden
True,0,,True,,,0,51.0749827918118,frame_lock,0,Königsbrücker Platz,ok,4308,4,14262,0,2020-01-10 00:00:00,False,first,,71,0,True,13.7495076656342,False,93345,"{""71"": 4}",False,0,7551006882,dresden
