,h3_hex_small_id,geometry
198,881f1b5489fffff,"POLYGON ((13.71654695068123 51.08965590619216, 13.71435566123048 51.08532968391527, 13.719541505943 51.08227301958672, 13.72691880666156 51.08354240231276, 13.72911091439372 51.08786858832485, 13.72392490319473 51.09092542789709, 13.71654695068123 51.08965590619216))"
199,881f1b19adfffff,"POLYGON ((13.7368746073957 51.15630196214519, 13.73467980213383 51.15197991372968, 13.73987008354646 51.14892579787747, 13.74725533635338 51.15019355490289, 13.74945096116934 51.15451556649532, 13.74426051369337 51.15756985790682, 13.7368746073957 51.15630196214519))"
200,881f1b54dbfffff,"POLYGON ((13.74526275670191 51.10643866180065, 13.74306894003009 51.10211375650098, 13.74825528323573 51.09905656628079, 13.75563560870187 51.10032410597744, 13.75783024363171 51.10464897461609, 13.75264373490637 51.10770634024048, 13.74526275670191 51.10643866180065))"
201,881f1b55c5fffff,"POLYGON ((13.62449644911037 51.05401851341546, 13.62231268814016 51.04968915468572, 13.62749827334313 51.0466351485514, 13.63486778924904 51.04791032637484, 13.63705236899376 51.0522396500196, 13.63186661412625 51.05529383094731, 13.62449644911037 51.05401851341546))"
202,881f1b5429fffff,"POLYGON ((13.6124831033727 51.08354253265666, 13.61029925418607 51.0792147826119, 13.61548734746074 51.0761629441305, 13.62285946023557 51.0774386808567, 13.62504412906351 51.0817663957973, 13.61985586554353 51.08481840913733, 13.6124831033727 51.08354253265666))"
203,881f1b46c1fffff,"POLYGON ((13.80984132773288 51.03457400356403, 13.80764528323091 51.0302455866371, 13.81282458613271 51.02718137833823, 13.82020009643332 51.02844541162493, 13.82239695656579 51.03277379155308, 13.81721749083626 51.03583817521461, 13.80984132773288 51.03457400356403))"
204,881f1b5493fffff,"POLYGON ((13.76680216893394 51.08249781584069, 13.76460760770595 51.07817173938616, 13.76979160370186 51.0751122086203, 13.77717032561574 51.07637857893996, 13.77936570422542 51.08070461862106, 13.77418154360855 51.08376432477727, 13.76680216893394 51.08249781584069))"
205,881f1b0963fffff,"POLYGON ((13.78534140915615 51.06593110123053, 13.78314608034821 51.0616042566144, 13.78832835724326 51.05854292737657, 13.79570612688251 51.05980826738292, 13.79790227241305 51.06413507510821, 13.7927198316508 51.06719657973932, 13.78534140915615 51.06593110123053))"
206,881f1b0b1dfffff,"POLYGON ((13.8087206576485 51.12521373833546, 13.80652183285453 51.12089066622377, 13.8117079062897 51.11783134023804, 13.81909296788071 51.11909491069497, 13.82129261044609 51.12341794536364, 13.81610637371836 51.12647744703976, 13.8087206576485 51.12521373833546))"
207,881f1b0951fffff,"POLYGON ((13.82365086829994 51.08829230829879, 13.82145217106993 51.08396722218444, 13.82663510149642 51.08090519105532, 13.83401689179707 51.08216807045653, 13.83621640571282 51.08649311915254, 13.83103331271146 51.08955532588702, 13.82365086829994 51.08829230829879))"
208,881f1b55ebfffff,"POLYGON ((13.62749827334313 51.0466351485514, 13.62531453454548 51.0423053877936, 13.63049949302765 51.03925083991808, 13.63786835989521 51.04052587804464, 13.64005291725078 51.04485560372218, 13.63486778924904 51.04791032637484, 13.62749827334313 51.0466351485514))"
209,881f1b5599fffff,"POLYGON ((13.6842790278931 51.05249534003639, 13.68209115206878 51.04816656011523, 13.68727507332503 51.04510951325142, 13.6946470379573 51.04638107133369, 13.69683573165824 51.05070981552803, 13.69165164291877 51.05376703738833, 13.6842790278931 51.05249534003639))"
210,881f1b4637fffff,"POLYGON ((13.76200376375684 51.00659746034434, 13.75981192270814 51.00226685024153, 13.76499040663875 50.99920351796322, 13.77236089612462 51.00047062071064, 13.77455355284795 51.00480119447381, 13.76937490447952 51.0078647018505, 13.76200376375684 51.00659746034434))"
211,881f1b4605fffff,"POLYGON ((13.73092365871177 51.02496792649659, 13.72873340164236 51.02063804793997, 13.73391406176363 51.01757722895784, 13.74128514467803 51.01884611349573, 13.7434762183033 51.02317595595786, 13.73829539252693 51.02623694999794, 13.73092365871177 51.02496792649659))"
212,881f1b5581fffff,"POLYGON ((13.65260746457434 51.04307459078142, 13.65042208888326 51.0387449003116, 13.65560613241981 51.03568891961753, 13.66297572030541 51.03696245456265, 13.66516191410938 51.04129210969731, 13.65997770198317 51.04434826524344, 13.65260746457434 51.04307459078142))"
213,881f1b0b1bfffff,"POLYGON ((13.83087916428574 51.12900349377617, 13.82867867836778 51.12468089965822, 13.83386444893505 51.12162068110625, 13.84125086799061 51.12288288091397, 13.84345217144361 51.12720543733009, 13.83826623837542 51.13026583166167, 13.83087916428574 51.12900349377617))"
214,881f1b4629fffff,"POLYGON ((13.72136267435751 51.01936841138858, 13.71917325784982 51.01503809491869, 13.72435375199487 51.01197745094137, 13.73172382869241 51.0132469484505, 13.73391406176363 51.01757722895784, 13.72873340164236 51.02063804793997, 13.72136267435751 51.01936841138858))"
215,881f1b0933fffff,"POLYGON ((13.83856601004925 51.0513472888303, 13.83636744154358 51.04702019013882, 13.8415472319604 51.04395545559368, 13.84892575281114 51.04521764424041, 13.85112513691854 51.04954470553779, 13.84594518464271 51.05260961560383, 13.83856601004925 51.0513472888303))"
216,881f1b54edfffff,"POLYGON ((13.6722888052362 51.08202920972146, 13.67010083705012 51.07770203881016, 13.67528726737233 51.07464715817068, 13.68266183401091 51.07591927340158, 13.68485062094053 51.08024640856686, 13.67966402255658 51.08330146426868, 13.6722888052362 51.08202920972146))"
217,881f1b09a1fffff,"POLYGON ((13.87922041516131 51.03854126192127, 13.87701942706395 51.034213873435, 13.88219719052376 51.03114645088785, 13.88957610246799 51.03240624123693, 13.89177790527002 51.03673359195309, 13.88659998149256 51.03980119011155, 13.87922041516131 51.03854126192127))"
218,881f1b55c3fffff,"POLYGON ((13.64660831621568 51.05784310215798, 13.64442289536049 51.05351421582064, 13.64960819256168 51.05045931833703, 13.65697907956556 51.0517331323275, 13.65916531896675 51.05606198332018, 13.6539798528864 51.05911705568849, 13.64660831621568 51.05784310215798))"
219,881f1b5591fffff,"POLYGON ((13.68727507332503 51.04510951325142, 13.6850872207089 51.04078033122104, 13.69027051499648 51.03772274297359, 13.69764182930752 51.03899416179785, 13.69983049958372 51.04332330810617, 13.6946470379573 51.04638107133369, 13.68727507332503 51.04510951325142))"
220,881f1b0989fffff,"POLYGON ((13.89243242156549 51.06449969438442, 13.89022969669522 51.06017399137954, 13.89540903657872 51.05710729799122, 13.90279126135681 51.05836613187886, 13.90499480134351 51.06269179684075, 13.89981530150524 51.06575866597922, 13.89243242156549 51.06449969438442))"
221,881f1b0b47fffff,"POLYGON ((13.77100412549459 51.13059228981579, 13.76880775537305 51.12626910613682, 13.77399522293956 51.12321193096724, 13.78137922539181 51.12447776391647, 13.78357641396362 51.12880091053333, 13.77838878170207 51.13185826128441, 13.77100412549459 51.13059228981579))"
222,881f1b466dfffff,"POLYGON ((13.69326535307359 51.03033502932948, 13.69107754701485 51.0260050432531, 13.69625958772235 51.02294637244582, 13.70362960160727 51.02421751278898, 13.70581822489317 51.02854746315278, 13.70063601713547 51.03160630890736, 13.69326535307359 51.03033502932948))"
223,881f1b54ebfffff,"POLYGON ((13.69441582610851 51.08584460742239, 13.69222619725262 51.08151791053548, 13.69741233564236 51.07846213809124, 13.70478827023102 51.07973288740212, 13.70697871759983 51.08405954828355, 13.70179241193573 51.08711549588099, 13.69441582610851 51.08584460742239))"
224,881f1b095bfffff,"POLYGON ((13.83323285244996 51.09387997189135, 13.83103331271146 51.08955532588702, 13.83621640571282 51.08649311915254, 13.84359920077328 51.08775538278542, 13.84579955718782 51.09207999123963, 13.84061630193521 51.09514237363239, 13.83323285244996 51.09387997189135))"
225,881f1b46a5fffff,"POLYGON ((13.80263561002803 50.99380827915594, 13.80044134780201 50.98947737659518, 13.80561781709077 50.98641135704752, 13.81298871157444 50.98767606489104, 13.81518378858432 50.99200693073533, 13.81000715639557 50.99507312547386, 13.80263561002803 50.99380827915594))"
226,881f1b54e3fffff,"POLYGON ((13.69741233564236 51.07846213809124, 13.69522273019282 51.07413503879928, 13.70040824096725 51.07107872479748, 13.70778352438974 51.07234933497243, 13.70997394813531 51.07667639826373, 13.70478827023102 51.07973288740212, 13.69741233564236 51.07846213809124))"
227,881f1b542dfffff,"POLYGON ((13.602927504205 51.07793829396541, 13.60074449664806 51.07361010669172, 13.60593241935729 51.07055844301498, 13.61330352025705 51.07183479182872, 13.61548734746074 51.0761629441305, 13.61029925418607 51.0792147826119, 13.602927504205 51.07793829396541))"
228,881f1b0935fffff,"POLYGON ((13.81643119447918 51.04755757143985, 13.81423428330651 51.04322999600718, 13.81941437651199 51.04016615292377, 13.82679154360755 51.04142970986215, 13.82898927061789 51.04575724815948, 13.82380901476417 51.04882126667506, 13.81643119447918 51.04755757143985))"
229,881f1b0b63fffff,"POLYGON ((13.76441588305536 51.11762189602921, 13.76222038075778 51.11329786968352, 13.76740705468017 51.11024032860147, 13.7747893958433 51.1115066383754, 13.77698571638237 51.115830627796, 13.77179887758589 51.11888834438913, 13.76441588305536 51.11762189602921))"
230,881f1b4451fffff,"POLYGON ((13.77753891785295 50.99740657274256, 13.77534628586974 50.99307559713027, 13.78052368107727 50.99001100864045, 13.78789387216642 50.99127722066586, 13.79008731938349 50.99560815981598, 13.78490976034632 50.99867292342414, 13.77753891785295 50.99740657274256))"
231,881f1b548dfffff,"POLYGON ((13.70697871759983 51.08405954828355, 13.70478827023102 51.07973288740212, 13.70997394813531 51.07667639826373, 13.71735024028538 51.07794639483803, 13.719541505943 51.08227301958672, 13.71435566123048 51.08532968391527, 13.70697871759983 51.08405954828355))"
232,881f1b44cdfffff,"POLYGON ((13.81816471717115 50.98460932988954, 13.81596966559606 50.98027806224025, 13.82114504472016 50.97721078704572, 13.82851563778054 50.97847460431124, 13.83071150369809 50.98280583512157, 13.82553596228176 50.98587328552662, 13.81816471717115 50.98460932988954))"
233,881f1b56d5fffff,"POLYGON ((13.7051429533247 51.1469031309557, 13.70295065520306 51.14258016680313, 13.70814106525483 51.13952711922509, 13.71552394067368 51.14079686040621, 13.71771705858979 51.14511978812714, 13.71252648136145 51.14817301112003, 13.7051429533247 51.1469031309557))"
234,881f1b54c3fffff,"POLYGON ((13.71355179126131 51.09703784874446, 13.71136047806437 51.09271202899635, 13.71654695068123 51.08965590619216, 13.72392490319473 51.09092542789709, 13.72611703489005 51.09525121137548, 13.72093039564228 51.09830750944005, 13.71355179126131 51.09703784874446))"
235,881f1b5553fffff,"POLYGON ((13.5933737590127 51.07233300612777, 13.59119159292137 51.0680043818195, 13.59637934474528 51.06495289289327, 13.60374943361397 51.06622985354625, 13.60593241935729 51.07055844301498, 13.60074449664806 51.07361010669172, 13.5933737590127 51.07233300612777))"
236,881f1b0955fffff,"POLYGON ((13.81407073189466 51.08270358899575, 13.81187287701205 51.07837806296516, 13.81705564454022 51.0753162073884, 13.82443642991856 51.07657970231119, 13.82663510149642 51.08090519105532, 13.82145217106993 51.08396722218444, 13.81407073189466 51.08270358899575))"
237,881f1b0b2dfffff,"POLYGON ((13.75783024363171 51.10464897461609, 13.75563560870187 51.10032410597744, 13.76082148906531 51.09726619896443, 13.76820216948047 51.09853298517064, 13.77039762244304 51.10285781702116, 13.76521157702671 51.10591589947496, 13.75783024363171 51.10464897461609))"
238,881f1b0b31fffff,"POLYGON ((13.80511237659395 51.10486007211835, 13.80291444554516 51.10053575413335, 13.80809909808794 51.09747552148669, 13.81548184507759 51.09873943124324, 13.81768059347262 51.10306371192704, 13.812495777601 51.10612412017684, 13.80511237659395 51.10486007211835))"
239,881f1b5491fffff,"POLYGON ((13.75423852472696 51.08428954317855, 13.75204478110595 51.07996343007768, 13.75722924001727 51.07690461584772, 13.76460760770595 51.07817173938616, 13.76680216893394 51.08249781584069, 13.76161754493519 51.08555680542448, 13.75423852472696 51.08428954317855))"
240,881f1b46d9fffff,"POLYGON ((13.8415472319604 51.04395545559368, 13.8393486893385 51.0396279545587, 13.844527852113 51.03656267953844, 13.85190571929466 51.03782473007036, 13.85410507730168 51.04215219371605, 13.84892575281114 51.04521764424041, 13.8415472319604 51.04395545559368))"
241,881f1b19e5fffff,"POLYGON ((13.7213007835212 51.16546142466387, 13.71910677411105 51.16113974266218, 13.7242981473692 51.15808688615394, 13.73168369678234 51.1593555361293, 13.73387852618961 51.16367718142991, 13.72868698625562 51.16673021347768, 13.7213007835212 51.16546142466387))"
242,881f1b54c7fffff,"POLYGON ((13.70398288288076 51.09144175429547, 13.70179241193573 51.08711549588099, 13.70697871759983 51.08405954828355, 13.71435566123048 51.08532968391527, 13.71654695068123 51.08965590619216, 13.71136047806437 51.09271202899635, 13.70398288288076 51.09144175429547))"
243,881f1b5555fffff,"POLYGON ((13.57126429960431 51.06849897795001, 13.56908379469283 51.0641698822218, 13.57427183052046 51.06111928478425, 13.58164054299754 51.0623976084379, 13.58382186778747 51.06672666958646, 13.57863366028983 51.0697774416825, 13.57126429960431 51.06849897795001))"
244,881f1b46a7fffff,"POLYGON ((13.81518378858432 50.99200693073533, 13.81298871157444 50.98767606489104, 13.81816471717115 50.98460932988954, 13.82553596228176 50.98587328552662, 13.82773185385011 50.9902041145273, 13.82255568581834 50.9932710247558, 13.81518378858432 50.99200693073533))"
245,881f1b096bfffff,"POLYGON ((13.78235385820564 51.07331833168747, 13.78015850447352 51.06899188951026, 13.78534140915615 51.06593110123053, 13.7927198316508 51.06719657973932, 13.79491600232229 51.07152298502085, 13.78973293362882 51.07458394871061, 13.78235385820564 51.07331833168747))"
246,881f1b4413fffff,"POLYGON ((13.80859942292316 50.97901349285928, 13.80640521118092 50.97468178675579, 13.81158042769085 50.97161468671923, 13.81895001862609 50.97287911764946, 13.82114504472016 50.97721078704572, 13.81596966559606 50.98027806224025, 13.80859942292316 50.97901349285928))"
247,881f1b09e9fffff,"POLYGON ((13.85772502488089 51.06252420471444, 13.85552477290284 51.05819798581654, 13.86070488671435 51.05513290017685, 13.86808541378544 51.05639385783006, 13.87028648134513 51.06072003907038, 13.86510620632152 51.06378530033638, 13.85772502488089 51.06252420471444))"
248,881f1b19a5fffff,"POLYGON ((13.73987008354646 51.14892579787747, 13.737675302477 51.14460334640338, 13.74286495480882 51.14154868875136, 13.75024955419792 51.14281630705251, 13.75244515460395 51.14713872170856, 13.74725533635338 51.15019355490289, 13.73987008354646 51.14892579787747))"
249,881f1b46d5fffff,"POLYGON ((13.83495247128062 51.03097211063775, 13.83275479574355 51.02664376783541, 13.83793316909927 51.02357812784424, 13.8453093799575 51.02484065524202, 13.84750787067309 51.02916896079154, 13.84232933542116 51.03223477621739, 13.83495247128062 51.03097211063775))"
250,881f1b54a9fffff,"POLYGON ((13.70040824096725 51.07107872479748, 13.69821865897112 51.06675122315761, 13.70340354224956 51.0636943676671, 13.71077817457813 51.06496483871782, 13.71296857465355 51.06929230436189, 13.70778352438974 51.07234933497243, 13.70040824096725 51.07107872479748))"
251,881f1b46e9fffff,"POLYGON ((13.79070076615828 51.02338654423658, 13.788506403521 51.01905724945657, 13.79368537980018 51.01599339172449, 13.80105888225798 51.01725865353678, 13.80325406054396 51.02158791158163, 13.79807492079235 51.02465194457071, 13.79070076615828 51.02338654423658))"
252,881f1b0b03fffff,"POLYGON ((13.79913712359222 51.1196263415252, 13.79693914199867 51.11530282918831, 13.80212505181757 51.1122436788397, 13.80950910691551 51.11350786521223, 13.8117079062897 51.11783134023804, 13.80652183285453 51.12089066622377, 13.79913712359222 51.1196263415252))"
253,881f1b5681fffff,"POLYGON ((13.69856692596066 51.1339333963158, 13.69637549473845 51.12960959006397, 13.70156510866962 51.12655617591118, 13.70894632124598 51.12782639268752, 13.71113857205251 51.13215016264493, 13.70594879076717 51.13520375214186, 13.69856692596066 51.1339333963158))"
254,881f1b4633fffff,"POLYGON ((13.77156758589648 51.01219487370667, 13.76937490447952 51.0078647018505, 13.77455355284795 51.00480119447381, 13.78192504681841 51.00606768382338, 13.78411854390155 51.01039781920809, 13.77893973141686 51.01346150173602, 13.77156758589648 51.01219487370667))"
255,881f1b0b17fffff,"POLYGON ((13.82427857562294 51.11603486786947, 13.82207895869461 51.11171143028172, 13.82726393757151 51.10865084637563, 13.83464869612757 51.10991352436925, 13.83684913038332 51.11423692439205, 13.83166398882496 51.11729768400753, 13.82427857562294 51.11603486786947))"
256,881f1b086bfffff,"POLYGON ((13.84941956936222 51.11243750977859, 13.84721831800601 51.10811414744765, 13.85240236397769 51.1050521301834, 13.85978782312162 51.10631329949013, 13.86198989135115 51.11063662400234, 13.85680568363295 51.11369881704784, 13.84941956936222 51.11243750977859))"
257,881f1b55bbfffff,"POLYGON ((13.68071237958557 51.03212112744541, 13.67852539097733 51.02779110578379, 13.68370789090021 51.02473315113207, 13.69107754701485 51.0260050432531, 13.69326535307359 51.03033502932948, 13.68808268563556 51.03339315889144, 13.68071237958557 51.03212112744541))"
258,881f1b54c5fffff,"POLYGON ((13.6914187121993 51.09322613266512, 13.68922905998413 51.08889983824029, 13.69441582610851 51.08584460742239, 13.70179241193573 51.08711549588099, 13.70398288288076 51.09144175429547, 13.69879594933736 51.09449716028314, 13.6914187121993 51.09322613266512))"
259,881f1b4613fffff,"POLYGON ((13.78771555045694 51.03077875403107, 13.78552116283292 51.02644986134065, 13.79070076615828 51.02338654423658, 13.79807492079235 51.02465194457071, 13.80027012428149 51.02898080052127, 13.79509035734037 51.03204429289889, 13.78771555045694 51.03077875403107))"
260,881f1b0b19fffff,"POLYGON ((13.81830604187429 51.13080007873265, 13.81610637371836 51.12647744703976, 13.82129261044609 51.12341794536364, 13.82867867836778 51.12468089965822, 13.83087916428574 51.12900349377617, 13.82569276458935 51.13206317119586, 13.81830604187429 51.13080007873265))"
261,881f1b445bfffff,"POLYGON ((13.78710323251964 51.0030034607205, 13.78490976034632 50.99867292342414, 13.79008731938349 50.99560815981598, 13.7974585141708 50.99687375835431, 13.7996528015692 51.00120425905671, 13.79447507902408 51.00426919783601, 13.78710323251964 51.0030034607205))"
262,881f1b46b9fffff,"POLYGON ((13.84389276054084 51.00878733482803, 13.84169516256038 51.00445778570042, 13.84687165449554 51.00139052486027, 13.85424590594826 51.00265263778436, 13.85644431845824 51.00698214967326, 13.85126766505516 51.01004958589803, 13.84389276054084 51.00878733482803))"
263,881f1b091bfffff,"POLYGON ((13.85176349543875 51.07730398455492, 13.84956319114995 51.07297857076463, 13.85474456117775 51.06991456621599, 13.8621263970618 51.07117579981876, 13.86432751736583 51.07550117594182, 13.85914598584003 51.07856535615065, 13.85176349543875 51.07730398455492))"
264,881f1b4617fffff,"POLYGON ((13.77814736073925 51.02518370842268, 13.77595381397586 51.02085437703465, 13.78113325336339 51.01779123515126, 13.788506403521 51.01905724945657, 13.79070076615828 51.02338654423658, 13.78552116283292 51.02644986134065, 13.77814736073925 51.02518370842268))"
265,881f1b0b09fffff,"POLYGON ((13.78357641396362 51.12880091053333, 13.78137922539181 51.12447776391647, 13.78656622873923 51.12141987175884, 13.79395058495528 51.1226849506216, 13.79614859175131 51.12700806004935, 13.79096142417627 51.13006612782484, 13.78357641396362 51.12880091053333))"
266,881f1b4621fffff,"POLYGON ((13.72435375199487 51.01197745094137, 13.72216435931586 51.00764673258318, 13.72734422691852 51.00458554767062, 13.73471365310113 51.00585490614918, 13.73690386212743 51.0101855885495, 13.73172382869241 51.0132469484505, 13.72435375199487 51.01197745094137))"
267,881f1b5457fffff,"POLYGON ((13.65072403995162 51.10594898710941, 13.64853682260731 51.10162298792169, 13.65372559494022 51.09857044968147, 13.66110175364857 51.09984373557576, 13.66328979061074 51.1041696991302, 13.65810084931522 51.10722241244508, 13.65072403995162 51.10594898710941))"
268,881f1b734dfffff,"POLYGON ((13.88517336487478 51.02375069740781, 13.88297242998255 51.01942250437852, 13.88814893838032 51.01635400160851, 13.89552654177253 51.01761351631144, 13.89772829093653 51.02194167158017, 13.892551622506 51.02501034992778, 13.88517336487478 51.02375069740781))"
269,881f1b4623fffff,"POLYGON ((13.73690386212743 51.0101855885495, 13.73471365310113 51.00585490614918, 13.73989305996904 51.00279300539878, 13.74726284129944 51.0040616120449, 13.74945386644904 51.0083922583601, 13.74427429421358 51.01145433413564, 13.73690386212743 51.0101855885495))"
270,881f1b5455fffff,"POLYGON ((13.63815819150911 51.10772680530521, 13.63597179400585 51.10340077061151, 13.64116102480631 51.10034894942764, 13.64853682260731 51.10162298792169, 13.65072403995162 51.10594898710941, 13.64553463972234 51.10900098333053, 13.63815819150911 51.10772680530521))"
271,881f1b19b1fffff,"POLYGON ((13.78418842489787 51.15652549002859, 13.78199031775858 51.1522039928028, 13.78717937286825 51.14914754940142, 13.79456669952267 51.15041242752469, 13.79676562552974 51.15473388741427, 13.79157640608396 51.15779050653818, 13.78418842489787 51.15652549002859))"
272,881f1b198dfffff,"POLYGON ((13.75304484744072 51.17485460513143, 13.75084832969519 51.17053384003297, 13.75603957240115 51.16747991484245, 13.76342749848297 51.16874657908799, 13.76562483598406 51.17306730709401, 13.76043342771699 51.17612140796837, 13.75304484744072 51.17485460513143))"
273,881f1b55c9fffff,"POLYGON ((13.63104945874161 51.06700491104291, 13.62886483436057 51.06267639163582, 13.63405121621279 51.05962275250188, 13.64142239200375 51.06089745793294, 13.64360783537011 51.06522594211805, 13.63842128402847 51.06827975611554, 13.63104945874161 51.06700491104291))"
274,881f1b4649fffff,"POLYGON ((13.71895601630355 51.0545212854164, 13.71676566370935 51.05019301523852, 13.72194883176785 51.04713436062529, 13.72932251872026 51.04840380108742, 13.73151368873626 51.05273203515185, 13.72633035444669 51.05579086488897, 13.71895601630355 51.0545212854164))"
275,881f1b55d3fffff,"POLYGON ((13.68128237853447 51.05988022320209, 13.67909447954908 51.05555184544752, 13.6842790278931 51.05249534003639, 13.69165164291877 51.05376703738833, 13.69384035999742 51.05809537941131, 13.68865564402566 51.06115205983534, 13.68128237853447 51.05988022320209))"
276,881f1b559bfffff,"POLYGON ((13.69683573165824 51.05070981552803, 13.6946470379573 51.04638107133369, 13.69983049958372 51.04332330810617, 13.70720282199746 51.04459411406086, 13.70939233335147 51.04892282240107, 13.70420870470719 51.05198076066212, 13.69683573165824 51.05070981552803))"
277,881f1b461dfffff,"POLYGON ((13.7626060717044 51.03437025514137, 13.76041331648586 51.03004128935259, 13.76559384549062 51.02697940416765, 13.77296729432946 51.02824630959199, 13.7751608658632 51.03257523889516, 13.76998017231171 51.0356372992809, 13.7626060717044 51.03437025514137))"
278,881f1b56b1fffff,"POLYGON ((13.71713177091767 51.11739341543547, 13.71493956761461 51.11306883989946, 13.72012746331855 51.11001362505631, 13.72750772899222 51.11128281042306, 13.72970075122039 51.11560734954741, 13.72451268891867 51.11866273973806, 13.71713177091767 51.11739341543547))"
279,881f1b54bdfffff,"POLYGON ((13.72552880465773 51.06750441471977, 13.72333758672719 51.06317698519876, 13.72852154844338 51.06011869671033, 13.73589689421254 51.06138766257048, 13.73808892977398 51.0657150558412, 13.73290480200411 51.06877351952343, 13.72552880465773 51.06750441471977))"
280,881f1b5551fffff,"POLYGON ((13.58081500650747 51.07410610070278, 13.57863366028983 51.0697774416825, 13.58382186778747 51.06672666958646, 13.59119159292137 51.0680043818195, 13.5933737590127 51.07233300612777, 13.58818538016453 51.07538395293647, 13.58081500650747 51.07410610070278))"
281,881f1b4667fffff,"POLYGON ((13.70881118260927 51.02115812587467, 13.7066225828889 51.01682777356957, 13.71180353725433 51.01376784556485, 13.71917325784982 51.01503809491869, 13.72136267435751 51.01936841138858, 13.71618155355092 51.02242851436122, 13.70881118260927 51.02115812587467))"
282,881f1b5427fffff,"POLYGON ((13.61849098633549 51.06878241133103, 13.6163071811622 51.06445385682937, 13.62149402016324 51.06140093438403, 13.62886483436057 51.06267639163582, 13.63104945874161 51.06700491104291, 13.62586244978578 51.07005800831424, 13.61849098633549 51.06878241133103))"
283,881f1b0b6dfffff,"POLYGON ((13.73927589122522 51.12120002015001, 13.73708202608707 51.11687592033542, 13.74226962608727 51.1138198131322, 13.7496512571029 51.11508763032711, 13.75184594093343 51.11941169347081, 13.74665817512492 51.12246797611191, 13.73927589122522 51.12120002015001))"
284,881f1b0b35fffff,"POLYGON ((13.79553205087889 51.09927109048484, 13.79333496252777 51.09494633259177, 13.7985194514183 51.09188627549512, 13.80590119238138 51.0931508007629, 13.80809909808794 51.09747552148669, 13.80291444554516 51.10053575413335, 13.79553205087889 51.09927109048484))"
285,881f1b09c9fffff,"POLYGON ((13.87391231935419 51.08108672919953, 13.8717103567422 51.07676179351994, 13.87689142098802 51.07369689705188, 13.88427460862247 51.07495676053609, 13.88647738701219 51.07928165828981, 13.88129616205926 51.08234673050652, 13.87391231935419 51.08108672919953))"
286,881f1b54d5fffff,"POLYGON ((13.72611703489005 51.09525121137548, 13.72392490319473 51.09092542789709, 13.72911091439372 51.08786858832485, 13.73648922352135 51.08913735695516, 13.73868217349046 51.09346310403664, 13.73349599612699 51.09652011890612, 13.72611703489005 51.09525121137548))"
287,881f1b0907fffff,"POLYGON ((13.81046302381212 51.06233757940085, 13.80826606178469 51.05801080869345, 13.81344741030127 51.05494804697444, 13.82082588384913 51.05621188051847, 13.82302366214751 51.06053861408094, 13.81784215069621 51.06360155126563, 13.81046302381212 51.06233757940085))"
288,881f1b4607fffff,"POLYGON ((13.7434762183033 51.02317595595786, 13.74128514467803 51.01884611349573, 13.74646534362432 51.01578457855318, 13.75383678145459 51.01705271099943, 13.75602867141147 51.0213825172398, 13.75084830727519 51.02444422727702, 13.7434762183033 51.02317595595786))"
289,881f1b4669fffff,"POLYGON ((13.70282466393999 51.03593585727219, 13.70063601713547 51.03160630890736, 13.70581822489317 51.02854746315278, 13.71318924625327 51.0298179907837, 13.71537871027782 51.03414750330388, 13.71019633579079 51.03720652405916, 13.70282466393999 51.03593585727219))"
290,881f1b0991fffff,"POLYGON ((13.93011919313634 51.05907159120451, 13.92791402360036 51.0547460027089, 13.93309195710561 51.05167716151966, 13.9404752187709 51.05293373299112, 13.94268120273923 51.05725928306346, 13.93750311067967 51.06032830010884, 13.93011919313634 51.05907159120451))"
291,881f1b549dfffff,"POLYGON ((13.74167477281128 51.08607980066351, 13.73948184702227 51.08175365104345, 13.74466676835828 51.07869555339847, 13.75204478110595 51.07996343007768, 13.75423852472696 51.08428954317855, 13.74905343783715 51.08734781614075, 13.74167477281128 51.08607980066351))"
292,881f1b083dfffff,"POLYGON ((13.88051994531452 51.09405984951059, 13.87831711358971 51.0897357572365, 13.88349896713956 51.08667122554895, 13.89088381300939 51.0879306103384, 13.89308746071824 51.09225466455, 13.88790544664278 51.09531937205597, 13.88051994531452 51.09405984951059))"
293,881f1b56a9fffff,"POLYGON ((13.67942420947881 51.1227427902407, 13.67723446429788 51.11841810623292, 13.68242374255461 51.11536504260688, 13.68980293405915 51.1166364877736, 13.69199349883837 51.12096113575137, 13.68680405258347 51.12401437461385, 13.67942420947881 51.1227427902407))"
294,881f1b54e5fffff,"POLYGON ((13.67528726737233 51.07464715817068, 13.67309932220601 51.0703195849211, 13.67828512508299 51.06726416262224, 13.68565904111182 51.06853613854847, 13.68784780480486 51.07286367605685, 13.68266183401091 51.07591927340158, 13.67528726737233 51.07464715817068))"
295,881f1b469dfffff,"POLYGON ((13.85048728780672 51.02177429948016, 13.84828882311352 51.01744559175978, 13.85346610367982 51.01437869573157, 13.86084201029622 51.01564033199122, 13.86304128972521 51.01996900233654, 13.85786384787125 51.02303607381856, 13.85048728780672 51.02177429948016))"
296,881f1b4685fffff,"POLYGON ((13.81878929757833 51.01239329996802, 13.81659332933485 51.00806367674411, 13.82177075095599 51.0049978470783, 13.82914430328828 51.00626146534497, 13.83134108651317 51.01059105158424, 13.82616350249343 51.01365705656278, 13.81878929757833 51.01239329996802))"
