b_number,p_address,p_bikes,p_booked_bikes,b_boardcomputer,b_lock_types,p_rack_locks,p_bike_types,p_free_racks,b_active,p_maintenance,b_state,city,p_bike_racks,p_spot,p_name,p_number,p_terminal_type,datetime,p_uid,b_pedelec_battery,p_special_racks,b_battery_pack,b_electric_lock,trip,p_place_type,b_bike_type,p_lat,p_free_special_racks,p_lng,p_bike
93848,,3,0,7551016030,frame_lock,False,"{""71"": 2, ""undefined"": 1}",3,True,False,ok,dresden,6,True,Sächsische Dampfschifffahrt,4447,stele,2019-06-26 00:00:00,1031808,,0,,True,first,0,71,51.053683206065735,0,13.741117715835571,False
93848,,3,0,7551016030,frame_lock,False,"{""71"": 2, ""undefined"": 1}",3,True,False,ok,dresden,6,True,Sächsische Dampfschifffahrt,4447,stele,2019-06-26 01:39:00,1031808,,0,,True,start,0,71,51.053683206065735,0,13.741117715835571,False
93848,,3,0,7551016030,frame_lock,False,"{""71"": 2, ""undefined"": 1}",3,True,False,ok,dresden,6,True,Sächsische Dampfschifffahrt,4447,stele,2019-06-26 01:46:00,1031808,,0,,True,end,0,71,51.053683206065735,0,13.741117715835571,False
93848,,2,0,7551016030,frame_lock,False,"{""71"": 1, ""undefined"": 1}",4,True,False,ok,dresden,6,True,Sächsische Dampfschifffahrt,4447,stele,2019-06-26 08:15:00,1031808,,0,,True,start,0,71,51.053683206065735,0,13.741117715835571,False
93848,,1,0,7551016030,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,True,Vapiano / Prager Str.,4402,,2019-06-26 09:54:00,127640,,0,,True,end,0,71,51.0445980659557,0,13.7363541126251,False
93848,,1,0,7551016030,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93848,0,,2019-06-26 15:02:00,18055956,,0,,True,start,12,71,51.045386666667,0,13.735402222222,True
93848,,1,0,7551016030,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93848,0,,2019-06-26 15:08:00,18064826,,0,,True,end,12,71,51.039866666667,0,13.729643333333,True
93848,,1,0,7551016030,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93848,0,,2019-06-26 15:09:00,18064826,,0,,True,start,12,71,51.04016,0,13.728488888889,True
93848,,1,0,7551016030,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93848,0,,2019-06-26 15:12:00,18065063,,0,,True,end,12,71,51.039071111111,0,13.731833333333,True
93848,,1,0,7551016030,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93848,0,,2019-06-26 15:14:00,18065063,,0,,True,start,12,71,51.039111111111,0,13.731872222222,True
93848,,1,0,7551016030,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93848,0,,2019-06-26 15:25:00,18065899,,0,,True,end,12,71,51.044906666667,0,13.735304444444,True
93848,,1,0,7551016030,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93848,0,,2019-06-26 15:35:00,18065899,,0,,True,start,12,71,51.044813333333,0,13.735371111111,True
93848,,5,0,7551016030,frame_lock,False,"{""15"": 1, ""71"": 1, ""undefined"": 3}",0,True,False,ok,dresden,0,True,Bautzner Straße / Rothenburger Straße,4482,free,2019-06-26 15:54:00,10299563,,0,,True,end,0,71,51.06294,0,13.75129,False
93848,,5,0,7551016030,frame_lock,False,"{""15"": 2, ""71"": 1, ""undefined"": 2}",0,True,False,ok,dresden,0,True,Bautzner Straße / Rothenburger Straße,4482,free,2019-06-26 16:21:00,10299563,,0,,True,start,0,71,51.06294,0,13.75129,False
93848,,1,0,7551016030,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,True,Chemnitzer Straße,4372,,2019-06-26 16:47:00,264574,,0,,True,end,0,71,51.033662509278386,0,13.710991144180296,False
93848,,1,0,7551016030,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,True,Chemnitzer Straße,4372,,2019-06-26 16:49:00,264574,,0,,True,start,0,71,51.033662509278386,0,13.710991144180296,False
93848,,1,0,7551016030,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,True,Chemnitzer Straße,4372,,2019-06-26 17:48:00,264574,,0,,True,end,0,71,51.033662509278386,0,13.710991144180296,False
93848,,1,0,7551016030,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,True,Chemnitzer Straße,4372,,2019-06-26 17:49:00,264574,,0,,True,start,0,71,51.033662509278386,0,13.710991144180296,False
93848,,1,0,7551016030,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,True,Chemnitzer Straße,4372,,2019-06-26 18:21:00,264574,,0,,True,end,0,71,51.033662509278386,0,13.710991144180296,False
93848,,1,0,7551016030,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,True,Chemnitzer Straße,4372,,2019-06-26 18:22:00,264574,,0,,True,start,0,71,51.033662509278386,0,13.710991144180296,False
93848,,2,0,7551016030,frame_lock,False,"{""71"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Martin-Luther-Platz (Kirche),4376,,2019-06-26 18:59:00,264578,,0,,True,end,0,71,51.064135319559504,0,13.756663799285887,False
