b_number,p_address,p_bikes,p_booked_bikes,b_boardcomputer,b_lock_types,p_rack_locks,p_bike_types,p_free_racks,b_active,p_maintenance,b_state,city,p_bike_racks,p_spot,p_name,p_number,p_terminal_type,datetime,p_uid,b_pedelec_battery,p_special_racks,b_battery_pack,b_electric_lock,trip,p_place_type,b_bike_type,p_lat,p_free_special_racks,p_lng,p_bike
93735,,2,0,7551006336,frame_lock,False,"{""15"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Händelallee,4397,,2019-06-08 00:00:00,264604,,0,,True,first,0,15,51.059914298409076,0,13.787949085235596,False
93735,,2,0,7551006336,frame_lock,False,"{""15"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Händelallee,4397,,2019-06-08 23:59:00,264604,,0,,True,last,0,15,51.059914298409076,0,13.787949085235596,False
93377,,5,0,7551003856,frame_lock,False,"{""15"": 2, ""71"": 1, ""undefined"": 2}",0,True,False,ok,dresden,0,True,Rothermundstr. / Zwinglistr.,4405,free,2019-06-08 00:00:00,4442319,,0,,True,first,0,0,51.03335214736798,0,13.782976269721985,False
93377,,5,0,7551003856,frame_lock,False,"{""15"": 3, ""71"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Rothermundstr. / Zwinglistr.,4405,free,2019-06-08 17:59:00,4442319,,0,,True,start,0,0,51.03335214736798,0,13.782976269721985,False
93377,,4,0,7551003856,frame_lock,False,"{""15"": 2, ""71"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Rothermundstr. / Zwinglistr.,4405,free,2019-06-08 18:01:00,4442319,,0,,True,end,0,0,51.03335214736798,0,13.782976269721985,False
93377,,5,0,7551003856,frame_lock,False,"{""15"": 2, ""71"": 1, ""undefined"": 2}",0,True,False,ok,dresden,0,True,Rothermundstr. / Zwinglistr.,4405,free,2019-06-08 23:59:00,4442319,,0,,True,last,0,0,51.03335214736798,0,13.782976269721985,False
93267,,3,0,7551003439,frame_lock,False,"{""71"": 1, ""undefined"": 2}",0,True,False,ok,dresden,0,True,NH-Hotel / Hansa Str. 43,4306,,2019-06-08 00:00:00,40,,0,,True,first,0,0,51.0741334233362,0,13.7388753890991,False
93267,,3,0,7551003439,frame_lock,False,"{""15"": 1, ""undefined"": 2}",0,True,False,ok,dresden,0,True,NH-Hotel / Hansa Str. 43,4306,,2019-06-08 23:59:00,40,,0,,True,last,0,0,51.0741334233362,0,13.7388753890991,False
93011,,1,0,7551006305,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93011,0,,2019-06-08 00:00:00,16958378,,0,,True,first,12,15,51.069715555556,0,13.737918888889,True
93011,,1,0,7551006305,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93011,0,,2019-06-08 04:43:00,16965673,,0,,True,start,12,15,51.070102222222,0,13.737753333333,True
93011,,1,0,7551006305,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93011,0,,2019-06-08 04:59:00,16969405,,0,,True,end,12,15,51.08288,0,13.711611111111,True
93011,,1,0,7551006305,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93011,0,,2019-06-08 23:59:00,17006543,,0,,True,last,12,15,51.082693333333,0,13.711745555556,True
93378,,1,0,7551003759,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,False,BIKE 93378,0,,2019-06-08 00:00:00,16960274,,0,,True,first,12,0,51.070062222222,0,13.71847,True
93378,,1,0,7551003759,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,False,BIKE 93378,0,,2019-06-08 23:59:00,17003490,,0,,True,last,12,0,51.027817777778,0,13.851101111111,True
93836,,1,0,7551012884,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93836,0,,2019-06-08 00:00:00,16963280,,0,,True,first,12,71,51.073186666667,0,13.724745555556,True
93836,,1,0,7551012884,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93836,0,,2019-06-08 13:41:00,16963280,,0,,True,last,12,71,51.073248888889,0,13.725022222222,True
93343,,1,0,7551006191,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,False,BIKE 93343,0,,2019-06-08 00:00:00,16958686,,0,,True,first,12,0,51.05908,0,13.750705555556,True
93343,,2,0,7551006191,frame_lock,False,"{""15"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Park Inn,4423,,2019-06-08 23:59:00,273621,,0,,True,last,0,0,51.060089620046995,0,13.75137984752655,False
93756,,1,0,7551006368,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93756,0,,2019-06-08 00:00:00,16960749,,0,,True,first,12,15,51.077262222222,0,13.723148888889,True
93756,,1,0,7551006368,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93756,0,,2019-06-08 23:59:00,17003635,,0,,True,last,12,15,51.077284444444,0,13.722987777778,True
93772,,1,0,7551005252,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,True,Holzhofgasse,4378,,2019-06-08 00:00:00,264580,,0,,True,first,0,15,51.0627463359157,0,13.7629723548889,False
