b_number,p_address,p_bikes,p_booked_bikes,b_boardcomputer,b_lock_types,p_rack_locks,p_bike_types,p_free_racks,b_active,p_maintenance,b_state,city,p_bike_racks,p_spot,p_name,p_number,p_terminal_type,datetime,p_uid,b_pedelec_battery,p_special_racks,b_battery_pack,b_electric_lock,trip,p_place_type,b_bike_type,p_lat,p_free_special_racks,p_lng,p_bike
93735,,2,0,7551006336,frame_lock,False,"{""15"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Händelallee,4397,,2019-06-09 00:00:00,264604,,0,,True,first,0,15,51.059914298409076,0,13.787949085235596,False
93735,,2,0,7551006336,frame_lock,False,"{""15"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Händelallee,4397,,2019-06-09 02:25:00,264604,,0,,True,start,0,15,51.059914298409076,0,13.787949085235596,False
93735,,2,0,7551006336,frame_lock,False,"{""15"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Händelallee,4397,,2019-06-09 02:27:00,264604,,0,,True,end,0,15,51.059914298409076,0,13.787949085235596,False
93735,,2,0,7551006336,frame_lock,False,"{""15"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Händelallee,4397,,2019-06-09 07:33:00,264604,,0,,True,start,0,15,51.059914298409076,0,13.787949085235596,False
93735,,2,0,7551006336,frame_lock,False,"{""15"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Händelallee,4397,,2019-06-09 07:36:00,264604,,0,,True,end,0,15,51.059914298409076,0,13.787949085235596,False
93735,,1,0,7551006336,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,True,Händelallee,4397,,2019-06-09 14:05:00,264604,,0,,True,start,0,15,51.059914298409076,0,13.787949085235596,False
93735,,1,0,7551006336,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93735,0,,2019-06-09 14:27:00,17035322,,0,,True,end,12,15,51.042186666667,0,13.79739,True
93735,,1,0,7551006336,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93735,0,,2019-06-09 15:52:00,17035322,,0,,True,start,12,15,51.042222222222,0,13.79781,True
93735,,1,0,7551006336,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93735,0,,2019-06-09 16:12:00,17041463,,0,,True,end,12,15,51.031457777778,0,13.75166,True
93735,,1,0,7551006336,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93735,0,,2019-06-09 16:27:00,17041744,,0,,True,start,12,15,51.031537777778,0,13.751554444444,True
93735,,1,0,7551006336,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93735,0,,2019-06-09 17:07:00,17044738,,0,,True,end,12,15,51.038128888889,0,13.771612222222,True
93735,,1,0,7551006336,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93735,0,,2019-06-09 17:08:00,17044738,,0,,True,start,12,15,51.038128888889,0,13.771612222222,True
93735,,1,0,7551006336,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93735,0,,2019-06-09 21:10:00,17056830,,0,,True,end,12,15,51.031786666667,0,13.748148888889,True
93735,,1,0,7551006336,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93735,0,,2019-06-09 23:59:00,17056830,,0,,True,last,12,15,51.031657777778,0,13.748301111111,True
93267,,3,0,7551003439,frame_lock,False,"{""15"": 1, ""undefined"": 2}",0,True,False,ok,dresden,0,True,NH-Hotel / Hansa Str. 43,4306,,2019-06-09 00:00:00,40,,0,,True,first,0,0,51.0741334233362,0,13.7388753890991,False
93267,,3,0,7551003439,frame_lock,False,"{""15"": 1, ""undefined"": 2}",0,True,False,ok,dresden,0,True,NH-Hotel / Hansa Str. 43,4306,,2019-06-09 02:25:00,40,,0,,True,start,0,0,51.0741334233362,0,13.7388753890991,False
93267,,3,0,7551003439,frame_lock,False,"{""15"": 1, ""undefined"": 2}",0,True,False,ok,dresden,0,True,NH-Hotel / Hansa Str. 43,4306,,2019-06-09 02:27:00,40,,0,,True,end,0,0,51.0741334233362,0,13.7388753890991,False
93267,,2,0,7551003439,frame_lock,False,"{""undefined"": 2}",0,True,False,ok,dresden,0,True,NH-Hotel / Hansa Str. 43,4306,,2019-06-09 07:33:00,40,,0,,True,start,0,0,51.0741334233362,0,13.7388753890991,False
93267,,2,0,7551003439,frame_lock,False,"{""undefined"": 2}",0,True,False,ok,dresden,0,True,NH-Hotel / Hansa Str. 43,4306,,2019-06-09 07:36:00,40,,0,,True,end,0,0,51.0741334233362,0,13.7388753890991,False
93267,,2,0,7551003439,frame_lock,False,"{""undefined"": 2}",0,True,False,ok,dresden,0,True,NH-Hotel / Hansa Str. 43,4306,,2019-06-09 17:21:00,40,,0,,True,start,0,0,51.0741334233362,0,13.7388753890991,False
93267,,2,0,7551003439,frame_lock,False,"{""undefined"": 2}",0,True,False,ok,dresden,0,True,NH-Hotel / Hansa Str. 43,4306,,2019-06-09 17:37:00,40,,0,,True,end,0,0,51.0741334233362,0,13.7388753890991,False
93267,,2,0,7551003439,frame_lock,False,"{""undefined"": 2}",0,True,False,ok,dresden,0,True,NH-Hotel / Hansa Str. 43,4306,,2019-06-09 21:03:00,40,,0,,True,start,0,0,51.0741334233362,0,13.7388753890991,False
93267,,2,0,7551003439,frame_lock,False,"{""undefined"": 2}",0,True,False,ok,dresden,0,True,NH-Hotel / Hansa Str. 43,4306,,2019-06-09 21:10:00,40,,0,,True,end,0,0,51.0741334233362,0,13.7388753890991,False
93267,,2,0,7551003439,frame_lock,False,"{""undefined"": 2}",0,True,False,ok,dresden,0,True,NH-Hotel / Hansa Str. 43,4306,,2019-06-09 23:59:00,40,,0,,True,last,0,0,51.0741334233362,0,13.7388753890991,False
93011,,1,0,7551006305,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93011,0,,2019-06-09 00:00:00,17006543,,0,,True,first,12,15,51.082693333333,0,13.711745555556,True
93011,,1,0,7551006305,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93011,0,,2019-06-09 02:25:00,17006543,,0,,True,start,12,15,51.082871111111,0,13.711517777778,True
93011,,1,0,7551006305,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93011,0,,2019-06-09 02:27:00,17006543,,0,,True,end,12,15,51.082871111111,0,13.711517777778,True
93011,,1,0,7551006305,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93011,0,,2019-06-09 07:33:00,17006543,,0,,True,start,12,15,51.082835555556,0,13.711838888889,True
93011,,1,0,7551006305,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93011,0,,2019-06-09 07:36:00,17006543,,0,,True,end,12,15,51.082835555556,0,13.711838888889,True
93011,,1,0,7551006305,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93011,0,,2019-06-09 12:15:00,17006543,,0,,True,start,12,15,51.082826666667,0,13.711711111111,True
93011,,1,0,7551006305,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,True,Bf. Dresden-Neustadt,4332,free,2019-06-09 12:32:00,73,,0,,True,end,0,15,51.0651837723282,0,13.7412196397781,False
93011,,1,0,7551006305,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,True,Bf. Dresden-Neustadt,4332,free,2019-06-09 13:59:00,73,,0,,True,start,0,15,51.0651837723282,0,13.7412196397781,False
93011,,1,0,7551006305,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,False,BIKE 93011,0,,2019-06-09 14:13:00,17034557,,0,,True,end,12,15,51.050746666667,0,13.735412222222,True
