b_number,p_address,p_bikes,p_booked_bikes,b_boardcomputer,b_lock_types,p_rack_locks,p_bike_types,p_free_racks,b_active,p_maintenance,b_state,city,p_bike_racks,p_spot,p_name,p_number,p_terminal_type,datetime,p_uid,b_pedelec_battery,p_special_racks,b_battery_pack,b_electric_lock,trip,p_place_type,b_bike_type,p_lat,p_free_special_racks,p_lng,p_bike
93735,,1,0,7551006336,frame_lock,False,"{""15"": 1}",0,True,False,ok,dresden,0,True,Händelallee,4397,,2019-06-07 00:00:00,264604,,0,,True,first,0,15,51.059914298409076,0,13.787949085235596,False
93735,,2,0,7551006336,frame_lock,False,"{""15"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Händelallee,4397,,2019-06-07 15:05:00,264604,,0,,True,start,0,15,51.059914298409076,0,13.787949085235596,False
93735,,2,0,7551006336,frame_lock,False,"{""15"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Händelallee,4397,,2019-06-07 15:07:00,264604,,0,,True,end,0,15,51.059914298409076,0,13.787949085235596,False
93735,,2,0,7551006336,frame_lock,False,"{""15"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Händelallee,4397,,2019-06-07 23:59:00,264604,,0,,True,last,0,15,51.059914298409076,0,13.787949085235596,False
93267,,1,0,7551003439,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,False,BIKE 93267,0,,2019-06-07 00:00:00,16903575,,0,,True,first,12,0,51.052244444444,0,13.804174444444,True
93267,,1,0,7551003439,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,False,BIKE 93267,0,,2019-06-07 12:01:00,16927595,,0,,True,start,12,0,51.052102222222,0,13.804693333333,True
93267,,2,0,7551003439,frame_lock,False,"{""15"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Albertplatz,4302,,2019-06-07 12:50:00,2985,,0,,True,end,0,0,51.06389595884549,0,13.747313618659973,False
93267,,2,0,7551003439,frame_lock,False,"{""15"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Albertplatz,4302,,2019-06-07 13:17:00,2985,,0,,True,start,0,0,51.06389595884549,0,13.747313618659973,False
93267,,1,0,7551003439,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,False,BIKE 93267,0,,2019-06-07 13:22:00,16934309,,0,,True,end,12,0,51.070693333333,0,13.749312222222,True
93267,,1,0,7551003439,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,False,BIKE 93267,0,,2019-06-07 15:05:00,16934638,,0,,True,start,12,0,51.070417777778,0,13.749912222222,True
93267,,1,0,7551003439,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,False,BIKE 93267,0,,2019-06-07 15:07:00,16934638,,0,,True,end,12,0,51.070417777778,0,13.749912222222,True
93267,,1,0,7551003439,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,False,BIKE 93267,0,,2019-06-07 16:44:00,16941594,,0,,True,start,12,0,51.07044,0,13.750028888889,True
93267,,1,0,7551003439,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,False,BIKE 93267,0,,2019-06-07 17:26:00,16948268,,0,,True,end,12,0,51.066577777778,0,13.740508888889,True
93267,,1,0,7551003439,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,False,BIKE 93267,0,,2019-06-07 18:28:00,16948268,,0,,True,start,12,0,51.060897777778,0,13.759278888889,True
93267,,2,0,7551003439,frame_lock,False,"{""15"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Louisenstraße,4484,free,2019-06-07 18:44:00,10299599,,0,,True,end,0,0,51.06798,0,13.74754,False
93267,,1,0,7551003439,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,True,Louisenstraße,4484,free,2019-06-07 19:37:00,10299599,,0,,True,start,0,0,51.06798,0,13.74754,False
93267,,1,0,7551003439,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,True,Bischofsplatz (S-Bahn),4469,free,2019-06-07 19:41:00,10299456,,0,,True,end,0,0,51.07192566647641,0,13.746272921562195,False
93267,,2,0,7551003439,frame_lock,False,"{""undefined"": 2}",0,True,False,ok,dresden,0,True,Bischofsplatz (S-Bahn),4469,free,2019-06-07 23:15:00,10299456,,0,,True,start,0,0,51.07192566647641,0,13.746272921562195,False
93267,,2,0,7551003439,frame_lock,False,"{""undefined"": 2}",0,True,False,ok,dresden,0,True,Louisenstraße,4484,free,2019-06-07 23:19:00,10299599,,0,,True,end,0,0,51.06798,0,13.74754,False
93267,,2,0,7551003439,frame_lock,False,"{""undefined"": 2}",0,True,False,ok,dresden,0,True,Louisenstraße,4484,free,2019-06-07 23:39:00,10299599,,0,,True,start,0,0,51.06798,0,13.74754,False
93267,,3,0,7551003439,frame_lock,False,"{""71"": 1, ""undefined"": 2}",0,True,False,ok,dresden,0,True,NH-Hotel / Hansa Str. 43,4306,,2019-06-07 23:50:00,40,,0,,True,end,0,0,51.0741334233362,0,13.7388753890991,False
93267,,3,0,7551003439,frame_lock,False,"{""71"": 1, ""undefined"": 2}",0,True,False,ok,dresden,0,True,NH-Hotel / Hansa Str. 43,4306,,2019-06-07 23:59:00,40,,0,,True,last,0,0,51.0741334233362,0,13.7388753890991,False
93453,Angelsteg 1,1,0,7551003568,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,False,BIKE 93453,0,,2019-06-07 00:00:00,16751435,,0,,True,first,12,0,51.051831111111,0,13.809816666667,True
93453,Angelsteg 1,1,0,7551003568,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,False,BIKE 93453,0,,2019-06-07 10:38:00,16751435,,0,,True,last,12,0,51.051782222222,0,13.809703333333,True
93836,,2,0,7551012884,frame_lock,False,"{""71"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Altpieschen,4355,,2019-06-07 00:00:00,264557,,0,,True,first,0,71,51.07764876381213,0,13.716709613800047,False
93836,,2,0,7551012884,frame_lock,False,"{""71"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Altpieschen,4355,,2019-06-07 06:10:00,264557,,0,,True,start,0,71,51.07764876381213,0,13.716709613800047,False
93836,,2,0,7551012884,frame_lock,False,"{""71"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Altpieschen,4355,,2019-06-07 06:12:00,264557,,0,,True,end,0,71,51.07764876381213,0,13.716709613800047,False
93836,,2,0,7551012884,frame_lock,False,"{""71"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Altpieschen,4355,,2019-06-07 09:07:00,264557,,0,,True,start,0,71,51.07764876381213,0,13.716709613800047,False
93836,,3,0,7551012884,frame_lock,False,"{""15"": 1, ""71"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Altpieschen,4355,,2019-06-07 09:11:00,264557,,0,,True,end,0,71,51.07764876381213,0,13.716709613800047,False
93836,,2,0,7551012884,frame_lock,False,"{""71"": 1, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Altpieschen,4355,,2019-06-07 09:40:00,264557,,0,,True,start,0,71,51.07764876381213,0,13.716709613800047,False
93836,,1,0,7551012884,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93836,0,,2019-06-07 09:47:00,16922988,,0,,True,end,12,71,51.073315555556,0,13.724743333333,True
93836,,1,0,7551012884,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93836,0,,2019-06-07 11:26:00,16922988,,0,,True,start,12,71,51.073315555556,0,13.724745555556,True
93836,,1,0,7551012884,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93836,0,,2019-06-07 11:29:00,16928131,,0,,True,end,12,71,51.073106666667,0,13.724763333333,True
