b_number,p_address,p_bikes,p_booked_bikes,b_boardcomputer,b_lock_types,p_rack_locks,p_bike_types,p_free_racks,b_active,p_maintenance,b_state,city,p_bike_racks,p_spot,p_name,p_number,p_terminal_type,datetime,p_uid,b_pedelec_battery,p_special_racks,b_battery_pack,b_electric_lock,trip,p_place_type,b_bike_type,p_lat,p_free_special_racks,p_lng,p_bike
93918,,1,0,7551012905,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93918,0,,2019-06-16 00:00:00,17421850,,0,,True,first,12,71,51.072884444444,0,13.745596666667,True
93918,,1,0,7551012905,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93918,0,,2019-06-16 00:41:00,17421850,,0,,True,start,12,71,51.072884444444,0,13.745596666667,True
93918,,1,0,7551012905,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93918,0,,2019-06-16 01:14:00,17429004,,0,,True,end,12,71,51.045702222222,0,13.726526666667,True
93918,,1,0,7551012905,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93918,0,,2019-06-16 05:43:00,17431936,,0,,True,start,12,71,51.045648888889,0,13.726481111111,True
93918,,1,0,7551012905,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93918,0,,2019-06-16 05:45:00,17431936,,0,,True,end,12,71,51.045648888889,0,13.726481111111,True
93918,Polierstraße 7,1,0,7551012905,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93918,0,,2019-06-16 08:49:00,17431936,,0,,True,start,12,71,51.045848888889,0,13.726554444444,True
93918,,1,0,7551012905,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93918,0,,2019-06-16 19:27:00,17471887,,0,,True,end,12,71,51.048684444444,0,13.725907777778,True
93918,,1,0,7551012905,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93918,0,,2019-06-16 23:59:00,17471887,,0,,True,last,12,71,51.048626666667,0,13.725685555556,True
93856,,2,0,7551013009,frame_lock,False,"{""15"": 1, ""71"": 1}",0,True,False,ok,dresden,0,True,Altleubitz,4505,free,2019-06-16 00:00:00,10299865,,0,,True,first,0,71,51.01559733603955,0,13.767585754394531,False
93856,,2,0,7551013009,frame_lock,False,"{""15"": 1, ""71"": 1}",0,True,False,ok,dresden,0,True,Altleubitz,4505,free,2019-06-16 01:08:00,10299865,,0,,True,start,0,71,51.01559733603955,0,13.767585754394531,False
93856,,2,0,7551013009,frame_lock,False,"{""15"": 1, ""71"": 1}",0,True,False,ok,dresden,0,True,Altleubitz,4505,free,2019-06-16 01:11:00,10299865,,0,,True,end,0,71,51.01559733603955,0,13.767585754394531,False
93856,,3,0,7551013009,frame_lock,False,"{""15"": 2, ""71"": 1}",0,True,False,ok,dresden,0,True,Altleubitz,4505,free,2019-06-16 05:43:00,10299865,,0,,True,start,0,71,51.01559733603955,0,13.767585754394531,False
93856,,3,0,7551013009,frame_lock,False,"{""15"": 2, ""71"": 1}",0,True,False,ok,dresden,0,True,Altleubitz,4505,free,2019-06-16 05:45:00,10299865,,0,,True,end,0,71,51.01559733603955,0,13.767585754394531,False
93856,,3,0,7551013009,frame_lock,False,"{""15"": 2, ""71"": 1}",0,True,False,ok,dresden,0,True,Altleubitz,4505,free,2019-06-16 18:20:00,10299865,,0,,True,start,0,71,51.01559733603955,0,13.767585754394531,False
93856,,3,0,7551013009,frame_lock,False,"{""15"": 2, ""71"": 1}",0,True,False,ok,dresden,0,True,Altleubitz,4505,free,2019-06-16 18:25:00,10299865,,0,,True,end,0,71,51.01559733603955,0,13.767585754394531,False
93856,,3,0,7551013009,frame_lock,False,"{""15"": 2, ""71"": 1}",0,True,False,ok,dresden,0,True,Altleubitz,4505,free,2019-06-16 19:45:00,10299865,,0,,True,start,0,71,51.01559733603955,0,13.767585754394531,False
93856,,1,0,7551013009,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,True,Südhöhe,4502,free,2019-06-16 20:06:00,10299802,,0,,True,end,0,71,51.01992,0,13.73001,False
93856,,1,0,7551013009,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,True,Südhöhe,4502,free,2019-06-16 22:22:00,10299802,,0,,True,start,0,71,51.01992,0,13.73001,False
93856,,1,0,7551013009,frame_lock,False,"{""71"": 1}",0,True,False,ok,dresden,0,False,BIKE 93856,0,,2019-06-16 22:40:00,17478701,,0,,True,end,12,71,51.016431111111,0,13.767186666667,True
93856,,3,0,7551013009,frame_lock,False,"{""15"": 2, ""71"": 1}",0,True,False,ok,dresden,0,True,Altleubitz,4505,free,2019-06-16 23:59:00,10299865,,0,,True,last,0,71,51.01559733603955,0,13.767585754394531,False
93377,,4,0,7551003856,frame_lock,False,"{""71"": 3, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Lukasstr. / Hochschulstr.,4463,free,2019-06-16 00:00:00,4405747,,0,,True,first,0,0,51.03252,0,13.7325,False
93377,,4,0,7551003856,frame_lock,False,"{""71"": 3, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Lukasstr. / Hochschulstr.,4463,free,2019-06-16 01:08:00,4405747,,0,,True,start,0,0,51.03252,0,13.7325,False
93377,,4,0,7551003856,frame_lock,False,"{""71"": 3, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Lukasstr. / Hochschulstr.,4463,free,2019-06-16 01:11:00,4405747,,0,,True,end,0,0,51.03252,0,13.7325,False
93377,,4,0,7551003856,frame_lock,False,"{""15"": 1, ""71"": 2, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Lukasstr. / Hochschulstr.,4463,free,2019-06-16 05:43:00,4405747,,0,,True,start,0,0,51.03252,0,13.7325,False
93377,,4,0,7551003856,frame_lock,False,"{""15"": 1, ""71"": 2, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Lukasstr. / Hochschulstr.,4463,free,2019-06-16 05:45:00,4405747,,0,,True,end,0,0,51.03252,0,13.7325,False
93377,,1,0,7551003856,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,True,Lukasstr. / Hochschulstr.,4463,free,2019-06-16 12:04:00,4405747,,0,,True,start,0,0,51.03252,0,13.7325,False
93377,,5,0,7551003856,frame_lock,False,"{""15"": 1, ""71"": 1, ""undefined"": 3}",0,True,False,ok,dresden,0,True,Bonhoeffer Platz,4438,,2019-06-16 13:56:00,310792,,0,,True,end,0,0,51.038466106820756,0,13.70167851448059,False
93377,,5,0,7551003856,frame_lock,False,"{""15"": 1, ""71"": 1, ""undefined"": 3}",0,True,False,ok,dresden,0,True,Bonhoeffer Platz,4438,,2019-06-16 14:58:00,310792,,0,,True,start,0,0,51.038466106820756,0,13.70167851448059,False
93377,,5,0,7551003856,frame_lock,False,"{""15"": 1, ""undefined"": 4}",0,True,False,ok,dresden,0,True,Bonhoeffer Platz,4438,,2019-06-16 15:36:00,310792,,0,,True,end,0,0,51.038466106820756,0,13.70167851448059,False
93377,,5,0,7551003856,frame_lock,False,"{""15"": 1, ""71"": 1, ""undefined"": 3}",0,True,False,ok,dresden,0,True,Bonhoeffer Platz,4438,,2019-06-16 18:00:00,310792,,0,,True,start,0,0,51.038466106820756,0,13.70167851448059,False
93377,,5,0,7551003856,frame_lock,False,"{""15"": 1, ""undefined"": 4}",0,True,False,ok,dresden,0,True,Bonhoeffer Platz,4438,,2019-06-16 18:18:00,310792,,0,,True,end,0,0,51.038466106820756,0,13.70167851448059,False
93377,,5,0,7551003856,frame_lock,False,"{""15"": 1, ""undefined"": 4}",0,True,False,ok,dresden,0,True,Bonhoeffer Platz,4438,,2019-06-16 18:20:00,310792,,0,,True,start,0,0,51.038466106820756,0,13.70167851448059,False
93377,,5,0,7551003856,frame_lock,False,"{""15"": 1, ""undefined"": 4}",0,True,False,ok,dresden,0,True,Bonhoeffer Platz,4438,,2019-06-16 18:25:00,310792,,0,,True,start,0,0,51.038466106820756,0,13.70167851448059,False
93377,,5,0,7551003856,frame_lock,False,"{""15"": 1, ""71"": 1, ""undefined"": 3}",0,True,False,ok,dresden,0,True,Bonhoeffer Platz,4438,,2019-06-16 19:37:00,310792,,0,,True,end,0,0,51.038466106820756,0,13.70167851448059,False
93377,,5,0,7551003856,frame_lock,False,"{""15"": 1, ""71"": 1, ""undefined"": 3}",0,True,False,ok,dresden,0,True,Bonhoeffer Platz,4438,,2019-06-16 19:39:00,310792,,0,,True,last,0,0,51.038466106820756,0,13.70167851448059,False
93267,,4,0,7551003439,frame_lock,False,"{""71"": 3, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Mosenstraße,4392,,2019-06-16 00:00:00,264599,,0,,True,first,0,0,51.04473971878632,0,13.777724504470825,False
93267,,3,0,7551003439,frame_lock,False,"{""71"": 2, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Mosenstraße,4392,,2019-06-16 01:08:00,264599,,0,,True,start,0,0,51.04473971878632,0,13.777724504470825,False
93267,,3,0,7551003439,frame_lock,False,"{""71"": 2, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Mosenstraße,4392,,2019-06-16 01:11:00,264599,,0,,True,end,0,0,51.04473971878632,0,13.777724504470825,False
93267,,4,0,7551003439,frame_lock,False,"{""15"": 1, ""71"": 2, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Mosenstraße,4392,,2019-06-16 05:43:00,264599,,0,,True,start,0,0,51.04473971878632,0,13.777724504470825,False
93267,,4,0,7551003439,frame_lock,False,"{""15"": 1, ""71"": 2, ""undefined"": 1}",0,True,False,ok,dresden,0,True,Mosenstraße,4392,,2019-06-16 05:45:00,264599,,0,,True,end,0,0,51.04473971878632,0,13.777724504470825,False
93267,,1,0,7551003439,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,True,Mosenstraße,4392,,2019-06-16 11:51:00,264599,,0,,True,start,0,0,51.04473971878632,0,13.777724504470825,False
93267,,1,0,7551003439,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,False,BIKE 93267,0,,2019-06-16 12:18:00,17446414,,0,,True,end,12,0,51.062555555556,0,13.748942222222,True
93267,,1,0,7551003439,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,False,BIKE 93267,0,,2019-06-16 16:39:00,17446414,,0,,True,start,12,0,51.062937777778,0,13.748923333333,True
93267,,1,0,7551003439,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,False,BIKE 93267,0,,2019-06-16 17:06:00,17463506,,0,,True,end,12,0,51.038222222222,0,13.700738888889,True
93267,,1,0,7551003439,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,False,BIKE 93267,0,,2019-06-16 18:20:00,17463506,,0,,True,start,12,0,51.038271111111,0,13.700651111111,True
93267,,1,0,7551003439,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,False,BIKE 93267,0,,2019-06-16 18:25:00,17463506,,0,,True,end,12,0,51.038271111111,0,13.700651111111,True
93267,,1,0,7551003439,frame_lock,False,"{""undefined"": 1}",0,True,False,ok,dresden,0,False,BIKE 93267,0,,2019-06-16 23:59:00,17476545,,0,,True,last,12,0,51.038484444444,0,13.7007,True
