p_booked_bikes,p_name,b_state,p_bikes,p_address,p_number,p_lng,b_active,b_number,b_lock_types,p_spot,p_place_type,p_rack_locks,p_free_racks,b_boardcomputer,p_free_special_racks,datetime,b_bike_type,b_electric_lock,p_uid,p_bike,p_special_racks,p_bike_racks,p_maintenance,b_battery_pack,trip,p_terminal_type,city,p_lat,p_bike_types,b_pedelec_battery
0,NH-Hotel / Hansa Str. 43,ok,1,,4306,13.7388753890991,True,93582,frame_lock,True,0,False,0,7551005266,0,2019-12-23 00:00:00,71,True,40,False,0,0,False,,first,,dresden,51.0741334233362,"{""71"": 1}",
1,NH-Hotel / Hansa Str. 43,ok,1,,4306,13.7388753890991,True,93582,frame_lock,True,0,False,0,7551005266,0,2019-12-23 11:19:00,71,True,40,False,0,0,False,,start,,dresden,51.0741334233362,"{""71"": 1}",
0,NH-Hotel / Hansa Str. 43,ok,1,,4306,13.7388753890991,True,93582,frame_lock,True,0,False,0,7551005266,0,2019-12-23 11:21:00,71,True,40,False,0,0,False,,end,,dresden,51.0741334233362,"{""71"": 1}",
0,NH-Hotel / Hansa Str. 43,ok,2,,4306,13.7388753890991,True,93582,frame_lock,True,0,False,0,7551005266,0,2019-12-23 21:34:00,71,True,40,False,0,0,False,,start,,dresden,51.0741334233362,"{""71"": 2}",
0,NH-Hotel / Hansa Str. 43,ok,2,,4306,13.7388753890991,True,93582,frame_lock,True,0,False,0,7551005266,0,2019-12-23 21:36:00,71,True,40,False,0,0,False,,end,,dresden,51.0741334233362,"{""71"": 2}",
0,NH-Hotel / Hansa Str. 43,ok,2,,4306,13.7388753890991,True,93582,frame_lock,True,0,False,0,7551005266,0,2019-12-23 23:59:00,71,True,40,False,0,0,False,,last,,dresden,51.0741334233362,"{""71"": 2}",
0,Bf. Dresden-Neustadt,ok,1,,4332,13.7412196397781,True,93552,frame_lock,True,0,False,0,7551006363,0,2019-12-23 00:00:00,71,True,73,False,0,0,False,,first,free,dresden,51.0651837723282,"{""71"": 1}",
0,Bf. Dresden-Neustadt,ok,1,,4332,13.7412196397781,True,93552,frame_lock,True,0,False,0,7551006363,0,2019-12-23 00:47:00,71,True,73,False,0,0,False,,start,free,dresden,51.0651837723282,"{""71"": 1}",
0,BIKE 93552,ok,1,,0,13.74208,True,93552,frame_lock,False,12,False,0,7551006363,0,2019-12-23 00:49:00,71,True,26296017,True,0,0,False,,end,,dresden,51.064248888889,"{""71"": 1}",
0,Bf. Dresden-Neustadt,ok,4,,4332,13.7412196397781,True,93552,frame_lock,True,0,False,0,7551006363,0,2019-12-23 11:05:00,71,True,73,False,0,0,False,,last,free,dresden,51.0651837723282,"{""71"": 4}",
0,Hauptbahnhof,ok,43,,4313,13.733623623847961,True,93147,frame_lock,True,0,False,0,7551003506,0,2019-12-23 00:00:00,71,True,120,False,0,0,True,,start,,dresden,51.040476453474334,"{""71"": 43}",
0,Nürnberger Ei,ok,2,,4348,13.7229108810425,True,93147,frame_lock,True,0,False,0,7551003506,0,2019-12-23 00:06:00,71,True,264548,False,0,0,False,,end,free,dresden,51.03376708728,"{""71"": 2}",
0,Nürnberger Ei,ok,2,,4348,13.7229108810425,True,93147,frame_lock,True,0,False,0,7551003506,0,2019-12-23 11:23:00,71,True,264548,False,0,0,False,,start,free,dresden,51.03376708728,"{""71"": 2}",
0,Budapester Straße,ok,1,,4379,13.719418644905089,True,93147,frame_lock,True,0,False,0,7551003506,0,2019-12-23 11:29:00,71,True,264582,False,0,0,False,,end,,dresden,51.04038538260956,"{""71"": 1}",
0,Budapester Straße,ok,1,,4379,13.719418644905089,True,93147,frame_lock,True,0,False,0,7551003506,0,2019-12-23 21:34:00,71,True,264582,False,0,0,False,,start,,dresden,51.04038538260956,"{""71"": 1}",
0,Budapester Straße,ok,1,,4379,13.719418644905089,True,93147,frame_lock,True,0,False,0,7551003506,0,2019-12-23 21:36:00,71,True,264582,False,0,0,False,,end,,dresden,51.04038538260956,"{""71"": 1}",
0,Budapester Straße,ok,1,,4379,13.719418644905089,True,93147,frame_lock,True,0,False,0,7551003506,0,2019-12-23 23:59:00,71,True,264582,False,0,0,False,,last,,dresden,51.04038538260956,"{""71"": 1}",
0,Hauptbahnhof,ok,43,,4313,13.733623623847961,True,93137,frame_lock,True,0,False,0,7551003884,0,2019-12-23 00:00:00,71,True,120,False,0,0,True,,first,,dresden,51.040476453474334,"{""71"": 43}",
