p_booked_bikes,p_name,b_state,p_bikes,p_address,p_number,p_lng,b_active,b_number,b_lock_types,p_spot,p_place_type,p_rack_locks,p_free_racks,b_boardcomputer,p_free_special_racks,datetime,b_bike_type,b_electric_lock,p_uid,p_bike,p_special_racks,p_bike_racks,p_maintenance,b_battery_pack,trip,p_terminal_type,city,p_lat,p_bike_types,b_pedelec_battery
0,NH-Hotel / Hansa Str. 43,ok,2,,4306,13.7388753890991,True,93582,frame_lock,True,0,False,0,7551005266,0,2019-12-16 00:00:00,71,True,40,False,0,0,False,,first,,dresden,51.0741334233362,"{""71"": 2}",
0,NH-Hotel / Hansa Str. 43,ok,3,,4306,13.7388753890991,True,93582,frame_lock,True,0,False,0,7551005266,0,2019-12-16 23:59:00,71,True,40,False,0,0,False,,last,,dresden,51.0741334233362,"{""71"": 3}",
0,NH-Hotel / Hansa Str. 43,ok,2,,4306,13.7388753890991,True,93916,frame_lock,True,0,False,0,7551012849,0,2019-12-16 00:00:00,71,True,40,False,0,0,False,,first,,dresden,51.0741334233362,"{""71"": 2}",
0,NH-Hotel / Hansa Str. 43,ok,3,,4306,13.7388753890991,True,93916,frame_lock,True,0,False,0,7551012849,0,2019-12-16 23:59:00,71,True,40,False,0,0,False,,last,,dresden,51.0741334233362,"{""71"": 3}",
0,Bf. Dresden-Neustadt,ok,3,,4332,13.7412196397781,True,93157,frame_lock,True,0,False,0,7551006883,0,2019-12-16 00:00:00,71,True,73,False,0,0,False,,first,free,dresden,51.0651837723282,"{""71"": 3}",
0,Bf. Dresden-Neustadt,ok,1,,4332,13.7412196397781,True,93157,frame_lock,True,0,False,0,7551006883,0,2019-12-16 09:29:00,71,True,73,False,0,0,False,,start,free,dresden,51.0651837723282,"{""71"": 1}",
0,Kino im Dach,ok,6,,4446,13.800866603851318,True,93157,frame_lock,True,0,False,0,7551006883,0,2019-12-16 09:49:00,71,True,681987,False,0,0,False,,end,,dresden,51.04090819439722,"{""71"": 6}",
0,Kino im Dach,ok,6,,4446,13.800866603851318,True,93157,frame_lock,True,0,False,0,7551006883,0,2019-12-16 23:59:00,71,True,681987,False,0,0,False,,last,,dresden,51.04090819439722,"{""71"": 6}",
0,Bf. Dresden-Neustadt,ok,3,,4332,13.7412196397781,True,93818,frame_lock,True,0,False,0,7551005612,0,2019-12-16 00:00:00,71,True,73,False,0,0,False,,first,free,dresden,51.0651837723282,"{""71"": 3}",
0,Bf. Dresden-Neustadt,ok,2,,4332,13.7412196397781,True,93818,frame_lock,True,0,False,0,7551005612,0,2019-12-16 01:14:00,71,True,73,False,0,0,False,,start,free,dresden,51.0651837723282,"{""71"": 2}",
0,BIKE 93818,ok,1,,0,13.809236666667,True,93818,frame_lock,False,12,False,0,7551005612,0,2019-12-16 01:43:00,71,True,26038990,True,0,0,False,,end,,dresden,51.038271111111,"{""71"": 1}",
0,BIKE 93818,ok,1,,0,13.809513333333,True,93818,frame_lock,False,12,False,0,7551005612,0,2019-12-16 10:26:00,71,True,26038990,True,0,0,False,,last,,dresden,51.038351111111,"{""71"": 1}",
0,Bf. Dresden-Neustadt,ok,3,,4332,13.7412196397781,True,93741,frame_lock,True,0,False,0,7551015479,0,2019-12-16 00:00:00,71,True,73,False,0,0,False,,first,free,dresden,51.0651837723282,"{""71"": 3}",
0,Bf. Dresden-Neustadt,ok,3,,4332,13.7412196397781,True,93741,frame_lock,True,0,False,0,7551015479,0,2019-12-16 01:12:00,71,True,73,False,0,0,False,,start,free,dresden,51.0651837723282,"{""71"": 3}",
0,Bautzner Straße / Rothenburger Straße,ok,1,,4482,13.75129,True,93741,frame_lock,True,0,False,0,7551015479,0,2019-12-16 01:17:00,71,True,10299563,False,0,0,False,,end,free,dresden,51.06294,"{""71"": 1}",
0,Bautzner Straße / Rothenburger Straße,ok,1,,4482,13.75129,True,93741,frame_lock,True,0,False,0,7551015479,0,2019-12-16 09:28:00,71,True,10299563,False,0,0,False,,start,free,dresden,51.06294,"{""71"": 1}",
0,Park Inn,ok,1,,4423,13.75137984752655,True,93741,frame_lock,True,0,False,0,7551015479,0,2019-12-16 10:09:00,71,True,273621,False,0,0,False,,end,,dresden,51.060089620046995,"{""71"": 1}",
0,Park Inn,ok,2,,4423,13.75137984752655,True,93741,frame_lock,True,0,False,0,7551015479,0,2019-12-16 16:36:00,71,True,273621,False,0,0,False,,start,,dresden,51.060089620046995,"{""71"": 2}",
0,Bf. Dresden-Neustadt,ok,1,,4332,13.7412196397781,True,93741,frame_lock,True,0,False,0,7551015479,0,2019-12-16 16:42:00,71,True,73,False,0,0,False,,end,free,dresden,51.0651837723282,"{""71"": 1}",
0,Bf. Dresden-Neustadt,ok,4,,4332,13.7412196397781,True,93741,frame_lock,True,0,False,0,7551015479,0,2019-12-16 17:32:00,71,True,73,False,0,0,False,,start,free,dresden,51.0651837723282,"{""71"": 4}",
0,Alaunstraße,ok,3,,4374,13.751809000968931,True,93741,frame_lock,True,0,False,0,7551015479,0,2019-12-16 17:37:00,71,True,264576,False,0,0,False,,end,,dresden,51.066946872474276,"{""71"": 3}",
0,Alaunstraße,ok,3,,4374,13.751809000968931,True,93741,frame_lock,True,0,False,0,7551015479,0,2019-12-16 23:56:00,71,True,264576,False,0,0,False,,last,,dresden,51.066946872474276,"{""71"": 3}",
0,Hauptbahnhof,ok,8,,4313,13.733623623847961,True,93023,frame_lock,True,0,False,0,7551004111,0,2019-12-16 00:00:00,71,True,120,False,0,0,True,,first,,dresden,51.040476453474334,"{""71"": 8}",
0,Hauptbahnhof,ok,8,,4313,13.733623623847961,True,93023,frame_lock,True,0,False,0,7551004111,0,2019-12-16 00:07:00,71,True,120,False,0,0,True,,start,,dresden,51.040476453474334,"{""71"": 8}",
0,Nossener Brücke,ok,2,,4349,13.71569037437439,True,93023,frame_lock,True,0,False,0,7551004111,0,2019-12-16 00:17:00,71,True,264549,False,0,0,False,,end,,dresden,51.03712695166928,"{""71"": 2}",
