p_booked_bikes,p_name,b_state,p_bikes,p_address,p_number,p_lng,b_active,b_number,b_lock_types,p_spot,p_place_type,p_rack_locks,p_free_racks,b_boardcomputer,p_free_special_racks,datetime,b_bike_type,b_electric_lock,p_uid,p_bike,p_special_racks,p_bike_racks,p_maintenance,b_battery_pack,trip,p_terminal_type,city,p_lat,p_bike_types,b_pedelec_battery
0,NH-Hotel / Hansa Str. 43,ok,1,,4306,13.7388753890991,True,93582,frame_lock,True,0,False,0,7551005266,0,2019-12-21 00:00:00,71,True,40,False,0,0,False,,first,,dresden,51.0741334233362,"{""71"": 1}",
0,NH-Hotel / Hansa Str. 43,ok,4,,4306,13.7388753890991,True,93582,frame_lock,True,0,False,0,7551005266,0,2019-12-21 23:59:00,71,True,40,False,0,0,False,,last,,dresden,51.0741334233362,"{""71"": 4}",
0,Bf. Dresden-Neustadt,ok,7,,4332,13.7412196397781,True,93033,frame_lock,True,0,False,0,7551006884,0,2019-12-21 00:00:00,71,True,73,False,0,0,False,,first,free,dresden,51.0651837723282,"{""71"": 7}",
0,Bf. Dresden-Neustadt,ok,3,,4332,13.7412196397781,True,93033,frame_lock,True,0,False,0,7551006884,0,2019-12-21 15:47:00,71,True,73,False,0,0,False,,start,free,dresden,51.0651837723282,"{""71"": 3}",
0,Alter katholischer Friedhof,ok,3,,4343,13.7182384729385,True,93033,frame_lock,True,0,False,0,7551006884,0,2019-12-21 16:01:00,71,True,264543,False,0,0,False,,end,,dresden,51.0598131510083,"{""71"": 3}",
0,Alter katholischer Friedhof,ok,2,,4343,13.7182384729385,True,93033,frame_lock,True,0,False,0,7551006884,0,2019-12-21 22:04:00,71,True,264543,False,0,0,False,,start,,dresden,51.0598131510083,"{""71"": 2}",
0,BIKE 93033,ok,1,,0,13.733237777778,True,93033,frame_lock,False,12,False,0,7551006884,0,2019-12-21 22:14:00,71,True,26266863,True,0,0,False,,end,,dresden,51.05104,"{""71"": 1}",
0,BIKE 93033,ok,1,,0,13.733237777778,True,93033,frame_lock,False,12,False,0,7551006884,0,2019-12-21 23:59:00,71,True,26266863,True,0,0,False,,last,,dresden,51.05104,"{""71"": 1}",
0,Bf. Dresden-Neustadt,ok,7,,4332,13.7412196397781,True,93007,frame_lock,True,0,False,0,7551004106,0,2019-12-21 00:00:00,71,True,73,False,0,0,False,,first,free,dresden,51.0651837723282,"{""71"": 7}",
0,Bf. Dresden-Neustadt,ok,3,,4332,13.7412196397781,True,93007,frame_lock,True,0,False,0,7551004106,0,2019-12-21 15:47:00,71,True,73,False,0,0,False,,start,free,dresden,51.0651837723282,"{""71"": 3}",
0,Alter katholischer Friedhof,ok,3,,4343,13.7182384729385,True,93007,frame_lock,True,0,False,0,7551004106,0,2019-12-21 16:01:00,71,True,264543,False,0,0,False,,end,,dresden,51.0598131510083,"{""71"": 3}",
0,Alter katholischer Friedhof,ok,3,,4343,13.7182384729385,True,93007,frame_lock,True,0,False,0,7551004106,0,2019-12-21 16:53:00,71,True,264543,False,0,0,False,,start,,dresden,51.0598131510083,"{""71"": 3}",
0,BIKE 93007,ok,1,,0,13.694442222222,True,93007,frame_lock,False,12,False,0,7551004106,0,2019-12-21 17:21:00,71,True,26259796,True,0,0,False,,end,,dresden,51.084226666667,"{""71"": 1}",
0,BIKE 93007,ok,1,,0,13.69444,True,93007,frame_lock,False,12,False,0,7551004106,0,2019-12-21 17:55:00,71,True,26259796,True,0,0,False,,start,,dresden,51.084195555556,"{""71"": 1}",
0,Elbepark Dresden,ok,6,,4307,13.6945223808289,True,93007,frame_lock,True,0,False,0,7551004106,0,2019-12-21 17:57:00,71,True,94833,False,0,0,False,,end,,dresden,51.0850729052972,"{""71"": 6}",
0,Elbepark Dresden,ok,3,,4307,13.6945223808289,True,93007,frame_lock,True,0,False,0,7551004106,0,2019-12-21 23:59:00,71,True,94833,False,0,0,False,,last,,dresden,51.0850729052972,"{""71"": 3}",
0,Bf. Dresden-Neustadt,ok,7,,4332,13.7412196397781,True,93377,frame_lock,True,0,False,0,7551003856,0,2019-12-21 00:00:00,71,True,73,False,0,0,False,,first,free,dresden,51.0651837723282,"{""71"": 7}",
0,Bf. Dresden-Neustadt,ok,7,,4332,13.7412196397781,True,93377,frame_lock,True,0,False,0,7551003856,0,2019-12-21 09:07:00,71,True,73,False,0,0,False,,start,free,dresden,51.0651837723282,"{""71"": 7}",
0,BIKE 93377,ok,1,,0,13.739681111111,True,93377,frame_lock,False,12,False,0,7551003856,0,2019-12-21 09:18:00,71,True,26246394,True,0,0,False,,end,,dresden,51.06632,"{""71"": 1}",
0,BIKE 93377,ok,1,,0,13.73989,True,93377,frame_lock,False,12,False,0,7551003856,0,2019-12-21 20:53:00,71,True,26246394,True,0,0,False,,last,,dresden,51.066644444444,"{""71"": 1}",
0,Bf. Dresden-Neustadt,ok,7,,4332,13.7412196397781,True,93589,frame_lock,True,0,False,0,7551006340,0,2019-12-21 00:00:00,71,True,73,False,0,0,False,,first,free,dresden,51.0651837723282,"{""71"": 7}",
0,Bf. Dresden-Neustadt,ok,5,,4332,13.7412196397781,True,93589,frame_lock,True,0,False,0,7551006340,0,2019-12-21 15:08:00,71,True,73,False,0,0,False,,start,free,dresden,51.0651837723282,"{""71"": 5}",
0,Martin-Luther-Platz (Kirche),ok,3,,4376,13.756663799285887,True,93589,frame_lock,True,0,False,0,7551006340,0,2019-12-21 15:18:00,71,True,264578,False,0,0,False,,end,,dresden,51.064135319559504,"{""71"": 3}",
0,Martin-Luther-Platz (Kirche),ok,2,,4376,13.756663799285887,True,93589,frame_lock,True,0,False,0,7551006340,0,2019-12-21 16:25:00,71,True,264578,False,0,0,False,,start,,dresden,51.064135319559504,"{""71"": 2}",
0,BIKE 93589,ok,1,,0,13.741495555556,True,93589,frame_lock,False,12,False,0,7551006340,0,2019-12-21 17:50:00,71,True,26260464,True,0,0,False,,end,,dresden,51.056413333333,"{""71"": 1}",
0,BIKE 93589,ok,1,,0,13.74105,True,93589,frame_lock,False,12,False,0,7551006340,0,2019-12-21 23:59:00,71,True,26268687,True,0,0,False,,last,,dresden,51.055648888889,"{""71"": 1}",
0,Bf. Dresden-Neustadt,ok,7,,4332,13.7412196397781,True,93552,frame_lock,True,0,False,0,7551006363,0,2019-12-21 00:00:00,71,True,73,False,0,0,False,,first,free,dresden,51.0651837723282,"{""71"": 7}",
