p_booked_bikes,p_name,b_state,p_bikes,p_address,p_number,p_lng,b_active,b_number,b_lock_types,p_spot,p_place_type,p_rack_locks,p_free_racks,b_boardcomputer,p_free_special_racks,datetime,b_bike_type,b_electric_lock,p_uid,p_bike,p_special_racks,p_bike_racks,p_maintenance,b_battery_pack,trip,p_terminal_type,city,p_lat,p_bike_types,b_pedelec_battery
0,NH-Hotel / Hansa Str. 43,ok,6,,4306,13.7388753890991,True,93446,frame_lock,True,0,False,0,7551006903,0,2019-12-04 00:00:00,71,True,40,False,0,0,False,,first,,dresden,51.0741334233362,"{""71"": 6}",
0,NH-Hotel / Hansa Str. 43,ok,8,,4306,13.7388753890991,True,93446,frame_lock,True,0,False,0,7551006903,0,2019-12-04 11:33:00,71,True,40,False,0,0,False,,start,,dresden,51.0741334233362,"{""71"": 8}",
0,Wundtstr. / Zellescher Weg,ok,8,,4458,13.74773,True,93446,frame_lock,True,0,False,0,7551006903,0,2019-12-04 12:00:00,71,True,4405670,False,0,0,False,,end,free,dresden,51.02837,"{""71"": 8}",
0,Wundtstr. / Zellescher Weg,ok,1,,4458,13.74773,True,93446,frame_lock,True,0,False,0,7551006903,0,2019-12-04 12:55:00,71,True,4405670,False,0,0,False,,start,free,dresden,51.02837,"{""71"": 1}",
0,Sächsische Landesbibliothek,ok,10,,4441,13.7363862991333,True,93446,frame_lock,True,0,False,0,7551006903,0,2019-12-04 13:00:00,71,True,637839,False,0,0,False,,end,free,dresden,51.02893263812449,"{""71"": 10}",
0,Sächsische Landesbibliothek,ok,3,,4441,13.7363862991333,True,93446,frame_lock,True,0,False,0,7551006903,0,2019-12-04 15:20:00,71,True,637839,False,0,0,False,,start,free,dresden,51.02893263812449,"{""71"": 3}",
0,Hauptbahnhof,ok,21,,4313,13.733623623847961,True,93446,frame_lock,True,0,False,0,7551006903,0,2019-12-04 15:27:00,71,True,120,False,0,0,True,,end,,dresden,51.040476453474334,"{""71"": 21}",
0,Hauptbahnhof,ok,32,,4313,13.733623623847961,True,93446,frame_lock,True,0,False,0,7551006903,0,2019-12-04 23:59:00,71,True,120,False,0,0,True,,last,,dresden,51.040476453474334,"{""71"": 32}",
0,NH-Hotel / Hansa Str. 43,ok,6,,4306,13.7388753890991,True,93377,frame_lock,True,0,False,0,7551003856,0,2019-12-04 00:00:00,71,True,40,False,0,0,False,,first,,dresden,51.0741334233362,"{""71"": 6}",
0,NH-Hotel / Hansa Str. 43,ok,8,,4306,13.7388753890991,True,93377,frame_lock,True,0,False,0,7551003856,0,2019-12-04 11:33:00,71,True,40,False,0,0,False,,start,,dresden,51.0741334233362,"{""71"": 8}",
0,Wundtstr. / Zellescher Weg,ok,8,,4458,13.74773,True,93377,frame_lock,True,0,False,0,7551003856,0,2019-12-04 12:00:00,71,True,4405670,False,0,0,False,,end,free,dresden,51.02837,"{""71"": 8}",
0,Wundtstr. / Zellescher Weg,ok,3,,4458,13.74773,True,93377,frame_lock,True,0,False,0,7551003856,0,2019-12-04 12:45:00,71,True,4405670,False,0,0,False,,start,free,dresden,51.02837,"{""71"": 3}",
0,Hochschulstr./Reichenbachstraße,ok,4,,4466,13.732990622520447,True,93377,frame_lock,True,0,False,0,7551003856,0,2019-12-04 12:51:00,71,True,4813110,False,0,0,False,,end,free,dresden,51.03389865281783,"{""71"": 4}",
0,Hochschulstr./Reichenbachstraße,ok,7,,4466,13.732990622520447,True,93377,frame_lock,True,0,False,0,7551003856,0,2019-12-04 15:11:00,71,True,4813110,False,0,0,False,,start,free,dresden,51.03389865281783,"{""71"": 7}",
0,Weberplatz,ok,5,,4457,13.74926,True,93377,frame_lock,True,0,False,0,7551003856,0,2019-12-04 15:20:00,71,True,4783682,False,0,0,False,,end,traffic_sign,dresden,51.03022,"{""71"": 5}",
0,Weberplatz,ok,4,,4457,13.74926,True,93377,frame_lock,True,0,False,0,7551003856,0,2019-12-04 16:23:00,71,True,4783682,False,0,0,False,,start,traffic_sign,dresden,51.03022,"{""71"": 4}",
0,August-Bebel-Str. / hinter dem Haus 83 rechts,ok,9,,4456,13.752731680870056,True,93377,frame_lock,True,0,False,0,7551003856,0,2019-12-04 16:26:00,71,True,4405638,False,0,0,False,,end,traffic_sign,dresden,51.03112895073994,"{""15"": 1, ""71"": 8}",
0,August-Bebel-Str. / hinter dem Haus 83 rechts,ok,7,,4456,13.752731680870056,True,93377,frame_lock,True,0,False,0,7551003856,0,2019-12-04 16:34:00,71,True,4405638,False,0,0,False,,start,traffic_sign,dresden,51.03112895073994,"{""15"": 1, ""71"": 6}",
0,Kino im Dach,ok,3,,4446,13.800866603851318,True,93377,frame_lock,True,0,False,0,7551003856,0,2019-12-04 16:57:00,71,True,681987,False,0,0,False,,end,,dresden,51.04090819439722,"{""71"": 3}",
0,Kino im Dach,ok,4,,4446,13.800866603851318,True,93377,frame_lock,True,0,False,0,7551003856,0,2019-12-04 23:59:00,71,True,681987,False,0,0,False,,last,,dresden,51.04090819439722,"{""71"": 4}",
0,NH-Hotel / Hansa Str. 43,ok,6,,4306,13.7388753890991,True,93585,frame_lock,True,0,False,0,7551006841,0,2019-12-04 00:00:00,71,True,40,False,0,0,False,,first,,dresden,51.0741334233362,"{""71"": 6}",
0,NH-Hotel / Hansa Str. 43,ok,8,,4306,13.7388753890991,True,93585,frame_lock,True,0,False,0,7551006841,0,2019-12-04 11:33:00,71,True,40,False,0,0,False,,start,,dresden,51.0741334233362,"{""71"": 8}",
0,Wundtstr. / Zellescher Weg,ok,8,,4458,13.74773,True,93585,frame_lock,True,0,False,0,7551006841,0,2019-12-04 12:00:00,71,True,4405670,False,0,0,False,,end,free,dresden,51.02837,"{""71"": 8}",
0,Wundtstr. / Zellescher Weg,ok,6,,4458,13.74773,True,93585,frame_lock,True,0,False,0,7551006841,0,2019-12-04 12:17:00,71,True,4405670,False,0,0,False,,start,free,dresden,51.02837,"{""71"": 6}",
