b_boardcomputer,p_place_type,b_state,b_bike_type,p_number,datetime,p_bikes,b_number,b_pedelec_battery,trip,p_bike,p_lng,b_electric_lock,p_free_racks,p_address,city,p_spot,p_maintenance,b_lock_types,p_rack_locks,p_terminal_type,p_lat,p_uid,p_bike_types,b_active,p_name,p_booked_bikes,p_bike_racks
7551006689,12,ok,0,0,2019-02-15 00:00:00,1,93359,0,first,True,13.743295138889,True,0,,dresden,False,False,frame_lock,False,,51.063936197917,12739842,"{""undefined"": 1}",True,BIKE 93359,0,0
7551006689,12,ok,0,0,2019-02-15 03:39:00,1,93359,0,start,True,13.743207013889,True,0,,dresden,False,False,frame_lock,False,,51.064052543403,12739842,"{""undefined"": 1}",True,BIKE 93359,0,0
7551006689,12,ok,0,0,2019-02-15 03:48:00,1,93359,0,end,True,13.759701111111,True,0,,dresden,False,False,frame_lock,False,,51.067217777778,12757300,"{""undefined"": 1}",True,BIKE 93359,0,0
7551006689,12,ok,0,0,2019-02-15 12:46:00,1,93359,0,start,True,13.760200208333,True,0,,dresden,False,False,frame_lock,False,,51.067228611111,12757300,"{""undefined"": 1}",True,BIKE 93359,0,0
7551006689,12,ok,0,0,2019-02-15 13:06:00,1,93359,0,end,True,13.723435555556,True,0,,dresden,False,False,frame_lock,False,,51.054608888889,12765975,"{""undefined"": 1}",True,BIKE 93359,0,0
7551006689,12,ok,0,0,2019-02-15 18:21:00,1,93359,0,start,True,13.723994444445,True,0,,dresden,False,False,frame_lock,False,,51.054731666667,12765975,"{""undefined"": 1}",True,BIKE 93359,0,0
7551006689,12,ok,0,0,2019-02-15 18:33:00,1,93359,0,end,True,13.717828888889,True,0,,dresden,False,False,frame_lock,False,,51.048822222222,12773581,"{""undefined"": 1}",True,BIKE 93359,0,0
7551006689,12,ok,0,0,2019-02-15 18:38:00,1,93359,0,start,True,13.717828888889,True,0,,dresden,False,False,frame_lock,False,,51.048822222222,12773581,"{""undefined"": 1}",True,BIKE 93359,0,0
7551006689,0,ok,0,4306,2019-02-15 18:55:00,1,93359,0,end,False,13.738875389099,True,0,,dresden,True,False,frame_lock,False,,51.074133423336,40,"{""undefined"": 1}",True,NH-Hotel / Hansa Str. 43,0,0
7551006689,0,ok,0,4306,2019-02-15 23:59:00,1,93359,0,last,False,13.738875389099,True,0,,dresden,True,False,frame_lock,False,,51.074133423336,40,"{""undefined"": 1}",True,NH-Hotel / Hansa Str. 43,0,0
7551006859,12,ok,15,0,2019-02-15 17:51:00,1,93586,0,first,True,13.787076666667,True,0,,dresden,False,False,frame_lock,False,,51.043004444444,12772760,"{""15"": 1}",True,BIKE 93586,0,0
7551006859,12,ok,15,0,2019-02-15 17:56:00,1,93586,0,start,True,13.787076666667,True,0,,dresden,False,False,frame_lock,False,,51.043004444444,12772760,"{""15"": 1}",True,BIKE 93586,0,0
7551006859,12,ok,15,0,2019-02-15 17:59:00,1,93586,0,end,True,13.788915555556,True,0,,dresden,False,False,frame_lock,False,,51.042782222222,12772911,"{""15"": 1}",True,BIKE 93586,0,0
7551006859,12,ok,15,0,2019-02-15 19:25:00,1,93586,0,start,True,13.789041111112,True,0,,dresden,False,False,frame_lock,False,,51.042497777777,12772911,"{""15"": 1}",True,BIKE 93586,0,0
7551006859,12,ok,15,0,2019-02-15 19:30:00,1,93586,0,end,True,13.804235555556,True,0,,dresden,False,False,frame_lock,False,,51.039724444444,12774531,"{""15"": 1}",True,BIKE 93586,0,0
7551006859,12,ok,15,0,2019-02-15 23:59:00,1,93586,0,last,True,13.804274444444,True,0,,dresden,False,False,frame_lock,False,,51.039688888889,12777243,"{""15"": 1}",True,BIKE 93586,0,0
7551004304,12,ok,0,0,2019-02-15 00:00:00,1,93402,0,first,True,13.74185,True,0,,dresden,False,False,frame_lock,False,,51.048871111111,12755570,"{""undefined"": 1}",True,BIKE 93402,0,0
7551004304,12,ok,0,0,2019-02-15 19:26:00,1,93402,0,start,True,13.741889444444,True,0,,dresden,False,False,frame_lock,False,,51.049131111111,12771075,"{""undefined"": 1}",True,BIKE 93402,0,0
7551004304,0,ok,0,4382,2019-02-15 19:51:00,1,93402,0,end,False,13.726285099983,True,0,,dresden,True,False,frame_lock,False,free,51.031520295058,264586,"{""undefined"": 1}",True,Nürnberger Platz,0,0
7551004304,0,ok,0,4382,2019-02-15 19:57:00,1,93402,0,start,False,13.726285099983,True,0,,dresden,True,False,frame_lock,False,free,51.031520295058,264586,"{""undefined"": 1}",True,Nürnberger Platz,0,0
7551004304,12,ok,0,0,2019-02-15 20:25:00,1,93402,0,end,True,13.748621111111,True,0,,dresden,False,False,frame_lock,False,,51.067511111111,12775374,"{""undefined"": 1}",True,BIKE 93402,0,0
7551004304,0,ok,0,4484,2019-02-15 23:59:00,5,93402,0,last,False,13.74754,True,0,,dresden,True,False,frame_lock,False,free,51.06798,10299599,"{""15"": 2, ""undefined"": 3}",True,Louisenstraße,0,0
7551002302,0,ok,15,4438,2019-02-15 09:14:00,5,93605,0,first,False,13.701678514481,True,0,,dresden,True,False,frame_lock,False,,51.038466106821,310792,"{""15"": 4, ""undefined"": 1}",True,Bonhoeffer Platz,0,0
7551002302,0,ok,15,4438,2019-02-15 10:01:00,5,93605,0,start,False,13.701678514481,True,0,,dresden,True,False,frame_lock,False,,51.038466106821,310792,"{""15"": 3, ""undefined"": 2}",True,Bonhoeffer Platz,0,0
7551002302,0,ok,15,4438,2019-02-15 11:30:00,5,93605,0,end,False,13.701678514481,True,0,,dresden,True,False,frame_lock,False,,51.038466106821,310792,"{""15"": 4, ""undefined"": 1}",True,Bonhoeffer Platz,0,0
7551002302,0,ok,15,4438,2019-02-15 23:59:00,5,93605,0,last,False,13.701678514481,True,0,,dresden,True,False,frame_lock,False,,51.038466106821,310792,"{""15"": 5}",True,Bonhoeffer Platz,0,0
7551005457,0,ok,15,4321,2019-02-15 09:06:00,3,93018,0,first,False,13.678997755051,True,0,,dresden,True,False,frame_lock,False,,51.059779435159,321013,"{""15"": 2, ""undefined"": 1}",True,Ringhotel Residenz Alt Dresden,0,0
7551005457,0,ok,15,4321,2019-02-15 23:59:00,3,93018,0,last,False,13.678997755051,True,0,,dresden,True,False,frame_lock,False,,51.059779435159,321013,"{""15"": 2, ""undefined"": 1}",True,Ringhotel Residenz Alt Dresden,0,0
7551003585,12,ok,15,0,2019-02-15 00:00:00,1,93601,0,first,True,13.724296145833,True,0,,dresden,False,False,frame_lock,False,,51.053849861111,12747902,"{""15"": 1}",True,BIKE 93601,0,0
7551003585,12,ok,15,0,2019-02-15 19:00:00,1,93601,0,start,True,13.724439166666,True,0,,dresden,False,False,frame_lock,False,,51.054074444444,12766298,"{""15"": 1}",True,BIKE 93601,0,0
7551003585,12,ok,15,0,2019-02-15 19:05:00,1,93601,0,end,True,13.731886666667,True,0,,dresden,False,False,frame_lock,False,,51.051097777778,12774103,"{""15"": 1}",True,BIKE 93601,0,0
7551003585,12,ok,15,0,2019-02-15 19:33:00,1,93601,0,start,True,13.731814444444,True,0,,dresden,False,False,frame_lock,False,,51.051122222223,12774103,"{""15"": 1}",True,BIKE 93601,0,0
7551003585,12,ok,15,0,2019-02-15 19:47:00,1,93601,0,end,True,13.704465555556,True,0,,dresden,False,False,frame_lock,False,,51.045515555556,12774827,"{""15"": 1}",True,BIKE 93601,0,0
7551003585,12,ok,15,0,2019-02-15 23:59:00,1,93601,0,last,True,13.7034,True,0,,dresden,False,False,frame_lock,False,,51.04576,12777388,"{""15"": 1}",True,BIKE 93601,0,0
7551003107,0,ok,15,4441,2019-02-15 10:46:00,5,93026,0,first,False,13.736386299133,True,0,,dresden,True,False,frame_lock,False,free,51.028932638124,637839,"{""15"": 1, ""undefined"": 4}",True,Sächsische Landesbibliothek,0,0
7551003107,0,ok,15,4441,2019-02-15 11:31:00,2,93026,0,start,False,13.736386299133,True,0,,dresden,True,False,frame_lock,False,free,51.028932638124,637839,"{""15"": 1, ""undefined"": 1}",True,Sächsische Landesbibliothek,0,0
7551003107,0,ok,15,4441,2019-02-15 11:36:00,1,93026,0,end,False,13.736386299133,True,0,,dresden,True,False,frame_lock,False,free,51.028932638124,637839,"{""15"": 1}",True,Sächsische Landesbibliothek,0,0
7551003107,0,ok,15,4441,2019-02-15 11:55:00,1,93026,0,start,False,13.736386299133,True,0,,dresden,True,False,frame_lock,False,free,51.028932638124,637839,"{""15"": 1}",True,Sächsische Landesbibliothek,0,0
7551003107,0,ok,15,4425,2019-02-15 12:19:00,1,93026,0,end,False,13.789837360382,True,0,,dresden,True,False,frame_lock,False,,51.045090476312,274412,"{""15"": 1}",True,Bergmannstraße / Wormser Straße,0,0
7551003107,0,ok,15,4425,2019-02-15 13:41:00,1,93026,0,start,False,13.789837360382,True,0,,dresden,True,False,frame_lock,False,,51.045090476312,274412,"{""15"": 1}",True,Bergmannstraße / Wormser Straße,0,0
7551003107,0,ok,15,4399,2019-02-15 13:48:00,5,93026,0,end,False,13.804289102554,True,0,,dresden,True,False,frame_lock,False,,51.051369935647,329097,"{""15"": 3, ""undefined"": 2}",True,Schillergalerie,0,6
7551003107,0,ok,15,4399,2019-02-15 23:59:00,5,93026,0,last,False,13.804289102554,True,0,,dresden,True,False,frame_lock,False,,51.051369935647,329097,"{""15"": 3, ""undefined"": 2}",True,Schillergalerie,0,6
7551005810,12,ok,15,0,2019-02-15 00:00:00,1,93648,0,first,True,13.727832916667,True,0,,dresden,False,False,frame_lock,False,,51.054112777778,12751216,"{""15"": 1}",True,BIKE 93648,0,0
7551005810,12,ok,15,0,2019-02-15 23:59:00,1,93648,0,last,True,13.728086666667,True,0,,dresden,False,False,frame_lock,False,,51.054093333333,12776870,"{""15"": 1}",True,BIKE 93648,0,0
7551006553,0,ok,0,4499,2019-02-15 08:56:00,3,93550,0,first,False,13.682983517647,True,0,,dresden,True,False,frame_lock,False,free,51.05166331599,10299773,"{""15"": 2, ""undefined"": 1}",True,Hebbelplatz,0,0
7551006553,0,ok,0,4499,2019-02-15 14:28:00,3,93550,0,start,False,13.682983517647,True,0,,dresden,True,False,frame_lock,False,free,51.05166331599,10299773,"{""15"": 2, ""undefined"": 1}",True,Hebbelplatz,0,0
7551006553,12,ok,0,0,2019-02-15 14:58:00,1,93550,0,end,True,13.751104444444,True,0,,dresden,False,False,frame_lock,False,,51.068324444444,12768489,"{""undefined"": 1}",True,BIKE 93550,0,0
7551006553,0,ok,0,4374,2019-02-15 16:51:00,4,93550,0,start,False,13.751809000969,True,0,,dresden,True,False,frame_lock,False,,51.066946872474,264576,"{""15"": 3, ""undefined"": 1}",True,Alaunstraße,0,0
7551006553,0,ok,0,4373,2019-02-15 17:02:00,4,93550,0,end,False,13.741257190704,True,0,,dresden,True,False,frame_lock,False,,51.071740277519,264575,"{""15"": 3, ""undefined"": 1}",True,Friedensstraße/Conradstr.,0,0
7551006553,0,ok,0,4373,2019-02-15 23:59:00,5,93550,0,last,False,13.741257190704,True,0,,dresden,True,False,frame_lock,False,,51.071740277519,264575,"{""15"": 3, ""undefined"": 2}",True,Friedensstraße/Conradstr.,0,0
7551006170,12,ok,0,0,2019-02-15 00:00:00,1,93363,0,first,True,13.798988888889,True,0,,dresden,False,False,frame_lock,False,,51.046426666667,12754871,"{""undefined"": 1}",True,BIKE 93363,0,0
7551006170,12,ok,0,0,2019-02-15 17:08:00,1,93363,0,start,True,13.798198333334,True,0,,dresden,False,False,frame_lock,False,,51.045777777778,12767177,"{""undefined"": 1}",True,BIKE 93363,0,0
7551006170,12,ok,0,0,2019-02-15 17:59:00,1,93363,0,end,True,13.79857,True,0,,dresden,False,False,frame_lock,False,,51.045377777778,12771828,"{""undefined"": 1}",True,BIKE 93363,0,0
7551006170,12,ok,0,0,2019-02-15 18:40:00,1,93363,0,start,True,13.79857,True,0,,dresden,False,False,frame_lock,False,,51.045377777778,12771828,"{""undefined"": 1}",True,BIKE 93363,0,0
7551006170,12,ok,0,0,2019-02-15 20:00:00,1,93363,0,end,True,13.798043333333,True,0,,dresden,False,False,frame_lock,False,,51.045728888889,12773849,"{""undefined"": 1}",True,BIKE 93363,0,0
7551006170,12,ok,0,0,2019-02-15 23:59:00,1,93363,0,last,True,13.798293333333,True,0,,dresden,False,False,frame_lock,False,,51.04492,12776546,"{""undefined"": 1}",True,BIKE 93363,0,0
7551003522,0,ok,0,4459,2019-02-15 18:38:00,5,93429,0,first,False,13.72573,True,0,,dresden,True,False,frame_lock,False,traffic_sign,51.02727,4405696,"{""15"": 2, ""undefined"": 3}",True,Toeplerbau / Binderbau,0,0
7551003522,0,ok,0,4459,2019-02-15 19:07:00,5,93429,0,start,False,13.72573,True,0,,dresden,True,False,frame_lock,False,traffic_sign,51.02727,4405696,"{""15"": 2, ""undefined"": 3}",True,Toeplerbau / Binderbau,0,0
7551003522,12,ok,0,0,2019-02-15 19:19:00,1,93429,0,end,True,13.69996,True,0,,dresden,False,False,frame_lock,False,,51.03736,12774336,"{""undefined"": 1}",True,BIKE 93429,0,0
7551003522,12,ok,0,0,2019-02-15 23:59:00,1,93429,0,last,True,13.699974722222,True,0,,dresden,False,False,frame_lock,False,,51.037387777778,12774336,"{""undefined"": 1}",True,BIKE 93429,0,0
7551006315,0,ok,15,4387,2019-02-15 00:00:00,2,93076,0,first,False,13.758552074432,True,0,,dresden,True,False,frame_lock,False,,51.05400017581,264593,"{""15"": 2}",True,Güntzplatz,0,0
7551006315,0,ok,15,4387,2019-02-15 06:47:00,1,93076,0,start,False,13.758552074432,True,0,,dresden,True,False,frame_lock,False,,51.05400017581,264593,"{""15"": 1}",True,Güntzplatz,0,0
