b_boardcomputer,p_place_type,b_state,b_bike_type,p_number,datetime,p_bikes,b_number,b_pedelec_battery,trip,p_bike,p_lng,b_electric_lock,p_free_racks,p_address,city,p_spot,p_maintenance,b_lock_types,p_rack_locks,p_terminal_type,p_lat,p_uid,p_bike_types,b_active,p_name,p_booked_bikes,p_bike_racks
7551005321,0,ok,0,4328,2019-02-03 00:00:00,2,93488,0,first,False,13.787916898727,True,0,,dresden,True,False,frame_lock,False,,51.045818964226,121811,"{""15"": 1, ""undefined"": 1}",True,Wormserstraße,0,0
7551005321,0,ok,0,4328,2019-02-03 23:59:00,2,93488,0,last,False,13.787916898727,True,0,,dresden,True,False,frame_lock,False,,51.045818964226,121811,"{""15"": 1, ""undefined"": 1}",True,Wormserstraße,0,0
7551006689,0,ok,0,4386,2019-02-03 00:00:00,1,93359,0,first,False,13.752071857452,True,5,,dresden,True,False,frame_lock,False,,51.037110085489,264592,"{""undefined"": 1}",True,Zoo,0,6
7551006689,0,ok,0,4386,2019-02-03 23:59:00,1,93359,0,last,False,13.752071857452,True,5,,dresden,True,False,frame_lock,False,,51.037110085489,264592,"{""undefined"": 1}",True,Zoo,0,6
7551006859,0,ok,15,4389,2019-02-03 00:00:00,3,93586,0,first,False,13.769280910492,True,0,,dresden,True,False,frame_lock,False,,51.05877131992,264595,"{""15"": 3}",True,Gutenbergstraße,0,0
7551006859,0,ok,15,4389,2019-02-03 08:24:00,4,93586,0,start,False,13.769280910492,True,0,,dresden,True,False,frame_lock,False,,51.05877131992,264595,"{""15"": 4}",True,Gutenbergstraße,0,0
7551006859,0,ok,15,4340,2019-02-03 08:43:00,5,93586,0,end,False,13.757055401802,True,0,,dresden,True,False,frame_lock,False,,51.049933356791,264538,"{""15"": 5}",True,St.-Benno-Gymnasium,0,0
7551006859,0,ok,15,4340,2019-02-03 23:59:00,5,93586,0,last,False,13.757055401802,True,0,,dresden,True,False,frame_lock,False,,51.049933356791,264538,"{""15"": 5}",True,St.-Benno-Gymnasium,0,0
7551005286,12,ok,15,0,2019-02-03 00:00:00,1,93796,0,first,True,13.733986111111,True,0,,dresden,False,False,frame_lock,False,,51.044991111111,12436091,"{""15"": 1}",True,BIKE 93796,0,0
7551005286,12,ok,15,0,2019-02-03 23:59:00,1,93796,0,last,True,13.73349,True,0,,dresden,False,False,frame_lock,False,,51.04504,12459802,"{""15"": 1}",True,BIKE 93796,0,0
