b_boardcomputer,p_place_type,b_state,b_bike_type,p_number,datetime,p_bikes,b_number,b_pedelec_battery,trip,p_bike,p_lng,b_electric_lock,p_free_racks,p_address,city,p_spot,p_maintenance,b_lock_types,p_rack_locks,p_terminal_type,p_lat,p_uid,p_bike_types,b_active,p_name,p_booked_bikes,p_bike_racks
7551006689,0,ok,0,4392,2019-02-28 00:00:00,2,93359,0,first,False,13.777724504471,True,0,,dresden,True,False,frame_lock,False,,51.044739718786,264599,"{""15"": 1, ""undefined"": 1}",True,Mosenstraße,0,0
7551006689,0,ok,0,4392,2019-02-28 14:09:00,1,93359,0,start,False,13.777724504471,True,0,,dresden,True,False,frame_lock,False,,51.044739718786,264599,"{""undefined"": 1}",True,Mosenstraße,0,0
7551006689,0,ok,0,4392,2019-02-28 14:15:00,1,93359,0,end,False,13.777724504471,True,0,,dresden,True,False,frame_lock,False,,51.044739718786,264599,"{""undefined"": 1}",True,Mosenstraße,0,0
7551006689,0,ok,0,4392,2019-02-28 18:24:00,2,93359,0,start,False,13.777724504471,True,0,,dresden,True,False,frame_lock,False,,51.044739718786,264599,"{""15"": 1, ""undefined"": 1}",True,Mosenstraße,0,0
7551006689,0,ok,0,4392,2019-02-28 18:26:00,2,93359,0,end,False,13.777724504471,True,0,,dresden,True,False,frame_lock,False,,51.044739718786,264599,"{""undefined"": 2}",True,Mosenstraße,0,0
7551006689,0,ok,0,4392,2019-02-28 21:04:00,2,93359,0,start,False,13.777724504471,True,0,,dresden,True,False,frame_lock,False,,51.044739718786,264599,"{""undefined"": 2}",True,Mosenstraße,0,0
7551006689,0,ok,0,4504,2019-02-28 21:25:00,5,93359,0,end,False,13.72983,True,0,,dresden,True,False,frame_lock,False,free,51.07035,10299848,"{""15"": 3, ""undefined"": 2}",True,Alexander-Puschkin-Platz,0,0
7551006689,0,ok,0,4504,2019-02-28 23:59:00,5,93359,0,last,False,13.72983,True,0,,dresden,True,False,frame_lock,False,free,51.07035,10299848,"{""15"": 3, ""undefined"": 2}",True,Alexander-Puschkin-Platz,0,0
7551006859,7,ok,15,4317,2019-02-28 00:00:00,1,93586,0,first,False,13.774495124817,True,0,,dresden,True,False,frame_lock,False,,51.032893347693,21692,"{""15"": 1}",True,Großer Garten / Winterbergstraße,0,0
7551006859,7,ok,15,4317,2019-02-28 17:14:00,1,93586,0,start,False,13.774495124817,True,0,,dresden,True,False,frame_lock,False,,51.032893347693,21692,"{""15"": 1}",True,Großer Garten / Winterbergstraße,0,0
