b_boardcomputer,p_place_type,b_state,b_bike_type,p_number,datetime,p_bikes,b_number,b_pedelec_battery,trip,p_bike,p_lng,b_electric_lock,p_free_racks,p_address,city,p_spot,p_maintenance,b_lock_types,p_rack_locks,p_terminal_type,p_lat,p_uid,p_bike_types,b_active,p_name,p_booked_bikes,p_bike_racks
7551006689,0,ok,0,4386,2019-02-07 00:00:00,1,93359,0,first,False,13.752071857452,True,5,,dresden,True,False,frame_lock,False,,51.037110085489,264592,"{""undefined"": 1}",True,Zoo,0,6
7551006689,0,ok,0,4386,2019-02-07 23:59:00,1,93359,0,last,False,13.752071857452,True,5,,dresden,True,False,frame_lock,False,,51.037110085489,264592,"{""undefined"": 1}",True,Zoo,0,6
7551006859,0,ok,15,4340,2019-02-07 00:00:00,5,93586,0,first,False,13.757055401802,True,0,,dresden,True,False,frame_lock,False,,51.049933356791,264538,"{""15"": 4, ""undefined"": 1}",True,St.-Benno-Gymnasium,0,0
7551006859,0,ok,15,4340,2019-02-07 23:59:00,5,93586,0,last,False,13.757055401802,True,0,,dresden,True,False,frame_lock,False,,51.049933356791,264538,"{""15"": 4, ""undefined"": 1}",True,St.-Benno-Gymnasium,0,0
7551006809,12,ok,0,0,2019-02-07 00:00:00,1,93400,0,first,True,13.728551111111,True,0,,dresden,False,False,frame_lock,False,,51.03144,12544958,"{""undefined"": 1}",True,BIKE 93400,0,0
7551006809,12,ok,0,0,2019-02-07 10:17:00,1,93400,0,start,True,13.728721111111,True,0,,dresden,False,False,frame_lock,False,,51.030444444444,12556184,"{""undefined"": 1}",True,BIKE 93400,0,0
7551006809,12,ok,0,0,2019-02-07 10:22:00,1,93400,0,end,True,13.737735555556,True,0,,dresden,False,False,frame_lock,False,,51.028955555556,12558472,"{""undefined"": 1}",True,BIKE 93400,0,0
7551006809,12,ok,0,0,2019-02-07 11:52:00,1,93400,0,start,True,13.737768333334,True,0,,dresden,False,False,frame_lock,False,,51.029204444445,12558472,"{""undefined"": 1}",True,BIKE 93400,0,0
7551006809,12,ok,0,0,2019-02-07 12:02:00,1,93400,0,end,True,13.726816666667,True,0,,dresden,False,False,frame_lock,False,,51.027017777778,12560660,"{""undefined"": 1}",True,BIKE 93400,0,0
7551006809,12,ok,0,0,2019-02-07 13:05:00,1,93400,0,start,True,13.726857222222,True,0,,dresden,False,False,frame_lock,False,,51.027233333333,12560660,"{""undefined"": 1}",True,BIKE 93400,0,0
7551006809,12,ok,0,0,2019-02-07 13:15:00,1,93400,0,end,True,13.737514444444,True,0,,dresden,False,False,frame_lock,False,,51.028737777778,12562635,"{""undefined"": 1}",True,BIKE 93400,0,0
7551006809,12,ok,0,0,2019-02-07 16:10:00,1,93400,0,start,True,13.737472777778,True,0,,dresden,False,False,frame_lock,False,,51.028891111111,12562635,"{""undefined"": 1}",True,BIKE 93400,0,0
7551006809,12,ok,0,0,2019-02-07 16:23:00,1,93400,0,end,True,13.721124444444,True,0,,dresden,False,False,frame_lock,False,,51.034222222222,12568059,"{""undefined"": 1}",True,BIKE 93400,0,0
7551006809,12,ok,0,0,2019-02-07 23:59:00,1,93400,0,last,True,13.721478125,True,0,,dresden,False,False,frame_lock,False,,51.034088611111,12568059,"{""undefined"": 1}",True,BIKE 93400,0,0
7551002302,0,ok,15,4450,2019-02-07 10:48:00,2,93605,0,first,False,13.74035,True,0,,dresden,True,False,frame_lock,False,sign,51.02922,4405569,"{""15"": 2}",True,Andreas-Schubert-Bau / Zellescher Weg,0,0
7551002302,0,ok,15,4450,2019-02-07 11:27:00,2,93605,0,start,False,13.74035,True,0,,dresden,True,False,frame_lock,False,sign,51.02922,4405569,"{""15"": 2}",True,Andreas-Schubert-Bau / Zellescher Weg,0,0
7551002302,0,ok,15,4337,2019-02-07 11:59:00,1,93605,0,end,False,13.802497386932,True,0,,dresden,True,False,frame_lock,False,,51.029452205346,264533,"{""15"": 1}",True,Enderstr. / Seidnitz-Center,0,0
7551002302,0,ok,15,4337,2019-02-07 14:06:00,1,93605,0,last,False,13.802497386932,True,0,,dresden,True,False,frame_lock,False,,51.029452205346,264533,"{""15"": 1}",True,Enderstr. / Seidnitz-Center,0,0
7551005457,0,ok,15,4482,2019-02-07 00:00:00,1,93018,0,first,False,13.75129,True,0,,dresden,True,False,frame_lock,False,free,51.06294,10299563,"{""15"": 1}",True,Bautzner Straße / Rothenburger Straße,0,0
7551005457,0,ok,15,4482,2019-02-07 02:26:00,1,93018,0,start,False,13.75129,True,0,,dresden,True,False,frame_lock,False,free,51.06294,10299563,"{""15"": 1}",True,Bautzner Straße / Rothenburger Straße,0,0
7551005457,0,ok,15,4405,2019-02-07 02:46:00,5,93018,0,end,False,13.782976269722,True,0,,dresden,True,False,frame_lock,False,free,51.033352147368,4442319,"{""15"": 3, ""undefined"": 2}",True,Rothermundstr. / Zwinglistr.,0,0
7551005457,0,ok,15,4405,2019-02-07 08:28:00,4,93018,0,start,False,13.782976269722,True,0,,dresden,True,False,frame_lock,False,free,51.033352147368,4442319,"{""15"": 2, ""undefined"": 2}",True,Rothermundstr. / Zwinglistr.,0,0
7551005457,0,ok,15,4456,2019-02-07 08:44:00,1,93018,0,end,False,13.75273168087,True,0,,dresden,True,False,frame_lock,False,traffic_sign,51.03112895074,4405638,"{""15"": 1}",True,August-Bebel-Str. / hinter dem Haus 83 rechts,0,0
7551005457,0,ok,15,4456,2019-02-07 23:59:00,1,93018,0,last,False,13.75273168087,True,0,,dresden,True,False,frame_lock,False,traffic_sign,51.03112895074,4405638,"{""15"": 1}",True,August-Bebel-Str. / hinter dem Haus 83 rechts,0,0
7551003585,12,ok,15,0,2019-02-07 00:00:00,1,93601,0,first,True,13.730880152778,True,0,,dresden,False,False,frame_lock,False,,51.031751722222,12539353,"{""15"": 1}",True,BIKE 93601,0,0
7551003585,12,ok,15,0,2019-02-07 23:59:00,1,93601,0,last,True,13.729553333333,True,0,,dresden,False,False,frame_lock,False,,51.032666666667,12577991,"{""15"": 1}",True,BIKE 93601,0,0
7551003107,12,ok,15,0,2019-02-07 00:00:00,1,93026,0,first,True,13.729115555556,True,0,,dresden,False,False,frame_lock,False,,51.031315555556,12547820,"{""15"": 1}",True,BIKE 93026,0,0
7551003107,12,ok,15,0,2019-02-07 17:49:00,1,93026,0,start,True,13.728961050348,True,0,,dresden,False,False,frame_lock,False,,51.031297534722,12547820,"{""15"": 1}",True,BIKE 93026,0,0
7551003107,12,ok,15,0,2019-02-07 17:57:00,1,93026,0,end,True,13.741715555556,True,0,,dresden,False,False,frame_lock,False,,51.029111111111,12570909,"{""15"": 1}",True,BIKE 93026,0,0
7551003107,12,ok,15,0,2019-02-07 23:03:00,1,93026,0,start,True,13.742041666666,True,0,,dresden,False,False,frame_lock,False,,51.028733333334,12574815,"{""15"": 1}",True,BIKE 93026,0,0
7551003107,0,ok,15,4454,2019-02-07 23:08:00,3,93026,0,end,False,13.74965,True,0,,dresden,True,False,frame_lock,False,free,51.03546,4405619,"{""15"": 3}",True,Wiener Str. / Gerhart-Hauptmann-Str.,0,0
7551003107,0,ok,15,4454,2019-02-07 23:59:00,2,93026,0,last,False,13.74965,True,0,,dresden,True,False,frame_lock,False,free,51.03546,4405619,"{""15"": 2}",True,Wiener Str. / Gerhart-Hauptmann-Str.,0,0
7551004009,0,ok,0,4389,2019-02-07 00:00:00,4,93432,0,first,False,13.769280910492,True,0,,dresden,True,False,frame_lock,False,,51.05877131992,264595,"{""15"": 3, ""undefined"": 1}",True,Gutenbergstraße,0,0
7551004009,0,ok,0,4389,2019-02-07 12:22:00,2,93432,0,start,False,13.769280910492,True,0,,dresden,True,False,frame_lock,False,,51.05877131992,264595,"{""15"": 1, ""undefined"": 1}",True,Gutenbergstraße,0,0
7551004009,0,ok,0,4360,2019-02-07 12:50:00,2,93432,0,end,False,13.756213188171,True,0,,dresden,True,False,frame_lock,False,,51.076661259857,264562,"{""15"": 1, ""undefined"": 1}",True,Stauffenbergallee,0,0
7551004009,12,ok,0,0,2019-02-07 16:18:00,1,93432,0,start,True,13.755435555556,True,0,,dresden,False,False,frame_lock,False,,51.076457777778,12564393,"{""undefined"": 1}",True,BIKE 93432,0,0
7551004009,0,ok,0,4389,2019-02-07 16:37:00,2,93432,0,end,False,13.769280910492,True,0,,dresden,True,False,frame_lock,False,,51.05877131992,264595,"{""15"": 1, ""undefined"": 1}",True,Gutenbergstraße,0,0
7551004009,0,ok,0,4389,2019-02-07 23:59:00,3,93432,0,last,False,13.769280910492,True,0,,dresden,True,False,frame_lock,False,,51.05877131992,264595,"{""15"": 2, ""undefined"": 1}",True,Gutenbergstraße,0,0
7551005810,12,ok,15,0,2019-02-07 00:00:00,1,93648,0,first,True,13.752035230035,True,0,,dresden,False,False,frame_lock,False,,51.028560125869,12518701,"{""15"": 1}",True,BIKE 93648,0,0
7551005810,12,ok,15,0,2019-02-07 23:59:00,1,93648,0,last,True,13.752062609433,True,0,,dresden,False,False,frame_lock,False,,51.028541232701,12518701,"{""15"": 1}",True,BIKE 93648,0,0
7551006577,0,ok,15,4409,2019-02-07 00:00:00,3,93352,0,first,False,13.791795372963,True,1,,dresden,True,False,frame_lock,False,,51.038820284961,318577,"{""15"": 3}",True,Hotel Smetana,0,4
7551006577,0,ok,15,4409,2019-02-07 11:05:00,3,93352,0,start,False,13.791795372963,True,1,,dresden,True,False,frame_lock,False,,51.038820284961,318577,"{""15"": 3}",True,Hotel Smetana,0,4
7551006577,0,ok,15,4409,2019-02-07 11:08:00,2,93352,0,end,False,13.791795372963,True,2,,dresden,True,False,frame_lock,False,,51.038820284961,318577,"{""15"": 2}",True,Hotel Smetana,0,4
