p_rack_locks,city,p_bike_racks,p_name,p_spot,b_state,p_terminal_type,p_booked_bikes,trip,p_uid,b_lock_types,b_active,p_bikes,p_maintenance,p_lat,p_bike_types,p_address,p_lng,b_number,p_bike,b_battery_pack,p_free_racks,b_pedelec_battery,p_place_type,p_special_racks,datetime,p_number,b_boardcomputer,b_electric_lock,p_free_special_racks,b_bike_type
False,dresden,0,Güntzplatz,True,ok,,0,first,264593,frame_lock,True,3,False,51.054000175809584,"{""71"": 3}",,13.758552074432371,93850,False,,0,,0,0,2019-09-02 00:00:00,4387,7551012778,True,0,71
False,dresden,0,Güntzplatz,True,ok,,0,start,264593,frame_lock,True,3,False,51.054000175809584,"{""71"": 3}",,13.758552074432371,93850,False,,0,,0,0,2019-09-02 12:28:00,4387,7551012778,True,0,71
False,dresden,0,Schauburg,True,ok,,0,end,121771,frame_lock,True,2,False,51.07114365710672,"{""71"": 2}",,13.75032842159271,93850,False,,0,,0,0,2019-09-02 12:40:00,4327,7551012778,True,0,71
False,dresden,0,Schauburg,True,ok,,0,start,121771,frame_lock,True,2,False,51.07114365710672,"{""71"": 2}",,13.75032842159271,93850,False,,0,,0,0,2019-09-02 12:44:00,4327,7551012778,True,0,71
False,dresden,0,BIKE 93850,False,ok,,0,end,21404504,frame_lock,True,1,False,51.061048888889,"{""71"": 1}",,13.740896666667,93850,True,,0,,12,0,2019-09-02 12:56:00,0,7551012778,True,0,71
False,dresden,0,BIKE 93850,False,ok,,0,last,21404504,frame_lock,True,1,False,51.060906666667,"{""71"": 1}",,13.740923333333,93850,True,,0,,12,0,2019-09-02 23:59:00,0,7551012778,True,0,71
False,dresden,0,Conertplatz,True,ok,,0,first,310791,frame_lock,True,7,False,51.04600108441405,"{""71"": 7}",,13.69296669960022,93783,False,,0,,0,0,2019-09-02 00:21:00,4437,7551006397,True,0,71
False,dresden,0,Conertplatz,True,ok,,0,start,310791,frame_lock,True,11,False,51.04600108441405,"{""71"": 11}",,13.69296669960022,93783,False,,0,,0,0,2019-09-02 10:03:00,4437,7551006397,True,0,71
False,dresden,0,BIKE 93783,False,ok,,0,end,21398114,frame_lock,True,1,False,51.044302222222,"{""71"": 1}",,13.702364444444,93783,True,,0,,12,0,2019-09-02 10:11:00,0,7551006397,True,0,71
False,dresden,0,BIKE 93783,False,ok,,0,start,21398114,frame_lock,True,1,False,51.044102222222,"{""71"": 1}",,13.702042222222,93783,True,,0,,12,0,2019-09-02 10:51:00,0,7551006397,True,0,71
False,dresden,0,Conertplatz,True,ok,,0,end,310791,frame_lock,True,10,False,51.04600108441405,"{""71"": 10}",,13.69296669960022,93783,False,,0,,0,0,2019-09-02 10:59:00,4437,7551006397,True,0,71
False,dresden,0,Conertplatz,True,ok,,0,start,310791,frame_lock,True,11,False,51.04600108441405,"{""71"": 11}",,13.69296669960022,93783,False,,0,,0,0,2019-09-02 17:39:00,4437,7551006397,True,0,71
False,dresden,0,Bhf. Mitte - Weißeritzstraße,True,ok,,0,end,338637,frame_lock,True,5,False,51.05570637992387,"{""71"": 5}",,13.722803592681885,93783,False,,0,,0,0,2019-09-02 17:51:00,4300,7551006397,True,0,71
False,dresden,0,Bhf. Mitte - Weißeritzstraße,True,ok,,0,start,338637,frame_lock,True,5,False,51.05570637992387,"{""71"": 5}",,13.722803592681885,93783,False,,0,,0,0,2019-09-02 18:53:00,4300,7551006397,True,0,71
False,dresden,0,Alter katholischer Friedhof,True,ok,,0,end,264543,frame_lock,True,3,False,51.0598131510083,"{""71"": 3}",,13.7182384729385,93783,False,,0,,0,0,2019-09-02 18:57:00,4343,7551006397,True,0,71
False,dresden,0,Alter katholischer Friedhof,True,ok,,0,last,264543,frame_lock,True,3,False,51.0598131510083,"{""71"": 3}",,13.7182384729385,93783,False,,0,,0,0,2019-09-02 23:59:00,4343,7551006397,True,0,71
False,dresden,0,Pfotenhauer Straße,True,ok,,0,first,264601,frame_lock,True,6,False,51.05858587827212,"{""71"": 6}",,13.777585029602049,93616,False,,0,,0,0,2019-09-02 00:00:00,4394,7551006429,True,0,71
False,dresden,0,Pfotenhauer Straße,True,ok,,0,start,264601,frame_lock,True,2,False,51.05858587827212,"{""71"": 2}",,13.777585029602049,93616,False,,0,,0,0,2019-09-02 15:44:00,4394,7551006429,True,0,71
False,dresden,0,BIKE 93616,False,ok,,0,end,21416568,frame_lock,True,1,False,51.05858587827212,"{""71"": 1}",Neubaustraße 19,13.777585029602049,93616,True,,0,,12,0,2019-09-02 16:44:00,0,7551006429,True,0,71
False,dresden,0,BIKE 93535,False,ok,,0,first,21383169,frame_lock,True,1,False,51.044368888889,"{""71"": 1}",,13.738805555556,93535,True,,0,,12,0,2019-09-02 00:01:00,0,7551002379,True,0,71
False,dresden,0,BIKE 93535,False,ok,,0,start,21384841,frame_lock,True,1,False,51.044017777778,"{""71"": 1}",,13.739656666667,93535,True,,0,,12,0,2019-09-02 06:55:00,0,7551002379,True,0,71
False,dresden,0,Hauptbahnhof,True,ok,,0,end,120,frame_lock,True,3,True,51.040476453474334,"{""71"": 3}",,13.733623623847961,93535,False,,0,,0,0,2019-09-02 06:58:00,4313,7551002379,True,0,71
False,dresden,0,Hauptbahnhof,True,ok,,0,start,120,frame_lock,True,3,True,51.040476453474334,"{""71"": 3}",,13.733623623847961,93535,False,,0,,0,0,2019-09-02 06:59:00,4313,7551002379,True,0,71
