p_rack_locks,city,p_bike_racks,p_name,p_spot,b_state,p_terminal_type,p_booked_bikes,trip,p_uid,b_lock_types,b_active,p_bikes,p_maintenance,p_lat,p_bike_types,p_address,p_lng,b_number,p_bike,b_battery_pack,p_free_racks,b_pedelec_battery,p_place_type,p_special_racks,datetime,p_number,b_boardcomputer,b_electric_lock,p_free_special_racks,b_bike_type
False,dresden,0,Bischofsweg / Kamenzer Str.,True,ok,,0,first,176054,frame_lock,True,9,False,51.068905419326775,"{""71"": 9}",,13.758975863456726,93850,False,,0,,0,0,2019-09-19 00:00:00,4312,7551012778,True,0,71
False,dresden,0,Bischofsweg / Kamenzer Str.,True,ok,,0,start,176054,frame_lock,True,9,False,51.068905419326775,"{""71"": 9}",,13.758975863456726,93850,False,,0,,0,0,2019-09-19 04:59:00,4312,7551012778,True,0,71
False,dresden,0,Bischofsweg / Kamenzer Str.,True,ok,,0,end,176054,frame_lock,True,9,False,51.068905419326775,"{""71"": 9}",,13.758975863456726,93850,False,,0,,0,0,2019-09-19 05:02:00,4312,7551012778,True,0,71
False,dresden,0,Bischofsweg / Kamenzer Str.,True,ok,,0,start,176054,frame_lock,True,10,False,51.068905419326775,"{""71"": 10}",,13.758975863456726,93850,False,,0,,0,0,2019-09-19 09:41:00,4312,7551012778,True,0,71
False,dresden,0,Bischofsweg / Kamenzer Str.,True,ok,,0,end,176054,frame_lock,True,10,False,51.068905419326775,"{""71"": 10}",,13.758975863456726,93850,False,,0,,0,0,2019-09-19 09:43:00,4312,7551012778,True,0,71
False,dresden,0,Bischofsweg / Kamenzer Str.,True,ok,,0,start,176054,frame_lock,True,10,False,51.068905419326775,"{""71"": 10}",,13.758975863456726,93850,False,,0,,0,0,2019-09-19 10:15:00,4312,7551012778,True,0,71
False,dresden,0,BIKE 93850,False,ok,,0,end,22242479,frame_lock,True,1,False,51.050577777778,"{""71"": 1}",,13.740417777778,93850,True,,0,,12,0,2019-09-19 10:36:00,0,7551012778,True,0,71
False,dresden,0,BIKE 93850,False,ok,,0,start,22242479,frame_lock,True,1,False,51.050457777778,"{""71"": 1}",,13.740453333333,93850,True,,0,,12,0,2019-09-19 12:32:00,0,7551012778,True,0,71
False,dresden,0,Alaunstraße,True,ok,,0,end,264576,frame_lock,True,2,False,51.066946872474276,"{""71"": 2}",,13.751809000968931,93850,False,,0,,0,0,2019-09-19 13:09:00,4374,7551012778,True,0,71
False,dresden,0,Alaunstraße,True,ok,,0,start,264576,frame_lock,True,7,False,51.066946872474276,"{""71"": 7}",,13.751809000968931,93850,False,,0,,0,0,2019-09-19 19:47:00,4374,7551012778,True,0,71
False,dresden,0,BIKE 93850,False,ok,,0,end,22270456,frame_lock,True,1,False,51.065097777778,"{""71"": 1}",,13.749142222222,93850,True,,0,,12,0,2019-09-19 19:52:00,0,7551012778,True,0,71
False,dresden,0,BIKE 93850,False,ok,,0,start,22270456,frame_lock,True,1,False,51.064862222222,"{""71"": 1}",,13.749538888889,93850,True,,0,,12,0,2019-09-19 21:34:00,0,7551012778,True,0,71
False,dresden,0,Ebertplatz,True,ok,,0,end,11248297,frame_lock,True,2,False,51.04148833992683,"{""71"": 2}",,13.705219030380249,93850,False,,0,,0,0,2019-09-19 21:53:00,4507,7551012778,True,0,71
False,dresden,0,Ebertplatz,True,ok,,0,last,11248297,frame_lock,True,2,False,51.04148833992683,"{""71"": 2}",,13.705219030380249,93850,False,,0,,0,0,2019-09-19 23:59:00,4507,7551012778,True,0,71
False,dresden,0,Pohlandplatz,True,ok,,0,first,126784,frame_lock,True,4,True,51.0429555360267,"{""71"": 3, ""15"": 1}",,13.795416355133057,93072,False,,0,,0,0,2019-09-19 00:00:00,4322,7551015352,True,0,15
False,dresden,0,Pohlandplatz,True,ok,,0,start,126784,frame_lock,True,4,True,51.0429555360267,"{""71"": 3, ""15"": 1}",,13.795416355133057,93072,False,,0,,0,0,2019-09-19 04:59:00,4322,7551015352,True,0,15
False,dresden,0,Pohlandplatz,True,ok,,0,end,126784,frame_lock,True,4,True,51.0429555360267,"{""71"": 3, ""15"": 1}",,13.795416355133057,93072,False,,0,,0,0,2019-09-19 05:02:00,4322,7551015352,True,0,15
False,dresden,0,Pohlandplatz,True,ok,,0,start,126784,frame_lock,True,3,True,51.0429555360267,"{""71"": 2, ""15"": 1}",,13.795416355133057,93072,False,,0,,0,0,2019-09-19 09:14:00,4322,7551015352,True,0,15
False,dresden,0,Mosenstraße,True,ok,,0,end,264599,frame_lock,True,3,False,51.04473971878632,"{""71"": 2, ""15"": 1}",,13.777724504470825,93072,False,,0,,0,0,2019-09-19 09:22:00,4392,7551015352,True,0,15
False,dresden,0,Mosenstraße,True,ok,,0,start,264599,frame_lock,True,3,False,51.04473971878632,"{""71"": 2, ""15"": 1}",,13.777724504470825,93072,False,,0,,0,0,2019-09-19 09:41:00,4392,7551015352,True,0,15
False,dresden,0,Mosenstraße,True,ok,,0,end,264599,frame_lock,True,3,False,51.04473971878632,"{""71"": 2, ""15"": 1}",,13.777724504470825,93072,False,,0,,0,0,2019-09-19 09:43:00,4392,7551015352,True,0,15
False,dresden,0,Mosenstraße,True,ok,,0,start,264599,frame_lock,True,3,False,51.04473971878632,"{""71"": 2, ""15"": 1}",,13.777724504470825,93072,False,,0,,0,0,2019-09-19 14:31:00,4392,7551015352,True,0,15
False,dresden,0,Hauptbahnhof,True,ok,,0,end,120,frame_lock,True,8,True,51.040476453474334,"{""71"": 7, ""15"": 1}",,13.733623623847961,93072,False,,0,,0,0,2019-09-19 14:54:00,4313,7551015352,True,0,15
