p_rack_locks,city,p_bike_racks,p_name,p_spot,b_state,p_terminal_type,p_booked_bikes,trip,p_uid,b_lock_types,b_active,p_bikes,p_maintenance,p_lat,p_bike_types,p_address,p_lng,b_number,p_bike,b_battery_pack,p_free_racks,b_pedelec_battery,p_place_type,p_special_racks,datetime,p_number,b_boardcomputer,b_electric_lock,p_free_special_racks,b_bike_type
False,dresden,0,Wundtstr. / Zellescher Weg,True,ok,free,0,first,4405670,frame_lock,True,5,False,51.02837,"{""71"": 5}",,13.74773,93850,False,,0,,0,0,2019-09-07 00:02:00,4458,7551012778,True,0,71
False,dresden,0,Wundtstr. / Zellescher Weg,True,ok,free,0,start,4405670,frame_lock,True,5,False,51.02837,"{""71"": 5}",,13.74773,93850,False,,0,,0,0,2019-09-07 05:14:00,4458,7551012778,True,0,71
False,dresden,6,Sächsische Zeitung / Haus der Presse,True,ok,,0,end,265880,frame_lock,True,1,False,51.057284394170544,"{""71"": 1}",,13.728811740875244,93850,False,,5,,0,0,2019-09-07 05:30:00,4303,7551012778,True,0,71
False,dresden,6,Sächsische Zeitung / Haus der Presse,True,ok,,0,last,265880,frame_lock,True,2,False,51.057284394170544,"{""71"": 2}",,13.728811740875244,93850,False,,4,,0,0,2019-09-07 23:59:00,4303,7551012778,True,0,71
False,dresden,0,BIKE 93385,False,ok,,0,first,21605158,frame_lock,True,1,False,51.055786666667,"{""71"": 1}",,13.733227777778,93385,True,,0,,12,0,2019-09-07 00:02:00,0,7551004176,True,0,71
False,dresden,0,BIKE 93385,False,ok,,0,last,21665068,frame_lock,True,1,False,51.055217777778,"{""71"": 1}",,13.733015555556,93385,True,,0,,12,0,2019-09-07 23:59:00,0,7551004176,True,0,71
False,dresden,6,DVB Trachenberger Straße,True,ok,stele,0,first,265881,frame_lock,True,7,False,51.08737775269143,"{""71"": 7}",,13.730077743530273,93658,False,,0,,0,0,2019-09-07 00:02:00,4305,7551015507,True,0,71
False,dresden,6,DVB Trachenberger Straße,True,ok,stele,0,last,265881,frame_lock,True,7,False,51.08737775269143,"{""71"": 7}",,13.730077743530273,93658,False,,0,,0,0,2019-09-07 23:59:00,4305,7551015507,True,0,71
False,dresden,0,BIKE 93249,False,ok,,0,first,21647150,frame_lock,True,1,False,51.057106666667,"{""71"": 1}",,13.709917777778,93249,True,,0,,12,0,2019-09-07 00:02:00,0,7551005287,True,0,71
False,dresden,0,BIKE 93249,False,ok,,0,start,21647150,frame_lock,True,1,False,51.057013333333,"{""71"": 1}",,13.709885555556,93249,True,,0,,12,0,2019-09-07 21:44:00,0,7551005287,True,0,71
False,dresden,0,Manitiusstraße,True,ok,free,0,end,10299726,frame_lock,True,2,False,51.05658,"{""71"": 2}",,13.71493,93249,False,,0,,0,0,2019-09-07 21:49:00,4496,7551005287,True,0,71
False,dresden,0,Manitiusstraße,True,ok,free,0,last,10299726,frame_lock,True,3,False,51.05658,"{""71"": 3}",,13.71493,93249,False,,0,,0,0,2019-09-07 23:59:00,4496,7551005287,True,0,71
False,dresden,0,BIKE 93035,False,ok,,0,first,21634751,frame_lock,True,1,False,51.064306666667,"{""71"": 1}",,13.755794444444,93035,True,,0,,12,0,2019-09-07 00:02:00,0,7551003639,True,0,71
False,dresden,0,Martin-Luther-Platz (Kirche),True,ok,,0,start,264578,frame_lock,True,1,False,51.064135319559504,"{""71"": 1}",,13.756663799285887,93035,False,,0,,0,0,2019-09-07 22:29:00,4376,7551003639,True,0,71
False,dresden,0,Bischofsplatz (S-Bahn),True,ok,free,0,end,10299456,frame_lock,True,2,False,51.07192566647641,"{""71"": 2}",,13.746272921562195,93035,False,,0,,0,0,2019-09-07 22:54:00,4469,7551003639,True,0,71
False,dresden,0,Bischofsplatz (S-Bahn),True,ok,free,0,start,10299456,frame_lock,True,2,False,51.07192566647641,"{""71"": 2}",,13.746272921562195,93035,False,,0,,0,0,2019-09-07 23:05:00,4469,7551003639,True,0,71
False,dresden,0,Bischofsplatz (S-Bahn),True,ok,free,0,end,10299456,frame_lock,True,2,False,51.07192566647641,"{""71"": 2}",,13.746272921562195,93035,False,,0,,0,0,2019-09-07 23:07:00,4469,7551003639,True,0,71
False,dresden,0,Bischofsplatz (S-Bahn),True,ok,free,0,last,10299456,frame_lock,True,2,False,51.07192566647641,"{""71"": 2}",,13.746272921562195,93035,False,,0,,0,0,2019-09-07 23:59:00,4469,7551003639,True,0,71
False,dresden,0,Stresemannplatz,True,ok,,0,first,264598,frame_lock,True,4,False,51.0429386719677,"{""71"": 4}",,13.7742161750793,93730,False,,0,,0,0,2019-09-07 00:02:00,4391,7551006367,True,0,71
False,dresden,0,Stresemannplatz,True,ok,,0,start,264598,frame_lock,True,4,False,51.0429386719677,"{""71"": 4}",,13.7742161750793,93730,False,,0,,0,0,2019-09-07 01:22:00,4391,7551006367,True,0,71
False,dresden,0,Schauburg,True,ok,,0,end,121771,frame_lock,True,1,False,51.07114365710672,"{""71"": 1}",,13.75032842159271,93730,False,,0,,0,0,2019-09-07 01:38:00,4327,7551006367,True,0,71
False,dresden,0,Schauburg,True,ok,,0,start,121771,frame_lock,True,2,False,51.07114365710672,"{""71"": 2}",,13.75032842159271,93730,False,,0,,0,0,2019-09-07 04:05:00,4327,7551006367,True,0,71
False,dresden,0,BIKE 93730,False,ok,,0,end,21651387,frame_lock,True,1,False,51.062693333333,"{""71"": 1}",,13.744307777778,93730,True,,0,,12,0,2019-09-07 04:11:00,0,7551006367,True,0,71
False,dresden,0,Bf. Dresden-Neustadt,True,ok,free,0,start,73,frame_lock,True,1,False,51.0651837723282,"{""71"": 1}",,13.7412196397781,93730,False,,0,,0,0,2019-09-07 04:16:00,4332,7551006367,True,0,71
False,dresden,0,Louisenstraße,True,ok,free,0,end,10299599,frame_lock,True,1,False,51.06798,"{""71"": 1}",,13.74754,93730,False,,0,,0,0,2019-09-07 04:21:00,4484,7551006367,True,0,71
False,dresden,0,Louisenstraße,True,ok,free,0,start,10299599,frame_lock,True,1,False,51.06798,"{""71"": 1}",,13.74754,93730,False,,0,,0,0,2019-09-07 07:12:00,4484,7551006367,True,0,71
False,dresden,0,Weberplatz,True,ok,traffic_sign,0,end,4783682,frame_lock,True,3,False,51.03022,"{""71"": 3}",,13.74926,93730,False,,0,,0,0,2019-09-07 07:42:00,4457,7551006367,True,0,71
False,dresden,0,Weberplatz,True,ok,traffic_sign,0,start,4783682,frame_lock,True,2,False,51.03022,"{""71"": 2}",,13.74926,93730,False,,0,,0,0,2019-09-07 08:29:00,4457,7551006367,True,0,71
False,dresden,0,Großer Garten / Lennéstraße,True,ok,,0,end,12936,frame_lock,True,4,False,51.0426283721862,"{""71"": 4}",,13.7510794401169,93730,False,,0,,0,0,2019-09-07 08:39:00,4314,7551006367,True,0,71
False,dresden,0,Großer Garten / Lennéstraße,True,ok,,0,start,12936,frame_lock,True,4,False,51.0426283721862,"{""71"": 4}",,13.7510794401169,93730,False,,0,,0,0,2019-09-07 10:51:00,4314,7551006367,True,0,71
False,dresden,0,Vapiano / Prager Str.,True,ok,,0,end,127640,frame_lock,True,2,False,51.0445980659557,"{""71"": 2}",,13.7363541126251,93730,False,,0,,0,0,2019-09-07 11:06:00,4402,7551006367,True,0,71
False,dresden,0,Vapiano / Prager Str.,True,ok,,0,start,127640,frame_lock,True,2,False,51.0445980659557,"{""71"": 2}",,13.7363541126251,93730,False,,0,,0,0,2019-09-07 11:20:00,4402,7551006367,True,0,71
False,dresden,0,BIKE 93730,False,ok,,0,end,21664279,frame_lock,True,1,False,51.042711111111,"{""71"": 1}",,13.736277777778,93730,True,,0,,12,0,2019-09-07 12:56:00,0,7551006367,True,0,71
False,dresden,0,Prager Str. / Mc Donalds,True,ok,,0,last,19892,frame_lock,True,3,False,51.0428121913295,"{""71"": 3}",,13.7352356314659,93730,False,,0,,0,0,2019-09-07 23:59:00,4418,7551006367,True,0,71
False,dresden,0,Beherbergungsschiff (Pöppelmann),True,ok,,0,first,316914,frame_lock,True,3,False,51.06428365515546,"{""71"": 3}",,13.73216986656189,93789,False,,0,,0,0,2019-09-07 00:02:00,4422,7551003441,True,0,71
False,dresden,0,Beherbergungsschiff (Pöppelmann),True,ok,,0,last,316914,frame_lock,True,3,False,51.06428365515546,"{""71"": 3}",,13.73216986656189,93789,False,,0,,0,0,2019-09-07 23:59:00,4422,7551003441,True,0,71
False,dresden,0,BIKE 93352,False,ok,,0,first,21641920,frame_lock,True,1,False,51.061151111111,"{""71"": 1}",,13.740158888889,93352,True,,0,,12,0,2019-09-07 00:02:00,0,7551006577,True,0,71
False,dresden,0,BIKE 93352,False,ok,,0,last,21667695,frame_lock,True,1,False,51.061368888889,"{""71"": 1}",,13.740248888889,93352,True,,0,,12,0,2019-09-07 23:59:00,0,7551006577,True,0,71
False,dresden,0,BIKE 93790,False,ok,,0,first,21641574,frame_lock,True,1,False,51.057595555556,"{""71"": 1}",,13.745838888889,93790,True,,0,,12,0,2019-09-07 00:02:00,0,7551006556,True,0,71
