p_rack_locks,city,p_bike_racks,p_name,p_spot,b_state,p_terminal_type,p_booked_bikes,trip,p_uid,b_lock_types,b_active,p_bikes,p_maintenance,p_lat,p_bike_types,p_address,p_lng,b_number,p_bike,b_battery_pack,p_free_racks,b_pedelec_battery,p_place_type,p_special_racks,datetime,p_number,b_boardcomputer,b_electric_lock,p_free_special_racks,b_bike_type
False,dresden,0,BIKE 93850,False,ok,,0,first,21404504,frame_lock,True,1,False,51.060906666667,"{""71"": 1}",,13.740923333333,93850,True,,0,,12,0,2019-09-03 00:00:00,0,7551012778,True,0,71
False,dresden,0,BIKE 93850,False,ok,,0,start,21404504,frame_lock,True,1,False,51.060804444444,"{""71"": 1}",,13.740998888889,93850,True,,0,,12,0,2019-09-03 06:10:00,0,7551012778,True,0,71
False,dresden,0,BIKE 93850,False,ok,,0,end,21404504,frame_lock,True,1,False,51.060804444444,"{""71"": 1}",,13.740998888889,93850,True,,0,,12,0,2019-09-03 06:15:00,0,7551012778,True,0,71
False,dresden,0,BIKE 93850,False,ok,,0,start,21404504,frame_lock,True,1,False,51.060946666667,"{""71"": 1}",,13.740942222222,93850,True,,0,,12,0,2019-09-03 17:53:00,0,7551012778,True,0,71
False,dresden,0,BIKE 93850,False,ok,,0,end,21471020,frame_lock,True,1,False,51.073995555556,"{""71"": 1}",,13.748854444444,93850,True,,0,,12,0,2019-09-03 18:07:00,0,7551012778,True,0,71
False,dresden,0,BIKE 93850,False,ok,,0,start,21471020,frame_lock,True,1,False,51.073933333333,"{""71"": 1}",,13.749025555556,93850,True,,0,,12,0,2019-09-03 19:26:00,0,7551012778,True,0,71
False,dresden,0,Königsbrücker Platz,True,ok,,0,end,14262,frame_lock,True,1,False,51.0749827918118,"{""71"": 1}",,13.7495076656342,93850,False,,0,,0,0,2019-09-03 19:56:00,4308,7551012778,True,0,71
False,dresden,0,Königsbrücker Platz,True,ok,,0,last,14262,frame_lock,True,2,False,51.0749827918118,"{""71"": 2}",,13.7495076656342,93850,False,,0,,0,0,2019-09-03 23:59:00,4308,7551012778,True,0,71
False,dresden,0,Pirnaischer Platz,True,ok,,0,first,9972732,frame_lock,True,6,False,51.04897224042478,"{""71"": 6}",,13.74415397644043,93385,False,,0,,0,0,2019-09-03 08:55:00,4315,7551004176,True,0,71
False,dresden,0,Pirnaischer Platz,True,ok,,0,start,9972732,frame_lock,True,4,False,51.04897224042478,"{""71"": 4}",,13.74415397644043,93385,False,,0,,0,0,2019-09-03 10:32:00,4315,7551004176,True,0,71
False,dresden,0,BIKE 93385,False,ok,,0,end,21446161,frame_lock,True,1,False,51.052408888889,"{""71"": 1}",,13.808154444444,93385,True,,0,,12,0,2019-09-03 10:57:00,0,7551004176,True,0,71
False,dresden,0,BIKE 93385,False,ok,,0,start,21446161,frame_lock,True,1,False,51.052408888889,"{""71"": 1}",,13.807958888889,93385,True,,0,,12,0,2019-09-03 11:38:00,0,7551004176,True,0,71
False,dresden,6,Schillergalerie,True,ok,,0,end,329097,frame_lock,True,3,False,51.05136993564705,"{""71"": 3}",,13.804289102554321,93385,False,,3,,0,0,2019-09-03 11:43:00,4399,7551004176,True,0,71
False,dresden,6,Schillergalerie,True,ok,,0,last,329097,frame_lock,True,6,False,51.05136993564705,"{""71"": 6}",,13.804289102554321,93385,False,,0,,0,0,2019-09-03 23:59:00,4399,7551004176,True,0,71
False,dresden,0,Alter katholischer Friedhof,True,ok,,0,first,264543,frame_lock,True,3,False,51.0598131510083,"{""71"": 3}",,13.7182384729385,93783,False,,0,,0,0,2019-09-03 00:00:00,4343,7551006397,True,0,71
False,dresden,0,Alter katholischer Friedhof,True,ok,,0,start,264543,frame_lock,True,3,False,51.0598131510083,"{""71"": 3}",,13.7182384729385,93783,False,,0,,0,0,2019-09-03 06:10:00,4343,7551006397,True,0,71
False,dresden,0,Alter katholischer Friedhof,True,ok,,0,end,264543,frame_lock,True,3,False,51.0598131510083,"{""71"": 3}",,13.7182384729385,93783,False,,0,,0,0,2019-09-03 06:15:00,4343,7551006397,True,0,71
False,dresden,0,Alter katholischer Friedhof,True,ok,,0,start,264543,frame_lock,True,2,False,51.0598131510083,"{""71"": 2}",,13.7182384729385,93783,False,,0,,0,0,2019-09-03 11:09:00,4343,7551006397,True,0,71
False,dresden,0,BIKE 93783,False,ok,,0,end,21446979,frame_lock,True,1,False,51.050773333333,"{""71"": 1}",,13.734057777778,93783,True,,0,,12,0,2019-09-03 11:16:00,0,7551006397,True,0,71
False,dresden,0,BIKE 93783,False,ok,,0,start,21446979,frame_lock,True,1,False,51.050902222222,"{""71"": 1}",,13.733778888889,93783,True,,0,,12,0,2019-09-03 14:54:00,0,7551006397,True,0,71
False,dresden,0,BIKE 93783,False,ok,,0,end,21459096,frame_lock,True,1,False,51.047404444444,"{""71"": 1}",,13.740453333333,93783,True,,0,,12,0,2019-09-03 14:59:00,0,7551006397,True,0,71
False,dresden,0,BIKE 93783,False,ok,,0,start,21459096,frame_lock,True,1,False,51.047764444444,"{""71"": 1}",,13.740388888889,93783,True,,0,,12,0,2019-09-03 15:35:00,0,7551006397,True,0,71
False,dresden,0,Hauptbahnhof,True,ok,,0,end,120,frame_lock,True,1,True,51.040476453474334,"{""71"": 1}",,13.733623623847961,93783,False,,0,,0,0,2019-09-03 15:42:00,4313,7551006397,True,0,71
False,dresden,0,Hauptbahnhof,True,ok,,0,start,120,frame_lock,True,3,True,51.040476453474334,"{""71"": 3}",,13.733623623847961,93783,False,,0,,0,0,2019-09-03 16:00:00,4313,7551006397,True,0,71
False,dresden,0,BIKE 93783,False,ok,,0,end,21463891,frame_lock,True,1,False,51.031324444444,"{""71"": 1}",,13.751591111111,93783,True,,0,,12,0,2019-09-03 16:10:00,0,7551006397,True,0,71
False,dresden,0,Teplitzer Str. / Reichenbachstr.,True,ok,,0,start,264588,frame_lock,True,2,False,51.03090291415399,"{""71"": 2}",,13.75082194805145,93783,False,,0,,0,0,2019-09-03 18:02:00,4384,7551006397,True,0,71
False,dresden,0,Malterstraße (Haltestelle),True,ok,free,0,end,10299584,frame_lock,True,4,False,51.04257,"{""71"": 4}",,13.69113,93783,False,,0,,0,0,2019-09-03 18:32:00,4483,7551006397,True,0,71
False,dresden,0,Malterstraße (Haltestelle),True,ok,free,0,start,10299584,frame_lock,True,5,False,51.04257,"{""71"": 5}",,13.69113,93783,False,,0,,0,0,2019-09-03 23:14:00,4483,7551006397,True,0,71
False,dresden,0,Reichenbachstraße / Gutzkowstraße (Wohnheim),True,ok,free,0,end,10299517,frame_lock,True,4,False,51.033547810553635,"{""71"": 4}",,13.740307688713074,93783,False,,0,,0,0,2019-09-03 23:32:00,4480,7551006397,True,0,71
False,dresden,0,Reichenbachstraße / Gutzkowstraße (Wohnheim),True,ok,free,0,last,10299517,frame_lock,True,4,False,51.033547810553635,"{""71"": 4}",,13.740307688713074,93783,False,,0,,0,0,2019-09-03 23:59:00,4480,7551006397,True,0,71
False,dresden,4,Hotel Smetana,True,ok,,0,first,318577,frame_lock,True,3,False,51.03882028496062,"{""71"": 3}",,13.791795372962952,93535,False,,0,,0,0,2019-09-03 00:00:00,4409,7551002379,True,0,71
False,dresden,4,Hotel Smetana,True,ok,,0,start,318577,frame_lock,True,2,False,51.03882028496062,"{""71"": 2}",,13.791795372962952,93535,False,,1,,0,0,2019-09-03 06:10:00,4409,7551002379,True,0,71
False,dresden,4,Hotel Smetana,True,ok,,0,end,318577,frame_lock,True,2,False,51.03882028496062,"{""71"": 2}",,13.791795372962952,93535,False,,1,,0,0,2019-09-03 06:15:00,4409,7551002379,True,0,71
False,dresden,4,Hotel Smetana,True,ok,,0,start,318577,frame_lock,True,1,False,51.03882028496062,"{""71"": 1}",,13.791795372962952,93535,False,,2,,0,0,2019-09-03 08:30:00,4409,7551002379,True,0,71
False,dresden,0,Pirnaischer Platz,True,ok,,0,end,9972732,frame_lock,True,2,False,51.04897224042478,"{""71"": 2}",,13.74415397644043,93535,False,,0,,0,0,2019-09-03 08:54:00,4315,7551002379,True,0,71
False,dresden,0,Pirnaischer Platz,True,ok,,0,start,9972732,frame_lock,True,1,False,51.04897224042478,"{""71"": 1}",,13.74415397644043,93535,False,,0,,0,0,2019-09-03 11:31:00,4315,7551002379,True,0,71
False,dresden,0,BIKE 93535,False,ok,,0,end,21447918,frame_lock,True,1,False,51.048786666667,"{""71"": 1}",,13.734361111111,93535,True,,0,,12,0,2019-09-03 11:37:00,0,7551002379,True,0,71
False,dresden,0,BIKE 93535,False,ok,,0,start,21447918,frame_lock,True,1,False,51.048848888889,"{""71"": 1}",,13.734271111111,93535,True,,0,,12,0,2019-09-03 13:01:00,0,7551002379,True,0,71
False,dresden,0,BIKE 93535,False,ok,,0,end,21452339,frame_lock,True,1,False,51.058675555556,"{""71"": 1}",,13.727483333333,93535,True,,0,,12,0,2019-09-03 13:07:00,0,7551002379,True,0,71
