p_rack_locks,city,p_bike_racks,p_name,p_spot,b_state,p_terminal_type,p_booked_bikes,trip,p_uid,b_lock_types,b_active,p_bikes,p_maintenance,p_lat,p_bike_types,p_address,p_lng,b_number,p_bike,b_battery_pack,p_free_racks,b_pedelec_battery,p_place_type,p_special_racks,datetime,p_number,b_boardcomputer,b_electric_lock,p_free_special_racks,b_bike_type
False,dresden,0,Königsbrücker Platz,True,ok,,0,first,14262,frame_lock,True,2,False,51.0749827918118,"{""71"": 2}",,13.7495076656342,93850,False,,0,,0,0,2019-09-04 00:00:00,4308,7551012778,True,0,71
False,dresden,0,Königsbrücker Platz,True,ok,,0,start,14262,frame_lock,True,2,False,51.0749827918118,"{""71"": 2}",,13.7495076656342,93850,False,,0,,0,0,2019-09-04 07:44:00,4308,7551012778,True,0,71
False,dresden,0,BIKE 93850,False,ok,,0,end,21492582,frame_lock,True,1,False,51.048697777778,"{""71"": 1}",,13.736391111111,93850,True,,0,,12,0,2019-09-04 07:58:00,0,7551012778,True,0,71
False,dresden,0,BIKE 93850,False,ok,,0,start,21492782,frame_lock,True,1,False,51.048804444444,"{""71"": 1}",,13.736353333333,93850,True,,0,,12,0,2019-09-04 08:43:00,0,7551012778,True,0,71
False,dresden,0,Stadtteilzentrum Straßburger Platz,True,ok,free,0,end,10299434,frame_lock,True,2,False,51.04649,"{""71"": 2}",,13.75599,93850,False,,0,,0,0,2019-09-04 08:53:00,4468,7551012778,True,0,71
False,dresden,0,Stadtteilzentrum Straßburger Platz,True,ok,free,0,start,10299434,frame_lock,True,2,False,51.04649,"{""71"": 2}",,13.75599,93850,False,,0,,0,0,2019-09-04 10:00:00,4468,7551012778,True,0,71
False,dresden,0,Ebertplatz,True,ok,,0,end,11248297,frame_lock,True,1,False,51.04148833992683,"{""71"": 1}",,13.705219030380249,93850,False,,0,,0,0,2019-09-04 10:16:00,4507,7551012778,True,0,71
False,dresden,0,Ebertplatz,True,ok,,0,start,11248297,frame_lock,True,2,False,51.04148833992683,"{""71"": 2}",,13.705219030380249,93850,False,,0,,0,0,2019-09-04 11:54:00,4507,7551012778,True,0,71
False,dresden,0,St.-Benno-Gymnasium,True,ok,,0,end,264538,frame_lock,True,1,False,51.0499333567911,"{""71"": 1}",,13.7570554018021,93850,False,,0,,0,0,2019-09-04 12:13:00,4340,7551012778,True,0,71
False,dresden,0,BIKE 93850,False,ok,,0,start,21507947,frame_lock,True,1,False,51.051204444444,"{""71"": 1}",,13.75532,93850,True,,0,,12,0,2019-09-04 15:23:00,0,7551012778,True,0,71
False,dresden,0,Hauptbahnhof,True,ok,,0,end,120,frame_lock,True,5,True,51.040476453474334,"{""71"": 5}",,13.733623623847961,93850,False,,0,,0,0,2019-09-04 15:36:00,4313,7551012778,True,0,71
False,dresden,0,Hauptbahnhof,True,ok,,0,start,120,frame_lock,True,5,True,51.040476453474334,"{""71"": 5}",,13.733623623847961,93850,False,,0,,0,0,2019-09-04 15:40:00,4313,7551012778,True,0,71
False,dresden,0,Lukasstr. / Hochschulstr.,True,ok,free,0,end,4405747,frame_lock,True,1,False,51.03252,"{""71"": 1}",,13.7325,93850,False,,0,,0,0,2019-09-04 15:46:00,4463,7551012778,True,0,71
False,dresden,0,Lukasstr. / Hochschulstr.,True,ok,free,0,start,4405747,frame_lock,True,1,False,51.03252,"{""71"": 1}",,13.7325,93850,False,,0,,0,0,2019-09-04 16:00:00,4463,7551012778,True,0,71
False,dresden,0,Kulturpalast,True,ok,,0,end,155920,frame_lock,True,1,False,51.050547111895305,"{""71"": 1}",,13.737196326255798,93850,False,,0,,0,0,2019-09-04 17:02:00,4412,7551012778,True,0,71
False,dresden,0,Kulturpalast,True,ok,,0,start,155920,frame_lock,True,1,False,51.050547111895305,"{""71"": 1}",,13.737196326255798,93850,False,,0,,0,0,2019-09-04 17:06:00,4412,7551012778,True,0,71
False,dresden,0,Kulturpalast,True,ok,,0,end,155920,frame_lock,True,1,False,51.050547111895305,"{""71"": 1}",,13.737196326255798,93850,False,,0,,0,0,2019-09-04 17:08:00,4412,7551012778,True,0,71
False,dresden,0,Kulturpalast,True,ok,,0,start,155920,frame_lock,True,2,False,51.050547111895305,"{""71"": 2}",,13.737196326255798,93850,False,,0,,0,0,2019-09-04 18:17:00,4412,7551012778,True,0,71
False,dresden,0,Sächsische Landesbibliothek,True,ok,free,0,end,637839,frame_lock,True,1,False,51.02893263812449,"{""71"": 1}",,13.7363862991333,93850,False,,0,,0,0,2019-09-04 18:38:00,4441,7551012778,True,0,71
