p_spot,b_pedelec_battery,p_lng,p_place_type,p_rack_locks,b_lock_types,p_bikes,b_number,p_bike,b_active,b_electric_lock,p_name,datetime,p_uid,b_bike_type,trip,b_boardcomputer,p_bike_types,p_free_special_racks,p_booked_bikes,b_battery_pack,city,p_number,p_maintenance,p_special_racks,p_terminal_type,p_bike_racks,p_lat,p_free_racks,p_address,b_state
False,,13.713354444444,12,False,frame_lock,1,93613,True,True,True,BIKE 93613,2019-05-25 00:00:00,16224947,15,first,7551004384,"{""15"": 1}",0,0,,dresden,0,False,0,,0,51.055728888889,0,,ok
False,,13.71354,12,False,frame_lock,1,93613,True,True,True,BIKE 93613,2019-05-25 21:31:00,16262093,15,start,7551004384,"{""15"": 1}",0,0,,dresden,0,False,0,,0,51.05612,0,,ok
False,,13.732507777778,12,False,frame_lock,1,93613,True,True,True,BIKE 93613,2019-05-25 21:45:00,16273185,15,end,7551004384,"{""15"": 1}",0,0,,dresden,0,False,0,,0,51.040755555556,0,,ok
True,,13.733623623848,0,False,frame_lock,2,93613,False,True,True,Hauptbahnhof,2019-05-25 22:01:00,120,15,start,7551004384,"{""15"": 1, ""undefined"": 1}",0,0,,dresden,4313,True,0,,0,51.040476453474,0,,ok
False,,13.716595555556,12,False,frame_lock,1,93613,True,True,True,BIKE 93613,2019-05-25 22:13:00,16274083,15,end,7551004384,"{""15"": 1}",0,0,,dresden,0,False,0,,0,51.028408888889,0,,ok
True,,13.715980052948,0,False,frame_lock,3,93613,False,True,True,Plauen / Nöthnitzer Straße,2019-05-25 23:59:00,264587,15,last,7551004384,"{""15"": 1, ""71"": 1, ""undefined"": 1}",0,0,,dresden,4383,False,0,,0,51.027664059919,0,,ok
False,,13.693416666667,12,False,frame_lock,1,93833,True,True,True,BIKE 93833,2019-05-25 00:00:00,16224914,71,first,7551012504,"{""71"": 1}",0,0,,dresden,0,False,0,,0,51.038884444444,0,,ok
False,,13.693416666667,12,False,frame_lock,1,93833,True,True,True,BIKE 93833,2019-05-25 00:52:00,16224914,71,start,7551012504,"{""71"": 1}",0,0,,dresden,0,False,0,,0,51.038884444444,0,,ok
False,,13.689357777778,12,False,frame_lock,1,93833,True,True,True,BIKE 93833,2019-05-25 01:02:00,16229803,71,end,7551012504,"{""71"": 1}",0,0,,dresden,0,False,0,,0,51.060475555556,0,,ok
False,,13.689357777778,12,False,frame_lock,1,93833,True,True,True,BIKE 93833,2019-05-25 02:39:00,16229803,71,start,7551012504,"{""71"": 1}",0,0,,dresden,0,False,0,,0,51.060475555556,0,,ok
False,,13.693035555556,12,False,frame_lock,1,93833,True,True,True,BIKE 93833,2019-05-25 02:57:00,16231917,71,end,7551012504,"{""71"": 1}",0,0,,dresden,0,False,0,,0,51.038675555556,0,,ok
False,,13.69309,12,False,frame_lock,1,93833,True,True,True,BIKE 93833,2019-05-25 05:26:00,16231917,71,start,7551012504,"{""71"": 1}",0,0,,dresden,0,False,0,,0,51.038093333333,0,,ok
True,,13.74415397644,0,False,frame_lock,1,93833,False,True,True,Pirnaischer Platz,2019-05-25 05:46:00,9972732,71,end,7551012504,"{""71"": 1}",0,0,,dresden,4315,False,0,,0,51.048972240425,0,,ok
True,,13.74415397644,0,False,frame_lock,1,93833,False,True,True,Pirnaischer Platz,2019-05-25 07:29:00,9972732,71,start,7551012504,"{""71"": 1}",0,0,,dresden,4315,False,0,,0,51.048972240425,0,,ok
True,,13.735235631466,0,False,frame_lock,2,93833,False,True,True,Prager Str. / Mc Donalds,2019-05-25 07:37:00,19892,71,end,7551012504,"{""15"": 1, ""71"": 1}",0,0,,dresden,4418,False,0,,0,51.04281219133,0,,ok
True,,13.735235631466,0,False,frame_lock,2,93833,False,True,True,Prager Str. / Mc Donalds,2019-05-25 08:00:00,19892,71,start,7551012504,"{""15"": 1, ""71"": 1}",0,0,,dresden,4418,False,0,,0,51.04281219133,0,,ok
False,,13.738675555556,12,False,frame_lock,1,93833,True,True,True,BIKE 93833,2019-05-25 09:47:00,16240760,71,end,7551012504,"{""71"": 1}",0,0,,dresden,0,False,0,,0,51.04388,0,,ok
False,,13.738675555556,12,False,frame_lock,1,93833,True,True,True,BIKE 93833,2019-05-25 10:04:00,16240760,71,start,7551012504,"{""71"": 1}",0,0,,dresden,0,False,0,,0,51.04388,0,,ok
False,,13.738435555556,12,False,frame_lock,1,93833,True,True,True,BIKE 93833,2019-05-25 10:35:00,16242602,71,end,7551012504,"{""71"": 1}",0,0,,dresden,0,False,0,,0,51.044044444444,0,,ok
False,,13.738525555556,12,False,frame_lock,1,93833,True,True,True,BIKE 93833,2019-05-25 10:45:00,16242602,71,start,7551012504,"{""71"": 1}",0,0,,dresden,0,False,0,,0,51.043871111111,0,,ok
True,,13.736354112625,0,False,frame_lock,1,93833,False,True,True,Vapiano / Prager Str.,2019-05-25 10:49:00,127640,71,end,7551012504,"{""71"": 1}",0,0,,dresden,4402,False,0,,0,51.044598065956,0,,ok
True,,13.736354112625,0,False,frame_lock,2,93833,False,True,True,Vapiano / Prager Str.,2019-05-25 15:10:00,127640,71,start,7551012504,"{""71"": 1, ""undefined"": 1}",0,0,,dresden,4402,False,0,,0,51.044598065956,0,,ok
True,,13.804289102554,0,False,frame_lock,5,93833,False,True,True,Schillergalerie,2019-05-25 15:46:00,329097,71,end,7551012504,"{""15"": 2, ""71"": 3}",0,0,,dresden,4399,False,0,,6,51.051369935647,1,,ok
True,,13.804289102554,0,False,frame_lock,5,93833,False,True,True,Schillergalerie,2019-05-25 17:13:00,329097,71,last,7551012504,"{""15"": 2, ""71"": 3}",0,0,,dresden,4399,False,0,,6,51.051369935647,1,,ok
False,,13.690731111111,12,False,frame_lock,1,93406,True,True,True,BIKE 93406,2019-05-25 00:00:00,16228349,0,first,7551007269,"{""undefined"": 1}",0,0,,dresden,0,False,0,,0,51.043493333333,0,,ok
False,,13.691273333333,12,False,frame_lock,1,93406,True,True,True,BIKE 93406,2019-05-25 06:55:00,16228349,0,start,7551007269,"{""undefined"": 1}",0,0,,dresden,0,False,0,,0,51.043764444444,0,,ok
False,,13.731615555556,12,False,frame_lock,1,93406,True,True,True,BIKE 93406,2019-05-25 07:19:00,16236528,0,end,7551007269,"{""undefined"": 1}",0,0,,dresden,0,False,0,,0,51.03996,0,,ok
False,,13.731472222222,12,False,frame_lock,1,93406,True,True,True,BIKE 93406,2019-05-25 14:06:00,16240027,0,start,7551007269,"{""undefined"": 1}",0,0,,dresden,0,False,0,,0,51.039817777778,0,,ok
False,,13.731486666667,12,False,frame_lock,1,93406,True,True,True,BIKE 93406,2019-05-25 14:09:00,16252487,0,end,7551007269,"{""undefined"": 1}",0,0,,dresden,0,False,0,,0,51.039866666667,0,,ok
False,,13.731396666667,12,False,frame_lock,1,93406,True,True,True,BIKE 93406,2019-05-25 14:41:00,16252487,0,start,7551007269,"{""undefined"": 1}",0,0,,dresden,0,False,0,,0,51.03956,0,,ok
False,,13.749647777778,12,False,frame_lock,1,93406,True,True,True,BIKE 93406,2019-05-25 14:52:00,16254650,0,end,7551007269,"{""undefined"": 1}",0,0,,dresden,0,False,0,,0,51.030964444444,0,,ok
True,,13.74926,0,False,frame_lock,1,93406,False,True,True,Weberplatz,2019-05-25 15:37:00,4783682,0,start,7551007269,"{""undefined"": 1}",0,0,,dresden,4457,False,0,traffic_sign,0,51.03022,0,,ok
False,,13.734895555556,12,False,frame_lock,1,93406,True,True,True,BIKE 93406,2019-05-25 15:54:00,16257710,0,end,7551007269,"{""undefined"": 1}",0,0,,dresden,0,False,0,,0,51.041977777778,0,,ok
False,,13.734481111111,12,False,frame_lock,1,93406,True,True,True,BIKE 93406,2019-05-25 16:59:00,16257710,0,start,7551007269,"{""undefined"": 1}",0,0,,dresden,0,False,0,,0,51.041733333333,0,,ok
False,,13.738694444444,12,False,frame_lock,1,93406,True,True,True,BIKE 93406,2019-05-25 17:09:00,16261937,0,end,7551007269,"{""undefined"": 1}",0,0,,dresden,0,False,0,,0,51.053346666667,0,,ok
False,,13.738686666667,12,False,frame_lock,1,93406,True,True,True,BIKE 93406,2019-05-25 17:51:00,16261937,0,start,7551007269,"{""undefined"": 1}",0,0,,dresden,0,False,0,,0,51.053231111111,0,,ok
False,,13.725476666667,12,False,frame_lock,1,93406,True,True,True,BIKE 93406,2019-05-25 18:06:00,16264991,0,end,7551007269,"{""undefined"": 1}",0,0,,dresden,0,False,0,,0,51.045648888889,0,,ok
False,,13.725604444444,12,False,frame_lock,1,93406,True,True,True,BIKE 93406,2019-05-25 19:38:00,16264991,0,start,7551007269,"{""undefined"": 1}",0,0,,dresden,0,False,0,,0,51.04564,0,,ok
False,,13.728734444444,12,False,frame_lock,1,93406,True,True,True,BIKE 93406,2019-05-25 19:59:00,16269584,0,end,7551007269,"{""undefined"": 1}",0,0,,dresden,0,False,0,,0,51.046222222222,0,,ok
False,,13.7289,12,False,frame_lock,1,93406,True,True,True,BIKE 93406,2019-05-25 20:45:00,16269584,0,start,7551007269,"{""undefined"": 1}",0,0,,dresden,0,False,0,,0,51.046102222222,0,,ok
True,,13.735235631466,0,False,frame_lock,2,93406,False,True,True,Prager Str. / Mc Donalds,2019-05-25 20:49:00,19892,0,end,7551007269,"{""15"": 1, ""undefined"": 1}",0,0,,dresden,4418,False,0,,0,51.04281219133,0,,ok
False,,13.734738888889,12,False,frame_lock,1,93406,True,True,True,BIKE 93406,2019-05-25 21:12:00,16271519,0,start,7551007269,"{""undefined"": 1}",0,0,,dresden,0,False,0,,0,51.042093333333,0,,ok
False,,13.742421111111,12,False,frame_lock,1,93406,True,True,True,BIKE 93406,2019-05-25 21:28:00,16272621,0,end,7551007269,"{""undefined"": 1}",0,0,,dresden,0,False,0,,0,51.0486,0,,ok
False,,13.742467777778,12,False,frame_lock,1,93406,True,True,True,BIKE 93406,2019-05-25 22:30:00,16272621,0,start,7551007269,"{""undefined"": 1}",0,0,,dresden,0,False,0,,0,51.048684444444,0,,ok
False,,13.742447777778,12,False,frame_lock,1,93406,True,True,True,BIKE 93406,2019-05-25 22:38:00,16274856,0,end,7551007269,"{""undefined"": 1}",0,0,,dresden,0,False,0,,0,51.04856,0,,ok
