p_bike_types,p_rack_locks,p_spot,p_special_racks,b_state,b_bike_type,p_name,p_uid,trip,p_booked_bikes,p_terminal_type,p_bike_racks,p_place_type,p_bike,p_lng,b_active,b_number,p_address,p_free_racks,b_lock_types,b_boardcomputer,b_electric_lock,city,datetime,p_maintenance,p_bikes,p_free_special_racks,p_lat,b_battery_pack,b_pedelec_battery,p_number
"{""15"": 1}",False,False,0,ok,15,BIKE 93698,15422648,first,0,,0,12,True,13.733781111111,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-07 00:00:00,False,1,0,51.05244,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93698,15425429,last,0,,0,12,True,13.734738888889,True,93698,,0,frame_lock,7551003551,True,dresden,2019-05-07 05:05:00,False,1,0,51.051893333333,,,0
"{""15"": 1}",False,True,0,ok,15,NH-Hotel / Hansa Str. 43,40,first,0,,0,0,False,13.738875389099,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-07 00:00:00,False,1,0,51.074133423336,,,4306
"{""15"": 1}",False,True,0,ok,15,NH-Hotel / Hansa Str. 43,40,start,0,,0,0,False,13.738875389099,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-07 05:43:00,False,1,0,51.074133423336,,,4306
"{""15"": 1}",False,False,0,ok,15,BIKE 93427,15427777,end,0,,0,12,True,13.725932222222,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-07 05:51:00,False,1,0,51.082871111111,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93427,15427777,start,0,,0,12,True,13.72592,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-07 15:08:00,False,1,0,51.08288,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93427,15451066,end,0,,0,12,True,13.729964444444,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-07 15:41:00,False,1,0,51.048288888889,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93427,15451066,start,0,,0,12,True,13.731467777778,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-07 18:22:00,False,1,0,51.04816,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93427,15459283,end,0,,0,12,True,13.739737777778,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-07 18:30:00,False,1,0,51.043644444444,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93427,15459283,start,0,,0,12,True,13.738981111111,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-07 19:35:00,False,1,0,51.043706666667,,,0
