p_lat,p_bike_racks,b_pedelec_battery,city,p_free_racks,trip,p_rack_locks,p_name,p_uid,b_boardcomputer,datetime,p_number,p_maintenance,b_active,b_bike_type,p_bike,p_lng,p_bike_types,p_spot,p_place_type,p_booked_bikes,p_terminal_type,p_free_special_racks,b_number,p_bikes,p_address,p_special_racks,b_lock_types,b_battery_pack,b_state,b_electric_lock
51.049427508558,0,,dresden,0,start,False,Altmarkt / Seestraße ,43026,7551006895,2019-05-31 14:04:00,4413,False,True,15,False,13.736944198608,"{""15"": 1}",True,0,0,,0,93031,1,,0,frame_lock,,ok,True
51.049427508558,0,,dresden,0,end,False,Altmarkt / Seestraße ,43026,7551006895,2019-05-31 14:06:00,4413,False,True,15,False,13.736944198608,"{""15"": 1}",True,0,0,,0,93031,1,,0,frame_lock,,ok,True
51.049427508558,0,,dresden,0,start,False,Altmarkt / Seestraße ,43026,7551006895,2019-05-31 14:11:00,4413,False,True,15,False,13.736944198608,"{""15"": 1}",True,0,0,,0,93031,1,,0,frame_lock,,ok,True
51.049427508558,0,,dresden,0,end,False,Altmarkt / Seestraße ,43026,7551006895,2019-05-31 14:14:00,4413,False,True,15,False,13.736944198608,"{""15"": 1}",True,0,0,,0,93031,1,,0,frame_lock,,ok,True
51.049427508558,0,,dresden,0,start,False,Altmarkt / Seestraße ,43026,7551006895,2019-05-31 14:15:00,4413,False,True,15,False,13.736944198608,"{""15"": 1}",True,0,0,,0,93031,1,,0,frame_lock,,ok,True
51.049427508558,0,,dresden,0,end,False,Altmarkt / Seestraße ,43026,7551006895,2019-05-31 14:17:00,4413,False,True,15,False,13.736944198608,"{""15"": 1}",True,0,0,,0,93031,1,,0,frame_lock,,ok,True
51.047475555556,0,,dresden,0,start,False,BIKE 93031,16544179,7551006895,2019-05-31 15:26:00,0,False,True,15,True,13.739536666667,"{""15"": 1}",False,12,0,,0,93031,1,,0,frame_lock,,ok,True
51.04148,0,,dresden,0,end,False,BIKE 93031,16546709,7551006895,2019-05-31 15:35:00,0,False,True,15,True,13.744935555556,"{""15"": 1}",False,12,0,,0,93031,1,,0,frame_lock,,ok,True
51.04148,0,,dresden,0,last,False,BIKE 93031,16567666,7551006895,2019-05-31 23:59:00,0,False,True,15,True,13.745136666667,"{""15"": 1}",False,12,0,,0,93031,1,,0,frame_lock,,ok,True
51.071925666476,0,,dresden,0,first,False,Bischofsplatz (S-Bahn),10299456,7551003586,2019-05-31 00:00:00,4469,False,True,0,False,13.746272921562,"{""undefined"": 1}",True,0,0,free,0,93304,1,,0,frame_lock,,ok,True
