trip,city,b_state,b_boardcomputer,b_battery_pack,p_bikes,p_address,b_lock_types,p_spot,p_name,p_lng,p_bike_racks,b_pedelec_battery,b_active,b_electric_lock,p_lat,datetime,p_terminal_type,p_special_racks,p_rack_locks,p_bike_types,p_bike,p_maintenance,b_bike_type,p_free_special_racks,b_number,p_free_racks,p_place_type,p_booked_bikes,p_uid,p_number
last,dresden,ok,7551006678,,1,,frame_lock,False,BIKE 93729,13.689693333333,0,,True,True,51.073688888889,2019-05-13 23:59:00,,0,False,"{""15"": 1}",True,False,15,0,93729,0,12,0,15695621,0
first,dresden,ok,7551003281,,2,,frame_lock,True,Strehlener Str. / Immatrikulationsamt,13.74561,0,,True,True,51.03486,2019-05-13 00:00:00,free,0,False,"{""undefined"": 1, ""15"": 1}",False,False,0,0,93638,0,0,0,4405631,4455
start,dresden,ok,7551003281,,2,,frame_lock,True,Strehlener Str. / Immatrikulationsamt,13.74561,0,,True,True,51.03486,2019-05-13 06:11:00,free,0,False,"{""undefined"": 1, ""15"": 1}",False,False,0,0,93638,0,0,0,4405631,4455
end,dresden,ok,7551003281,,1,,frame_lock,True,Hettnerstr. / George-Bähr-Str.,13.72757,0,,True,True,51.03006,2019-05-13 06:24:00,free,0,False,"{""undefined"": 1}",False,False,0,0,93638,0,0,0,4405603,4453
start,dresden,ok,7551003281,,2,,frame_lock,True,Hettnerstr. / George-Bähr-Str.,13.72757,0,,True,True,51.03006,2019-05-13 07:42:00,free,0,False,"{""undefined"": 2}",False,False,0,0,93638,0,0,0,4405603,4453
end,dresden,ok,7551003281,,5,,frame_lock,True,Toeplerbau / Binderbau,13.72573,0,,True,True,51.02727,2019-05-13 07:47:00,traffic_sign,0,False,"{""undefined"": 2, ""15"": 3}",False,False,0,0,93638,0,0,0,4405696,4459
start,dresden,ok,7551003281,,5,,frame_lock,True,Toeplerbau / Binderbau,13.72573,0,,True,True,51.02727,2019-05-13 07:58:00,traffic_sign,0,False,"{""undefined"": 2, ""15"": 3}",False,False,0,0,93638,0,0,0,4405696,4459
end,dresden,ok,7551003281,,5,,frame_lock,True,Toeplerbau / Binderbau,13.72573,0,,True,True,51.02727,2019-05-13 08:47:00,traffic_sign,0,False,"{""undefined"": 1, ""15"": 4}",False,False,0,0,93638,0,0,0,4405696,4459
start,dresden,ok,7551003281,,5,,frame_lock,True,Toeplerbau / Binderbau,13.72573,0,,True,True,51.02727,2019-05-13 09:00:00,traffic_sign,0,False,"{""undefined"": 1, ""15"": 4}",False,False,0,0,93638,0,0,0,4405696,4459
end,dresden,ok,7551003281,,1,,frame_lock,False,BIKE 93638,13.732565555556,0,,True,True,51.029004444444,2019-05-13 09:06:00,,0,False,"{""undefined"": 1}",True,False,0,0,93638,0,12,0,15681849,0
start,dresden,ok,7551003281,,1,,frame_lock,False,BIKE 93638,13.732565555556,0,,True,True,51.029004444444,2019-05-13 10:44:00,,0,False,"{""undefined"": 1}",True,False,0,0,93638,0,12,0,15681849,0
end,dresden,ok,7551003281,,2,,frame_lock,True,Hauptbahnhof,13.733623623848,0,,True,True,51.040476453474,2019-05-13 10:53:00,,0,False,"{""undefined"": 1, ""71"": 1}",False,True,0,0,93638,0,0,0,120,4313
start,dresden,ok,7551003281,,4,,frame_lock,True,Hauptbahnhof,13.733623623848,0,,True,True,51.040476453474,2019-05-13 11:43:00,,0,False,"{""undefined"": 2, ""15"": 1, ""71"": 1}",False,True,0,0,93638,0,0,0,120,4313
end,dresden,ok,7551003281,,3,,frame_lock,True,Sächsische Landesbibliothek,13.736386299133,0,,True,True,51.028932638124,2019-05-13 11:59:00,free,0,False,"{""undefined"": 1, ""15"": 2}",False,False,0,0,93638,0,0,0,637839,4441
start,dresden,ok,7551003281,,3,,frame_lock,True,Sächsische Landesbibliothek,13.736386299133,0,,True,True,51.028932638124,2019-05-13 12:12:00,free,0,False,"{""undefined"": 1, ""15"": 2}",False,False,0,0,93638,0,0,0,637839,4441
end,dresden,ok,7551003281,,2,,frame_lock,True,Lukasstr. / Hochschulstr.,13.7325,0,,True,True,51.03252,2019-05-13 12:32:00,free,0,False,"{""undefined"": 1, ""15"": 1}",False,False,0,0,93638,0,0,0,4405747,4463
start,dresden,ok,7551003281,,1,,frame_lock,True,Lukasstr. / Hochschulstr.,13.7325,0,,True,True,51.03252,2019-05-13 14:40:00,free,0,False,"{""undefined"": 1}",False,False,0,0,93638,0,0,0,4405747,4463
end,dresden,ok,7551003281,,2,,frame_lock,True,Archivstr. / Wigardstr.,13.74954521656,0,,True,True,51.057844104252,2019-05-13 15:03:00,free,0,False,"{""undefined"": 1, ""15"": 1}",False,False,0,0,93638,0,0,0,637850,4442
start,dresden,ok,7551003281,,2,,frame_lock,True,Archivstr. / Wigardstr.,13.74954521656,0,,True,True,51.057844104252,2019-05-13 18:28:00,free,0,False,"{""undefined"": 1, ""15"": 1}",False,False,0,0,93638,0,0,0,637850,4442
end,dresden,ok,7551003281,,2,,frame_lock,True,Archivstr. / Wigardstr.,13.74954521656,0,,True,True,51.057844104252,2019-05-13 18:30:00,free,0,False,"{""undefined"": 1, ""15"": 1}",False,False,0,0,93638,0,0,0,637850,4442
start,dresden,ok,7551003281,,2,,frame_lock,True,Archivstr. / Wigardstr.,13.74954521656,0,,True,True,51.057844104252,2019-05-13 20:57:00,free,0,False,"{""undefined"": 1, ""15"": 1}",False,False,0,0,93638,0,0,0,637850,4442
end,dresden,ok,7551003281,,2,,frame_lock,True,Archivstr. / Wigardstr.,13.74954521656,0,,True,True,51.057844104252,2019-05-13 20:59:00,free,0,False,"{""undefined"": 1, ""15"": 1}",False,False,0,0,93638,0,0,0,637850,4442
last,dresden,ok,7551003281,,2,,frame_lock,True,Archivstr. / Wigardstr.,13.74954521656,0,,True,True,51.057844104252,2019-05-13 23:59:00,free,0,False,"{""undefined"": 1, ""15"": 1}",False,False,0,0,93638,0,0,0,637850,4442
first,dresden,ok,7551005295,,5,,frame_lock,True,Pohlandplatz,13.795416355133,0,,True,True,51.042955536027,2019-05-13 10:42:00,,0,False,"{""undefined"": 2, ""15"": 3}",False,True,15,0,93572,0,0,0,126784,4322
start,dresden,ok,7551005295,,5,,frame_lock,True,Pohlandplatz,13.795416355133,0,,True,True,51.042955536027,2019-05-13 18:28:00,,0,False,"{""undefined"": 1, ""15"": 4}",False,True,15,0,93572,0,0,0,126784,4322
end,dresden,ok,7551005295,,5,,frame_lock,True,Pohlandplatz,13.795416355133,0,,True,True,51.042955536027,2019-05-13 18:30:00,,0,False,"{""undefined"": 1, ""15"": 4}",False,True,15,0,93572,0,0,0,126784,4322
start,dresden,ok,7551005295,,5,,frame_lock,True,Pohlandplatz,13.795416355133,0,,True,True,51.042955536027,2019-05-13 20:21:00,,0,False,"{""undefined"": 1, ""15"": 4}",False,True,15,0,93572,0,0,0,126784,4322
end,dresden,ok,7551005295,,5,,frame_lock,True,Eisenacher Straße,13.798184394836,0,,True,True,51.047410805352,2019-05-13 20:26:00,,0,False,"{""15"": 5}",False,False,15,0,93572,0,0,0,122008,4326
start,dresden,ok,7551005295,,5,,frame_lock,True,Eisenacher Straße,13.798184394836,0,,True,True,51.047410805352,2019-05-13 20:57:00,,0,False,"{""15"": 5}",False,False,15,0,93572,0,0,0,122008,4326
end,dresden,ok,7551005295,,5,,frame_lock,True,Eisenacher Straße,13.798184394836,0,,True,True,51.047410805352,2019-05-13 20:59:00,,0,False,"{""15"": 5}",False,False,15,0,93572,0,0,0,122008,4326
last,dresden,ok,7551005295,,5,,frame_lock,True,Eisenacher Straße,13.798184394836,0,,True,True,51.047410805352,2019-05-13 23:59:00,,0,False,"{""15"": 5}",False,False,15,0,93572,0,0,0,122008,4326
first,dresden,ok,7551007336,,3,,frame_lock,True,Kaditz / Am Vorwerksfeld,13.668118715286,0,,True,True,51.093024817266,2019-05-13 00:00:00,,0,False,"{""undefined"": 1, ""15"": 1, ""71"": 1}",False,False,15,0,93621,0,0,0,310795,4440
start,dresden,ok,7551007336,,3,,frame_lock,True,Kaditz / Am Vorwerksfeld,13.668118715286,0,,True,True,51.093024817266,2019-05-13 07:51:00,,0,False,"{""undefined"": 1, ""15"": 1, ""71"": 1}",False,False,15,0,93621,0,0,0,310795,4440
end,dresden,ok,7551007336,,3,,frame_lock,True,Kaditz / Am Vorwerksfeld,13.668118715286,0,,True,True,51.093024817266,2019-05-13 07:54:00,,0,False,"{""undefined"": 1, ""15"": 1, ""71"": 1}",False,False,15,0,93621,0,0,0,310795,4440
start,dresden,ok,7551007336,,2,,frame_lock,True,Kaditz / Am Vorwerksfeld,13.668118715286,0,,True,True,51.093024817266,2019-05-13 18:28:00,,0,False,"{""undefined"": 1, ""15"": 1}",False,False,15,0,93621,0,0,0,310795,4440
end,dresden,ok,7551007336,,2,,frame_lock,True,Kaditz / Am Vorwerksfeld,13.668118715286,0,,True,True,51.093024817266,2019-05-13 18:30:00,,0,False,"{""undefined"": 1, ""15"": 1}",False,False,15,0,93621,0,0,0,310795,4440
start,dresden,ok,7551007336,,1,,frame_lock,False,BIKE 93621,13.665922222222,0,,True,True,51.094053333333,2019-05-13 20:57:00,,0,False,"{""15"": 1}",True,False,15,0,93621,0,12,0,15711177,0
end,dresden,ok,7551007336,,1,,frame_lock,False,BIKE 93621,13.665922222222,0,,True,True,51.094053333333,2019-05-13 20:59:00,,0,False,"{""15"": 1}",True,False,15,0,93621,0,12,0,15711177,0
last,dresden,ok,7551007336,,2,,frame_lock,True,Kaditz / Am Vorwerksfeld,13.668118715286,0,,True,True,51.093024817266,2019-05-13 23:59:00,,0,False,"{""undefined"": 1, ""15"": 1}",False,False,15,0,93621,0,0,0,310795,4440
first,dresden,ok,7551004009,,1,,frame_lock,False,BIKE 93432,13.775318888889,0,,True,True,51.037648888889,2019-05-13 00:00:00,,0,False,"{""undefined"": 1}",True,False,0,0,93432,0,12,0,15669330,0
start,dresden,ok,7551004009,,1,,frame_lock,False,BIKE 93432,13.775656666667,0,,True,True,51.036964444444,2019-05-13 13:52:00,,0,False,"{""undefined"": 1}",True,False,0,0,93432,0,12,0,15670855,0
end,dresden,ok,7551004009,,1,,frame_lock,False,BIKE 93432,13.787443333333,0,,True,True,51.03576,2019-05-13 14:05:00,,0,False,"{""undefined"": 1}",True,False,0,0,93432,0,12,0,15693959,0
start,dresden,ok,7551004009,,1,,frame_lock,False,BIKE 93432,13.787512222222,0,,True,True,51.0358,2019-05-13 16:28:00,,0,False,"{""undefined"": 1}",True,False,0,0,93432,0,12,0,15693959,0
end,dresden,ok,7551004009,,1,,frame_lock,True,Mosenstraße,13.777724504471,0,,True,True,51.044739718786,2019-05-13 16:36:00,,0,False,"{""undefined"": 1}",False,False,0,0,93432,0,0,0,264599,4392
start,dresden,ok,7551004009,,1,,frame_lock,True,Mosenstraße,13.777724504471,0,,True,True,51.044739718786,2019-05-13 16:43:00,,0,False,"{""undefined"": 1}",False,False,0,0,93432,0,0,0,264599,4392
end,dresden,ok,7551004009,,5,,frame_lock,True,Kino im Dach,13.800866603851,0,,True,True,51.040908194397,2019-05-13 16:59:00,,0,False,"{""undefined"": 4, ""15"": 1}",False,False,0,0,93432,0,0,0,681987,4446
start,dresden,ok,7551004009,,5,,frame_lock,True,Kino im Dach,13.800866603851,0,,True,True,51.040908194397,2019-05-13 18:28:00,,0,False,"{""undefined"": 4, ""15"": 1}",False,False,0,0,93432,0,0,0,681987,4446
end,dresden,ok,7551004009,,5,,frame_lock,True,Kino im Dach,13.800866603851,0,,True,True,51.040908194397,2019-05-13 18:30:00,,0,False,"{""undefined"": 4, ""15"": 1}",False,False,0,0,93432,0,0,0,681987,4446
start,dresden,ok,7551004009,,5,,frame_lock,True,Kino im Dach,13.800866603851,0,,True,True,51.040908194397,2019-05-13 20:57:00,,0,False,"{""undefined"": 4, ""15"": 1}",False,False,0,0,93432,0,0,0,681987,4446
end,dresden,ok,7551004009,,5,,frame_lock,True,Kino im Dach,13.800866603851,0,,True,True,51.040908194397,2019-05-13 20:59:00,,0,False,"{""undefined"": 4, ""15"": 1}",False,False,0,0,93432,0,0,0,681987,4446
last,dresden,ok,7551004009,,5,,frame_lock,True,Kino im Dach,13.800866603851,0,,True,True,51.040908194397,2019-05-13 23:59:00,,0,False,"{""undefined"": 4, ""15"": 1}",False,False,0,0,93432,0,0,0,681987,4446
first,dresden,ok,7551003659,,1,,frame_lock,False,BIKE 93197,13.793862222222,0,,True,True,51.026244444444,2019-05-13 00:00:00,,0,False,"{""undefined"": 1}",True,False,0,0,93197,0,12,0,15627931,0
start,dresden,ok,7551003659,,1,,frame_lock,False,BIKE 93197,13.793867777778,0,,True,True,51.025791111111,2019-05-13 18:28:00,,0,False,"{""undefined"": 1}",True,False,0,0,93197,0,12,0,15627931,0
end,dresden,ok,7551003659,,1,,frame_lock,False,BIKE 93197,13.793867777778,0,,True,True,51.025791111111,2019-05-13 18:30:00,,0,False,"{""undefined"": 1}",True,False,0,0,93197,0,12,0,15627931,0
start,dresden,ok,7551003659,,1,,frame_lock,False,BIKE 93197,13.79389,0,,True,True,51.02628,2019-05-13 20:57:00,,0,False,"{""undefined"": 1}",True,False,0,0,93197,0,12,0,15627931,0
end,dresden,ok,7551003659,,1,,frame_lock,False,BIKE 93197,13.79389,0,,True,True,51.02628,2019-05-13 20:59:00,,0,False,"{""undefined"": 1}",True,False,0,0,93197,0,12,0,15627931,0
last,dresden,ok,7551003659,,1,,frame_lock,False,BIKE 93197,13.793634444444,0,,True,True,51.026351111111,2019-05-13 23:59:00,,0,False,"{""undefined"": 1}",True,False,0,0,93197,0,12,0,15627931,0
first,dresden,ok,7551003792,,1,,frame_lock,False,BIKE 93594,13.732577777778,0,,True,True,51.077066666667,2019-05-13 00:00:00,,0,False,"{""15"": 1}",True,False,15,0,93594,0,12,0,15649503,0
start,dresden,ok,7551003792,,1,,frame_lock,False,BIKE 93594,13.732694444444,0,,True,True,51.076862222222,2019-05-13 05:10:00,,0,False,"{""15"": 1}",True,False,15,0,93594,0,12,0,15649503,0
end,dresden,ok,7551003792,,1,,frame_lock,False,BIKE 93594,13.728566666667,0,,True,True,51.075662222222,2019-05-13 05:15:00,,0,False,"{""15"": 1}",True,False,15,0,93594,0,12,0,15673827,0
start,dresden,ok,7551003792,,1,,frame_lock,False,BIKE 93594,13.730241111111,0,,True,True,51.075284444444,2019-05-13 16:05:00,,0,False,"{""15"": 1}",True,False,15,0,93594,0,12,0,15686710,0
end,dresden,ok,7551003792,,1,,frame_lock,False,BIKE 93594,13.732784444444,0,,True,True,51.076617777778,2019-05-13 16:10:00,,0,False,"{""15"": 1}",True,False,15,0,93594,0,12,0,15700751,0
start,dresden,ok,7551003792,,1,,frame_lock,False,BIKE 93594,13.732387777778,0,,True,True,51.076666666667,2019-05-13 18:28:00,,0,False,"{""15"": 1}",True,False,15,0,93594,0,12,0,15700751,0
end,dresden,ok,7551003792,,1,,frame_lock,False,BIKE 93594,13.732387777778,0,,True,True,51.076666666667,2019-05-13 18:30:00,,0,False,"{""15"": 1}",True,False,15,0,93594,0,12,0,15700751,0
start,dresden,ok,7551003792,,1,,frame_lock,False,BIKE 93594,13.732387777778,0,,True,True,51.076666666667,2019-05-13 20:57:00,,0,False,"{""15"": 1}",True,False,15,0,93594,0,12,0,15700751,0
end,dresden,ok,7551003792,,1,,frame_lock,False,BIKE 93594,13.732387777778,0,,True,True,51.076666666667,2019-05-13 20:59:00,,0,False,"{""15"": 1}",True,False,15,0,93594,0,12,0,15700751,0
last,dresden,ok,7551003792,,1,,frame_lock,False,BIKE 93594,13.733003333333,0,,True,True,51.076546666667,2019-05-13 23:59:00,,0,False,"{""15"": 1}",True,False,15,0,93594,0,12,0,15700751,0
first,dresden,ok,7551002753,,1,,frame_lock,False,BIKE 93383,13.730621111111,0,,True,True,51.047853333333,2019-05-13 00:00:00,,0,False,"{""undefined"": 1}",True,False,0,0,93383,0,12,0,15657408,0
start,dresden,ok,7551002753,,1,,frame_lock,False,BIKE 93383,13.731104444444,0,,True,True,51.047835555556,2019-05-13 09:59:00,,0,False,"{""undefined"": 1}",True,False,0,0,93383,0,12,0,15675391,0
end,dresden,ok,7551002753,,1,,frame_lock,False,BIKE 93383,13.729573333333,0,,True,True,51.046444444444,2019-05-13 10:30:00,,0,False,"{""undefined"": 1}",True,False,0,0,93383,0,12,0,15684877,0
start,dresden,ok,7551002753,,1,,frame_lock,False,BIKE 93383,13.728165555556,0,,True,True,51.046671111111,2019-05-13 12:02:00,,0,False,"{""undefined"": 1}",True,False,0,0,93383,0,12,0,15684877,0
end,dresden,ok,7551002753,,1,,frame_lock,False,BIKE 93383,13.733606666667,0,,True,True,51.050862222222,2019-05-13 12:07:00,,0,False,"{""undefined"": 1}",True,False,0,0,93383,0,12,0,15688629,0
start,dresden,ok,7551002753,,1,,frame_lock,False,BIKE 93383,13.733673333333,0,,True,True,51.050488888889,2019-05-13 13:54:00,,0,False,"{""undefined"": 1}",True,False,0,0,93383,0,12,0,15688629,0
end,dresden,ok,7551002753,,1,,frame_lock,False,BIKE 93383,13.727086666667,0,,True,True,51.052862222222,2019-05-13 13:58:00,,0,False,"{""undefined"": 1}",True,False,0,0,93383,0,12,0,15693656,0
start,dresden,ok,7551002753,,1,,frame_lock,False,BIKE 93383,13.726838888889,0,,True,True,51.052777777778,2019-05-13 14:16:00,,0,False,"{""undefined"": 1}",True,False,0,0,93383,0,12,0,15693656,0
end,dresden,ok,7551002753,,1,,frame_lock,False,BIKE 93383,13.732568888889,0,,True,True,51.041448888889,2019-05-13 14:24:00,,0,False,"{""undefined"": 1}",True,False,0,0,93383,0,12,0,15695078,0
start,dresden,ok,7551002753,,1,,frame_lock,False,BIKE 93383,13.732653333333,0,,True,True,51.041795555556,2019-05-13 17:20:00,,0,False,"{""undefined"": 1}",True,False,0,0,93383,0,12,0,15695078,0
end,dresden,ok,7551002753,,1,,frame_lock,False,BIKE 93383,13.728934444444,0,,True,True,51.048742222222,2019-05-13 17:23:00,,0,False,"{""undefined"": 1}",True,False,0,0,93383,0,12,0,15704485,0
start,dresden,ok,7551002753,,1,,frame_lock,False,BIKE 93383,13.733213333333,0,,True,True,51.044702222222,2019-05-13 17:37:00,,0,False,"{""undefined"": 1}",True,False,0,0,93383,0,12,0,15704485,0
end,dresden,ok,7551002753,,1,,frame_lock,False,BIKE 93383,13.754304444444,0,,True,True,51.066928888889,2019-05-13 17:52:00,,0,False,"{""undefined"": 1}",True,False,0,0,93383,0,12,0,15705690,0
start,dresden,ok,7551002753,,1,,frame_lock,False,BIKE 93383,13.754318888889,0,,True,True,51.066942222222,2019-05-13 18:28:00,,0,False,"{""undefined"": 1}",True,False,0,0,93383,0,12,0,15705690,0
end,dresden,ok,7551002753,,1,,frame_lock,False,BIKE 93383,13.754318888889,0,,True,True,51.066942222222,2019-05-13 18:30:00,,0,False,"{""undefined"": 1}",True,False,0,0,93383,0,12,0,15705690,0
start,dresden,ok,7551002753,,1,,frame_lock,False,BIKE 93383,13.755535555556,0,,True,True,51.066506666667,2019-05-13 20:42:00,,0,False,"{""undefined"": 1}",True,False,0,0,93383,0,12,0,15710119,0
end,dresden,ok,7551002753,,1,,frame_lock,False,BIKE 93383,13.733387777778,0,,True,True,51.043026666667,2019-05-13 21:00:00,,0,False,"{""undefined"": 1}",True,False,0,0,93383,0,12,0,15711634,0
last,dresden,ok,7551002753,,1,,frame_lock,False,BIKE 93383,13.733425555556,0,,True,True,51.043057777778,2019-05-13 23:53:00,,0,False,"{""undefined"": 1}",True,False,0,0,93383,0,12,0,15711634,0
first,dresden,ok,7551012948,,5,,frame_lock,True,Hepkestraße,13.786323666573,0,,True,True,51.038155777082,2019-05-13 10:50:00,,0,False,"{""undefined"": 3, ""15"": 1, ""71"": 1}",False,False,71,0,93867,0,0,0,121812,4319
start,dresden,ok,7551012948,,5,,frame_lock,True,Hepkestraße,13.786323666573,0,,True,True,51.038155777082,2019-05-13 12:56:00,,0,False,"{""undefined"": 3, ""15"": 1, ""71"": 1}",False,False,71,0,93867,0,0,0,121812,4319
end,dresden,ok,7551012948,,5,,frame_lock,True,Hepkestraße,13.786323666573,0,,True,True,51.038155777082,2019-05-13 15:07:00,,0,False,"{""undefined"": 3, ""15"": 1, ""71"": 1}",False,False,71,0,93867,0,0,0,121812,4319
start,dresden,ok,7551012948,,5,,frame_lock,True,Hepkestraße,13.786323666573,0,,True,True,51.038155777082,2019-05-13 15:11:00,,0,False,"{""undefined"": 3, ""15"": 1, ""71"": 1}",False,False,71,0,93867,0,0,0,121812,4319
end,dresden,ok,7551012948,,1,,frame_lock,False,BIKE 93867,13.788763333333,0,,True,True,51.040284444444,2019-05-13 15:16:00,,0,False,"{""71"": 1}",True,False,71,0,93867,0,12,0,15697707,0
start,dresden,ok,7551012948,,1,,frame_lock,False,BIKE 93867,13.788846666667,0,,True,True,51.04012,2019-05-13 18:28:00,,0,False,"{""71"": 1}",True,False,71,0,93867,0,12,0,15697707,0
end,dresden,ok,7551012948,,1,,frame_lock,False,BIKE 93867,13.788846666667,0,,True,True,51.04012,2019-05-13 18:30:00,,0,False,"{""71"": 1}",True,False,71,0,93867,0,12,0,15697707,0
start,dresden,ok,7551012948,,1,,frame_lock,False,BIKE 93867,13.788486666667,0,,True,True,51.040204444444,2019-05-13 20:57:00,,0,False,"{""71"": 1}",True,False,71,0,93867,0,12,0,15697707,0
end,dresden,ok,7551012948,,1,,frame_lock,False,BIKE 93867,13.788486666667,0,,True,True,51.040204444444,2019-05-13 20:59:00,,0,False,"{""71"": 1}",True,False,71,0,93867,0,12,0,15697707,0
last,dresden,ok,7551012948,,1,,frame_lock,False,BIKE 93867,13.788724444444,0,,True,True,51.040262222222,2019-05-13 23:59:00,,0,False,"{""71"": 1}",True,False,71,0,93867,0,12,0,15697707,0
first,dresden,ok,7551006667,,1,,frame_lock,False,BIKE 93699,13.69292,0,,True,True,51.039844444444,2019-05-13 00:00:00,,0,False,"{""15"": 1}",True,False,15,0,93699,0,12,0,15669693,0
start,dresden,ok,7551006667,,1,,frame_lock,False,BIKE 93699,13.692923333333,0,,True,True,51.040088888889,2019-05-13 07:51:00,,0,False,"{""15"": 1}",True,False,15,0,93699,0,12,0,15669693,0
end,dresden,ok,7551006667,,2,,frame_lock,True,Bhf. Mitte - Weißeritzstraße,13.722803592682,0,,True,True,51.055706379924,2019-05-13 08:06:00,,0,False,"{""15"": 2}",False,False,15,0,93699,0,0,0,338637,4300
start,dresden,ok,7551006667,,2,,frame_lock,True,Bhf. Mitte - Weißeritzstraße,13.722803592682,0,,True,True,51.055706379924,2019-05-13 09:31:00,,0,False,"{""15"": 2}",False,False,15,0,93699,0,0,0,338637,4300
end,dresden,ok,7551006667,,1,,frame_lock,False,BIKE 93699,13.718774444444,0,,True,True,51.068137777778,2019-05-13 15:50:00,,0,False,"{""15"": 1}",True,False,15,0,93699,0,12,0,15699538,0
start,dresden,ok,7551006667,,2,,frame_lock,True,Bf. Dresden-Neustadt,13.741219639778,0,,True,True,51.065183772328,2019-05-13 16:45:00,free,0,False,"{""15"": 2}",False,False,15,0,93699,0,0,0,73,4332
end,dresden,ok,7551006667,,1,,frame_lock,False,BIKE 93699,13.746725555556,0,,True,True,51.066471111111,2019-05-13 16:49:00,,0,False,"{""15"": 1}",True,False,15,0,93699,0,12,0,15702767,0
start,dresden,ok,7551006667,,1,,frame_lock,False,BIKE 93699,13.747055555556,0,,True,True,51.066537777778,2019-05-13 16:54:00,,0,False,"{""15"": 1}",True,False,15,0,93699,0,12,0,15702767,0
end,dresden,ok,7551006667,,1,,frame_lock,False,BIKE 93699,13.704164444444,0,,True,True,51.029697777778,2019-05-13 17:27:00,,0,False,"{""15"": 1}",True,False,15,0,93699,0,12,0,15704635,0
start,dresden,ok,7551006667,,1,,frame_lock,False,BIKE 93699,13.70415,0,,True,True,51.029706666667,2019-05-13 17:30:00,,0,False,"{""15"": 1}",True,False,15,0,93699,0,12,0,15704635,0
end,dresden,ok,7551006667,,1,,frame_lock,True,Vapiano / Prager Str.,13.736354112625,0,,True,True,51.044598065956,2019-05-13 17:48:00,,0,False,"{""15"": 1}",False,False,15,0,93699,0,0,0,127640,4402
start,dresden,ok,7551006667,,1,,frame_lock,True,Vapiano / Prager Str.,13.736354112625,0,,True,True,51.044598065956,2019-05-13 17:50:00,,0,False,"{""15"": 1}",False,False,15,0,93699,0,0,0,127640,4402
end,dresden,ok,7551006667,,1,,frame_lock,False,BIKE 93699,13.727286666667,0,,True,True,51.052671111111,2019-05-13 17:58:00,,0,False,"{""15"": 1}",True,False,15,0,93699,0,12,0,15705971,0
start,dresden,ok,7551006667,,1,,frame_lock,False,BIKE 93699,13.727286666667,0,,True,True,51.052671111111,2019-05-13 18:28:00,,0,False,"{""15"": 1}",True,False,15,0,93699,0,12,0,15705971,0
end,dresden,ok,7551006667,,1,,frame_lock,False,BIKE 93699,13.727286666667,0,,True,True,51.052671111111,2019-05-13 18:30:00,,0,False,"{""15"": 1}",True,False,15,0,93699,0,12,0,15705971,0
start,dresden,ok,7551006667,,1,,frame_lock,False,BIKE 93699,13.727286666667,0,,True,True,51.052671111111,2019-05-13 18:49:00,,0,False,"{""15"": 1}",True,False,15,0,93699,0,12,0,15705971,0
end,dresden,ok,7551006667,,1,,frame_lock,False,BIKE 93699,13.729218888889,0,,True,True,51.052146666667,2019-05-13 18:54:00,,0,False,"{""15"": 1}",True,False,15,0,93699,0,12,0,15708134,0
start,dresden,ok,7551006667,,1,,frame_lock,False,BIKE 93699,13.728836666667,0,,True,True,51.052133333333,2019-05-13 20:57:00,,0,False,"{""15"": 1}",True,False,15,0,93699,0,12,0,15708134,0
end,dresden,ok,7551006667,,1,,frame_lock,False,BIKE 93699,13.728836666667,0,,True,True,51.052133333333,2019-05-13 20:59:00,,0,False,"{""15"": 1}",True,False,15,0,93699,0,12,0,15708134,0
last,dresden,ok,7551006667,,1,,frame_lock,False,BIKE 93699,13.729264444444,0,,True,True,51.052297777778,2019-05-13 23:59:00,,0,False,"{""15"": 1}",True,False,15,0,93699,0,12,0,15713886,0
first,dresden,ok,7551002839,,1,,frame_lock,False,BIKE 93368,13.728212222222,0,,True,True,51.084924444444,2019-05-13 00:00:00,,0,False,"{""undefined"": 1}",True,False,0,0,93368,0,12,0,15666821,0
start,dresden,ok,7551002839,,1,,frame_lock,False,BIKE 93368,13.728212222222,0,,True,True,51.084924444444,2019-05-13 13:16:00,,0,False,"{""undefined"": 1}",True,False,0,0,93368,0,12,0,15666821,0
end,dresden,ok,7551002839,,1,,frame_lock,False,BIKE 93368,13.728212222222,0,,True,True,51.084924444444,2019-05-13 13:26:00,,0,False,"{""undefined"": 1}",True,False,0,0,93368,0,12,0,15666821,0
last,dresden,ok,7551002839,,1,,frame_lock,False,BIKE 93368,13.728212222222,0,,True,True,51.084924444444,2019-05-13 13:56:00,,0,False,"{""undefined"": 1}",True,False,0,0,93368,0,12,0,15666821,0
first,dresden,ok,7551012949,,1,,frame_lock,False,BIKE 93858,13.756046666667,0,,True,True,51.069004444444,2019-05-13 00:00:00,,0,False,"{""71"": 1}",True,False,71,0,93858,0,12,0,15666509,0
start,dresden,ok,7551012949,,1,,frame_lock,False,BIKE 93858,13.756303333333,0,,True,True,51.068826666667,2019-05-13 06:36:00,,0,False,"{""71"": 1}",True,False,71,0,93858,0,12,0,15666509,0
end,dresden,ok,7551012949,,1,,frame_lock,False,BIKE 93858,13.742048888889,0,,True,True,51.047924444444,2019-05-13 06:51:00,,0,False,"{""71"": 1}",True,False,71,0,93858,0,12,0,15676933,0
last,dresden,ok,7551012949,,1,,frame_lock,False,BIKE 93858,13.741397777778,0,,True,True,51.04796,2019-05-13 09:07:00,,0,False,"{""71"": 1}",True,False,71,0,93858,0,12,0,15676933,0
