p_bike_types,p_rack_locks,p_spot,p_special_racks,b_state,b_bike_type,p_name,p_uid,trip,p_booked_bikes,p_terminal_type,p_bike_racks,p_place_type,p_bike,p_lng,b_active,b_number,p_address,p_free_racks,b_lock_types,b_boardcomputer,b_electric_lock,city,datetime,p_maintenance,p_bikes,p_free_special_racks,p_lat,b_battery_pack,b_pedelec_battery,p_number
"{""15"": 2}",False,True,0,ok,15,Barbarossaplatz,264605,first,0,,0,0,False,13.790733218193,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-09 00:00:00,False,2,0,51.048412423104,,,4398
"{""15"": 1}",False,True,0,ok,15,Barbarossaplatz,264605,start,0,,0,0,False,13.790733218193,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-09 10:12:00,False,1,0,51.048412423104,,,4398
"{""15"": 1, ""undefined"": 1}",False,True,0,ok,15,Pohlandplatz,126784,end,0,,0,0,False,13.795416355133,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-09 10:18:00,True,2,0,51.042955536027,,,4322
"{""15"": 1, ""undefined"": 1}",False,True,0,ok,15,Pohlandplatz,126784,start,0,,0,0,False,13.795416355133,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-09 10:27:00,True,2,0,51.042955536027,,,4322
"{""15"": 1, ""undefined"": 2}",False,True,0,ok,15,Bergmannstraße / Wormser Straße,274412,end,0,,0,0,False,13.789837360382,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-09 10:32:00,False,3,0,51.045090476312,,,4425
"{""15"": 1, ""undefined"": 2}",False,True,0,ok,15,Bergmannstraße / Wormser Straße,274412,start,0,,0,0,False,13.789837360382,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-09 13:33:00,False,3,0,51.045090476312,,,4425
"{""15"": 2, ""undefined"": 1}",False,True,0,ok,15,Pohlandplatz,126784,end,0,,0,0,False,13.795416355133,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-09 13:38:00,True,3,0,51.042955536027,,,4322
"{""15"": 3, ""undefined"": 1}",False,True,0,ok,15,Pohlandplatz,126784,start,0,,0,0,False,13.795416355133,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-09 16:45:00,True,4,0,51.042955536027,,,4322
"{""15"": 1}",False,False,0,ok,15,BIKE 93427,15540668,end,0,,0,12,True,13.798624444444,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-09 17:29:00,False,1,0,51.045404444444,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93427,15540668,start,0,,0,12,True,13.798474444444,True,93427,,0,frame_lock,7551003244,True,dresden,2019-05-09 17:41:00,False,1,0,51.045288888889,,,0
