p_spot,b_pedelec_battery,p_lng,p_place_type,p_rack_locks,b_lock_types,p_bikes,b_number,p_bike,b_active,b_electric_lock,p_name,datetime,p_uid,b_bike_type,trip,b_boardcomputer,p_bike_types,p_free_special_racks,p_booked_bikes,b_battery_pack,city,p_number,p_maintenance,p_special_racks,p_terminal_type,p_bike_racks,p_lat,p_free_racks,p_address,b_state
False,,13.722138888889,12,False,frame_lock,1,93727,True,True,True,BIKE 93727,2019-05-22 13:46:00,16106291,15,start,7551006606,"{""15"": 1}",0,0,,dresden,0,False,0,,0,51.034106666667,0,,ok
True,,13.722910881043,0,False,frame_lock,5,93727,False,True,True,Nürnberger Ei,2019-05-22 14:02:00,264548,15,end,7551006606,"{""15"": 4, ""undefined"": 1}",0,0,,dresden,4348,False,0,free,0,51.03376708728,0,,ok
True,,13.722910881043,0,False,frame_lock,5,93727,False,True,True,Nürnberger Ei,2019-05-22 14:34:00,264548,15,start,7551006606,"{""15"": 4, ""undefined"": 1}",0,0,,dresden,4348,False,0,free,0,51.03376708728,0,,ok
True,,13.740307688713,0,False,frame_lock,1,93727,False,True,True,Reichenbachstraße / Gutzkowstraße (Wohnheim),2019-05-22 14:42:00,10299517,15,end,7551006606,"{""15"": 1}",0,0,,dresden,4480,False,0,free,0,51.033547810554,0,,ok
True,,13.740307688713,0,False,frame_lock,5,93727,False,True,True,Reichenbachstraße / Gutzkowstraße (Wohnheim),2019-05-22 23:59:00,10299517,15,last,7551006606,"{""15"": 4, ""undefined"": 1}",0,0,,dresden,4480,False,0,free,0,51.033547810554,0,,ok
True,,13.74731361866,0,False,frame_lock,1,93833,False,True,True,Albertplatz,2019-05-22 00:00:00,2985,71,first,7551012504,"{""71"": 1}",0,0,,dresden,4302,False,0,,0,51.063895958845,0,,ok
True,,13.74731361866,0,False,frame_lock,1,93833,False,True,True,Albertplatz,2019-05-22 00:03:00,2985,71,start,7551012504,"{""71"": 1}",0,0,,dresden,4302,False,0,,0,51.063895958845,0,,ok
False,,13.764703333333,12,False,frame_lock,1,93833,True,True,True,BIKE 93833,2019-05-22 00:20:00,16084944,71,end,7551012504,"{""71"": 1}",0,0,,dresden,0,False,0,,0,51.06736,0,,ok
False,,13.764571111111,12,False,frame_lock,1,93833,True,True,True,BIKE 93833,2019-05-22 10:50:00,16084944,71,start,7551012504,"{""71"": 1}",0,0,,dresden,0,False,0,,0,51.067302222222,0,,ok
False,,13.748818888889,12,False,frame_lock,1,93833,True,True,True,BIKE 93833,2019-05-22 10:58:00,16099419,71,end,7551012504,"{""71"": 1}",0,0,,dresden,0,False,0,,0,51.064337777778,0,,ok
False,,13.749027777778,12,False,frame_lock,1,93833,True,True,True,BIKE 93833,2019-05-22 13:15:00,16099419,71,start,7551012504,"{""71"": 1}",0,0,,dresden,0,False,0,,0,51.064208888889,0,,ok
True,,13.74731361866,0,False,frame_lock,2,93833,False,True,True,Albertplatz,2019-05-22 13:18:00,2985,71,end,7551012504,"{""71"": 2}",0,0,,dresden,4302,False,0,,0,51.063895958845,0,,ok
True,,13.74731361866,0,False,frame_lock,2,93833,False,True,True,Albertplatz,2019-05-22 23:59:00,2985,71,last,7551012504,"{""71"": 2}",0,0,,dresden,4302,False,0,,0,51.063895958845,0,,ok
True,,13.804289102554,0,False,frame_lock,4,93406,False,True,True,Schillergalerie,2019-05-22 00:00:00,329097,0,first,7551007269,"{""15"": 2, ""71"": 1, ""undefined"": 1}",0,0,,dresden,4399,False,0,,6,51.051369935647,2,,ok
True,,13.804289102554,0,False,frame_lock,4,93406,False,True,True,Schillergalerie,2019-05-22 23:59:00,329097,0,last,7551007269,"{""15"": 2, ""71"": 1, ""undefined"": 1}",0,0,,dresden,4399,False,0,,6,51.051369935647,2,,ok
False,,13.708337777778,12,False,frame_lock,1,93728,True,True,True,BIKE 93728,2019-05-22 00:00:00,16081580,15,first,7551005500,"{""15"": 1}",0,0,,dresden,0,False,0,,0,51.032226666667,0,,ok
False,,13.708343333333,12,False,frame_lock,1,93728,True,True,True,BIKE 93728,2019-05-22 07:18:00,16081580,15,start,7551005500,"{""15"": 1}",0,0,,dresden,0,False,0,,0,51.03212,0,,ok
True,,13.774495124817,7,False,frame_lock,2,93728,False,True,True,Großer Garten / Winterbergstraße,2019-05-22 07:42:00,21692,15,end,7551005500,"{""15"": 2}",0,0,,dresden,4317,False,0,,0,51.032893347693,0,,ok
True,,13.774495124817,7,False,frame_lock,2,93728,False,True,True,Großer Garten / Winterbergstraße,2019-05-22 23:59:00,21692,15,last,7551005500,"{""15"": 2}",0,0,,dresden,4317,False,0,,0,51.032893347693,0,,ok
True,,13.777585029602,0,False,frame_lock,1,93793,False,True,True,Pfotenhauer Straße,2019-05-22 00:00:00,264601,15,first,7551006302,"{""15"": 1}",0,0,,dresden,4394,False,0,,0,51.058585878272,0,,ok
True,,13.777585029602,0,False,frame_lock,2,93793,False,True,True,Pfotenhauer Straße,2019-05-22 07:19:00,264601,15,start,7551006302,"{""15"": 1, ""undefined"": 1}",0,0,,dresden,4394,False,0,,0,51.058585878272,0,,ok
False,,13.780092222222,12,False,frame_lock,1,93793,True,True,True,BIKE 93793,2019-05-22 07:25:00,16092661,15,end,7551006302,"{""15"": 1}",0,0,,dresden,0,False,0,,0,51.057911111111,0,,ok
True,,13.777585029602,0,False,frame_lock,2,93793,False,True,True,Pfotenhauer Straße,2019-05-22 08:18:00,264601,15,start,7551006302,"{""15"": 1, ""undefined"": 1}",0,0,,dresden,4394,False,0,,0,51.058585878272,0,,ok
True,,13.736386299133,0,False,frame_lock,2,93793,False,True,True,Sächsische Landesbibliothek,2019-05-22 08:45:00,637839,15,end,7551006302,"{""15"": 2}",0,0,,dresden,4441,False,0,free,0,51.028932638124,0,,ok
