p_bike_types,p_rack_locks,p_spot,p_special_racks,b_state,b_bike_type,p_name,p_uid,trip,p_booked_bikes,p_terminal_type,p_bike_racks,p_place_type,p_bike,p_lng,b_active,b_number,p_address,p_free_racks,b_lock_types,b_boardcomputer,b_electric_lock,city,datetime,p_maintenance,p_bikes,p_free_special_racks,p_lat,b_battery_pack,b_pedelec_battery,p_number
"{""15"": 1}",False,False,0,ok,15,BIKE 93658,15464927,first,0,,0,12,True,13.703403333333,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 00:00:00,False,1,0,51.041968888889,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93658,15464927,start,0,,0,12,True,13.703535555556,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 05:48:00,False,1,0,51.041764444444,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93658,15473187,end,0,,0,12,True,13.748122222222,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 06:08:00,False,1,0,51.030991111111,,,0
"{""15"": 1}",False,False,0,ok,15,BIKE 93658,15473187,start,0,,0,12,True,13.748125555556,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 07:41:00,False,1,0,51.030982222222,,,0
"{""71"": 1, ""15"": 1, ""undefined"": 1}",False,True,0,ok,15,Seminargebäude / Zellescher Weg,4405575,end,0,sign,0,0,False,13.73935,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 07:46:00,False,3,0,51.02849,,,4451
"{""15"": 1, ""undefined"": 1}",False,True,0,ok,15,Seminargebäude / Zellescher Weg,4405575,start,0,sign,0,0,False,13.73935,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 08:52:00,False,2,0,51.02849,,,4451
"{""15"": 1}",False,True,0,ok,15,Hochschulstr./Reichenbachstraße,4813110,end,0,free,0,0,False,13.73299062252,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 08:58:00,False,1,0,51.033898652818,,,4466
"{""15"": 1}",False,True,0,ok,15,Hochschulstr./Reichenbachstraße,4813110,start,0,free,0,0,False,13.73299062252,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 09:00:00,False,1,0,51.033898652818,,,4466
"{""15"": 1}",False,True,0,ok,15,Hochschulstr./Reichenbachstraße,4813110,end,0,free,0,0,False,13.73299062252,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 09:02:00,False,1,0,51.033898652818,,,4466
"{""15"": 1}",False,True,0,ok,15,Hochschulstr./Reichenbachstraße,4813110,start,0,free,0,0,False,13.73299062252,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 11:58:00,False,1,0,51.033898652818,,,4466
"{""15"": 1}",False,True,0,ok,15,Hochschulstr./Reichenbachstraße,4813110,end,0,free,0,0,False,13.73299062252,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 12:01:00,False,1,0,51.033898652818,,,4466
"{""15"": 1}",False,True,0,ok,15,Hochschulstr./Reichenbachstraße,4813110,start,0,free,0,0,False,13.73299062252,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 12:35:00,False,1,0,51.033898652818,,,4466
"{""15"": 1}",False,True,0,ok,15,Hochschulstr./Reichenbachstraße,4813110,end,0,free,0,0,False,13.73299062252,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 12:38:00,False,1,0,51.033898652818,,,4466
"{""15"": 1}",False,True,0,ok,15,Hochschulstr./Reichenbachstraße,4813110,start,0,free,0,0,False,13.73299062252,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 14:17:00,False,1,0,51.033898652818,,,4466
"{""15"": 1}",False,True,0,ok,15,Hochschulstr./Reichenbachstraße,4813110,end,0,free,0,0,False,13.73299062252,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 14:26:00,False,1,0,51.033898652818,,,4466
"{""15"": 1}",False,True,0,ok,15,Hochschulstr./Reichenbachstraße,4813110,start,0,free,0,0,False,13.73299062252,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 14:47:00,False,1,0,51.033898652818,,,4466
"{""71"": 1, ""15"": 2, ""undefined"": 2}",False,True,0,ok,15,Hauptbahnhof,120,end,0,,0,0,False,13.733623623848,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 14:56:00,True,5,0,51.040476453474,,,4313
"{""71"": 1, ""15"": 2, ""undefined"": 2}",False,True,0,ok,15,Hauptbahnhof,120,start,0,,0,0,False,13.733623623848,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 15:03:00,True,5,0,51.040476453474,,,4313
"{""71"": 1, ""15"": 2, ""undefined"": 2}",False,True,0,ok,15,Hauptbahnhof,120,end,0,,0,0,False,13.733623623848,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 15:05:00,True,5,0,51.040476453474,,,4313
"{""15"": 2, ""undefined"": 1}",False,True,0,ok,15,Hauptbahnhof,120,start,0,,0,0,False,13.733623623848,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 15:54:00,True,3,0,51.040476453474,,,4313
"{""15"": 3, ""undefined"": 2}",False,True,0,ok,15,Kino im Dach,681987,end,0,,0,0,False,13.800866603851,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 16:17:00,False,5,0,51.040908194397,,,4446
"{""15"": 3, ""undefined"": 2}",False,True,0,ok,15,Kino im Dach,681987,start,0,,0,0,False,13.800866603851,True,93658,,0,frame_lock,7551006303,True,dresden,2019-05-08 17:01:00,False,5,0,51.040908194397,,,4446
