p_spot,b_pedelec_battery,p_lng,p_place_type,p_rack_locks,b_lock_types,p_bikes,b_number,p_bike,b_active,b_electric_lock,p_name,datetime,p_uid,b_bike_type,trip,b_boardcomputer,p_bike_types,p_free_special_racks,p_booked_bikes,b_battery_pack,city,p_number,p_maintenance,p_special_racks,p_terminal_type,p_bike_racks,p_lat,p_free_racks,p_address,b_state
True,,13.707064390182,0,False,frame_lock,2,93613,False,True,True,Rathaus Plauen,2019-05-17 00:00:00,10299481,15,first,7551004384,"{""15"": 1, ""undefined"": 1}",0,0,,dresden,4470,False,0,free,0,51.029401598405,0,,ok
True,,13.707064390182,0,False,frame_lock,2,93613,False,True,True,Rathaus Plauen,2019-05-17 03:48:00,10299481,15,start,7551004384,"{""15"": 1, ""undefined"": 1}",0,0,,dresden,4470,False,0,free,0,51.029401598405,0,,ok
True,,13.723669,0,False,frame_lock,2,93613,False,True,True,Jugendgästehaus Maternistr. 22,2019-05-17 04:01:00,820,15,end,7551004384,"{""15"": 1, ""undefined"": 1}",0,0,,dresden,4416,False,0,,0,51.048962,0,,ok
True,,13.723669,0,False,frame_lock,2,93613,False,True,True,Jugendgästehaus Maternistr. 22,2019-05-17 05:12:00,820,15,start,7551004384,"{""15"": 1, ""undefined"": 1}",0,0,,dresden,4416,False,0,,0,51.048962,0,,ok
True,,13.707064390182,0,False,frame_lock,2,93613,False,True,True,Rathaus Plauen,2019-05-17 05:26:00,10299481,15,end,7551004384,"{""15"": 1, ""undefined"": 1}",0,0,,dresden,4470,False,0,free,0,51.029401598405,0,,ok
True,,13.707064390182,0,False,frame_lock,2,93613,False,True,True,Rathaus Plauen,2019-05-17 06:33:00,10299481,15,start,7551004384,"{""15"": 1, ""undefined"": 1}",0,0,,dresden,4470,False,0,free,0,51.029401598405,0,,ok
False,,13.724858888889,12,False,frame_lock,1,93613,True,True,True,BIKE 93613,2019-05-17 06:42:00,15855782,15,end,7551004384,"{""15"": 1}",0,0,,dresden,0,False,0,,0,51.02728,0,,ok
True,,13.723919391632,0,False,frame_lock,2,93613,False,True,True,Andreas-Pfitzmann-Bau,2019-05-17 08:41:00,4405708,15,start,7551004384,"{""15"": 1, ""71"": 1}",0,0,,dresden,4461,False,0,traffic_sign,0,51.025619416653,0,,ok
True,,13.730576634407,0,False,frame_lock,1,93613,False,True,True,TU Dresden Hörsaalzentrum,2019-05-17 08:46:00,4405587,15,end,7551004384,"{""15"": 1}",0,0,,dresden,4452,False,0,sign,0,51.029205917714,0,,ok
True,,13.730576634407,0,False,frame_lock,1,93613,False,True,True,TU Dresden Hörsaalzentrum,2019-05-17 08:56:00,4405587,15,start,7551004384,"{""15"": 1}",0,0,,dresden,4452,False,0,sign,0,51.029205917714,0,,ok
