STATIONS_ID;MESS_DATUM;QN_3;   F;   D;eor
       1048;2018110800;   10;   3.5; 180;eor
       1048;2018110801;   10;   3.5; 180;eor
       1048;2018110802;   10;   3.4; 170;eor
       1048;2018110803;   10;   3.8; 180;eor
       1048;2018110804;   10;   3.7; 180;eor
       1048;2018110805;   10;   3.0; 180;eor
       1048;2018110806;   10;   2.9; 180;eor
       1048;2018110807;   10;   3.6; 170;eor
       1048;2018110808;   10;   2.9; 180;eor
       1048;2018110809;   10;   2.2; 190;eor
       1048;2018110810;   10;   2.3; 220;eor
       1048;2018110811;   10;   2.9; 270;eor
       1048;2018110812;   10;   4.1; 290;eor
       1048;2018110813;   10;   4.0; 290;eor
       1048;2018110814;   10;   3.1; 320;eor
       1048;2018110815;   10;   1.9; 320;eor
       1048;2018110816;   10;   1.8; 290;eor
       1048;2018110817;   10;   0.7; 300;eor
       1048;2018110818;   10;   0.7;  70;eor
       1048;2018110819;   10;   0.8;  20;eor
       1048;2018110820;   10;   0.4; 360;eor
       1048;2018110821;   10;   0.9; 170;eor
       1048;2018110822;   10;   0.6; 110;eor
       1048;2018110823;   10;   1.3;  90;eor
       1048;2018110900;   10;   1.1; 160;eor
       1048;2018110901;   10;   0.7; 140;eor
       1048;2018110902;   10;   1.5; 130;eor
       1048;2018110903;   10;   3.1; 100;eor
       1048;2018110904;   10;   2.8; 120;eor
       1048;2018110905;   10;   2.2; 110;eor
       1048;2018110906;   10;   2.7; 130;eor
       1048;2018110907;   10;   3.0; 130;eor
       1048;2018110908;   10;   3.1; 120;eor
       1048;2018110909;   10;   3.1; 120;eor
       1048;2018110910;   10;   4.0; 170;eor
       1048;2018110911;   10;   4.5; 160;eor
       1048;2018110912;   10;   4.5; 160;eor
       1048;2018110913;   10;   4.2; 150;eor
       1048;2018110914;   10;   4.4; 150;eor
       1048;2018110915;   10;   4.3; 140;eor
       1048;2018110916;   10;   3.5; 150;eor
       1048;2018110917;   10;   2.8; 150;eor
       1048;2018110918;   10;   2.1; 140;eor
       1048;2018110919;   10;   3.1; 150;eor
       1048;2018110920;   10;   4.1; 160;eor
       1048;2018110921;   10;   4.2; 160;eor
       1048;2018110922;   10;   4.0; 150;eor
       1048;2018110923;   10;   4.4; 150;eor
       1048;2018111000;   10;   5.3; 150;eor
       1048;2018111001;   10;   6.1; 150;eor
       1048;2018111002;   10;   6.5; 150;eor
       1048;2018111003;   10;   6.6; 160;eor
       1048;2018111004;   10;   6.9; 160;eor
       1048;2018111005;   10;   7.8; 160;eor
       1048;2018111006;   10;   7.6; 160;eor
       1048;2018111007;   10;   7.8; 150;eor
       1048;2018111008;   10;   7.8; 150;eor
       1048;2018111009;   10;   8.1; 160;eor
       1048;2018111010;   10;   9.2; 160;eor
       1048;2018111011;   10;  10.3; 160;eor
       1048;2018111012;   10;   9.0; 160;eor
       1048;2018111013;   10;   8.4; 170;eor
       1048;2018111014;   10;   7.6; 160;eor
       1048;2018111015;   10;   7.4; 160;eor
       1048;2018111016;   10;   7.0; 160;eor
       1048;2018111017;   10;   6.5; 160;eor
       1048;2018111018;   10;   6.7; 160;eor
       1048;2018111019;   10;   6.7; 150;eor
       1048;2018111020;   10;   6.6; 150;eor
       1048;2018111021;   10;   6.7; 150;eor
       1048;2018111022;   10;   7.0; 150;eor
       1048;2018111023;   10;   7.2; 160;eor
       1048;2018111100;   10;   7.2; 160;eor
       1048;2018111101;   10;   6.8; 150;eor
       1048;2018111102;   10;   6.3; 150;eor
       1048;2018111103;   10;   6.1; 160;eor
       1048;2018111104;   10;   5.0; 160;eor
       1048;2018111105;   10;   5.4; 170;eor
       1048;2018111106;   10;   6.4; 170;eor
       1048;2018111107;   10;   6.0; 150;eor
       1048;2018111108;   10;   5.9; 150;eor
       1048;2018111109;   10;   6.3; 150;eor
       1048;2018111110;   10;   6.2; 150;eor
       1048;2018111111;   10;   5.8; 170;eor
       1048;2018111112;   10;   5.2; 170;eor
       1048;2018111113;   10;   3.9; 160;eor
       1048;2018111114;   10;   3.9; 150;eor
       1048;2018111115;   10;   3.8; 170;eor
       1048;2018111116;   10;   5.2; 160;eor
       1048;2018111117;   10;   7.3; 170;eor
       1048;2018111118;   10;   6.2; 160;eor
       1048;2018111119;   10;   6.0; 150;eor
       1048;2018111120;   10;   6.1; 160;eor
       1048;2018111121;   10;   6.1; 160;eor
       1048;2018111122;   10;   6.0; 160;eor
       1048;2018111123;   10;   6.3; 140;eor
       1048;2018111200;   10;   5.9; 160;eor
       1048;2018111201;   10;   5.9; 160;eor
       1048;2018111202;   10;   5.8; 160;eor
       1048;2018111203;   10;   5.6; 170;eor
       1048;2018111204;   10;   3.6; 150;eor
       1048;2018111205;   10;   5.8; 140;eor
       1048;2018111206;   10;   6.9; 150;eor
       1048;2018111207;   10;   7.1; 140;eor
       1048;2018111208;   10;   7.2; 150;eor
       1048;2018111209;   10;   8.8; 150;eor
       1048;2018111210;   10;   8.9; 150;eor
       1048;2018111211;   10;   8.4; 150;eor
       1048;2018111212;   10;   7.2; 140;eor
       1048;2018111213;   10;   9.0; 150;eor
       1048;2018111214;   10;  10.3; 150;eor
       1048;2018111215;   10;  10.1; 150;eor
       1048;2018111216;   10;   9.7; 160;eor
       1048;2018111217;   10;   9.2; 160;eor
       1048;2018111218;   10;   7.8; 160;eor
       1048;2018111219;   10;   7.0; 150;eor
       1048;2018111220;   10;   6.8; 150;eor
       1048;2018111221;   10;   7.7; 160;eor
       1048;2018111222;   10;   6.0; 160;eor
       1048;2018111223;   10;   5.2; 140;eor
       1048;2018111300;   10;   5.7; 140;eor
       1048;2018111301;   10;   4.9; 140;eor
       1048;2018111302;   10;   5.6; 140;eor
       1048;2018111303;   10;   5.9; 160;eor
       1048;2018111304;   10;   6.1; 160;eor
       1048;2018111305;   10;   5.1; 150;eor
       1048;2018111306;   10;   4.5; 160;eor
       1048;2018111307;   10;   4.2; 160;eor
       1048;2018111308;   10;   2.9; 170;eor
       1048;2018111309;   10;   2.9; 180;eor
       1048;2018111310;   10;   2.8; 200;eor
       1048;2018111311;   10;   3.3; 200;eor
       1048;2018111312;   10;   3.5; 220;eor
       1048;2018111313;   10;   3.9; 250;eor
       1048;2018111314;   10;   5.0; 280;eor
       1048;2018111315;   10;   3.6; 240;eor
       1048;2018111316;   10;   4.6; 240;eor
       1048;2018111317;   10;   6.0; 240;eor
       1048;2018111318;   10;   4.8; 230;eor
       1048;2018111319;   10;   5.7; 240;eor
       1048;2018111320;   10;   5.5; 270;eor
       1048;2018111321;   10;   3.3; 250;eor
       1048;2018111322;   10;   3.3; 240;eor
       1048;2018111323;   10;   4.1; 260;eor
       1048;2018111400;   10;   4.9; 260;eor
       1048;2018111401;   10;   4.2; 260;eor
       1048;2018111402;   10;   4.1; 260;eor
       1048;2018111403;   10;   3.9; 260;eor
       1048;2018111404;   10;   4.3; 260;eor
       1048;2018111405;   10;   3.8; 260;eor
       1048;2018111406;   10;   3.2; 250;eor
       1048;2018111407;   10;   3.1; 250;eor
       1048;2018111408;   10;   3.3; 250;eor
       1048;2018111409;   10;   3.8; 250;eor
       1048;2018111410;   10;   3.9; 260;eor
       1048;2018111411;   10;   3.3; 290;eor
       1048;2018111412;   10;   2.9; 280;eor
       1048;2018111413;   10;   2.9; 290;eor
       1048;2018111414;   10;   2.8; 300;eor
       1048;2018111415;   10;   1.6; 290;eor
       1048;2018111416;   10;   0.8; 300;eor
       1048;2018111417;   10;   0.8;  10;eor
       1048;2018111418;   10;   1.4;  80;eor
       1048;2018111419;   10;   2.8; 160;eor
       1048;2018111420;   10;   3.1; 170;eor
       1048;2018111421;   10;   3.3; 170;eor
       1048;2018111422;   10;   3.2; 170;eor
       1048;2018111423;   10;   2.5; 180;eor
       1048;2018111500;   10;   3.6; 170;eor
       1048;2018111501;   10;   3.3; 160;eor
       1048;2018111502;   10;   3.1; 150;eor
       1048;2018111503;   10;   4.0; 130;eor
       1048;2018111504;   10;   3.7; 150;eor
       1048;2018111505;   10;   2.9; 160;eor
       1048;2018111506;   10;   3.3; 140;eor
       1048;2018111507;   10;   3.6; 140;eor
       1048;2018111508;   10;   3.5; 130;eor
       1048;2018111509;   10;   3.2; 150;eor
       1048;2018111510;   10;   1.8; 180;eor
       1048;2018111511;   10;   3.0; 170;eor
       1048;2018111512;   10;   4.0; 150;eor
       1048;2018111513;   10;   4.8; 130;eor
       1048;2018111514;   10;   5.5; 130;eor
       1048;2018111515;   10;   5.4; 140;eor
       1048;2018111516;   10;   4.4; 130;eor
       1048;2018111517;   10;   4.7; 130;eor
       1048;2018111518;   10;   4.8; 120;eor
       1048;2018111519;   10;   5.1; 120;eor
       1048;2018111520;   10;   4.3; 110;eor
       1048;2018111521;   10;   4.8; 120;eor
       1048;2018111522;   10;   5.0; 130;eor
       1048;2018111523;   10;   4.9; 120;eor
       1048;2018111600;   10;   4.8; 120;eor
       1048;2018111601;   10;   5.0; 130;eor
       1048;2018111602;   10;   5.1; 120;eor
       1048;2018111603;   10;   5.5; 120;eor
       1048;2018111604;   10;   5.6; 110;eor
       1048;2018111605;   10;   5.4; 110;eor
       1048;2018111606;   10;   5.5; 110;eor
       1048;2018111607;   10;   4.7; 110;eor
       1048;2018111608;   10;   4.7; 110;eor
       1048;2018111609;   10;   3.9; 120;eor
       1048;2018111610;   10;   4.3; 130;eor
       1048;2018111611;   10;   5.3; 130;eor
       1048;2018111612;   10;   5.1; 120;eor
       1048;2018111613;   10;   4.6; 120;eor
       1048;2018111614;   10;   3.8; 110;eor
       1048;2018111615;   10;   4.3;  70;eor
       1048;2018111616;   10;   4.6;  60;eor
       1048;2018111617;   10;   4.9;  70;eor
       1048;2018111618;   10;   5.4;  80;eor
       1048;2018111619;   10;   5.1;  90;eor
       1048;2018111620;   10;   4.6;  80;eor
       1048;2018111621;   10;   5.0;  90;eor
       1048;2018111622;   10;   3.7; 100;eor
       1048;2018111623;   10;   3.3;  80;eor
       1048;2018111700;   10;   2.9;  90;eor
       1048;2018111701;   10;   3.7;  80;eor
       1048;2018111702;   10;   4.4;  90;eor
       1048;2018111703;   10;   3.8;  70;eor
       1048;2018111704;   10;   3.6;  90;eor
       1048;2018111705;   10;   2.6;  80;eor
       1048;2018111706;   10;   3.7;  80;eor
       1048;2018111707;   10;   2.4; 100;eor
       1048;2018111708;   10;   2.2; 100;eor
       1048;2018111709;   10;   3.3;  90;eor
       1048;2018111710;   10;   3.3;  90;eor
       1048;2018111711;   10;   4.5;  60;eor
       1048;2018111712;   10;   5.6;  60;eor
       1048;2018111713;   10;   6.0;  70;eor
       1048;2018111714;   10;   5.4;  60;eor
       1048;2018111715;   10;   5.3;  70;eor
       1048;2018111716;   10;   4.6;  70;eor
       1048;2018111717;   10;   6.5;  80;eor
       1048;2018111718;   10;   4.7;  90;eor
       1048;2018111719;   10;   3.7;  70;eor
       1048;2018111720;   10;   3.5;  70;eor
       1048;2018111721;   10;   2.2;  70;eor
       1048;2018111722;   10;   2.4;  80;eor
       1048;2018111723;   10;   2.1; 100;eor
       1048;2018111800;   10;   3.0;  90;eor
       1048;2018111801;   10;   3.8; 100;eor
       1048;2018111802;   10;   2.8;  90;eor
       1048;2018111803;   10;   1.6;  40;eor
       1048;2018111804;   10;   2.0;  50;eor
       1048;2018111805;   10;   1.2; 140;eor
       1048;2018111806;   10;   1.5; 350;eor
       1048;2018111807;   10;   1.3; 360;eor
       1048;2018111808;   10;   1.6; 170;eor
       1048;2018111809;   10;   1.0; 340;eor
       1048;2018111810;   10;   2.1; 350;eor
       1048;2018111811;   10;   1.7;  20;eor
       1048;2018111812;   10;   2.8;  20;eor
       1048;2018111813;   10;   3.3;  20;eor
       1048;2018111814;   10;   2.5;  20;eor
       1048;2018111815;   10;   2.7; 360;eor
       1048;2018111816;   10;   2.4; 340;eor
       1048;2018111817;   10;   1.7; 310;eor
       1048;2018111818;   10;   1.3; 310;eor
       1048;2018111819;   10;   1.0; 310;eor
       1048;2018111820;   10;   1.7; 320;eor
       1048;2018111821;   10;   1.3; 290;eor
       1048;2018111822;   10;   1.1; 300;eor
       1048;2018111823;   10;   1.3; 270;eor
       1048;2018111900;   10;   1.3; 290;eor
       1048;2018111901;   10;   1.4; 350;eor
       1048;2018111902;   10;   2.2;  30;eor
       1048;2018111903;   10;   3.7;  30;eor
       1048;2018111904;   10;   3.5;  40;eor
       1048;2018111905;   10;   2.9;  40;eor
       1048;2018111906;   10;   3.7;  40;eor
       1048;2018111907;   10;   4.1;  50;eor
       1048;2018111908;   10;   4.9;  60;eor
       1048;2018111909;   10;   5.6;  60;eor
       1048;2018111910;   10;   7.1;  70;eor
       1048;2018111911;   10;   8.1;  80;eor
       1048;2018111912;   10;   6.3;  70;eor
       1048;2018111913;   10;   7.8;  80;eor
       1048;2018111914;   10;   7.6;  80;eor
       1048;2018111915;   10;   8.2;  70;eor
       1048;2018111916;   10;   8.5;  70;eor
       1048;2018111917;   10;   9.1;  70;eor
       1048;2018111918;   10;   9.2;  80;eor
       1048;2018111919;   10;   6.9;  80;eor
       1048;2018111920;   10;   7.3;  80;eor
       1048;2018111921;   10;   8.7;  80;eor
       1048;2018111922;   10;   7.7;  80;eor
       1048;2018111923;   10;   6.6;  90;eor
       1048;2018112000;   10;   6.9;  70;eor
       1048;2018112001;   10;   6.5;  80;eor
       1048;2018112002;   10;   7.0;  80;eor
       1048;2018112003;   10;   8.5;  80;eor
       1048;2018112004;   10;   8.5;  90;eor
       1048;2018112005;   10;   8.6;  80;eor
       1048;2018112006;   10;   8.3;  80;eor
       1048;2018112007;   10;   8.8;  80;eor
       1048;2018112008;   10;   9.1;  80;eor
       1048;2018112009;   10;   8.3;  80;eor
       1048;2018112010;   10;   9.0;  80;eor
       1048;2018112011;   10;   9.8;  80;eor
       1048;2018112012;   10;   9.5;  80;eor
       1048;2018112013;   10;  10.6;  80;eor
       1048;2018112014;   10;  10.7;  80;eor
       1048;2018112015;   10;   9.4;  70;eor
       1048;2018112016;   10;   9.0;  80;eor
       1048;2018112017;   10;   7.6;  80;eor
       1048;2018112018;   10;   7.3;  90;eor
       1048;2018112019;   10;   6.6;  90;eor
       1048;2018112020;   10;   4.9;  90;eor
       1048;2018112021;   10;   5.0;  80;eor
       1048;2018112022;   10;   4.2;  70;eor
       1048;2018112023;   10;   4.9;  70;eor
       1048;2018112100;   10;   4.8;  70;eor
       1048;2018112101;   10;   5.4;  70;eor
       1048;2018112102;   10;   4.9;  70;eor
       1048;2018112103;   10;   5.0;  80;eor
       1048;2018112104;   10;   5.3;  70;eor
       1048;2018112105;   10;   6.1;  80;eor
       1048;2018112106;   10;   5.4;  80;eor
       1048;2018112107;   10;   5.7;  70;eor
       1048;2018112108;   10;   4.3;  80;eor
       1048;2018112109;   10;   4.7;  80;eor
       1048;2018112110;   10;   4.8;  70;eor
       1048;2018112111;   10;   5.4;  70;eor
       1048;2018112112;   10;   5.0;  70;eor
       1048;2018112113;   10;   4.9;  60;eor
       1048;2018112114;   10;   4.6;  80;eor
       1048;2018112115;   10;   4.4;  80;eor
       1048;2018112116;   10;   4.7;  80;eor
       1048;2018112117;   10;   5.3;  80;eor
       1048;2018112118;   10;   5.5;  80;eor
       1048;2018112119;   10;   5.6;  80;eor
       1048;2018112120;   10;   5.4;  80;eor
       1048;2018112121;   10;   4.9;  80;eor
       1048;2018112122;   10;   5.5;  70;eor
       1048;2018112123;   10;   5.0;  80;eor
       1048;2018112200;   10;   5.5;  80;eor
       1048;2018112201;   10;   4.7;  80;eor
       1048;2018112202;   10;   4.8;  80;eor
       1048;2018112203;   10;   4.7;  80;eor
       1048;2018112204;   10;   4.9;  70;eor
       1048;2018112205;   10;   5.0;  80;eor
       1048;2018112206;   10;   5.3;  70;eor
       1048;2018112207;   10;   5.5;  80;eor
       1048;2018112208;   10;   5.3;  80;eor
       1048;2018112209;   10;   5.5;  90;eor
       1048;2018112210;   10;   5.1;  90;eor
       1048;2018112211;   10;   5.2;  80;eor
       1048;2018112212;   10;   4.7;  80;eor
       1048;2018112213;   10;   4.3;  80;eor
       1048;2018112214;   10;   4.4;  80;eor
       1048;2018112215;   10;   4.4;  80;eor
       1048;2018112216;   10;   4.4;  80;eor
       1048;2018112217;   10;   4.8;  80;eor
       1048;2018112218;   10;   4.4;  90;eor
       1048;2018112219;   10;   3.7;  90;eor
       1048;2018112220;   10;   4.9;  90;eor
       1048;2018112221;   10;   4.2;  90;eor
       1048;2018112222;   10;   3.1; 110;eor
       1048;2018112223;   10;   2.7; 130;eor
       1048;2018112300;   10;   1.9; 150;eor
       1048;2018112301;   10;   2.1; 130;eor
       1048;2018112302;   10;   2.4; 130;eor
       1048;2018112303;   10;   2.3; 140;eor
       1048;2018112304;   10;   2.6; 150;eor
       1048;2018112305;   10;   2.8; 150;eor
       1048;2018112306;   10;   2.4; 150;eor
       1048;2018112307;   10;   1.9; 170;eor
       1048;2018112308;   10;   1.8; 160;eor
       1048;2018112309;   10;   1.7; 170;eor
       1048;2018112310;   10;   1.9; 140;eor
       1048;2018112311;   10;   3.0; 160;eor
       1048;2018112312;   10;   3.7; 160;eor
       1048;2018112313;   10;   3.9; 160;eor
       1048;2018112314;   10;   4.2; 150;eor
       1048;2018112315;   10;   5.4; 150;eor
       1048;2018112316;   10;   5.5; 150;eor
       1048;2018112317;   10;   5.1; 150;eor
       1048;2018112318;   10;   4.6; 150;eor
       1048;2018112319;   10;   4.9; 150;eor
       1048;2018112320;   10;   4.9; 150;eor
       1048;2018112321;   10;   6.3; 160;eor
       1048;2018112322;   10;   5.9; 150;eor
       1048;2018112323;   10;   6.6; 160;eor
       1048;2018112400;   10;   7.1; 160;eor
       1048;2018112401;   10;   7.1; 160;eor
       1048;2018112402;   10;   7.5; 160;eor
       1048;2018112403;   10;   6.9; 160;eor
       1048;2018112404;   10;   6.0; 160;eor
       1048;2018112405;   10;   4.4; 150;eor
       1048;2018112406;   10;   4.0; 150;eor
       1048;2018112407;   10;   3.8; 140;eor
       1048;2018112408;   10;   3.9; 160;eor
       1048;2018112409;   10;   3.0; 170;eor
       1048;2018112410;   10;   1.6; 190;eor
       1048;2018112411;   10;   2.2; 170;eor
       1048;2018112412;   10;   2.3; 170;eor
       1048;2018112413;   10;   2.0; 190;eor
       1048;2018112414;   10;   1.8; 150;eor
       1048;2018112415;   10;   1.1; 150;eor
       1048;2018112416;   10;   1.4; 170;eor
       1048;2018112417;   10;   1.4; 290;eor
       1048;2018112418;   10;   2.0; 250;eor
       1048;2018112419;   10;   2.7; 210;eor
       1048;2018112420;   10;   3.4; 200;eor
       1048;2018112421;   10;   3.1; 210;eor
       1048;2018112422;   10;   2.4; 200;eor
       1048;2018112423;   10;   3.5; 170;eor
       1048;2018112500;   10;   3.5; 160;eor
       1048;2018112501;   10;   3.6; 170;eor
       1048;2018112502;   10;   3.9; 170;eor
       1048;2018112503;   10;   3.9; 170;eor
       1048;2018112504;   10;   4.1; 170;eor
       1048;2018112505;   10;   3.7; 160;eor
       1048;2018112506;   10;   3.3; 160;eor
       1048;2018112507;   10;   3.0; 150;eor
       1048;2018112508;   10;   1.8; 150;eor
       1048;2018112509;   10;   2.5; 140;eor
       1048;2018112510;   10;   2.6; 140;eor
       1048;2018112511;   10;   3.4; 140;eor
       1048;2018112512;   10;   2.8; 150;eor
       1048;2018112513;   10;   2.4; 120;eor
       1048;2018112514;   10;   2.6; 130;eor
       1048;2018112515;   10;   2.7; 120;eor
       1048;2018112516;   10;   2.9; 120;eor
       1048;2018112517;   10;   2.2; 100;eor
       1048;2018112518;   10;   1.8;  80;eor
       1048;2018112519;   10;   1.6;  70;eor
       1048;2018112520;   10;   1.3;  60;eor
       1048;2018112521;   10;   1.6;  10;eor
       1048;2018112522;   10;   3.8;  40;eor
       1048;2018112523;   10;   4.7;  60;eor
       1048;2018112600;   10;   4.6;  60;eor
       1048;2018112601;   10;   4.1;  40;eor
       1048;2018112602;   10;   4.2;  40;eor
       1048;2018112603;   10;   5.0;  50;eor
       1048;2018112604;   10;   4.3;  50;eor
       1048;2018112605;   10;   4.2;  50;eor
       1048;2018112606;   10;   4.8;  40;eor
       1048;2018112607;   10;   4.4;  40;eor
       1048;2018112608;   10;   4.5;  40;eor
       1048;2018112609;   10;   6.0;  50;eor
       1048;2018112610;   10;   5.9;  60;eor
       1048;2018112611;   10;   5.5;  60;eor
       1048;2018112612;   10;   4.5;  50;eor
       1048;2018112613;   10;   3.7;  30;eor
       1048;2018112614;   10;   4.8;  40;eor
       1048;2018112615;   10;   6.2;  60;eor
       1048;2018112616;   10;   4.8;  40;eor
       1048;2018112617;   10;   3.4;  30;eor
       1048;2018112618;   10;   3.8;  30;eor
       1048;2018112619;   10;   3.9;  50;eor
       1048;2018112620;   10;   5.0;  50;eor
       1048;2018112621;   10;   5.2;  50;eor
       1048;2018112622;   10;   4.6;  40;eor
       1048;2018112623;   10;   5.8;  50;eor
       1048;2018112700;   10;   4.0;  50;eor
       1048;2018112701;   10;   4.1;  60;eor
       1048;2018112702;   10;   3.2;  40;eor
       1048;2018112703;   10;   3.1;  30;eor
       1048;2018112704;   10;   2.6;  20;eor
       1048;2018112705;   10;   2.8;  20;eor
       1048;2018112706;   10;   3.0;  10;eor
       1048;2018112707;   10;   3.0;  20;eor
       1048;2018112708;   10;   3.0;  30;eor
       1048;2018112709;   10;   3.7;  60;eor
       1048;2018112710;   10;   3.8;  60;eor
       1048;2018112711;   10;   3.4;  70;eor
       1048;2018112712;   10;   2.9;  50;eor
       1048;2018112713;   10;   3.5;  50;eor
       1048;2018112714;   10;   3.1;  40;eor
       1048;2018112715;   10;   2.0;  30;eor
       1048;2018112716;   10;   1.4;  10;eor
       1048;2018112717;   10;   1.2;  10;eor
       1048;2018112718;   10;   1.2; 350;eor
       1048;2018112719;   10;   1.7;  10;eor
       1048;2018112720;   10;   2.4;  60;eor
       1048;2018112721;   10;   2.5;  90;eor
       1048;2018112722;   10;   2.2; 120;eor
       1048;2018112723;   10;   2.1; 150;eor
       1048;2018112800;   10;   2.4; 170;eor
       1048;2018112801;   10;   2.4; 170;eor
       1048;2018112802;   10;   2.4; 150;eor
       1048;2018112803;   10;   3.3; 170;eor
       1048;2018112804;   10;   3.3; 170;eor
       1048;2018112805;   10;   3.1; 170;eor
       1048;2018112806;   10;   3.6; 170;eor
       1048;2018112807;   10;   3.0; 170;eor
       1048;2018112808;   10;   2.6; 150;eor
       1048;2018112809;   10;   3.0; 130;eor
       1048;2018112810;   10;   4.6; 120;eor
       1048;2018112811;   10;   5.1; 120;eor
       1048;2018112812;   10;   5.2; 140;eor
       1048;2018112813;   10;   6.1; 160;eor
       1048;2018112814;   10;   6.0; 150;eor
       1048;2018112815;   10;   6.4; 140;eor
       1048;2018112816;   10;   5.6; 140;eor
       1048;2018112817;   10;   5.8; 140;eor
       1048;2018112818;   10;   5.6; 140;eor
       1048;2018112819;   10;   7.2; 140;eor
       1048;2018112820;   10;   7.5; 150;eor
       1048;2018112821;   10;   8.4; 150;eor
       1048;2018112822;   10;   8.9; 160;eor
       1048;2018112823;   10;   8.5; 160;eor
       1048;2018112900;   10;   7.9; 150;eor
       1048;2018112901;   10;   9.5; 160;eor
       1048;2018112902;   10;  10.2; 160;eor
       1048;2018112903;   10;  10.4; 160;eor
       1048;2018112904;   10;  10.2; 150;eor
       1048;2018112905;   10;  10.1; 160;eor
       1048;2018112906;   10;  10.3; 150;eor
       1048;2018112907;   10;  10.8; 150;eor
       1048;2018112908;   10;  10.7; 150;eor
       1048;2018112909;   10;  11.3; 150;eor
       1048;2018112910;   10;  12.0; 150;eor
       1048;2018112911;   10;  11.8; 150;eor
       1048;2018112912;   10;  10.9; 150;eor
       1048;2018112913;   10;  10.9; 160;eor
       1048;2018112914;   10;  12.3; 160;eor
       1048;2018112915;   10;  11.8; 160;eor
       1048;2018112916;   10;  11.3; 160;eor
       1048;2018112917;   10;  11.5; 160;eor
       1048;2018112918;   10;  11.7; 160;eor
       1048;2018112919;   10;  11.9; 160;eor
       1048;2018112920;   10;  12.4; 160;eor
       1048;2018112921;   10;  11.9; 160;eor
       1048;2018112922;   10;  12.2; 160;eor
       1048;2018112923;   10;  12.1; 160;eor
       1048;2018113000;   10;  13.5; 160;eor
       1048;2018113001;   10;  13.1; 160;eor
       1048;2018113002;   10;  11.1; 160;eor
       1048;2018113003;   10;  13.5; 160;eor
       1048;2018113004;   10;  11.6; 160;eor
       1048;2018113005;   10;  12.6; 160;eor
       1048;2018113006;   10;  12.6; 160;eor
       1048;2018113007;   10;  11.7; 160;eor
       1048;2018113008;   10;  12.5; 160;eor
       1048;2018113009;   10;  12.0; 160;eor
       1048;2018113010;   10;  11.8; 160;eor
       1048;2018113011;   10;  11.0; 160;eor
       1048;2018113012;   10;  11.4; 160;eor
       1048;2018113013;   10;  11.1; 160;eor
       1048;2018113014;   10;   9.7; 160;eor
       1048;2018113015;   10;   8.6; 160;eor
       1048;2018113016;   10;   8.3; 160;eor
       1048;2018113017;   10;   8.2; 160;eor
       1048;2018113018;   10;   7.9; 150;eor
       1048;2018113019;   10;   7.4; 160;eor
       1048;2018113020;   10;   6.5; 150;eor
       1048;2018113021;   10;   6.0; 150;eor
       1048;2018113022;   10;   5.8; 150;eor
       1048;2018113023;   10;   5.5; 160;eor
       1048;2018120100;   10;   4.5; 160;eor
       1048;2018120101;   10;   3.1; 150;eor
       1048;2018120102;   10;   3.3; 160;eor
       1048;2018120103;   10;   3.3; 170;eor
       1048;2018120104;   10;   3.2; 180;eor
       1048;2018120105;   10;   3.1; 180;eor
       1048;2018120106;   10;   3.0; 170;eor
       1048;2018120107;   10;   3.0; 180;eor
       1048;2018120108;   10;   3.4; 180;eor
       1048;2018120109;   10;   3.2; 170;eor
       1048;2018120110;   10;   3.0; 170;eor
       1048;2018120111;   10;   2.9; 170;eor
       1048;2018120112;   10;   4.1; 170;eor
       1048;2018120113;   10;   4.0; 170;eor
       1048;2018120114;   10;   4.3; 170;eor
       1048;2018120115;   10;   3.6; 170;eor
       1048;2018120116;   10;   3.9; 170;eor
       1048;2018120117;   10;   4.3; 170;eor
       1048;2018120118;   10;   4.1; 170;eor
       1048;2018120119;   10;   4.4; 160;eor
       1048;2018120120;   10;   5.1; 170;eor
       1048;2018120121;   10;   5.7; 170;eor
       1048;2018120122;   10;   5.4; 150;eor
       1048;2018120123;   10;   5.8; 150;eor
       1048;2018120200;   10;   6.2; 150;eor
       1048;2018120201;   10;   6.1; 150;eor
       1048;2018120202;   10;   6.8; 160;eor
       1048;2018120203;   10;   8.2; 160;eor
       1048;2018120204;   10;   7.8; 160;eor
       1048;2018120205;   10;   8.0; 160;eor
       1048;2018120206;   10;   8.1; 160;eor
       1048;2018120207;   10;   7.9; 160;eor
       1048;2018120208;   10;   7.5; 160;eor
       1048;2018120209;   10;   8.3; 160;eor
       1048;2018120210;   10;   9.7; 160;eor
       1048;2018120211;   10;   9.8; 150;eor
       1048;2018120212;   10;  10.0; 160;eor
       1048;2018120213;   10;   9.5; 160;eor
       1048;2018120214;   10;   8.7; 160;eor
       1048;2018120215;   10;   7.8; 160;eor
       1048;2018120216;   10;   7.1; 160;eor
       1048;2018120217;   10;   7.0; 160;eor
       1048;2018120218;   10;   6.3; 170;eor
       1048;2018120219;   10;   5.7; 180;eor
       1048;2018120220;   10;   4.5; 180;eor
       1048;2018120221;   10;   4.3; 180;eor
       1048;2018120222;   10;   4.2; 170;eor
       1048;2018120223;   10;   4.5; 170;eor
       1048;2018120300;   10;   5.2; 180;eor
       1048;2018120301;   10;   5.2; 170;eor
       1048;2018120302;   10;   5.3; 170;eor
       1048;2018120303;   10;   5.2; 170;eor
       1048;2018120304;   10;   5.0; 170;eor
       1048;2018120305;   10;   4.7; 170;eor
       1048;2018120306;   10;   4.5; 170;eor
