b_lock_types,p_uid,trip,p_free_racks,b_number,b_bike_type,p_rack_locks,p_terminal_type,p_special_racks,b_battery_pack,p_bikes,b_electric_lock,p_bike,p_address,p_bike_racks,p_lng,b_pedelec_battery,p_place_type,p_booked_bikes,p_name,b_state,p_lat,p_maintenance,datetime,p_spot,p_free_special_racks,b_active,p_number,b_boardcomputer,city,p_bike_types
frame_lock,9972732,first,0,93791,71,False,,0,,7,True,False,,0,13.74415397644043,,0,0,Pirnaischer Platz,ok,51.04897224042478,False,2019-08-26 06:45:00,True,0,True,4315,7551006383,dresden,"{""71"": 7}"
frame_lock,9972732,start,0,93791,71,False,,0,,6,True,False,,0,13.74415397644043,,0,0,Pirnaischer Platz,ok,51.04897224042478,False,2019-08-26 08:07:00,True,0,True,4315,7551006383,dresden,"{""71"": 6}"
frame_lock,21013070,end,0,93791,71,False,,0,,1,True,True,,0,13.735184444444,,12,0,BIKE 93791,ok,51.050733333333,False,2019-08-26 08:11:00,False,0,True,0,7551006383,dresden,"{""71"": 1}"
frame_lock,21013070,start,0,93791,71,False,,0,,1,True,True,,0,13.735091111111,,12,0,BIKE 93791,ok,51.050715555556,False,2019-08-26 09:36:00,False,0,True,0,7551006383,dresden,"{""71"": 1}"
frame_lock,21016137,end,0,93791,71,False,,0,,1,True,True,,0,13.742908888889,,12,0,BIKE 93791,ok,51.060911111111,False,2019-08-26 09:50:00,False,0,True,0,7551006383,dresden,"{""71"": 1}"
frame_lock,21016137,start,0,93791,71,False,,0,,1,True,True,,0,13.743137777778,,12,0,BIKE 93791,ok,51.060991111111,False,2019-08-26 10:32:00,False,0,True,0,7551006383,dresden,"{""71"": 1}"
frame_lock,21023313,end,0,93791,71,False,,0,,1,True,True,,0,13.741465555556,,12,0,BIKE 93791,ok,51.057168888889,False,2019-08-26 12:34:00,False,0,True,0,7551006383,dresden,"{""71"": 1}"
frame_lock,96479,last,0,93791,71,False,,0,,3,True,False,,0,13.741482496261597,,0,0,Goldener Reiter,ok,51.05794862767418,False,2019-08-26 23:59:00,True,0,True,4421,7551006383,dresden,"{""71"": 3}"
frame_lock,264605,first,0,93041,71,False,,0,,5,True,False,,0,13.7907332181931,,0,0,Barbarossaplatz,ok,51.048412423104,False,2019-08-26 00:00:00,True,0,True,4398,7551003106,dresden,"{""71"": 5}"
frame_lock,264605,start,0,93041,71,False,,0,,5,True,False,,0,13.7907332181931,,0,0,Barbarossaplatz,ok,51.048412423104,False,2019-08-26 04:47:00,True,0,True,4398,7551003106,dresden,"{""71"": 5}"
frame_lock,21005679,end,0,93041,71,False,,0,,1,True,True,,0,13.733204444444,,12,0,BIKE 93041,ok,51.05044,False,2019-08-26 05:12:00,False,0,True,0,7551003106,dresden,"{""71"": 1}"
frame_lock,21005679,start,0,93041,71,False,,0,,1,True,True,,0,13.73433,,12,0,BIKE 93041,ok,51.051244444444,False,2019-08-26 14:34:00,False,0,True,0,7551003106,dresden,"{""71"": 1}"
frame_lock,100894,end,0,93041,71,False,,0,,7,True,False,,0,13.776479959487915,,0,0,Waldschlösschen,ok,51.0671525069327,False,2019-08-26 16:12:00,True,0,True,4361,7551003106,dresden,"{""71"": 7}"
frame_lock,100894,start,0,93041,71,False,,0,,6,True,False,,0,13.776479959487915,,0,0,Waldschlösschen,ok,51.0671525069327,False,2019-08-26 17:33:00,True,0,True,4361,7551003106,dresden,"{""71"": 6}"
frame_lock,21050488,end,0,93041,71,False,,0,,1,True,True,,0,13.792352222222,,12,0,BIKE 93041,ok,51.048355555556,False,2019-08-26 20:53:00,False,0,True,0,7551003106,dresden,"{""71"": 1}"
