b_lock_types,p_uid,trip,p_free_racks,b_number,b_bike_type,p_rack_locks,p_terminal_type,p_special_racks,b_battery_pack,p_bikes,b_electric_lock,p_bike,p_address,p_bike_racks,p_lng,b_pedelec_battery,p_place_type,p_booked_bikes,p_name,b_state,p_lat,p_maintenance,datetime,p_spot,p_free_special_racks,b_active,p_number,b_boardcomputer,city,p_bike_types
frame_lock,264605,first,0,93041,71,False,,0,,4,True,False,,0,13.7907332181931,,0,0,Barbarossaplatz,ok,51.048412423104,False,2019-08-25 00:00:00,True,0,True,4398,7551003106,dresden,"{""71"": 4}"
frame_lock,264605,last,0,93041,71,False,,0,,5,True,False,,0,13.7907332181931,,0,0,Barbarossaplatz,ok,51.048412423104,False,2019-08-25 23:59:00,True,0,True,4398,7551003106,dresden,"{""71"": 5}"
frame_lock,121812,first,0,93595,71,False,,0,,3,True,False,,0,13.7863236665726,,0,0,Hepkestraße,ok,51.0381557770824,False,2019-08-25 00:00:00,True,0,True,4319,7551002487,dresden,"{""71"": 3}"
frame_lock,121812,start,0,93595,71,False,,0,,3,True,False,,0,13.7863236665726,,0,0,Hepkestraße,ok,51.0381557770824,False,2019-08-25 08:36:00,True,0,True,4319,7551002487,dresden,"{""71"": 3}"
frame_lock,20965157,end,0,93595,71,False,,0,,1,True,True,,0,13.7503,,12,0,BIKE 93595,ok,51.047906666667,False,2019-08-25 08:58:00,False,0,True,0,7551002487,dresden,"{""71"": 1}"
frame_lock,20965157,start,0,93595,71,False,,0,,1,True,True,,0,13.750547777778,,12,0,BIKE 93595,ok,51.047693333333,False,2019-08-25 09:58:00,False,0,True,0,7551002487,dresden,"{""71"": 1}"
frame_lock,329097,end,5,93595,71,False,,0,,1,True,False,,6,13.804289102554321,,0,0,Schillergalerie,ok,51.05136993564705,False,2019-08-25 10:30:00,True,0,True,4399,7551002487,dresden,"{""71"": 1}"
frame_lock,329097,start,5,93595,71,False,,0,,1,True,False,,6,13.804289102554321,,0,0,Schillergalerie,ok,51.05136993564705,False,2019-08-25 11:36:00,True,0,True,4399,7551002487,dresden,"{""71"": 1}"
frame_lock,121812,end,0,93595,71,False,,0,,3,True,False,,0,13.7863236665726,,0,0,Hepkestraße,ok,51.0381557770824,False,2019-08-25 11:49:00,True,0,True,4319,7551002487,dresden,"{""71"": 3}"
frame_lock,121812,start,0,93595,71,False,,0,,4,True,False,,0,13.7863236665726,,0,0,Hepkestraße,ok,51.0381557770824,False,2019-08-25 16:55:00,True,0,True,4319,7551002487,dresden,"{""71"": 4}"
frame_lock,264593,end,0,93595,71,False,,0,,1,True,False,,0,13.758552074432371,,0,0,Güntzplatz,ok,51.054000175809584,False,2019-08-25 17:12:00,True,0,True,4387,7551002487,dresden,"{""71"": 1}"
frame_lock,264593,start,0,93595,71,False,,0,,2,True,False,,0,13.758552074432371,,0,0,Güntzplatz,ok,51.054000175809584,False,2019-08-25 20:05:00,True,0,True,4387,7551002487,dresden,"{""71"": 2}"
frame_lock,318577,end,0,93595,71,False,,0,,5,True,False,,4,13.791795372962952,,0,0,Hotel Smetana,ok,51.03882028496062,False,2019-08-25 20:17:00,True,0,True,4409,7551002487,dresden,"{""71"": 5}"
frame_lock,318577,last,0,93595,71,False,,0,,4,True,False,,4,13.791795372962952,,0,0,Hotel Smetana,ok,51.03882028496062,False,2019-08-25 23:59:00,True,0,True,4409,7551002487,dresden,"{""71"": 4}"
frame_lock,20938713,first,0,93406,71,False,,0,,1,True,True,,0,13.742445555556,,12,0,BIKE 93406,ok,51.061115555556,False,2019-08-25 00:00:00,False,0,True,0,7551007269,dresden,"{""71"": 1}"
frame_lock,20938713,start,0,93406,71,False,,0,,1,True,True,,0,13.742445555556,,12,0,BIKE 93406,ok,51.061115555556,False,2019-08-25 00:07:00,False,0,True,0,7551007269,dresden,"{""71"": 1}"
frame_lock,10299802,end,0,93406,71,False,free,0,,1,True,False,,0,13.73001,,0,0,Südhöhe,ok,51.01992,False,2019-08-25 00:32:00,True,0,True,4502,7551007269,dresden,"{""71"": 1}"
frame_lock,10299802,start,0,93406,71,False,free,0,,1,True,False,,0,13.73001,,0,0,Südhöhe,ok,51.01992,False,2019-08-25 08:58:00,True,0,True,4502,7551007269,dresden,"{""71"": 1}"
frame_lock,120,end,0,93406,71,False,,0,,9,True,False,,0,13.733623623847961,,0,0,Hauptbahnhof,ok,51.040476453474334,True,2019-08-25 09:09:00,True,0,True,4313,7551007269,dresden,"{""71"": 9}"
frame_lock,120,start,0,93406,71,False,,0,,11,True,False,,0,13.733623623847961,,0,0,Hauptbahnhof,ok,51.040476453474334,True,2019-08-25 14:26:00,True,0,True,4313,7551007269,dresden,"{""71"": 11}"
frame_lock,265880,end,3,93406,71,False,,0,,3,True,False,,6,13.728811740875244,,0,0,Sächsische Zeitung / Haus der Presse,ok,51.057284394170544,False,2019-08-25 14:34:00,True,0,True,4303,7551007269,dresden,"{""71"": 3}"
frame_lock,265880,start,5,93406,71,False,,0,,1,True,False,,6,13.728811740875244,,0,0,Sächsische Zeitung / Haus der Presse,ok,51.057284394170544,False,2019-08-25 20:21:00,True,0,True,4303,7551007269,dresden,"{""71"": 1}"
frame_lock,6768,end,0,93406,71,False,,0,,5,True,False,,0,13.771276473999,,0,0,Fetscherplatz,ok,51.0466418719772,False,2019-08-25 20:38:00,True,0,True,4325,7551007269,dresden,"{""71"": 5}"
frame_lock,6768,start,0,93406,71,False,,0,,5,True,False,,0,13.771276473999,,0,0,Fetscherplatz,ok,51.0466418719772,False,2019-08-25 21:06:00,True,0,True,4325,7551007269,dresden,"{""71"": 5}"
