b_lock_types,p_uid,trip,p_free_racks,b_number,b_bike_type,p_rack_locks,p_terminal_type,p_special_racks,b_battery_pack,p_bikes,b_electric_lock,p_bike,p_address,p_bike_racks,p_lng,b_pedelec_battery,p_place_type,p_booked_bikes,p_name,b_state,p_lat,p_maintenance,datetime,p_spot,p_free_special_racks,b_active,p_number,b_boardcomputer,city,p_bike_types
frame_lock,20664445,first,0,93791,71,False,,0,,1,True,True,,0,13.729284444444,,12,0,BIKE 93791,ok,51.059555555556,False,2019-08-20 00:00:00,False,0,True,0,7551006383,dresden,"{""71"": 1}"
frame_lock,20751165,start,0,93791,71,False,,0,,1,True,True,,0,13.729286666667,,12,0,BIKE 93791,ok,51.059586666667,False,2019-08-20 19:38:00,False,0,True,0,7551006383,dresden,"{""71"": 1}"
frame_lock,20751165,end,0,93791,71,False,,0,,1,True,True,,0,13.729286666667,,12,0,BIKE 93791,ok,51.059586666667,False,2019-08-20 19:40:00,False,0,True,0,7551006383,dresden,"{""71"": 1}"
frame_lock,20755666,last,0,93791,71,False,,0,,1,True,True,,0,13.730334444444,,12,0,BIKE 93791,ok,51.059026666667,False,2019-08-20 23:59:00,False,0,True,0,7551006383,dresden,"{""71"": 1}"
frame_lock,264560,first,0,93406,71,False,,0,,2,True,False,,0,13.7045538425446,,0,0,Haltepunkt Trachau,ok,51.0887592582104,False,2019-08-20 00:00:00,True,0,True,4358,7551007269,dresden,"{""71"": 2}"
frame_lock,264560,start,0,93406,71,False,,0,,2,True,False,,0,13.7045538425446,,0,0,Haltepunkt Trachau,ok,51.0887592582104,False,2019-08-20 19:38:00,True,0,True,4358,7551007269,dresden,"{""71"": 2}"
frame_lock,264560,end,0,93406,71,False,,0,,2,True,False,,0,13.7045538425446,,0,0,Haltepunkt Trachau,ok,51.0887592582104,False,2019-08-20 19:40:00,True,0,True,4358,7551007269,dresden,"{""71"": 2}"
frame_lock,264560,last,0,93406,71,False,,0,,2,True,False,,0,13.7045538425446,,0,0,Haltepunkt Trachau,ok,51.0887592582104,False,2019-08-20 23:59:00,True,0,True,4358,7551007269,dresden,"{""71"": 2}"
frame_lock,264595,first,0,93153,71,False,,0,,3,True,False,,0,13.7692809104919,,0,0,Gutenbergstraße,ok,51.0587713199203,False,2019-08-20 00:00:00,True,0,True,4389,7551006387,dresden,"{""71"": 3}"
frame_lock,264595,start,0,93153,71,False,,0,,4,True,False,,0,13.7692809104919,,0,0,Gutenbergstraße,ok,51.0587713199203,False,2019-08-20 01:10:00,True,0,True,4389,7551006387,dresden,"{""71"": 4}"
frame_lock,273621,end,0,93153,71,False,,0,,1,True,False,,0,13.75137984752655,,0,0,Park Inn,ok,51.060089620046995,False,2019-08-20 01:19:00,True,0,True,4423,7551006387,dresden,"{""71"": 1}"
frame_lock,273621,start,0,93153,71,False,,0,,3,True,False,,0,13.75137984752655,,0,0,Park Inn,ok,51.060089620046995,False,2019-08-20 14:26:00,True,0,True,4423,7551006387,dresden,"{""71"": 3}"
frame_lock,20737015,end,0,93153,71,False,,0,,1,True,True,,0,13.734563333333,,12,0,BIKE 93153,ok,51.04852,False,2019-08-20 14:40:00,False,0,True,0,7551006387,dresden,"{""71"": 1}"
frame_lock,20737015,start,0,93153,71,False,,0,,1,True,True,,0,13.733881111111,,12,0,BIKE 93153,ok,51.048608888889,False,2019-08-20 16:29:00,False,0,True,0,7551006387,dresden,"{""71"": 1}"
frame_lock,14103,end,0,93153,71,False,,0,,5,True,False,,0,13.736576,,7,0,Ibis Hotel Königstein / Prager Straße,ok,51.046156,False,2019-08-20 16:33:00,True,0,True,4417,7551006387,dresden,"{""15"": 1, ""71"": 4}"
frame_lock,14103,start,0,93153,71,False,,0,,5,True,False,,0,13.736576,,7,0,Ibis Hotel Königstein / Prager Straße,ok,51.046156,False,2019-08-20 16:53:00,True,0,True,4417,7551006387,dresden,"{""71"": 5}"
frame_lock,20745461,end,0,93153,71,False,,0,,1,True,True,,0,13.743151111111,,12,0,BIKE 93153,ok,51.048542222222,False,2019-08-20 16:58:00,False,0,True,0,7551006387,dresden,"{""71"": 1}"
frame_lock,20745461,start,0,93153,71,False,,0,,1,True,True,,0,13.743348888889,,12,0,BIKE 93153,ok,51.048551111111,False,2019-08-20 19:31:00,False,0,True,0,7551006387,dresden,"{""71"": 1}"
frame_lock,264594,end,0,93153,71,False,,0,,2,True,False,,0,13.765482902526855,,0,0,Bönischplatz / Konsum,ok,51.056262737238356,False,2019-08-20 19:44:00,True,0,True,4388,7551006387,dresden,"{""71"": 2}"
frame_lock,264594,last,0,93153,71,False,,0,,2,True,False,,0,13.765482902526855,,0,0,Bönischplatz / Konsum,ok,51.056262737238356,False,2019-08-20 23:59:00,True,0,True,4388,7551006387,dresden,"{""71"": 2}"
frame_lock,127640,first,0,93552,71,False,,0,,3,True,False,,0,13.7363541126251,,0,0,Vapiano / Prager Str.,ok,51.0445980659557,False,2019-08-20 00:00:00,True,0,True,4402,7551006363,dresden,"{""71"": 3}"
frame_lock,127640,start,0,93552,71,False,,0,,5,True,False,,0,13.7363541126251,,0,0,Vapiano / Prager Str.,ok,51.0445980659557,False,2019-08-20 19:38:00,True,0,True,4402,7551006363,dresden,"{""71"": 5}"
frame_lock,127640,end,0,93552,71,False,,0,,5,True,False,,0,13.7363541126251,,0,0,Vapiano / Prager Str.,ok,51.0445980659557,False,2019-08-20 19:40:00,True,0,True,4402,7551006363,dresden,"{""71"": 5}"
frame_lock,127640,last,0,93552,71,False,,0,,3,True,False,,0,13.7363541126251,,0,0,Vapiano / Prager Str.,ok,51.0445980659557,False,2019-08-20 23:59:00,True,0,True,4402,7551006363,dresden,"{""71"": 3}"
frame_lock,310792,first,0,93533,71,False,,0,,8,True,False,,0,13.70167851448059,,0,0,Bonhoeffer Platz,ok,51.038466106820756,False,2019-08-20 00:00:00,True,0,True,4438,7551005503,dresden,"{""71"": 8}"
frame_lock,310792,start,0,93533,71,False,,0,,5,True,False,,0,13.70167851448059,,0,0,Bonhoeffer Platz,ok,51.038466106820756,False,2019-08-20 05:21:00,True,0,True,4438,7551005503,dresden,"{""71"": 5}"
frame_lock,4405638,end,0,93533,71,False,traffic_sign,0,,6,True,False,,0,13.752731680870056,,0,0,August-Bebel-Str. / hinter dem Haus 83 rechts,ok,51.03112895073994,False,2019-08-20 08:12:00,True,0,True,4456,7551005503,dresden,"{""71"": 6}"
frame_lock,4405638,start,0,93533,71,False,traffic_sign,0,,4,True,False,,0,13.752731680870056,,0,0,August-Bebel-Str. / hinter dem Haus 83 rechts,ok,51.03112895073994,False,2019-08-20 16:23:00,True,0,True,4456,7551005503,dresden,"{""71"": 4}"
frame_lock,4405638,end,0,93533,71,False,traffic_sign,0,,5,True,False,,0,13.752731680870056,,0,0,August-Bebel-Str. / hinter dem Haus 83 rechts,ok,51.03112895073994,False,2019-08-20 16:41:00,True,0,True,4456,7551005503,dresden,"{""71"": 5}"
frame_lock,4405638,start,0,93533,71,False,traffic_sign,0,,5,True,False,,0,13.752731680870056,,0,0,August-Bebel-Str. / hinter dem Haus 83 rechts,ok,51.03112895073994,False,2019-08-20 19:38:00,True,0,True,4456,7551005503,dresden,"{""71"": 5}"
frame_lock,4405638,end,0,93533,71,False,traffic_sign,0,,5,True,False,,0,13.752731680870056,,0,0,August-Bebel-Str. / hinter dem Haus 83 rechts,ok,51.03112895073994,False,2019-08-20 19:40:00,True,0,True,4456,7551005503,dresden,"{""71"": 5}"
frame_lock,4405638,last,0,93533,71,False,traffic_sign,0,,5,True,False,,0,13.752731680870056,,0,0,August-Bebel-Str. / hinter dem Haus 83 rechts,ok,51.03112895073994,False,2019-08-20 23:59:00,True,0,True,4456,7551005503,dresden,"{""71"": 5}"
frame_lock,637850,first,0,93618,71,False,free,0,,4,True,False,,0,13.749545216560364,,0,0,Archivstr. / Wigardstr.,ok,51.05784410425207,False,2019-08-20 00:00:00,True,0,True,4442,7551002970,dresden,"{""71"": 4}"
frame_lock,20734548,start,0,93618,71,False,,0,,1,True,True,,0,13.751853333333,,12,0,BIKE 93618,ok,51.056151111111,False,2019-08-20 15:31:00,False,0,True,0,7551002970,dresden,"{""71"": 1}"
frame_lock,264580,start,0,93618,71,False,,0,,8,True,False,,0,13.7629723548889,,0,0,Holzhofgasse,ok,51.0627463359157,False,2019-08-20 16:25:00,True,0,True,4378,7551002970,dresden,"{""71"": 8}"
frame_lock,637850,end,0,93618,71,False,free,0,,2,True,False,,0,13.749545216560364,,0,0,Archivstr. / Wigardstr.,ok,51.05784410425207,False,2019-08-20 16:35:00,True,0,True,4442,7551002970,dresden,"{""71"": 2}"
frame_lock,20748158,start,0,93618,71,False,,0,,1,True,True,,0,13.749617777778,,12,0,BIKE 93618,ok,51.059626666667,False,2019-08-20 19:38:00,False,0,True,0,7551002970,dresden,"{""71"": 1}"
frame_lock,20748158,end,0,93618,71,False,,0,,1,True,True,,0,13.749617777778,,12,0,BIKE 93618,ok,51.059626666667,False,2019-08-20 19:40:00,False,0,True,0,7551002970,dresden,"{""71"": 1}"
frame_lock,637850,last,0,93618,71,False,free,0,,3,True,False,,0,13.749545216560364,,0,0,Archivstr. / Wigardstr.,ok,51.05784410425207,False,2019-08-20 23:59:00,True,0,True,4442,7551002970,dresden,"{""71"": 3}"
frame_lock,2985,first,0,93018,71,False,,0,,1,True,False,,0,13.747313618659973,,0,0,Albertplatz,ok,51.06389595884549,False,2019-08-20 10:37:00,True,0,True,4302,7551005457,dresden,"{""71"": 1}"
frame_lock,2985,start,0,93018,71,False,,0,,3,True,False,,0,13.747313618659973,,0,0,Albertplatz,ok,51.06389595884549,False,2019-08-20 11:24:00,True,0,True,4302,7551005457,dresden,"{""71"": 3}"
frame_lock,2985,end,0,93018,71,False,,0,,3,True,False,,0,13.747313618659973,,0,0,Albertplatz,ok,51.06389595884549,False,2019-08-20 11:26:00,True,0,True,4302,7551005457,dresden,"{""71"": 3}"
frame_lock,2985,start,0,93018,71,False,,0,,3,True,False,,0,13.747313618659973,,0,0,Albertplatz,ok,51.06389595884549,False,2019-08-20 19:38:00,True,0,True,4302,7551005457,dresden,"{""71"": 3}"
frame_lock,2985,end,0,93018,71,False,,0,,2,True,False,,0,13.747313618659973,,0,0,Albertplatz,ok,51.06389595884549,False,2019-08-20 19:41:00,True,0,True,4302,7551005457,dresden,"{""71"": 2}"
