p_rack_locks,p_bike_racks,b_state,p_spot,b_active,p_booked_bikes,p_place_type,datetime,b_number,trip,p_uid,p_bikes,p_lat,b_electric_lock,b_bike_type,p_name,p_free_racks,p_address,b_lock_types,city,p_number,b_pedelec_battery,p_lng,b_boardcomputer,p_maintenance,p_terminal_type,p_bike,p_bike_types
False,0,ok,True,True,0,0,2019-01-20 00:00:00,93716,first,264546,3,51.033547810554,False,15,Strehlener Platz,0,,analog_code_lock,dresden,4346,0,13.748799562454,0,False,,False,"{""undefined"": 2, ""15"": 1}"
False,0,ok,True,True,0,0,2019-01-20 09:40:00,93716,start,264546,3,51.033547810554,False,15,Strehlener Platz,0,,analog_code_lock,dresden,4346,0,13.748799562454,0,False,,False,"{""undefined"": 2, ""15"": 1}"
False,0,ok,True,True,0,0,2019-01-20 09:58:00,93716,end,264595,2,51.05877131992,False,15,Gutenbergstraße,0,,analog_code_lock,dresden,4389,0,13.769280910492,0,False,,False,"{""15"": 2}"
False,0,ok,True,True,0,0,2019-01-20 17:36:00,93716,start,264595,3,51.05877131992,False,15,Gutenbergstraße,0,,analog_code_lock,dresden,4389,0,13.769280910492,0,False,,False,"{""15"": 3}"
False,0,ok,True,True,0,0,2019-01-20 19:39:00,93716,end,100894,1,51.067152506933,False,15,Waldschlösschen,0,,analog_code_lock,dresden,4361,0,13.776479959488,0,False,,False,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-20 19:46:00,93716,start,100894,1,51.067152506933,False,15,Waldschlösschen,0,,analog_code_lock,dresden,4361,0,13.776479959488,0,False,,False,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-20 19:55:00,93716,end,264595,2,51.05877131992,False,15,Gutenbergstraße,0,,analog_code_lock,dresden,4389,0,13.769280910492,0,False,,False,"{""undefined"": 1, ""15"": 1}"
False,0,ok,True,True,0,0,2019-01-20 23:59:00,93716,last,264595,2,51.05877131992,False,15,Gutenbergstraße,0,,analog_code_lock,dresden,4389,0,13.769280910492,0,False,,False,"{""undefined"": 1, ""15"": 1}"
False,0,ok,False,True,0,12,2019-01-20 00:00:00,93762,first,12089761,1,51.049557787832,False,15,BIKE 93762,0,,analog_code_lock,dresden,0,0,13.738853428513,22458,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-20 23:59:00,93762,last,12089761,1,51.049557787832,False,15,BIKE 93762,0,,analog_code_lock,dresden,0,0,13.738853428513,22458,False,,True,"{""15"": 1}"
