p_rack_locks,p_bike_racks,b_state,p_spot,b_active,p_booked_bikes,p_place_type,datetime,b_number,trip,p_uid,p_bikes,p_lat,b_electric_lock,b_bike_type,p_name,p_free_racks,p_address,b_lock_types,city,p_number,b_pedelec_battery,p_lng,b_boardcomputer,p_maintenance,p_terminal_type,p_bike,p_bike_types
False,0,ok,False,True,0,12,2019-01-28 00:00:00,93716,first,12283853,1,51.04104,True,15,BIKE 93716,0,,frame_lock,dresden,0,0,13.722966666667,7551005499,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-28 20:23:00,93716,start,12302361,1,51.041442222222,True,15,BIKE 93716,0,,frame_lock,dresden,0,0,13.722482222222,7551005499,False,,True,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-28 20:40:00,93716,end,10299517,2,51.033547810554,True,15,Reichenbachstraße / Gutzkowstraße (Wohnheim),0,,frame_lock,dresden,4480,0,13.740307688713,7551005499,False,free,False,"{""15"": 2}"
False,0,ok,True,True,0,0,2019-01-28 23:59:00,93716,last,10299517,1,51.033547810554,True,15,Reichenbachstraße / Gutzkowstraße (Wohnheim),0,,frame_lock,dresden,4480,0,13.740307688713,7551005499,False,free,False,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-28 00:00:00,93025,first,264543,2,51.059813151008,True,15,Alter katholischer Friedhof,0,,frame_lock,dresden,4343,0,13.718238472939,7551006389,False,,False,"{""15"": 2}"
False,0,ok,True,True,0,0,2019-01-28 17:14:00,93025,start,264543,3,51.059813151008,True,15,Alter katholischer Friedhof,0,,frame_lock,dresden,4343,0,13.718238472939,7551006389,False,,False,"{""15"": 3}"
False,0,ok,False,True,0,12,2019-01-28 17:20:00,93025,end,12301425,1,51.057422222222,True,15,BIKE 93025,0,,frame_lock,dresden,0,0,13.727264444444,7551006389,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-28 18:30:00,93025,start,12301425,1,51.057408888889,True,15,BIKE 93025,0,,frame_lock,dresden,0,0,13.727545555555,7551006389,False,,True,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-28 18:50:00,93025,end,264601,5,51.058828638098,True,15,Pfotenhauer Straße,0,,frame_lock,dresden,4394,0,13.777638673782,7551006389,False,,False,"{""undefined"": 1, ""15"": 4}"
False,0,ok,True,True,0,0,2019-01-28 19:56:00,93025,start,264601,5,51.058828638098,True,15,Pfotenhauer Straße,0,,frame_lock,dresden,4394,0,13.777638673782,7551006389,False,,False,"{""undefined"": 1, ""15"": 4}"
False,0,ok,True,True,0,0,2019-01-28 20:11:00,93025,end,274411,2,51.048989102287,True,15,Hüblerplatz,0,,frame_lock,dresden,4424,0,13.793367147446,7551006389,False,,False,"{""15"": 2}"
