p_rack_locks,p_bike_racks,b_state,p_spot,b_active,p_booked_bikes,p_place_type,datetime,b_number,trip,p_uid,p_bikes,p_lat,b_electric_lock,b_bike_type,p_name,p_free_racks,p_address,b_lock_types,city,p_number,b_pedelec_battery,p_lng,b_boardcomputer,p_maintenance,p_terminal_type,p_bike,p_bike_types
False,0,ok,False,True,0,12,2019-01-31 00:00:00,93716,first,12357659,1,51.043613333333,True,15,BIKE 93716,0,,frame_lock,dresden,0,0,13.738843333333,7551005499,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-31 23:59:00,93716,last,12372018,1,51.044132777778,True,15,BIKE 93716,0,,frame_lock,dresden,0,0,13.737775486111,7551005499,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-31 00:00:00,93789,first,12357943,1,51.051195555556,True,15,BIKE 93789,0,,frame_lock,dresden,0,0,13.720624444444,7551003441,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-31 05:59:00,93789,start,12360412,1,51.051244444444,True,15,BIKE 93789,0,,frame_lock,dresden,0,0,13.719787777778,7551003441,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-31 06:06:00,93789,end,12362231,1,51.051648888889,True,15,BIKE 93789,0,,frame_lock,dresden,0,0,13.739493333333,7551003441,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-31 13:51:00,93789,start,12367153,1,51.050824444445,True,15,BIKE 93789,0,,frame_lock,dresden,0,0,13.739468333333,7551003441,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-31 14:02:00,93789,end,12371935,1,51.061537777778,True,15,BIKE 93789,0,,frame_lock,dresden,0,0,13.742777777778,7551003441,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-31 17:14:00,93789,start,12374780,1,51.062417777778,True,15,BIKE 93789,0,,frame_lock,dresden,0,0,13.739147777778,7551003441,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-31 17:23:00,93789,end,12376538,1,51.051111111111,True,15,BIKE 93789,0,,frame_lock,dresden,0,0,13.739578888889,7551003441,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-31 23:59:00,93789,last,12376538,1,51.050846666667,True,15,BIKE 93789,0,,frame_lock,dresden,0,0,13.739470277778,7551003441,False,,True,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-31 00:00:00,93731,first,264605,4,51.048412423104,True,15,Barbarossaplatz,0,,frame_lock,dresden,4398,0,13.790733218193,7551006403,False,,False,"{""undefined"": 2, ""15"": 2}"
False,0,ok,True,True,0,0,2019-01-31 15:30:00,93731,start,264605,3,51.048412423104,True,15,Barbarossaplatz,0,,frame_lock,dresden,4398,0,13.790733218193,7551006403,False,,False,"{""undefined"": 1, ""15"": 2}"
