p_rack_locks,p_bike_racks,b_state,p_spot,b_active,p_booked_bikes,p_place_type,datetime,b_number,trip,p_uid,p_bikes,p_lat,b_electric_lock,b_bike_type,p_name,p_free_racks,p_address,b_lock_types,city,p_number,b_pedelec_battery,p_lng,b_boardcomputer,p_maintenance,p_terminal_type,p_bike,p_bike_types
False,0,ok,True,True,0,0,2019-01-27 00:00:00,93716,first,338637,1,51.055706379924,True,15,Bhf. Mitte - Weißeritzstraße,0,,frame_lock,dresden,4300,0,13.722803592682,7551005499,False,,False,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-27 00:41:00,93716,start,338637,1,51.055706379924,True,15,Bhf. Mitte - Weißeritzstraße,0,,frame_lock,dresden,4300,0,13.722803592682,7551005499,False,,False,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-27 00:47:00,93716,end,10299537,4,51.050166045123,True,15,Cottaer Straße (Haltestelle),0,,frame_lock,dresden,4481,0,13.712477087975,7551005499,False,free,False,"{""undefined"": 1, ""15"": 3}"
False,0,ok,True,True,0,0,2019-01-27 02:45:00,93716,start,10299537,3,51.050166045123,True,15,Cottaer Straße (Haltestelle),0,,frame_lock,dresden,4481,0,13.712477087975,7551005499,False,free,False,"{""15"": 3}"
False,0,ok,False,True,0,12,2019-01-27 02:59:00,93716,end,12265156,1,51.041462222222,True,15,BIKE 93716,0,,frame_lock,dresden,0,0,13.723424444444,7551005499,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-27 23:59:00,93716,last,12283853,1,51.04104,True,15,BIKE 93716,0,,frame_lock,dresden,0,0,13.722966666667,7551005499,False,,True,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-27 00:00:00,93025,first,264543,2,51.059813151008,True,15,Alter katholischer Friedhof,0,,frame_lock,dresden,4343,0,13.718238472939,7551006389,False,,False,"{""15"": 2}"
False,0,ok,True,True,0,0,2019-01-27 23:59:00,93025,last,264543,2,51.059813151008,True,15,Alter katholischer Friedhof,0,,frame_lock,dresden,4343,0,13.718238472939,7551006389,False,,False,"{""15"": 2}"
False,0,ok,False,True,0,12,2019-01-27 00:00:00,93789,first,12216438,1,51.043927225758,True,15,BIKE 93789,0,,frame_lock,dresden,0,0,13.695635623026,7551003441,False,,True,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-27 23:59:00,93789,last,310791,4,51.046001084414,True,15,Conertplatz,0,,frame_lock,dresden,4437,0,13.6929666996,7551003441,False,,False,"{""15"": 4}"
False,0,ok,True,True,0,0,2019-01-27 00:00:00,93430,first,120,5,51.040476453474,False,0,Hauptbahnhof,0,,analog_code_lock,dresden,4313,0,13.733623623848,1499,True,,False,"{""undefined"": 3, ""15"": 2}"
False,0,ok,True,True,0,0,2019-01-27 00:17:00,93430,start,120,5,51.040476453474,False,0,Hauptbahnhof,0,,analog_code_lock,dresden,4313,0,13.733623623848,1499,True,,False,"{""undefined"": 3, ""15"": 2}"
False,0,ok,True,True,0,0,2019-01-27 00:47:00,93430,start,120,5,51.040476453474,False,0,Hauptbahnhof,0,,analog_code_lock,dresden,4313,0,13.733623623848,1499,True,,False,"{""undefined"": 2, ""15"": 3}"
False,0,ok,True,True,0,0,2019-01-27 00:50:00,93430,end,120,5,51.040476453474,False,0,Hauptbahnhof,0,,analog_code_lock,dresden,4313,0,13.733623623848,1499,True,,False,"{""undefined"": 2, ""15"": 3}"
False,0,ok,True,True,0,0,2019-01-27 07:32:00,93430,start,120,5,51.040476453474,False,0,Hauptbahnhof,0,,analog_code_lock,dresden,4313,0,13.733623623848,1499,True,,False,"{""undefined"": 2, ""15"": 3}"
False,0,ok,True,True,0,0,2019-01-27 07:43:00,93430,end,120,5,51.040476453474,False,0,Hauptbahnhof,0,,analog_code_lock,dresden,4313,0,13.733623623848,1499,True,,False,"{""undefined"": 2, ""15"": 3}"
False,0,ok,True,True,0,0,2019-01-27 08:45:00,93430,start,120,5,51.040476453474,False,0,Hauptbahnhof,0,,analog_code_lock,dresden,4313,0,13.733623623848,1499,True,,False,"{""undefined"": 2, ""15"": 3}"
False,0,ok,True,True,0,0,2019-01-27 08:50:00,93430,end,120,5,51.040476453474,False,0,Hauptbahnhof,0,,analog_code_lock,dresden,4313,0,13.733623623848,1499,True,,False,"{""undefined"": 2, ""15"": 3}"
False,0,ok,True,True,0,0,2019-01-27 09:00:00,93430,start,120,5,51.040476453474,False,0,Hauptbahnhof,0,,analog_code_lock,dresden,4313,0,13.733623623848,1499,True,,False,"{""undefined"": 2, ""15"": 3}"
False,0,ok,True,True,0,0,2019-01-27 10:03:00,93430,end,120,5,51.040476453474,False,0,Hauptbahnhof,0,,analog_code_lock,dresden,4313,0,13.733623623848,1499,True,,False,"{""undefined"": 2, ""15"": 3}"
False,0,ok,True,True,0,0,2019-01-27 11:35:00,93430,start,120,5,51.040476453474,False,0,Hauptbahnhof,0,,analog_code_lock,dresden,4313,0,13.733623623848,1499,True,,False,"{""undefined"": 2, ""15"": 3}"
False,0,ok,True,True,0,0,2019-01-27 14:06:00,93430,end,120,5,51.040476453474,False,0,Hauptbahnhof,0,,analog_code_lock,dresden,4313,0,13.733623623848,1499,True,,False,"{""undefined"": 2, ""15"": 3}"
False,0,ok,True,True,0,0,2019-01-27 14:42:00,93430,start,120,5,51.040476453474,False,0,Hauptbahnhof,0,,analog_code_lock,dresden,4313,0,13.733623623848,1499,True,,False,"{""undefined"": 2, ""15"": 3}"
False,0,ok,True,True,0,0,2019-01-27 14:56:00,93430,end,12936,1,51.042628372186,False,0,Großer Garten / Lennéstraße,0,,analog_code_lock,dresden,4314,0,13.751079440117,1499,False,,False,"{""undefined"": 1}"
False,0,ok,True,True,0,0,2019-01-27 23:59:00,93430,last,12936,1,51.042628372186,False,0,Großer Garten / Lennéstraße,0,,analog_code_lock,dresden,4314,0,13.751079440117,1499,False,,False,"{""undefined"": 1}"
False,0,ok,True,True,0,0,2019-01-27 00:00:00,93513,first,264601,4,51.058828638098,False,15,Pfotenhauer Straße,0,,analog_code_lock,dresden,4394,0,13.777638673782,0,False,,False,"{""undefined"": 1, ""15"": 3}"
False,0,ok,True,True,0,0,2019-01-27 13:48:00,93513,start,264601,4,51.058828638098,False,15,Pfotenhauer Straße,0,,analog_code_lock,dresden,4394,0,13.777638673782,0,False,,False,"{""undefined"": 1, ""15"": 3}"
False,0,ok,True,True,0,0,2019-01-27 14:01:00,93513,end,176054,1,51.068905419327,False,15,Bischofsweg / Kamenzer Str.,0,,analog_code_lock,dresden,4312,0,13.758975863457,0,False,,False,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-27 23:59:00,93513,last,176054,4,51.068905419327,False,15,Bischofsweg / Kamenzer Str.,0,,analog_code_lock,dresden,4312,0,13.758975863457,0,False,,False,"{""15"": 4}"
False,0,ok,False,True,0,12,2019-01-27 00:00:00,93147,first,12260618,1,51.068435555556,True,0,BIKE 93147,0,,frame_lock,dresden,0,0,13.751235,7551003506,False,,True,"{""undefined"": 1}"
False,0,ok,False,True,0,12,2019-01-27 00:20:00,93147,start,12260618,1,51.068435555556,True,0,BIKE 93147,0,,frame_lock,dresden,0,0,13.751235,7551003506,False,,True,"{""undefined"": 1}"
False,0,ok,False,True,0,12,2019-01-27 00:34:00,93147,end,12263422,1,51.090413333333,True,0,BIKE 93147,0,,frame_lock,dresden,0,0,13.767017777778,7551003506,False,,True,"{""undefined"": 1}"
False,0,ok,False,True,0,12,2019-01-27 05:22:00,93147,start,12263422,1,51.090548888889,True,0,BIKE 93147,0,,frame_lock,dresden,0,0,13.766929583333,7551003506,False,,True,"{""undefined"": 1}"
False,0,ok,True,True,0,0,2019-01-27 05:36:00,93147,end,121771,1,51.071143657107,True,0,Schauburg,0,,frame_lock,dresden,4327,0,13.750328421593,7551003506,False,,False,"{""undefined"": 1}"
False,0,ok,True,True,0,0,2019-01-27 07:58:00,93147,start,121771,1,51.071143657107,True,0,Schauburg,0,,frame_lock,dresden,4327,0,13.750328421593,7551003506,False,,False,"{""undefined"": 1}"
