p_rack_locks,p_bike_racks,b_state,p_spot,b_active,p_booked_bikes,p_place_type,datetime,b_number,trip,p_uid,p_bikes,p_lat,b_electric_lock,b_bike_type,p_name,p_free_racks,p_address,b_lock_types,city,p_number,b_pedelec_battery,p_lng,b_boardcomputer,p_maintenance,p_terminal_type,p_bike,p_bike_types
False,0,ok,True,True,0,0,2019-01-24 00:00:00,93716,first,264593,2,51.05400017581,False,15,Güntzplatz,0,,analog_code_lock,dresden,4387,0,13.758552074432,0,False,,False,"{""undefined"": 1, ""15"": 1}"
False,0,ok,True,True,0,0,2019-01-24 08:20:00,93716,start,264593,2,51.05400017581,False,15,Güntzplatz,0,,analog_code_lock,dresden,4387,0,13.758552074432,0,False,,False,"{""undefined"": 1, ""15"": 1}"
False,0,ok,True,True,0,0,2019-01-24 08:23:00,93716,end,264593,2,51.05400017581,False,15,Güntzplatz,0,,analog_code_lock,dresden,4387,0,13.758552074432,0,False,,False,"{""undefined"": 1, ""15"": 1}"
False,0,ok,True,True,0,0,2019-01-24 09:00:00,93716,start,264593,2,51.05400017581,False,15,Güntzplatz,0,,analog_code_lock,dresden,4387,0,13.758552074432,0,False,,False,"{""undefined"": 1, ""15"": 1}"
False,0,ok,True,True,0,0,2019-01-24 09:02:00,93716,end,264593,2,51.05400017581,False,15,Güntzplatz,0,,analog_code_lock,dresden,4387,0,13.758552074432,0,False,,False,"{""undefined"": 1, ""15"": 1}"
False,0,ok,True,True,0,0,2019-01-24 09:15:00,93716,start,264593,2,51.05400017581,False,15,Güntzplatz,0,,analog_code_lock,dresden,4387,0,13.758552074432,0,False,,False,"{""undefined"": 1, ""15"": 1}"
False,0,ok,True,True,0,0,2019-01-24 09:17:00,93716,end,264593,2,51.05400017581,False,15,Güntzplatz,0,,analog_code_lock,dresden,4387,0,13.758552074432,0,False,,False,"{""undefined"": 1, ""15"": 1}"
False,0,ok,True,True,0,0,2019-01-24 11:42:00,93716,last,264593,2,51.05400017581,False,15,Güntzplatz,0,,analog_code_lock,dresden,4387,0,13.758552074432,0,False,,False,"{""undefined"": 1, ""15"": 1}"
False,0,ok,False,True,0,12,2019-01-24 00:00:00,93025,first,12185771,1,51.057489166667,True,15,BIKE 93025,0,,frame_lock,dresden,0,0,13.725555902778,7551006389,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-24 09:00:00,93025,start,12185771,1,51.057500147569,True,15,BIKE 93025,0,,frame_lock,dresden,0,0,13.725433101129,7551006389,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-24 09:02:00,93025,end,12185771,1,51.057500147569,True,15,BIKE 93025,0,,frame_lock,dresden,0,0,13.725433101129,7551006389,False,,True,"{""15"": 1}"
