p_rack_locks,p_bike_racks,b_state,p_spot,b_active,p_booked_bikes,p_place_type,datetime,b_number,trip,p_uid,p_bikes,p_lat,b_electric_lock,b_bike_type,p_name,p_free_racks,p_address,b_lock_types,city,p_number,b_pedelec_battery,p_lng,b_boardcomputer,p_maintenance,p_terminal_type,p_bike,p_bike_types
False,0,ok,True,True,0,0,2019-01-25 11:42:00,93716,start,264548,5,51.03376708728,True,15,Nürnberger Ei,0,,frame_lock,dresden,4348,0,13.722910881043,7551005499,False,free,False,"{""undefined"": 2, ""15"": 3}"
False,0,ok,False,True,0,12,2019-01-25 12:13:00,93716,end,12229078,1,51.037533333333,True,15,BIKE 93716,0,,frame_lock,dresden,0,0,13.718586666667,7551005499,False,,True,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-25 23:59:00,93716,last,264548,2,51.03376708728,True,15,Nürnberger Ei,0,,frame_lock,dresden,4348,0,13.722910881043,7551005499,False,free,False,"{""undefined"": 1, ""15"": 1}"
False,0,ok,True,True,0,0,2019-01-25 00:00:00,93025,first,338637,4,51.055706379924,True,15,Bhf. Mitte - Weißeritzstraße,0,,frame_lock,dresden,4300,0,13.722803592682,7551006389,False,,False,"{""undefined"": 1, ""15"": 3}"
False,0,ok,True,True,0,0,2019-01-25 12:01:00,93025,start,338637,4,51.055706379924,True,15,Bhf. Mitte - Weißeritzstraße,0,,frame_lock,dresden,4300,0,13.722803592682,7551006389,False,,False,"{""15"": 4}"
False,0,ok,True,True,0,0,2019-01-25 12:06:00,93025,end,264543,3,51.059813151008,True,15,Alter katholischer Friedhof,0,,frame_lock,dresden,4343,0,13.718238472939,7551006389,False,,False,"{""undefined"": 1, ""15"": 2}"
False,0,ok,True,True,0,0,2019-01-25 23:59:00,93025,last,264543,2,51.059813151008,True,15,Alter katholischer Friedhof,0,,frame_lock,dresden,4343,0,13.718238472939,7551006389,False,,False,"{""15"": 2}"
False,0,ok,False,True,0,12,2019-01-25 00:00:00,93789,first,12216438,1,51.044051111111,True,15,BIKE 93789,0,,frame_lock,dresden,0,0,13.695462222222,7551003441,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-25 23:59:00,93789,last,12216438,1,51.044370037978,True,15,BIKE 93789,0,,frame_lock,dresden,0,0,13.695080801866,7551003441,False,,True,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-25 00:00:00,93513,first,121811,1,51.045818964226,False,15,Wormserstraße,0,,analog_code_lock,dresden,4328,0,13.787916898727,0,False,,False,"{""15"": 1}"
