p_rack_locks,p_bike_racks,b_state,p_spot,b_active,p_booked_bikes,p_place_type,datetime,b_number,trip,p_uid,p_bikes,p_lat,b_electric_lock,b_bike_type,p_name,p_free_racks,p_address,b_lock_types,city,p_number,b_pedelec_battery,p_lng,b_boardcomputer,p_maintenance,p_terminal_type,p_bike,p_bike_types
False,0,ok,True,True,0,0,2019-01-29 00:00:00,93716,first,10299517,1,51.033547810554,True,15,Reichenbachstraße / Gutzkowstraße (Wohnheim),0,,frame_lock,dresden,4480,0,13.740307688713,7551005499,False,free,False,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-29 08:10:00,93716,start,10299517,1,51.033547810554,True,15,Reichenbachstraße / Gutzkowstraße (Wohnheim),0,,frame_lock,dresden,4480,0,13.740307688713,7551005499,False,free,False,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-29 08:24:00,93716,end,96479,1,51.057948627674,True,15,Goldener Reiter,0,,frame_lock,dresden,4421,0,13.741482496262,7551005499,False,,False,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-29 13:24:00,93716,start,96479,1,51.057948627674,True,15,Goldener Reiter,0,,frame_lock,dresden,4421,0,13.741482496262,7551005499,False,,False,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-29 13:33:00,93716,end,12321983,1,51.043951111111,True,15,BIKE 93716,0,,frame_lock,dresden,0,0,13.738586666667,7551005499,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-29 23:59:00,93716,last,12325000,1,51.044007777778,True,15,BIKE 93716,0,,frame_lock,dresden,0,0,13.737693888889,7551005499,False,,True,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-29 00:00:00,93025,first,274411,3,51.048989102287,True,15,Hüblerplatz,0,,frame_lock,dresden,4424,0,13.793367147446,7551006389,False,,False,"{""undefined"": 1, ""15"": 2}"
False,0,ok,True,True,0,0,2019-01-29 06:39:00,93025,last,274411,3,51.048989102287,True,15,Hüblerplatz,0,,frame_lock,dresden,4424,0,13.793367147446,7551006389,False,,False,"{""undefined"": 1, ""15"": 2}"
False,0,ok,True,True,0,0,2019-01-29 00:08:00,93789,first,264578,5,51.06413531956,True,15,Martin-Luther-Platz (Kirche),0,,frame_lock,dresden,4376,0,13.756663799286,7551003441,False,,False,"{""undefined"": 2, ""15"": 3}"
False,0,ok,True,True,0,0,2019-01-29 07:15:00,93789,start,264578,5,51.06413531956,True,15,Martin-Luther-Platz (Kirche),0,,frame_lock,dresden,4376,0,13.756663799286,7551003441,False,,False,"{""undefined"": 2, ""15"": 3}"
False,0,ok,True,True,0,0,2019-01-29 08:14:00,93789,end,96479,1,51.057948627674,True,15,Goldener Reiter,0,,frame_lock,dresden,4421,0,13.741482496262,7551003441,False,,False,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-29 08:16:00,93789,start,96479,1,51.057948627674,True,15,Goldener Reiter,0,,frame_lock,dresden,4421,0,13.741482496262,7551003441,False,,False,"{""15"": 1}"
