p_rack_locks,p_bike_racks,b_state,p_spot,b_active,p_booked_bikes,p_place_type,datetime,b_number,trip,p_uid,p_bikes,p_lat,b_electric_lock,b_bike_type,p_name,p_free_racks,p_address,b_lock_types,city,p_number,b_pedelec_battery,p_lng,b_boardcomputer,p_maintenance,p_terminal_type,p_bike,p_bike_types
False,0,ok,True,True,0,0,2019-01-21 00:00:00,93716,first,264595,2,51.05877131992,False,15,Gutenbergstraße,0,,analog_code_lock,dresden,4389,0,13.769280910492,0,False,,False,"{""undefined"": 1, ""15"": 1}"
False,0,ok,True,True,0,0,2019-01-21 06:06:00,93716,start,264595,2,51.05877131992,False,15,Gutenbergstraße,0,,analog_code_lock,dresden,4389,0,13.769280910492,0,False,,False,"{""undefined"": 1, ""15"": 1}"
False,0,ok,True,True,0,0,2019-01-21 06:18:00,93716,end,73,3,51.065183772328,False,15,Bf. Dresden-Neustadt,0,,analog_code_lock,dresden,4332,0,13.741219639778,0,False,free,False,"{""undefined"": 1, ""15"": 2}"
False,0,ok,True,True,0,0,2019-01-21 10:33:00,93716,start,73,2,51.065183772328,False,15,Bf. Dresden-Neustadt,0,,analog_code_lock,dresden,4332,0,13.741219639778,0,False,free,False,"{""15"": 2}"
False,0,ok,False,True,0,12,2019-01-21 11:01:00,93716,start,12132818,1,51.065203456259,False,15,BIKE 93716,0,,analog_code_lock,dresden,0,0,13.741510341364,0,False,,True,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-21 11:20:00,93716,end,14262,2,51.074982791812,False,15,Königsbrücker Platz,0,,analog_code_lock,dresden,4308,0,13.749507665634,0,False,,False,"{""15"": 2}"
False,0,ok,True,True,0,0,2019-01-21 11:49:00,93716,start,14262,1,51.074982791812,False,15,Königsbrücker Platz,0,,analog_code_lock,dresden,4308,0,13.749507665634,0,False,,False,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-21 11:58:00,93716,end,10299599,2,51.06798,False,15,Louisenstraße,0,,analog_code_lock,dresden,4484,0,13.74754,0,False,free,False,"{""15"": 2}"
False,0,ok,True,True,0,0,2019-01-21 15:35:00,93716,start,10299599,1,51.06798,False,15,Louisenstraße,0,,analog_code_lock,dresden,4484,0,13.74754,0,False,free,False,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-21 15:48:00,93716,end,4405800,5,51.051430635181,False,15,Marschnerstr. / Holbeinstr.,0,,analog_code_lock,dresden,4465,0,13.759705424309,0,False,free,False,"{""undefined"": 3, ""15"": 2}"
False,0,ok,True,True,0,0,2019-01-21 23:59:00,93716,last,4405800,4,51.051430635181,False,15,Marschnerstr. / Holbeinstr.,0,,analog_code_lock,dresden,4465,0,13.759705424309,0,False,free,False,"{""undefined"": 2, ""15"": 2}"
False,0,ok,False,True,0,12,2019-01-21 00:00:00,93025,first,12121321,1,51.051293333333,True,15,BIKE 93025,0,,frame_lock,dresden,0,0,13.720644444444,7551006389,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-21 23:59:00,93025,last,12138998,1,51.051128888889,True,15,BIKE 93025,0,,frame_lock,dresden,0,0,13.720771180555,7551006389,False,,True,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-21 00:00:00,93789,first,176054,3,51.068905419327,True,15,Bischofsweg / Kamenzer Str.,0,,frame_lock,dresden,4312,0,13.758975863457,7551003441,False,,False,"{""undefined"": 1, ""15"": 2}"
False,0,ok,True,True,0,0,2019-01-21 19:59:00,93789,start,176054,3,51.068905419327,True,15,Bischofsweg / Kamenzer Str.,0,,frame_lock,dresden,4312,0,13.758975863457,7551003441,False,,False,"{""15"": 3}"
False,0,ok,False,True,0,12,2019-01-21 20:12:00,93789,end,12144309,1,51.051368888889,True,15,BIKE 93789,0,,frame_lock,dresden,0,0,13.745967777778,7551003441,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-21 23:59:00,93789,last,12144309,1,51.051457777778,True,15,BIKE 93789,0,,frame_lock,dresden,0,0,13.745699444445,7551003441,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-21 07:16:00,93513,first,12128328,1,51.066218950376,False,15,BIKE 93513,0,,analog_code_lock,dresden,0,0,13.74009763822,0,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-21 19:22:00,93513,start,12128328,1,51.066218950376,False,15,BIKE 93513,0,,analog_code_lock,dresden,0,0,13.74009763822,0,False,,True,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-21 22:24:00,93513,end,338637,2,51.055706379924,False,15,Bhf. Mitte - Weißeritzstraße,0,,analog_code_lock,dresden,4300,0,13.722803592682,0,False,,False,"{""15"": 2}"
False,0,ok,True,True,0,0,2019-01-21 23:38:00,93513,start,338637,2,51.055706379924,False,15,Bhf. Mitte - Weißeritzstraße,0,,analog_code_lock,dresden,4300,0,13.722803592682,0,False,,False,"{""15"": 2}"
False,0,ok,True,True,0,0,2019-01-21 23:53:00,93513,end,73,5,51.065183772328,False,15,Bf. Dresden-Neustadt,0,,analog_code_lock,dresden,4332,0,13.741219639778,0,False,free,False,"{""undefined"": 1, ""15"": 4}"
False,0,ok,True,True,0,0,2019-01-21 23:59:00,93513,last,73,5,51.065183772328,False,15,Bf. Dresden-Neustadt,0,,analog_code_lock,dresden,4332,0,13.741219639778,0,False,free,False,"{""undefined"": 1, ""15"": 4}"
False,0,ok,True,True,0,0,2019-01-21 15:48:00,93692,first,338637,1,51.055706379924,False,15,Bhf. Mitte - Weißeritzstraße,0,,analog_code_lock,dresden,4300,0,13.722803592682,0,False,,False,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-21 16:49:00,93692,start,338637,1,51.055706379924,False,15,Bhf. Mitte - Weißeritzstraße,0,,analog_code_lock,dresden,4300,0,13.722803592682,0,False,,False,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-21 16:54:00,93692,end,12140447,1,51.04871931175,False,15,BIKE 93692,0,,analog_code_lock,dresden,0,0,13.721108436584,0,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-21 23:59:00,93692,last,12140447,1,51.04871931175,False,15,BIKE 93692,0,,analog_code_lock,dresden,0,0,13.721108436584,0,False,,True,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-21 00:00:00,93006,first,121812,1,51.038155777082,False,15,Hepkestraße,0,,analog_code_lock,dresden,4319,0,13.786323666573,1069,False,,False,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-21 11:37:00,93006,start,121812,1,51.038155777082,False,15,Hepkestraße,0,,analog_code_lock,dresden,4319,0,13.786323666573,1069,False,,False,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-21 11:54:00,93006,end,264602,2,51.054222727738,False,15,Uniklinikum,0,,analog_code_lock,dresden,4395,0,13.781125545502,1069,False,,False,"{""undefined"": 1, ""15"": 1}"
False,0,ok,True,True,0,0,2019-01-21 14:33:00,93006,start,264602,1,51.054222727738,False,15,Uniklinikum,0,,analog_code_lock,dresden,4395,0,13.781125545502,1069,False,,False,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-21 14:44:00,93006,end,264595,3,51.05877131992,False,15,Gutenbergstraße,0,,analog_code_lock,dresden,4389,0,13.769280910492,1069,False,,False,"{""undefined"": 2, ""15"": 1}"
False,0,ok,True,True,0,0,2019-01-21 23:59:00,93006,last,264595,5,51.05877131992,False,15,Gutenbergstraße,0,,analog_code_lock,dresden,4389,0,13.769280910492,1069,False,,False,"{""undefined"": 3, ""15"": 2}"
False,0,ok,False,True,0,12,2019-01-21 00:00:00,93488,first,12111413,1,51.070576864114,False,0,BIKE 93488,0,,analog_code_lock,dresden,0,0,13.738902714103,1026,False,,True,"{""undefined"": 1}"
False,0,ok,False,True,0,12,2019-01-21 23:59:00,93488,last,12124278,1,51.06930953,False,0,BIKE 93488,0,,analog_code_lock,dresden,0,0,13.73879595,1026,False,,True,"{""undefined"": 1}"
False,6,ok,True,True,0,0,2019-01-21 00:00:00,93373,first,265881,5,51.087377752691,False,0,DVB Trachenberger Straße,0,,analog_code_lock,dresden,4305,0,13.73007774353,1110,False,stele,False,"{""undefined"": 3, ""15"": 2}"
False,6,ok,True,True,0,0,2019-01-21 10:14:00,93373,last,265881,4,51.087377752691,False,0,DVB Trachenberger Straße,2,,analog_code_lock,dresden,4305,0,13.73007774353,1110,False,stele,False,"{""undefined"": 1, ""15"": 3}"
False,0,ok,True,True,0,0,2019-01-21 00:00:00,93340,first,10299726,5,51.05658,False,0,Manitiusstraße,0,,analog_code_lock,dresden,4496,0,13.71493,1138,False,free,False,"{""undefined"": 3, ""15"": 2}"
