p_rack_locks,p_bike_racks,b_state,p_spot,b_active,p_booked_bikes,p_place_type,datetime,b_number,trip,p_uid,p_bikes,p_lat,b_electric_lock,b_bike_type,p_name,p_free_racks,p_address,b_lock_types,city,p_number,b_pedelec_battery,p_lng,b_boardcomputer,p_maintenance,p_terminal_type,p_bike,p_bike_types
False,0,ok,True,True,0,0,2019-01-26 00:00:00,93716,first,264548,2,51.03376708728,True,15,Nürnberger Ei,0,,frame_lock,dresden,4348,0,13.722910881043,7551005499,False,free,False,"{""undefined"": 1, ""15"": 1}"
False,0,ok,True,True,0,0,2019-01-26 00:54:00,93716,start,264548,2,51.03376708728,True,15,Nürnberger Ei,0,,frame_lock,dresden,4348,0,13.722910881043,7551005499,False,free,False,"{""undefined"": 1, ""15"": 1}"
False,0,ok,True,True,0,0,2019-01-26 01:01:00,93716,end,264574,4,51.033662509278,True,15,Chemnitzer Straße,0,,frame_lock,dresden,4372,0,13.71099114418,7551005499,False,,False,"{""undefined"": 2, ""15"": 2}"
False,0,ok,False,True,0,12,2019-01-26 03:24:00,93716,start,12243690,1,51.034613333333,True,15,BIKE 93716,0,,frame_lock,dresden,0,0,13.712173333333,7551005499,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-26 03:46:00,93716,end,12244524,1,51.065924444444,True,15,BIKE 93716,0,,frame_lock,dresden,0,0,13.740374444444,7551005499,False,,True,"{""15"": 1}"
False,0,ok,False,True,0,12,2019-01-26 22:55:00,93716,start,12261523,1,51.06428,True,15,BIKE 93716,0,,frame_lock,dresden,0,0,13.741561111111,7551005499,False,,True,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-26 23:06:00,93716,end,338637,2,51.055706379924,True,15,Bhf. Mitte - Weißeritzstraße,0,,frame_lock,dresden,4300,0,13.722803592682,7551005499,False,,False,"{""15"": 2}"
False,0,ok,True,True,0,0,2019-01-26 23:59:00,93716,last,338637,1,51.055706379924,True,15,Bhf. Mitte - Weißeritzstraße,0,,frame_lock,dresden,4300,0,13.722803592682,7551005499,False,,False,"{""15"": 1}"
False,0,ok,True,True,0,0,2019-01-26 00:00:00,93025,first,264543,2,51.059813151008,True,15,Alter katholischer Friedhof,0,,frame_lock,dresden,4343,0,13.718238472939,7551006389,False,,False,"{""15"": 2}"
False,0,ok,True,True,0,0,2019-01-26 23:59:00,93025,last,264543,2,51.059813151008,True,15,Alter katholischer Friedhof,0,,frame_lock,dresden,4343,0,13.718238472939,7551006389,False,,False,"{""15"": 2}"
