p_name,b_electric_lock,p_lat,p_uid,p_terminal_type,p_rack_locks,b_lock_types,p_number,b_number,p_free_racks,p_special_racks,p_address,b_active,p_spot,b_bike_type,city,p_bike_types,b_battery_pack,p_lng,p_maintenance,p_bikes,b_state,p_booked_bikes,trip,p_free_special_racks,b_pedelec_battery,b_boardcomputer,p_bike_racks,datetime,p_place_type,p_bike
BIKE 93462,True,51.051622222222,15133255,,False,frame_lock,0,93462,0,0,,True,False,0,dresden,"{""undefined"": 1}",,13.758414444444,False,1,ok,0,first,0,,7551004409,0,2019-04-30 00:00:00,12,True
BIKE 93462,True,51.051546666667,15141908,,False,frame_lock,0,93462,0,0,,True,False,0,dresden,"{""undefined"": 1}",,13.758032222222,False,1,ok,0,start,0,,7551004409,0,2019-04-30 11:09:00,12,True
St.-Benno-Gymnasium,True,51.049933356791,264538,,False,frame_lock,4340,93462,0,0,,True,True,0,dresden,"{""undefined"": 1, ""15"": 1}",,13.757055401802,False,2,ok,0,end,0,,7551004409,0,2019-04-30 11:12:00,0,False
St.-Benno-Gymnasium,True,51.049933356791,264538,,False,frame_lock,4340,93462,0,0,,True,True,0,dresden,"{""undefined"": 1, ""15"": 2}",,13.757055401802,False,3,ok,0,start,0,,7551004409,0,2019-04-30 11:23:00,0,False
BIKE 93462,True,51.048768888889,15157409,,False,frame_lock,0,93462,0,0,,True,False,0,dresden,"{""undefined"": 1}",,13.758403333333,False,1,ok,0,end,0,,7551004409,0,2019-04-30 11:52:00,12,True
BIKE 93462,True,51.048777777778,15157409,,False,frame_lock,0,93462,0,0,,True,False,0,dresden,"{""undefined"": 1}",,13.758308888889,False,1,ok,0,start,0,,7551004409,0,2019-04-30 13:24:00,12,True
BIKE 93462,True,51.048777777778,15157409,,False,frame_lock,0,93462,0,0,,True,False,0,dresden,"{""undefined"": 1}",,13.758308888889,False,1,ok,0,end,0,,7551004409,0,2019-04-30 13:27:00,12,True
BIKE 93462,True,51.048986666667,15157409,,False,frame_lock,0,93462,0,0,,True,False,0,dresden,"{""undefined"": 1}",,13.757977777778,False,1,ok,0,start,0,,7551004409,0,2019-04-30 19:03:00,12,True
BIKE 93462,True,51.048986666667,15157409,,False,frame_lock,0,93462,0,0,,True,False,0,dresden,"{""undefined"": 1}",,13.757977777778,False,1,ok,0,end,0,,7551004409,0,2019-04-30 19:05:00,12,True
BIKE 93462,True,51.048986666667,15157409,,False,frame_lock,0,93462,0,0,,True,False,0,dresden,"{""undefined"": 1}",,13.757977777778,False,1,ok,0,start,0,,7551004409,0,2019-04-30 19:24:00,12,True
Bf. Dresden-Neustadt,True,51.065183772328,73,free,False,frame_lock,4332,93462,0,0,,True,True,0,dresden,"{""undefined"": 1, ""71"": 1, ""15"": 1}",,13.741219639778,False,3,ok,0,end,0,,7551004409,0,2019-04-30 19:41:00,0,False
Bf. Dresden-Neustadt,True,51.065183772328,73,free,False,frame_lock,4332,93462,0,0,,True,True,0,dresden,"{""undefined"": 1, ""71"": 1}",,13.741219639778,False,2,ok,0,start,0,,7551004409,0,2019-04-30 22:32:00,0,False
Martin-Luther-Platz (Kirche),True,51.06413531956,264578,,False,frame_lock,4376,93462,0,0,,True,True,0,dresden,"{""undefined"": 2, ""71"": 1, ""15"": 2}",,13.756663799286,False,5,ok,0,end,0,,7551004409,0,2019-04-30 22:44:00,0,False
Martin-Luther-Platz (Kirche),True,51.06413531956,264578,,False,frame_lock,4376,93462,0,0,,True,True,0,dresden,"{""undefined"": 1, ""71"": 1, ""15"": 1}",,13.756663799286,False,3,ok,0,last,0,,7551004409,0,2019-04-30 23:59:00,0,False
BIKE 93539,True,51.049813333333,15120232,,False,frame_lock,0,93539,0,0,,True,False,15,dresden,"{""15"": 1}",,13.75386,False,1,ok,0,first,0,,7551006822,0,2019-04-30 00:00:00,12,True
BIKE 93539,True,51.049684444444,15160487,,False,frame_lock,0,93539,0,0,,True,False,15,dresden,"{""15"": 1}",,13.753442222222,False,1,ok,0,start,0,,7551006822,0,2019-04-30 13:24:00,12,True
BIKE 93539,True,51.049684444444,15160487,,False,frame_lock,0,93539,0,0,,True,False,15,dresden,"{""15"": 1}",,13.753442222222,False,1,ok,0,end,0,,7551006822,0,2019-04-30 13:27:00,12,True
BIKE 93539,True,51.049617777778,15160487,,False,frame_lock,0,93539,0,0,,True,False,15,dresden,"{""15"": 1}",,13.753078888889,False,1,ok,0,start,0,,7551006822,0,2019-04-30 17:14:00,12,True
BIKE 93539,True,51.059284444444,15175608,,False,frame_lock,0,93539,0,0,,True,False,15,dresden,"{""15"": 1}",,13.755198888889,False,1,ok,0,end,0,,7551006822,0,2019-04-30 17:33:00,12,True
BIKE 93539,True,51.059195555556,15175608,,False,frame_lock,0,93539,0,0,,True,False,15,dresden,"{""15"": 1}",,13.755344444444,False,1,ok,0,start,0,,7551006822,0,2019-04-30 18:40:00,12,True
BIKE 93539,True,51.049697777778,15179550,,False,frame_lock,0,93539,0,0,,True,False,15,dresden,"{""15"": 1}",,13.753148888889,False,1,ok,0,end,0,,7551006822,0,2019-04-30 18:50:00,12,True
BIKE 93539,True,51.049631111111,15179550,,False,frame_lock,0,93539,0,0,,True,False,15,dresden,"{""15"": 1}",,13.753243333333,False,1,ok,0,start,0,,7551006822,0,2019-04-30 19:03:00,12,True
