p_name,b_electric_lock,p_lat,p_uid,p_terminal_type,p_rack_locks,b_lock_types,p_number,b_number,p_free_racks,p_address,b_active,p_spot,b_bike_type,city,p_bike_types,b_battery_pack,p_lng,p_maintenance,p_bikes,b_state,p_booked_bikes,trip,b_pedelec_battery,b_boardcomputer,p_bike_racks,datetime,p_place_type,p_bike
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,first,,7551006822,6,2019-04-16 00:00:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,last,,7551006822,6,2019-04-16 23:59:00,0,False
BIKE 93054,True,51.061342222222,14523471,,False,frame_lock,0,93054,0,,True,False,15,dresden,"{""15"": 1}",,13.791534444444,False,1,ok,0,first,,7551006192,0,2019-04-16 00:00:00,12,True
Waldpark,True,51.058110469927,264534,,False,frame_lock,4338,93054,0,,True,True,15,dresden,"{""undefined"": 1, ""15"": 4}",,13.792535662651,False,5,ok,0,start,,7551006192,0,2019-04-16 04:12:00,0,False
Waldpark,True,51.058110469927,264534,,False,frame_lock,4338,93054,0,,True,True,15,dresden,"{""undefined"": 2, ""15"": 3}",,13.792535662651,False,5,ok,0,end,,7551006192,0,2019-04-16 10:21:00,0,False
Waldpark,True,51.058110469927,264534,,False,frame_lock,4338,93054,0,,True,True,15,dresden,"{""undefined"": 2, ""15"": 2}",,13.792535662651,False,4,ok,0,start,,7551006192,0,2019-04-16 12:05:00,0,False
Pirnaischer Platz,True,51.048972240425,9972732,,False,frame_lock,4315,93054,0,,True,True,15,dresden,"{""undefined"": 2, ""71"": 1, ""15"": 2}",,13.74415397644,False,5,ok,0,end,,7551006192,0,2019-04-16 12:49:00,0,False
Pirnaischer Platz,True,51.048972240425,9972732,,False,frame_lock,4315,93054,0,,True,True,15,dresden,"{""undefined"": 1, ""15"": 1}",,13.74415397644,False,2,ok,0,start,,7551006192,0,2019-04-16 15:25:00,0,False
BIKE 93054,True,51.052644444444,14552586,,False,frame_lock,0,93054,0,,True,False,15,dresden,"{""15"": 1}",,13.727077777778,False,1,ok,0,end,,7551006192,0,2019-04-16 15:31:00,12,True
BIKE 93054,True,51.052635555556,14552586,,False,frame_lock,0,93054,0,,True,False,15,dresden,"{""15"": 1}",,13.726824444444,False,1,ok,0,start,,7551006192,0,2019-04-16 15:53:00,12,True
