p_name,b_electric_lock,p_lat,p_uid,p_terminal_type,p_rack_locks,b_lock_types,p_number,b_number,p_free_racks,p_address,b_active,p_spot,b_bike_type,city,p_bike_types,b_battery_pack,p_lng,p_maintenance,p_bikes,b_state,p_booked_bikes,trip,b_pedelec_battery,b_boardcomputer,p_bike_racks,datetime,p_place_type,p_bike
BIKE 93462,True,51.0226,14694714,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.697948888889,False,1,ok,0,first,,7551004409,0,2019-04-20 00:00:00,12,True
BIKE 93462,True,51.022768888889,14694714,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.697968888889,False,1,ok,0,start,,7551004409,0,2019-04-20 03:29:00,12,True
BIKE 93462,True,51.022768888889,14694714,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.697968888889,False,1,ok,0,end,,7551004409,0,2019-04-20 03:31:00,12,True
BIKE 93462,True,51.022688888889,14743052,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.697926666667,False,1,ok,0,last,,7551004409,0,2019-04-20 23:59:00,12,True
BIKE 93539,True,51.005248888889,14679072,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.805868888889,False,1,ok,0,first,,7551006822,0,2019-04-20 00:00:00,12,True
BIKE 93539,True,51.005182222222,14679072,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.806402222222,False,1,ok,0,start,,7551006822,0,2019-04-20 03:29:00,12,True
BIKE 93539,True,51.005182222222,14679072,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.806402222222,False,1,ok,0,end,,7551006822,0,2019-04-20 03:31:00,12,True
BIKE 93539,True,51.005377777778,14735255,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.805743333333,False,1,ok,0,last,,7551006822,0,2019-04-20 23:59:00,12,True
Großer Garten / Winterbergstraße,True,51.032893347693,21692,,False,frame_lock,4317,93054,0,,True,True,15,dresden,"{""15"": 3}",,13.774495124817,False,3,ok,0,first,,7551006192,0,2019-04-20 00:00:00,7,False
Großer Garten / Winterbergstraße,True,51.032893347693,21692,,False,frame_lock,4317,93054,0,,True,True,15,dresden,"{""15"": 3}",,13.774495124817,False,3,ok,0,start,,7551006192,0,2019-04-20 01:51:00,7,False
Schillergalerie,True,51.051369935647,329097,,False,frame_lock,4399,93054,1,,True,True,15,dresden,"{""undefined"": 2, ""15"": 3}",,13.804289102554,False,5,ok,0,end,,7551006192,6,2019-04-20 02:10:00,0,False
Schillergalerie,True,51.051369935647,329097,,False,frame_lock,4399,93054,1,,True,True,15,dresden,"{""undefined"": 2, ""15"": 3}",,13.804289102554,False,5,ok,0,start,,7551006192,6,2019-04-20 03:29:00,0,False
Schillergalerie,True,51.051369935647,329097,,False,frame_lock,4399,93054,1,,True,True,15,dresden,"{""undefined"": 2, ""15"": 3}",,13.804289102554,False,5,ok,0,end,,7551006192,6,2019-04-20 03:31:00,0,False
Schillergalerie,True,51.051369935647,329097,,False,frame_lock,4399,93054,4,,True,True,15,dresden,"{""undefined"": 1, ""15"": 1}",,13.804289102554,False,2,ok,0,start,,7551006192,6,2019-04-20 12:36:00,0,False
Sächsische Dampfschifffahrt,True,51.053683206066,1031808,stele,False,frame_lock,4447,93054,5,,True,True,15,dresden,"{""15"": 1}",,13.741117715836,False,1,ok,0,end,,7551006192,6,2019-04-20 13:06:00,0,False
Sächsische Dampfschifffahrt,True,51.053683206066,1031808,stele,False,frame_lock,4447,93054,0,,True,True,15,dresden,"{""undefined"": 2, ""15"": 3}",,13.741117715836,False,5,ok,0,start,,7551006192,6,2019-04-20 17:41:00,0,False
