p_name,b_electric_lock,p_lat,p_uid,p_terminal_type,p_rack_locks,b_lock_types,p_number,b_number,p_free_racks,p_address,b_active,p_spot,b_bike_type,city,p_bike_types,b_battery_pack,p_lng,p_maintenance,p_bikes,b_state,p_booked_bikes,trip,b_pedelec_battery,b_boardcomputer,p_bike_racks,datetime,p_place_type,p_bike
BIKE 93462,True,51.023622222222,14784926,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.69856,False,1,ok,0,first,,7551004409,0,2019-04-22 00:00:00,12,True
BIKE 93462,True,51.022462222222,14814724,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.698032222222,False,1,ok,0,last,,7551004409,0,2019-04-22 23:59:00,12,True
BIKE 93539,True,51.005346666667,14752520,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.805777777778,False,1,ok,0,first,,7551006822,0,2019-04-22 00:00:00,12,True
BIKE 93539,True,51.00556,14796282,,False,frame_lock,0,93539,0,Senftenberger Straße 6,True,False,15,dresden,"{""15"": 1}",,13.805796666667,False,1,ok,0,start,,7551006822,0,2019-04-22 14:53:00,12,True
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,0,,True,True,15,dresden,"{""undefined"": 1, ""71"": 1, ""15"": 3}",,13.799300193787,False,5,ok,0,end,,7551006822,6,2019-04-22 15:25:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,0,,True,True,15,dresden,"{""undefined"": 1, ""71"": 1, ""15"": 3}",,13.799300193787,False,5,ok,0,last,,7551006822,6,2019-04-22 23:59:00,0,False
Beherbergungsschiff (Pöppelmann),True,51.064283655155,316914,,False,frame_lock,4422,93054,0,,True,True,15,dresden,"{""undefined"": 3, ""15"": 2}",,13.732169866562,False,5,ok,0,first,,7551006192,0,2019-04-22 00:00:00,0,False
Beherbergungsschiff (Pöppelmann),True,51.064283655155,316914,,False,frame_lock,4422,93054,0,,True,True,15,dresden,"{""undefined"": 3, ""15"": 2}",,13.732169866562,False,5,ok,0,last,,7551006192,0,2019-04-22 12:37:00,0,False
BIKE 93415,True,51.081688888889,14690765,,False,frame_lock,0,93415,0,Hellerschanze,True,False,0,dresden,"{""undefined"": 1}",,13.749658888889,False,1,ok,0,first,,7551002520,0,2019-04-22 00:00:00,12,True
BIKE 93415,True,51.081688888889,14690765,,False,frame_lock,0,93415,0,Hellerschanze,True,False,0,dresden,"{""undefined"": 1}",,13.749658888889,False,1,ok,0,last,,7551002520,0,2019-04-22 23:59:00,12,True
BIKE 93697,True,51.06464,14785372,,False,frame_lock,0,93697,0,,True,False,15,dresden,"{""15"": 1}",,13.787128888889,False,1,ok,0,first,,7551006885,0,2019-04-22 00:00:00,12,True
BIKE 93697,True,51.065048888889,14785372,,False,frame_lock,0,93697,0,,True,False,15,dresden,"{""15"": 1}",,13.787425555556,False,1,ok,0,last,,7551006885,0,2019-04-22 06:22:00,12,True
BIKE 93383,True,51.059293333333,14783619,,False,frame_lock,0,93383,0,,True,False,0,dresden,"{""undefined"": 1}",,13.704254444444,False,1,ok,0,first,,7551002753,0,2019-04-22 00:00:00,12,True
BIKE 93383,True,51.058831111111,14820390,,False,frame_lock,0,93383,0,,True,False,0,dresden,"{""undefined"": 1}",,13.706044444444,False,1,ok,0,last,,7551002753,0,2019-04-22 23:59:00,12,True
Martin-Luther-Platz (Kirche),True,51.06413531956,264578,,False,frame_lock,4376,93481,0,,True,True,0,dresden,"{""undefined"": 1, ""71"": 2, ""15"": 1}",,13.756663799286,False,4,ok,0,first,,7551002454,0,2019-04-22 00:00:00,0,False
Martin-Luther-Platz (Kirche),True,51.06413531956,264578,,False,frame_lock,4376,93481,0,,True,True,0,dresden,"{""undefined"": 1, ""71"": 1, ""15"": 1}",,13.756663799286,False,3,ok,0,start,,7551002454,0,2019-04-22 12:06:00,0,False
BIKE 93481,True,51.067848888889,14798905,,False,frame_lock,0,93481,0,Alaunstraße 57,True,False,0,dresden,"{""undefined"": 1}",,13.752392222222,False,1,ok,0,end,,7551002454,0,2019-04-22 12:16:00,12,True
