p_name,b_electric_lock,p_lat,p_uid,p_terminal_type,p_rack_locks,b_lock_types,p_number,b_number,p_free_racks,p_address,b_active,p_spot,b_bike_type,city,p_bike_types,b_battery_pack,p_lng,p_maintenance,p_bikes,b_state,p_booked_bikes,trip,b_pedelec_battery,b_boardcomputer,p_bike_racks,datetime,p_place_type,p_bike
Wundtstr. / Zellescher Weg,True,51.02837,4405670,free,False,frame_lock,4458,93539,0,,True,True,15,dresden,"{""15"": 5}",,13.74773,False,5,ok,0,first,,7551006822,0,2019-04-10 07:44:00,0,False
Wundtstr. / Zellescher Weg,True,51.02837,4405670,free,False,frame_lock,4458,93539,0,,True,True,15,dresden,"{""71"": 1, ""15"": 4}",,13.74773,False,5,ok,0,start,,7551006822,0,2019-04-10 08:24:00,0,False
BIKE 93539,True,51.045426666667,14313110,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.736387777778,False,1,ok,0,end,,7551006822,0,2019-04-10 08:41:00,12,True
Vapiano / Prager Str.,True,51.044598065956,127640,,False,frame_lock,4402,93539,0,,True,True,15,dresden,"{""15"": 1}",,13.736354112625,False,1,ok,0,start,,7551006822,0,2019-04-10 10:42:00,0,False
TU Dresden Hörsaalzentrum,True,51.029205917714,4405587,sign,False,frame_lock,4452,93539,0,,True,True,15,dresden,"{""15"": 1}",,13.730576634407,False,1,ok,0,end,,7551006822,0,2019-04-10 10:51:00,0,False
TU Dresden Hörsaalzentrum,True,51.029205917714,4405587,sign,False,frame_lock,4452,93539,0,,True,True,15,dresden,"{""15"": 2}",,13.730576634407,False,2,ok,0,start,,7551006822,0,2019-04-10 11:00:00,0,False
BIKE 93539,True,51.037053333333,14318565,,False,frame_lock,0,93539,0,Fritz-Löffler-Straße,True,False,15,dresden,"{""15"": 1}",,13.73142,False,1,ok,0,end,,7551006822,0,2019-04-10 11:24:00,12,True
BIKE 93539,True,51.036671111111,14323581,,False,frame_lock,0,93539,0,Fritz-Löffler-Straße,True,False,15,dresden,"{""15"": 1}",,13.732674444444,False,1,ok,0,start,,7551006822,0,2019-04-10 14:55:00,12,True
BIKE 93539,True,51.046351111111,14328249,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.737035555556,False,1,ok,0,end,,7551006822,0,2019-04-10 15:06:00,12,True
Dresden Thalia (Dr.-Külz-Ring/Prager Str.),True,51.047039830317,69118,,False,frame_lock,4415,93539,0,,True,True,15,dresden,"{""15"": 1}",,13.736633062363,False,1,ok,0,start,,7551006822,0,2019-04-10 16:10:00,0,False
BIKE 93539,True,51.04528,14331506,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.737688888889,False,1,ok,0,end,,7551006822,0,2019-04-10 16:12:00,12,True
BIKE 93539,True,51.045368888889,14331506,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.737223333333,False,1,ok,0,start,,7551006822,0,2019-04-10 16:42:00,12,True
Reichenbachstraße / Gutzkowstraße (Wohnheim),True,51.033547810554,10299517,free,False,frame_lock,4480,93539,0,,True,True,15,dresden,"{""15"": 3}",,13.740307688713,False,3,ok,0,end,,7551006822,0,2019-04-10 17:00:00,0,False
Reichenbachstraße / Gutzkowstraße (Wohnheim),True,51.033547810554,10299517,free,False,frame_lock,4480,93539,0,,True,True,15,dresden,"{""15"": 3}",,13.740307688713,False,3,ok,0,start,,7551006822,0,2019-04-10 17:30:00,0,False
Weberplatz,True,51.03022,4783682,traffic_sign,False,frame_lock,4457,93539,0,,True,True,15,dresden,"{""undefined"": 1, ""71"": 1, ""15"": 1}",,13.74926,False,3,ok,0,end,,7551006822,0,2019-04-10 17:36:00,0,False
Weberplatz,True,51.03022,4783682,traffic_sign,False,frame_lock,4457,93539,0,,True,True,15,dresden,"{""71"": 3, ""15"": 1}",,13.74926,False,4,ok,0,start,,7551006822,0,2019-04-10 19:26:00,0,False
Nürnberger Ei,True,51.03376708728,264548,free,False,frame_lock,4348,93539,0,,True,True,15,dresden,"{""71"": 2, ""15"": 2}",,13.722910881043,False,4,ok,0,end,,7551006822,0,2019-04-10 19:44:00,0,False
Nürnberger Ei,True,51.03376708728,264548,free,False,frame_lock,4348,93539,0,,True,True,15,dresden,"{""undefined"": 1, ""71"": 2, ""15"": 2}",,13.722910881043,False,5,ok,0,last,,7551006822,0,2019-04-10 23:59:00,0,False
BIKE 93675,True,51.066106666667,14301033,,False,frame_lock,0,93675,0,,True,False,15,dresden,"{""15"": 1}",,13.743686666667,False,1,ok,0,first,,7551003091,0,2019-04-10 00:00:00,12,True
BIKE 93675,True,51.064217777778,14339209,,False,frame_lock,0,93675,0,,True,False,15,dresden,"{""15"": 1}",,13.745015555556,False,1,ok,0,start,,7551003091,0,2019-04-10 23:07:00,12,True
BIKE 93675,True,51.056355555556,14343661,,False,frame_lock,0,93675,0,,True,False,15,dresden,"{""15"": 1}",,13.745801111111,False,1,ok,0,end,,7551003091,0,2019-04-10 23:15:00,12,True
BIKE 93675,True,51.056533333333,14343661,,False,frame_lock,0,93675,0,,True,False,15,dresden,"{""15"": 1}",,13.745556666667,False,1,ok,0,last,,7551003091,0,2019-04-10 23:59:00,12,True
Martin-Luther-Platz (Kirche),True,51.06413531956,264578,,False,frame_lock,4376,93415,0,,True,True,0,dresden,"{""undefined"": 3, ""15"": 2}",,13.756663799286,False,5,ok,0,first,,7551002520,0,2019-04-10 10:00:00,0,False
Martin-Luther-Platz (Kirche),True,51.06413531956,264578,,False,frame_lock,4376,93415,0,,True,True,0,dresden,"{""undefined"": 1, ""15"": 2}",,13.756663799286,False,3,ok,0,start,,7551002520,0,2019-04-10 16:50:00,0,False
BIKE 93415,True,51.065004444444,14333884,,False,frame_lock,0,93415,0,,True,False,0,dresden,"{""undefined"": 1}",,13.749581111111,False,1,ok,0,end,,7551002520,0,2019-04-10 17:01:00,12,True
BIKE 93415,True,51.064955555556,14333884,,False,frame_lock,0,93415,0,,True,False,0,dresden,"{""undefined"": 1}",,13.7494,False,1,ok,0,start,,7551002520,0,2019-04-10 18:00:00,12,True
BIKE 93415,True,51.065324444444,14336366,,False,frame_lock,0,93415,0,,True,False,0,dresden,"{""undefined"": 1}",,13.758097777778,False,1,ok,0,end,,7551002520,0,2019-04-10 18:05:00,12,True
BIKE 93415,True,51.065715555556,14336366,,False,frame_lock,0,93415,0,,True,False,0,dresden,"{""undefined"": 1}",,13.758038888889,False,1,ok,0,last,,7551002520,0,2019-04-10 23:59:00,12,True
BIKE 93697,True,51.061115555556,14301174,,False,frame_lock,0,93697,0,,True,False,15,dresden,"{""15"": 1}",,13.734746666667,False,1,ok,0,first,,7551006885,0,2019-04-10 00:00:00,12,True
BIKE 93697,True,51.061115555556,14301174,,False,frame_lock,0,93697,0,,True,False,15,dresden,"{""15"": 1}",,13.734746666667,False,1,ok,0,last,,7551006885,0,2019-04-10 03:46:00,12,True
Rothermundstr. / Zwinglistr.,True,51.033352147368,4442319,free,False,frame_lock,4405,93544,0,,True,True,15,dresden,"{""undefined"": 1, ""71"": 2, ""15"": 2}",,13.782976269722,False,5,ok,0,first,,7551006179,0,2019-04-10 04:44:00,0,False
Rothermundstr. / Zwinglistr.,True,51.033352147368,4442319,free,False,frame_lock,4405,93544,0,,True,True,15,dresden,"{""undefined"": 2, ""15"": 3}",,13.782976269722,False,5,ok,0,last,,7551006179,0,2019-04-10 23:59:00,0,False
Martin-Luther-Platz (Kirche),True,51.06413531956,264578,,False,frame_lock,4376,93261,0,,True,True,0,dresden,"{""undefined"": 3, ""15"": 2}",,13.756663799286,False,5,ok,0,first,,7551006641,0,2019-04-10 10:00:00,0,False
Martin-Luther-Platz (Kirche),True,51.06413531956,264578,,False,frame_lock,4376,93261,0,,True,True,0,dresden,"{""undefined"": 1, ""15"": 1}",,13.756663799286,False,2,ok,0,start,,7551006641,0,2019-04-10 17:53:00,0,False
BIKE 93261,True,51.066911111111,14336202,,False,frame_lock,0,93261,0,,True,False,0,dresden,"{""undefined"": 1}",,13.755946666667,False,1,ok,0,end,,7551006641,0,2019-04-10 18:00:00,12,True
BIKE 93261,True,51.066911111111,14336202,,False,frame_lock,0,93261,0,,True,False,0,dresden,"{""undefined"": 1}",,13.755747777778,False,1,ok,0,start,,7551006641,0,2019-04-10 20:17:00,12,True
BIKE 93261,True,51.063791111111,14340609,,False,frame_lock,0,93261,0,,True,False,0,dresden,"{""undefined"": 1}",,13.757934444444,False,1,ok,0,end,,7551006641,0,2019-04-10 20:26:00,12,True
BIKE 93261,True,51.063964444444,14340609,,False,frame_lock,0,93261,0,,True,False,0,dresden,"{""undefined"": 1}",,13.758254444444,False,1,ok,0,last,,7551006641,0,2019-04-10 23:59:00,12,True
BIKE 93481,True,51.06132,14295816,,False,frame_lock,0,93481,0,,True,False,0,dresden,"{""undefined"": 1}",,13.713364444444,False,1,ok,0,first,,7551002454,0,2019-04-10 00:00:00,12,True
BIKE 93481,True,51.061386666667,14295816,,False,frame_lock,0,93481,0,,True,False,0,dresden,"{""undefined"": 1}",,13.713376666667,False,1,ok,0,start,,7551002454,0,2019-04-10 07:35:00,12,True
Bonhoeffer Platz,True,51.038466106821,310792,,False,frame_lock,4438,93481,0,,True,True,0,dresden,"{""undefined"": 1}",,13.701678514481,False,1,ok,0,end,,7551002454,0,2019-04-10 07:52:00,0,False
