p_name,b_electric_lock,p_lat,p_uid,p_terminal_type,p_rack_locks,b_lock_types,p_number,b_number,p_free_racks,p_address,b_active,p_spot,b_bike_type,city,p_bike_types,b_battery_pack,p_lng,p_maintenance,p_bikes,b_state,p_booked_bikes,trip,b_pedelec_battery,b_boardcomputer,p_bike_racks,datetime,p_place_type,p_bike
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,first,,7551006822,6,2019-04-15 00:00:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,start,,7551006822,6,2019-04-15 16:08:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,end,,7551006822,6,2019-04-15 16:15:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,last,,7551006822,6,2019-04-15 23:59:00,0,False
Waldpark,True,51.058110469927,264534,,False,frame_lock,4338,93054,0,,True,True,15,dresden,"{""undefined"": 1, ""15"": 4}",,13.792535662651,False,5,ok,0,first,,7551006192,0,2019-04-15 02:28:00,0,False
Waldpark,True,51.058110469927,264534,,False,frame_lock,4338,93054,0,,True,True,15,dresden,"{""undefined"": 1, ""15"": 4}",,13.792535662651,False,5,ok,0,start,,7551006192,0,2019-04-15 04:28:00,0,False
Waldpark,True,51.058110469927,264534,,False,frame_lock,4338,93054,0,,True,True,15,dresden,"{""undefined"": 2, ""15"": 3}",,13.792535662651,False,5,ok,0,end,,7551006192,0,2019-04-15 07:33:00,0,False
Waldpark,True,51.058110469927,264534,,False,frame_lock,4338,93054,0,,True,True,15,dresden,"{""undefined"": 2, ""15"": 3}",,13.792535662651,False,5,ok,0,start,,7551006192,0,2019-04-15 09:53:00,0,False
BIKE 93054,True,51.061342222222,14523471,,False,frame_lock,0,93054,0,,True,False,15,dresden,"{""15"": 1}",,13.791534444444,False,1,ok,0,end,,7551006192,0,2019-04-15 23:33:00,12,True
BIKE 93054,True,51.061342222222,14523471,,False,frame_lock,0,93054,0,,True,False,15,dresden,"{""15"": 1}",,13.791534444444,False,1,ok,0,last,,7551006192,0,2019-04-15 23:59:00,12,True
Hotel Smetana,True,51.038820284961,318577,,False,frame_lock,4409,93415,0,,True,True,0,dresden,"{""undefined"": 3, ""15"": 2}",,13.791795372963,False,5,ok,0,first,,7551002520,4,2019-04-15 00:00:00,0,False
Hotel Smetana,True,51.038820284961,318577,,False,frame_lock,4409,93415,0,,True,True,0,dresden,"{""undefined"": 3, ""15"": 2}",,13.791795372963,False,5,ok,0,start,,7551002520,4,2019-04-15 08:38:00,0,False
BIKE 93415,True,51.056568888889,14492247,,False,frame_lock,0,93415,0,Fetscherstraße 74,True,False,0,dresden,"{""undefined"": 1}",,13.784542222222,False,1,ok,0,end,,7551002520,0,2019-04-15 08:50:00,12,True
BIKE 93415,True,51.056626666667,14492247,,False,frame_lock,0,93415,0,Fetscherstraße 74,True,False,0,dresden,"{""undefined"": 1}",,13.784592222222,False,1,ok,0,start,,7551002520,0,2019-04-15 08:53:00,12,True
BIKE 93415,True,51.056626666667,14492570,,False,frame_lock,0,93415,0,Fetscherstraße 74,True,False,0,dresden,"{""undefined"": 1}",,13.784592222222,False,1,ok,0,end,,7551002520,0,2019-04-15 09:01:00,12,True
BIKE 93415,True,51.056626666667,14492570,,False,frame_lock,0,93415,0,Fetscherstraße 74,True,False,0,dresden,"{""undefined"": 1}",,13.784592222222,False,1,ok,0,start,,7551002520,0,2019-04-15 09:03:00,12,True
BIKE 93415,True,51.054288888889,14492705,,False,frame_lock,0,93415,0,Fiedlerstraße 42,True,False,0,dresden,"{""undefined"": 1}",,13.782481111111,False,1,ok,0,end,,7551002520,0,2019-04-15 09:06:00,12,True
Uniklinikum,True,51.054222727738,264602,,False,frame_lock,4395,93415,0,,True,True,0,dresden,"{""undefined"": 1}",,13.781125545502,False,1,ok,0,start,,7551002520,0,2019-04-15 14:48:00,0,False
Martin-Luther-Platz (Kirche),True,51.06413531956,264578,,False,frame_lock,4376,93415,0,,True,True,0,dresden,"{""undefined"": 1}",,13.756663799286,False,1,ok,0,end,,7551002520,0,2019-04-15 15:03:00,0,False
Martin-Luther-Platz (Kirche),True,51.06413531956,264578,,False,frame_lock,4376,93415,0,,True,True,0,dresden,"{""undefined"": 1}",,13.756663799286,False,1,ok,0,start,,7551002520,0,2019-04-15 16:08:00,0,False
Martin-Luther-Platz (Kirche),True,51.06413531956,264578,,False,frame_lock,4376,93415,0,,True,True,0,dresden,"{""undefined"": 1}",,13.756663799286,False,1,ok,0,end,,7551002520,0,2019-04-15 16:15:00,0,False
Martin-Luther-Platz (Kirche),True,51.06413531956,264578,,False,frame_lock,4376,93415,0,,True,True,0,dresden,"{""undefined"": 1}",,13.756663799286,False,1,ok,0,start,,7551002520,0,2019-04-15 16:28:00,0,False
BIKE 93415,True,51.062586666667,14511626,,False,frame_lock,0,93415,0,,True,False,0,dresden,"{""undefined"": 1}",,13.75426,False,1,ok,0,end,,7551002520,0,2019-04-15 16:31:00,12,True
BIKE 93415,True,51.062848888889,14520470,,False,frame_lock,0,93415,0,,True,False,0,dresden,"{""undefined"": 1}",,13.753726666667,False,1,ok,0,start,,7551002520,0,2019-04-15 20:45:00,12,True
Louisenstraße,True,51.06798,10299599,free,False,frame_lock,4484,93415,0,,True,True,0,dresden,"{""undefined"": 1, ""71"": 1}",,13.74754,False,2,ok,0,end,,7551002520,0,2019-04-15 20:53:00,0,False
Louisenstraße,True,51.06798,10299599,free,False,frame_lock,4484,93415,0,,True,True,0,dresden,"{""undefined"": 1, ""15"": 1}",,13.74754,False,2,ok,0,last,,7551002520,0,2019-04-15 23:59:00,0,False
BIKE 93697,True,51.041235555556,14479188,,False,frame_lock,0,93697,0,Comeniusstraße 69,True,False,15,dresden,"{""15"": 1}",,13.770898888889,False,1,ok,0,first,,7551006885,0,2019-04-15 00:00:00,12,True
BIKE 93697,True,51.041226666667,14479188,,False,frame_lock,0,93697,0,Comeniusstraße 46,True,False,15,dresden,"{""15"": 1}",,13.770726666667,False,1,ok,0,start,,7551006885,0,2019-04-15 04:44:00,12,True
Stresemannplatz,True,51.042938671968,264598,,False,frame_lock,4391,93697,0,,True,True,15,dresden,"{""71"": 1, ""15"": 2}",,13.774216175079,False,3,ok,0,end,,7551006885,0,2019-04-15 04:47:00,0,False
Stresemannplatz,True,51.042938671968,264598,,False,frame_lock,4391,93697,0,,True,True,15,dresden,"{""71"": 1, ""15"": 2}",,13.774216175079,False,3,ok,0,start,,7551006885,0,2019-04-15 13:51:00,0,False
Großer Garten / Lennéstraße,True,51.042628372186,12936,,False,frame_lock,4314,93697,0,,True,True,15,dresden,"{""15"": 1}",,13.751079440117,False,1,ok,0,end,,7551006885,0,2019-04-15 14:05:00,0,False
Großer Garten / Lennéstraße,True,51.042628372186,12936,,False,frame_lock,4314,93697,0,,True,True,15,dresden,"{""15"": 1}",,13.751079440117,False,1,ok,0,start,,7551006885,0,2019-04-15 15:06:00,0,False
Mosenstraße,True,51.044739718786,264599,,False,frame_lock,4392,93697,0,,True,True,15,dresden,"{""15"": 5}",,13.777724504471,False,5,ok,0,end,,7551006885,0,2019-04-15 15:23:00,0,False
Mosenstraße,True,51.044739718786,264599,,False,frame_lock,4392,93697,0,,True,True,15,dresden,"{""15"": 5}",,13.777724504471,False,5,ok,0,start,,7551006885,0,2019-04-15 15:37:00,0,False
BIKE 93697,True,51.045222222222,14508888,,False,frame_lock,0,93697,0,,True,False,15,dresden,"{""15"": 1}",,13.775943333333,False,1,ok,0,end,,7551006885,0,2019-04-15 15:40:00,12,True
BIKE 93697,True,51.045351111111,14508888,,False,frame_lock,0,93697,0,,True,False,15,dresden,"{""15"": 1}",,13.776036666667,False,1,ok,0,start,,7551006885,0,2019-04-15 16:08:00,12,True
