p_name,b_electric_lock,p_lat,p_uid,p_terminal_type,p_rack_locks,b_lock_types,p_number,b_number,p_free_racks,p_address,b_active,p_spot,b_bike_type,city,p_bike_types,b_battery_pack,p_lng,p_maintenance,p_bikes,b_state,p_booked_bikes,trip,b_pedelec_battery,b_boardcomputer,p_bike_racks,datetime,p_place_type,p_bike
BIKE 93462,True,51.06172,13895081,,False,frame_lock,0,93462,0,Bautzner Landstraße 146,True,False,0,dresden,"{""undefined"": 1}",,13.852396666667,False,1,ok,0,first,,7551004409,0,2019-04-02 00:00:00,12,True
BIKE 93462,True,51.061595555556,13895081,,False,frame_lock,0,93462,0,Bautzner Landstraße 146,True,False,0,dresden,"{""undefined"": 1}",,13.852291111111,False,1,ok,0,last,,7551004409,0,2019-04-02 23:59:00,12,True
BIKE 93539,True,51.059031111111,13942800,,False,frame_lock,0,93539,0,Pfotenhauerstraße 108,True,False,15,dresden,"{""15"": 1}",,13.784395555556,False,1,ok,0,first,,7551006822,0,2019-04-02 00:00:00,12,True
BIKE 93539,True,51.059048888889,13967260,,False,frame_lock,0,93539,0,Pfotenhauerstraße 108,True,False,15,dresden,"{""15"": 1}",,13.784985555556,False,1,ok,0,last,,7551006822,0,2019-04-02 23:59:00,12,True
Park Inn,True,51.060089620047,273621,,False,frame_lock,4423,93649,0,,True,True,15,dresden,"{""15"": 1}",,13.751379847527,False,1,ok,0,first,,7551006706,0,2019-04-02 00:00:00,0,False
BIKE 93649,True,51.060448888889,13962776,,False,frame_lock,0,93649,0,Melanchthonstraße,True,False,15,dresden,"{""15"": 1}",,13.752466666667,False,1,ok,0,start,,7551006706,0,2019-04-02 13:22:00,12,True
BIKE 93649,True,51.024813333333,13974543,,False,frame_lock,0,93649,0,Fährstraße 9,True,False,15,dresden,"{""15"": 1}",,13.839372222222,False,1,ok,0,end,,7551006706,0,2019-04-02 14:12:00,12,True
BIKE 93649,True,51.024226666667,13975209,,False,frame_lock,0,93649,0,,True,False,15,dresden,"{""15"": 1}",,13.841976666667,False,1,ok,0,start,,7551006706,0,2019-04-02 15:54:00,12,True
BIKE 93649,True,51.060022222222,13981456,,False,frame_lock,0,93649,0,Melanchthonstraße,True,False,15,dresden,"{""15"": 1}",,13.752245555556,False,1,ok,0,end,,7551006706,0,2019-04-02 16:30:00,12,True
BIKE 93649,True,51.060182222222,13981456,,False,frame_lock,0,93649,0,Melanchthonstraße,True,False,15,dresden,"{""15"": 1}",,13.752513333333,False,1,ok,0,last,,7551006706,0,2019-04-02 23:59:00,12,True
BIKE 93415,True,51.035302222222,13956696,,False,frame_lock,0,93415,0,Fritz-Löffler-Straße,True,False,0,dresden,"{""undefined"": 1}",,13.731638888889,False,1,ok,0,first,,7551002520,0,2019-04-02 05:01:00,12,True
BIKE 93415,True,51.035457777778,13956696,,False,frame_lock,0,93415,0,Fritz-Löffler-Straße,True,False,0,dresden,"{""undefined"": 1}",,13.73177,False,1,ok,0,start,,7551002520,0,2019-04-02 05:14:00,12,True
Münchner Platz / George-Bähr-Str.,True,51.02962,4405733,traffic_sign,False,frame_lock,4462,93415,0,,True,True,0,dresden,"{""undefined"": 1}",,13.72327,False,1,ok,0,end,,7551002520,0,2019-04-02 05:23:00,0,False
Münchner Platz / George-Bähr-Str.,True,51.02962,4405733,traffic_sign,False,frame_lock,4462,93415,0,,True,True,0,dresden,"{""undefined"": 1, ""15"": 1}",,13.72327,False,2,ok,0,start,,7551002520,0,2019-04-02 06:59:00,0,False
BIKE 93415,True,51.036786666667,13960324,,False,frame_lock,0,93415,0,,True,False,0,dresden,"{""undefined"": 1}",,13.716855555556,False,1,ok,0,end,,7551002520,0,2019-04-02 07:06:00,12,True
BIKE 93415,True,51.036786666667,13960324,,False,frame_lock,0,93415,0,,True,False,0,dresden,"{""undefined"": 1}",,13.716855555556,False,1,ok,0,start,,7551002520,0,2019-04-02 07:21:00,12,True
BIKE 93415,True,51.028457777778,13961056,,False,frame_lock,0,93415,0,Haeckelstraße,True,False,0,dresden,"{""undefined"": 1}",,13.733866666667,False,1,ok,0,end,,7551002520,0,2019-04-02 07:30:00,12,True
BIKE 93415,True,51.026137777778,13963737,,False,frame_lock,0,93415,0,Zeunerstraße 1f,True,False,0,dresden,"{""undefined"": 1}",,13.737735555556,False,1,ok,0,start,,7551002520,0,2019-04-02 10:37:00,12,True
BIKE 93415,True,51.047262222222,13966702,,False,frame_lock,0,93415,0,Marienstraße 20,True,False,0,dresden,"{""undefined"": 1}",,13.732236666667,False,1,ok,0,end,,7551002520,0,2019-04-02 10:48:00,12,True
