p_name,b_electric_lock,p_lat,p_uid,p_terminal_type,p_rack_locks,b_lock_types,p_number,b_number,p_free_racks,p_address,b_active,p_spot,b_bike_type,city,p_bike_types,b_battery_pack,p_lng,p_maintenance,p_bikes,b_state,p_booked_bikes,trip,b_pedelec_battery,b_boardcomputer,p_bike_racks,datetime,p_place_type,p_bike
BIKE 93462,True,51.022462222222,14814724,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.698032222222,False,1,ok,0,first,,7551004409,0,2019-04-23 00:00:00,12,True
BIKE 93462,True,51.022475555556,14814724,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.698134444444,False,1,ok,0,start,,7551004409,0,2019-04-23 06:40:00,12,True
Münchner Platz / George-Bähr-Str.,True,51.02962,4405733,traffic_sign,False,frame_lock,4462,93462,0,,True,True,0,dresden,"{""undefined"": 3}",,13.72327,False,3,ok,0,end,,7551004409,0,2019-04-23 06:52:00,0,False
Münchner Platz / George-Bähr-Str.,True,51.02962,4405733,traffic_sign,False,frame_lock,4462,93462,0,,True,True,0,dresden,"{""undefined"": 3, ""71"": 1, ""15"": 1}",,13.72327,False,5,ok,0,start,,7551004409,0,2019-04-23 08:40:00,0,False
BIKE 93462,True,51.028866666667,14832504,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.733788888889,False,1,ok,0,end,,7551004409,0,2019-04-23 08:47:00,12,True
BIKE 93462,True,51.028866666667,14832504,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.733788888889,False,1,ok,0,start,,7551004409,0,2019-04-23 09:15:00,12,True
BIKE 93462,True,51.035133333333,14833438,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.721903333333,False,1,ok,0,end,,7551004409,0,2019-04-23 09:22:00,12,True
BIKE 93462,True,51.036035555556,14842973,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.722381111111,False,1,ok,0,start,,7551004409,0,2019-04-23 13:58:00,12,True
BIKE 93462,True,51.038728888889,14844775,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.731113333333,False,1,ok,0,end,,7551004409,0,2019-04-23 14:03:00,12,True
BIKE 93462,True,51.039346666667,14844775,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.731233333333,False,1,ok,0,start,,7551004409,0,2019-04-23 19:01:00,12,True
