p_name,b_electric_lock,p_lat,p_uid,p_terminal_type,p_rack_locks,b_lock_types,p_number,b_number,p_free_racks,p_address,b_active,p_spot,b_bike_type,city,p_bike_types,b_battery_pack,p_lng,p_maintenance,p_bikes,b_state,p_booked_bikes,trip,b_pedelec_battery,b_boardcomputer,p_bike_racks,datetime,p_place_type,p_bike
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,first,,7551006822,6,2019-04-12 00:00:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,start,,7551006822,6,2019-04-12 03:56:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,end,,7551006822,6,2019-04-12 04:03:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,start,,7551006822,6,2019-04-12 07:34:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,end,,7551006822,6,2019-04-12 07:36:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,start,,7551006822,6,2019-04-12 07:42:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,end,,7551006822,6,2019-04-12 07:44:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,start,,7551006822,6,2019-04-12 07:48:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,end,,7551006822,6,2019-04-12 07:50:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,start,,7551006822,6,2019-04-12 07:56:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,start,,7551006822,6,2019-04-12 07:58:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,end,,7551006822,6,2019-04-12 08:00:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,start,,7551006822,6,2019-04-12 08:02:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,start,,7551006822,6,2019-04-12 08:04:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,start,,7551006822,6,2019-04-12 08:06:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,end,,7551006822,6,2019-04-12 08:08:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,start,,7551006822,6,2019-04-12 08:10:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,end,,7551006822,6,2019-04-12 08:12:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,start,,7551006822,6,2019-04-12 08:20:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,end,,7551006822,6,2019-04-12 08:22:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,start,,7551006822,6,2019-04-12 08:29:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,end,,7551006822,6,2019-04-12 08:31:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,start,,7551006822,6,2019-04-12 08:34:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,start,,7551006822,6,2019-04-12 08:36:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,end,,7551006822,6,2019-04-12 08:38:00,0,False
DVB Endpunkt Prohlis,True,50.999402205789,300244,,False,frame_lock,4430,93539,3,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.799300193787,False,3,ok,0,last,,7551006822,6,2019-04-12 23:59:00,0,False
