p_name,b_electric_lock,p_lat,p_uid,p_terminal_type,p_rack_locks,b_lock_types,p_number,b_number,p_free_racks,p_address,b_active,p_spot,b_bike_type,city,p_bike_types,b_battery_pack,p_lng,p_maintenance,p_bikes,b_state,p_booked_bikes,trip,b_pedelec_battery,b_boardcomputer,p_bike_racks,datetime,p_place_type,p_bike
BIKE 93462,True,51.06172,13895081,,False,frame_lock,0,93462,0,Bautzner Landstraße 146,True,False,0,dresden,"{""undefined"": 1}",,13.852323333333,False,1,ok,0,first,,7551004409,0,2019-04-07 00:00:00,12,True
BIKE 93462,True,51.059764444444,14166805,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.85344,False,1,ok,0,start,,7551004409,0,2019-04-07 03:46:00,12,True
BIKE 93462,True,51.059764444444,14166805,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.85344,False,1,ok,0,end,,7551004409,0,2019-04-07 03:49:00,12,True
BIKE 93462,True,51.061662222222,14168432,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.852308888889,False,1,ok,0,last,,7551004409,0,2019-04-07 17:41:00,12,True
Wohnheim Gret-Palucca.Straße / Lenneplatz,True,51.038209747621,10299640,free,False,frame_lock,4486,93539,0,,True,True,15,dresden,"{""15"": 1}",,13.744711875916,False,1,ok,0,first,,7551006822,0,2019-04-07 00:00:00,0,False
Wohnheim Gret-Palucca.Straße / Lenneplatz,True,51.038209747621,10299640,free,False,frame_lock,4486,93539,0,,True,True,15,dresden,"{""15"": 1}",,13.744711875916,False,1,ok,0,start,,7551006822,0,2019-04-07 03:46:00,0,False
Wohnheim Gret-Palucca.Straße / Lenneplatz,True,51.038209747621,10299640,free,False,frame_lock,4486,93539,0,,True,True,15,dresden,"{""15"": 1}",,13.744711875916,False,1,ok,0,end,,7551006822,0,2019-04-07 03:49:00,0,False
Wohnheim Gret-Palucca.Straße / Lenneplatz,True,51.038209747621,10299640,free,False,frame_lock,4486,93539,0,,True,True,15,dresden,"{""15"": 1}",,13.744711875916,False,1,ok,0,start,,7551006822,0,2019-04-07 09:25:00,0,False
Sächsische Landesbibliothek,True,51.028932638124,637839,free,False,frame_lock,4441,93539,0,,True,True,15,dresden,"{""undefined"": 1, ""71"": 1, ""15"": 3}",,13.736386299133,False,5,ok,0,end,,7551006822,0,2019-04-07 09:34:00,0,False
Sächsische Landesbibliothek,True,51.028932638124,637839,free,False,frame_lock,4441,93539,0,,True,True,15,dresden,"{""undefined"": 1, ""71"": 1, ""15"": 3}",,13.736386299133,False,5,ok,0,start,,7551006822,0,2019-04-07 09:35:00,0,False
BIKE 93539,True,51.030848888889,14174256,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.72734,False,1,ok,0,end,,7551006822,0,2019-04-07 09:40:00,12,True
BIKE 93539,True,51.030848888889,14174256,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.72734,False,1,ok,0,start,,7551006822,0,2019-04-07 09:44:00,12,True
BIKE 93539,True,51.030973333333,14175173,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.727337777778,False,1,ok,0,end,,7551006822,0,2019-04-07 10:04:00,12,True
BIKE 93539,True,51.030933333333,14175173,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.727337777778,False,1,ok,0,start,,7551006822,0,2019-04-07 10:10:00,12,True
Hettnerstr. / George-Bähr-Str.,True,51.03006,4405603,free,False,frame_lock,4453,93539,0,,True,True,15,dresden,"{""15"": 1}",,13.72757,False,1,ok,0,end,,7551006822,0,2019-04-07 13:09:00,0,False
Hettnerstr. / George-Bähr-Str.,True,51.03006,4405603,free,False,frame_lock,4453,93539,0,,True,True,15,dresden,"{""15"": 1}",,13.72757,False,1,ok,0,start,,7551006822,0,2019-04-07 14:31:00,0,False
Sächsische Landesbibliothek,True,51.028932638124,637839,free,False,frame_lock,4441,93539,0,,True,True,15,dresden,"{""15"": 3}",,13.736386299133,False,3,ok,0,end,,7551006822,0,2019-04-07 14:37:00,0,False
Sächsische Landesbibliothek,True,51.028932638124,637839,free,False,frame_lock,4441,93539,0,,True,True,15,dresden,"{""15"": 3}",,13.736386299133,False,3,ok,0,start,,7551006822,0,2019-04-07 14:42:00,0,False
Toeplerbau / Binderbau,True,51.02727,4405696,traffic_sign,False,frame_lock,4459,93539,0,,True,True,15,dresden,"{""15"": 1}",,13.72573,False,1,ok,0,end,,7551006822,0,2019-04-07 14:49:00,0,False
Toeplerbau / Binderbau,True,51.02727,4405696,traffic_sign,False,frame_lock,4459,93539,0,,True,True,15,dresden,"{""15"": 1}",,13.72573,False,1,ok,0,start,,7551006822,0,2019-04-07 15:03:00,0,False
Hettnerstr. / George-Bähr-Str.,True,51.03006,4405603,free,False,frame_lock,4453,93539,0,,True,True,15,dresden,"{""15"": 1}",,13.72757,False,1,ok,0,end,,7551006822,0,2019-04-07 15:06:00,0,False
Hettnerstr. / George-Bähr-Str.,True,51.03006,4405603,free,False,frame_lock,4453,93539,0,,True,True,15,dresden,"{""15"": 1}",,13.72757,False,1,ok,0,start,,7551006822,0,2019-04-07 15:09:00,0,False
BIKE 93539,True,51.032262222222,14191970,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.752236666667,False,1,ok,0,end,,7551006822,0,2019-04-07 15:20:00,12,True
BIKE 93539,True,51.032506666667,14191970,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.752111111111,False,1,ok,0,start,,7551006822,0,2019-04-07 15:21:00,12,True
Hettnerstr. / George-Bähr-Str.,True,51.03006,4405603,free,False,frame_lock,4453,93539,0,,True,True,15,dresden,"{""15"": 1}",,13.72757,False,1,ok,0,end,,7551006822,0,2019-04-07 15:34:00,0,False
Hettnerstr. / George-Bähr-Str.,True,51.03006,4405603,free,False,frame_lock,4453,93539,0,,True,True,15,dresden,"{""15"": 1}",,13.72757,False,1,ok,0,start,,7551006822,0,2019-04-07 16:09:00,0,False
Pirnaischer Platz,True,51.048972240425,9972732,,False,frame_lock,4315,93539,0,,True,True,15,dresden,"{""15"": 2}",,13.74415397644,False,2,ok,0,end,,7551006822,0,2019-04-07 16:21:00,0,False
Pirnaischer Platz,True,51.048972240425,9972732,,False,frame_lock,4315,93539,0,,True,True,15,dresden,"{""15"": 2}",,13.74415397644,False,2,ok,0,start,,7551006822,0,2019-04-07 16:43:00,0,False
Hauptbahnhof,True,51.040476453474,120,,False,frame_lock,4313,93539,0,,True,True,15,dresden,"{""undefined"": 2, ""15"": 3}",,13.733623623848,True,5,ok,0,end,,7551006822,0,2019-04-07 16:54:00,0,False
BIKE 93539,True,51.04144,14197498,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.732442222222,False,1,ok,0,start,,7551006822,0,2019-04-07 17:07:00,12,True
Strehlener Platz/Ackermannstr. 1A,True,51.03265382547,264546,,False,frame_lock,4346,93539,0,,True,True,15,dresden,"{""15"": 2}",,13.748906850815,False,2,ok,0,end,,7551006822,0,2019-04-07 17:19:00,0,False
Strehlener Platz/Ackermannstr. 1A,True,51.03265382547,264546,,False,frame_lock,4346,93539,0,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.748906850815,False,3,ok,0,last,,7551006822,0,2019-04-07 23:59:00,0,False
BIKE 93054,True,51.044595555556,14157829,,False,frame_lock,0,93054,0,,True,False,15,dresden,"{""15"": 1}",,13.738574444444,False,1,ok,0,first,,7551006192,0,2019-04-07 00:00:00,12,True
BIKE 93054,True,51.044733333333,14157829,,False,frame_lock,0,93054,0,,True,False,15,dresden,"{""15"": 1}",,13.738444444444,False,1,ok,0,start,,7551006192,0,2019-04-07 03:46:00,12,True
BIKE 93054,True,51.044733333333,14157829,,False,frame_lock,0,93054,0,,True,False,15,dresden,"{""15"": 1}",,13.738444444444,False,1,ok,0,end,,7551006192,0,2019-04-07 03:49:00,12,True
BIKE 93054,True,51.04452,14167790,,False,frame_lock,0,93054,0,,True,False,15,dresden,"{""15"": 1}",,13.739564444444,False,1,ok,0,start,,7551006192,0,2019-04-07 05:09:00,12,True
BIKE 93054,True,51.026684444444,14168859,,False,frame_lock,0,93054,0,,True,False,15,dresden,"{""15"": 1}",,13.754667777778,False,1,ok,0,end,,7551006192,0,2019-04-07 05:21:00,12,True
Zellescher Weg,True,51.026486545356,264547,,False,frame_lock,4347,93054,0,,True,True,15,dresden,"{""15"": 1}",,13.755607008934,False,1,ok,0,start,,7551006192,0,2019-04-07 05:43:00,0,False
Hauptbahnhof,True,51.040476453474,120,,False,frame_lock,4313,93054,0,,True,True,15,dresden,"{""15"": 1}",,13.733623623848,True,1,ok,0,end,,7551006192,0,2019-04-07 05:51:00,0,False
Hauptbahnhof,True,51.040476453474,120,,False,frame_lock,4313,93054,0,,True,True,15,dresden,"{""undefined"": 2, ""15"": 1}",,13.733623623848,True,3,ok,0,start,,7551006192,0,2019-04-07 07:34:00,0,False
Tzschirnerplatz,True,51.051484590255,122238,,False,frame_lock,4410,93054,0,,True,True,15,dresden,"{""71"": 1, ""15"": 2}",,13.744668960571,False,3,ok,0,end,,7551006192,0,2019-04-07 11:44:00,0,False
Tzschirnerplatz,True,51.051484590255,122238,,False,frame_lock,4410,93054,0,,True,True,15,dresden,"{""71"": 1, ""15"": 2}",,13.744668960571,False,3,ok,0,start,,7551006192,0,2019-04-07 11:45:00,0,False
BIKE 93054,True,51.053826666667,14192184,,False,frame_lock,0,93054,0,,True,False,15,dresden,"{""15"": 1}",,13.735237777778,False,1,ok,0,start,,7551006192,0,2019-04-07 15:24:00,12,True
Hauptbahnhof,True,51.040476453474,120,,False,frame_lock,4313,93054,0,,True,True,15,dresden,"{""undefined"": 2, ""15"": 3}",,13.733623623848,True,5,ok,0,start,,7551006192,0,2019-04-07 16:38:00,0,False
BIKE 93054,True,51.03356,14196900,,False,frame_lock,0,93054,0,,True,False,15,dresden,"{""15"": 1}",,13.748751111111,False,1,ok,0,end,,7551006192,0,2019-04-07 16:43:00,12,True
BIKE 93054,True,51.033657777778,14196900,,False,frame_lock,0,93054,0,,True,False,15,dresden,"{""15"": 1}",,13.748696666667,False,1,ok,0,start,,7551006192,0,2019-04-07 17:08:00,12,True
Bautzner Straße / Rothenburger Straße,True,51.06294,10299563,free,False,frame_lock,4482,93054,0,,True,True,15,dresden,"{""undefined"": 1, ""15"": 1}",,13.75129,False,2,ok,0,end,,7551006192,0,2019-04-07 17:27:00,0,False
Bautzner Straße / Rothenburger Straße,True,51.06294,10299563,free,False,frame_lock,4482,93054,0,,True,True,15,dresden,"{""undefined"": 1, ""71"": 1, ""15"": 1}",,13.75129,False,3,ok,0,start,,7551006192,0,2019-04-07 18:01:00,0,False
Alaunstraße,True,51.066946872474,264576,,False,frame_lock,4374,93054,0,,True,True,15,dresden,"{""15"": 1}",,13.751809000969,False,1,ok,0,end,,7551006192,0,2019-04-07 18:27:00,0,False
Alaunstraße,True,51.066946872474,264576,,False,frame_lock,4374,93054,0,,True,True,15,dresden,"{""undefined"": 1, ""15"": 3}",,13.751809000969,False,4,ok,0,last,,7551006192,0,2019-04-07 23:59:00,0,False
Palaisplatz,True,51.060231225501,38955,,False,frame_lock,4403,93415,0,,True,True,0,dresden,"{""undefined"": 1}",,13.739293813705,False,1,ok,0,first,,7551002520,0,2019-04-07 00:00:00,0,False
Palaisplatz,True,51.060231225501,38955,,False,frame_lock,4403,93415,0,,True,True,0,dresden,"{""undefined"": 1}",,13.739293813705,False,1,ok,0,start,,7551002520,0,2019-04-07 01:55:00,0,False
Alaunstraße,True,51.066946872474,264576,,False,frame_lock,4374,93415,0,,True,True,0,dresden,"{""undefined"": 1, ""15"": 1}",,13.751809000969,False,2,ok,0,end,,7551002520,0,2019-04-07 02:04:00,0,False
Alaunstraße,True,51.066946872474,264576,,False,frame_lock,4374,93415,0,,True,True,0,dresden,"{""undefined"": 1, ""15"": 1}",,13.751809000969,False,2,ok,0,start,,7551002520,0,2019-04-07 02:05:00,0,False
BIKE 93415,True,51.048835555556,14166401,,False,frame_lock,0,93415,0,,True,False,0,dresden,"{""undefined"": 1}",,13.72559,False,1,ok,0,end,,7551002520,0,2019-04-07 02:22:00,12,True
BIKE 93415,True,51.048755555556,14166401,,False,frame_lock,0,93415,0,,True,False,0,dresden,"{""undefined"": 1}",,13.725648888889,False,1,ok,0,start,,7551002520,0,2019-04-07 03:46:00,12,True
BIKE 93415,True,51.048755555556,14166401,,False,frame_lock,0,93415,0,,True,False,0,dresden,"{""undefined"": 1}",,13.725648888889,False,1,ok,0,end,,7551002520,0,2019-04-07 03:49:00,12,True
