p_name,b_electric_lock,p_lat,p_uid,p_terminal_type,p_rack_locks,b_lock_types,p_number,b_number,p_free_racks,p_address,b_active,p_spot,b_bike_type,city,p_bike_types,b_battery_pack,p_lng,p_maintenance,p_bikes,b_state,p_booked_bikes,trip,b_pedelec_battery,b_boardcomputer,p_bike_racks,datetime,p_place_type,p_bike
BIKE 93462,True,51.022688888889,14743052,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.697926666667,False,1,ok,0,first,,7551004409,0,2019-04-21 00:00:00,12,True
BIKE 93462,True,51.022444444444,14743052,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.698247777778,False,1,ok,0,start,,7551004409,0,2019-04-21 11:11:00,12,True
BIKE 93462,True,51.022791111111,14758792,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.697992222222,False,1,ok,0,end,,7551004409,0,2019-04-21 11:20:00,12,True
BIKE 93462,True,51.023622222222,14784926,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.69856,False,1,ok,0,start,,7551004409,0,2019-04-21 23:46:00,12,True
BIKE 93462,True,51.023622222222,14784926,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.69856,False,1,ok,0,end,,7551004409,0,2019-04-21 23:49:00,12,True
BIKE 93462,True,51.023622222222,14784926,,False,frame_lock,0,93462,0,,True,False,0,dresden,"{""undefined"": 1}",,13.69856,False,1,ok,0,last,,7551004409,0,2019-04-21 23:59:00,12,True
BIKE 93539,True,51.005377777778,14735255,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.805743333333,False,1,ok,0,first,,7551006822,0,2019-04-21 00:00:00,12,True
BIKE 93539,True,51.005346666667,14752520,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.805777777778,False,1,ok,0,start,,7551006822,0,2019-04-21 23:46:00,12,True
BIKE 93539,True,51.005346666667,14752520,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.805777777778,False,1,ok,0,end,,7551006822,0,2019-04-21 23:49:00,12,True
BIKE 93539,True,51.005346666667,14752520,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.805777777778,False,1,ok,0,last,,7551006822,0,2019-04-21 23:59:00,12,True
Alexander-Puschkin-Platz,True,51.07035,10299848,free,False,frame_lock,4504,93054,0,,True,True,15,dresden,"{""71"": 1, ""15"": 4}",,13.72983,False,5,ok,0,first,,7551006192,0,2019-04-21 00:00:00,0,False
Alexander-Puschkin-Platz,True,51.07035,10299848,free,False,frame_lock,4504,93054,0,,True,True,15,dresden,"{""71"": 1, ""15"": 4}",,13.72983,False,5,ok,0,start,,7551006192,0,2019-04-21 00:07:00,0,False
Alexander-Puschkin-Platz,True,51.07035,10299848,free,False,frame_lock,4504,93054,0,,True,True,15,dresden,"{""undefined"": 1, ""71"": 1, ""15"": 3}",,13.72983,False,5,ok,0,end,,7551006192,0,2019-04-21 06:58:00,0,False
Alexander-Puschkin-Platz,True,51.07035,10299848,free,False,frame_lock,4504,93054,0,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.72983,False,3,ok,0,start,,7551006192,0,2019-04-21 10:44:00,0,False
BIKE 93054,True,51.044675555556,14758569,,False,frame_lock,0,93054,0,,True,False,15,dresden,"{""15"": 1}",,13.758872222222,False,1,ok,0,end,,7551006192,0,2019-04-21 11:13:00,12,True
BIKE 93054,True,51.044368888889,14758569,,False,frame_lock,0,93054,0,,True,False,15,dresden,"{""15"": 1}",,13.758907777778,False,1,ok,0,start,,7551006192,0,2019-04-21 12:02:00,12,True
Großer Garten / Lennéstraße,True,51.042628372186,12936,,False,frame_lock,4314,93054,0,,True,True,15,dresden,"{""71"": 1, ""15"": 1}",,13.751079440117,False,2,ok,0,end,,7551006192,0,2019-04-21 12:37:00,0,False
Großer Garten / Lennéstraße,True,51.042628372186,12936,,False,frame_lock,4314,93054,0,,True,True,15,dresden,"{""71"": 1, ""15"": 1}",,13.751079440117,False,2,ok,0,start,,7551006192,0,2019-04-21 13:30:00,0,False
Beherbergungsschiff (Pöppelmann),True,51.064283655155,316914,,False,frame_lock,4422,93054,0,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.732169866562,False,3,ok,0,end,,7551006192,0,2019-04-21 13:47:00,0,False
Beherbergungsschiff (Pöppelmann),True,51.064283655155,316914,,False,frame_lock,4422,93054,0,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.732169866562,False,3,ok,0,start,,7551006192,0,2019-04-21 16:06:00,0,False
BIKE 93054,True,51.067977777778,14772918,,False,frame_lock,0,93054,0,,True,False,15,dresden,"{""15"": 1}",,13.728662222222,False,1,ok,0,start,,7551006192,0,2019-04-21 16:36:00,12,True
Beherbergungsschiff (Pöppelmann),True,51.064283655155,316914,,False,frame_lock,4422,93054,0,,True,True,15,dresden,"{""undefined"": 3, ""15"": 2}",,13.732169866562,False,5,ok,0,end,,7551006192,0,2019-04-21 19:27:00,0,False
Beherbergungsschiff (Pöppelmann),True,51.064283655155,316914,,False,frame_lock,4422,93054,0,,True,True,15,dresden,"{""undefined"": 3, ""15"": 2}",,13.732169866562,False,5,ok,0,start,,7551006192,0,2019-04-21 23:46:00,0,False
Beherbergungsschiff (Pöppelmann),True,51.064283655155,316914,,False,frame_lock,4422,93054,0,,True,True,15,dresden,"{""undefined"": 3, ""15"": 2}",,13.732169866562,False,5,ok,0,end,,7551006192,0,2019-04-21 23:49:00,0,False
Beherbergungsschiff (Pöppelmann),True,51.064283655155,316914,,False,frame_lock,4422,93054,0,,True,True,15,dresden,"{""undefined"": 3, ""15"": 2}",,13.732169866562,False,5,ok,0,last,,7551006192,0,2019-04-21 23:59:00,0,False
BIKE 93415,True,51.081688888889,14690765,,False,frame_lock,0,93415,0,Hellerschanze,True,False,0,dresden,"{""undefined"": 1}",,13.749658888889,False,1,ok,0,first,,7551002520,0,2019-04-21 00:00:00,12,True
BIKE 93415,True,51.081688888889,14690765,,False,frame_lock,0,93415,0,Hellerschanze,True,False,0,dresden,"{""undefined"": 1}",,13.749658888889,False,1,ok,0,start,,7551002520,0,2019-04-21 23:46:00,12,True
BIKE 93415,True,51.081688888889,14690765,,False,frame_lock,0,93415,0,Hellerschanze,True,False,0,dresden,"{""undefined"": 1}",,13.749658888889,False,1,ok,0,end,,7551002520,0,2019-04-21 23:49:00,12,True
