p_name,b_electric_lock,p_lat,p_uid,p_terminal_type,p_rack_locks,b_lock_types,p_number,b_number,p_free_racks,p_address,b_active,p_spot,b_bike_type,city,p_bike_types,b_battery_pack,p_lng,p_maintenance,p_bikes,b_state,p_booked_bikes,trip,b_pedelec_battery,b_boardcomputer,p_bike_racks,datetime,p_place_type,p_bike
BIKE 93462,True,51.061724444444,13895081,,False,frame_lock,0,93462,0,Bautzner Landstraße 144,True,False,0,dresden,"{""undefined"": 1}",,13.851985555556,False,1,ok,0,first,,7551004409,0,2019-04-05 00:00:00,12,True
BIKE 93462,True,51.06172,13895081,,False,frame_lock,0,93462,0,Bautzner Landstraße 146,True,False,0,dresden,"{""undefined"": 1}",,13.85232,False,1,ok,0,start,,7551004409,0,2019-04-05 16:02:00,12,True
BIKE 93462,True,51.06172,13895081,,False,frame_lock,0,93462,0,Bautzner Landstraße 146,True,False,0,dresden,"{""undefined"": 1}",,13.85232,False,1,ok,0,end,,7551004409,0,2019-04-05 16:05:00,12,True
BIKE 93462,True,51.061595555556,13895081,,False,frame_lock,0,93462,0,Bautzner Landstraße 146,True,False,0,dresden,"{""undefined"": 1}",,13.852422222222,False,1,ok,0,last,,7551004409,0,2019-04-05 23:59:00,12,True
BIKE 93539,True,51.053995555556,14073284,,False,frame_lock,0,93539,0,Loschwitzer Brücke,True,False,15,dresden,"{""15"": 1}",,13.8092,False,1,ok,0,first,,7551006822,0,2019-04-05 00:00:00,12,True
BIKE 93539,True,51.052702222222,14089187,,False,frame_lock,0,93539,0,Loschwitzer Brücke,True,False,15,dresden,"{""15"": 1}",,13.809104444444,False,1,ok,0,start,,7551006822,0,2019-04-05 14:18:00,12,True
BIKE 93539,True,51.052702222222,14089187,,False,frame_lock,0,93539,0,Loschwitzer Brücke,True,False,15,dresden,"{""15"": 1}",,13.809104444444,False,1,ok,0,end,,7551006822,0,2019-04-05 15:22:00,12,True
BIKE 93539,True,51.052702222222,14089187,,False,frame_lock,0,93539,0,Loschwitzer Brücke,True,False,15,dresden,"{""15"": 1}",,13.809104444444,False,1,ok,0,start,,7551006822,0,2019-04-05 16:02:00,12,True
BIKE 93539,True,51.052702222222,14089187,,False,frame_lock,0,93539,0,Loschwitzer Brücke,True,False,15,dresden,"{""15"": 1}",,13.809104444444,False,1,ok,0,end,,7551006822,0,2019-04-05 16:05:00,12,True
BIKE 93539,True,51.074008888889,14106248,,False,frame_lock,0,93539,0,Helgolandstraße 19,True,False,15,dresden,"{""15"": 1}",,13.742978888889,False,1,ok,0,start,,7551006822,0,2019-04-05 18:09:00,12,True
BIKE 93539,True,51.063404444444,14110718,,False,frame_lock,0,93539,0,,True,False,15,dresden,"{""15"": 1}",,13.746431111111,False,1,ok,0,end,,7551006822,0,2019-04-05 18:48:00,12,True
Albertplatz,True,51.063895958845,2985,,False,frame_lock,4302,93539,0,,True,True,15,dresden,"{""undefined"": 1, ""71"": 1, ""15"": 3}",,13.74731361866,False,5,ok,0,start,,7551006822,0,2019-04-05 19:20:00,0,False
Albertplatz,True,51.063895958845,2985,,False,frame_lock,4302,93539,0,,True,True,15,dresden,"{""undefined"": 1, ""71"": 1, ""15"": 3}",,13.74731361866,False,5,ok,0,end,,7551006822,0,2019-04-05 19:27:00,0,False
Albertplatz,True,51.063895958845,2985,,False,frame_lock,4302,93539,0,,True,True,15,dresden,"{""undefined"": 1, ""71"": 1, ""15"": 3}",,13.74731361866,False,5,ok,0,start,,7551006822,0,2019-04-05 19:56:00,0,False
BIKE 93539,True,51.071924444444,14113008,,False,frame_lock,0,93539,0,Bischofsplatz 6,True,False,15,dresden,"{""15"": 1}",,13.747621111111,False,1,ok,0,end,,7551006822,0,2019-04-05 20:04:00,12,True
Bischofsplatz (S-Bahn),True,51.071925666476,10299456,free,False,frame_lock,4469,93539,0,,True,True,15,dresden,"{""15"": 1}",,13.746272921562,False,1,ok,0,start,,7551006822,0,2019-04-05 22:42:00,0,False
BIKE 93539,True,51.063151111111,14117089,,False,frame_lock,0,93539,0,Bautzner Straße,True,False,15,dresden,"{""15"": 1}",,13.748437777778,False,1,ok,0,end,,7551006822,0,2019-04-05 22:49:00,12,True
BIKE 93539,True,51.063151111111,14117089,,False,frame_lock,0,93539,0,Bautzner Straße,True,False,15,dresden,"{""15"": 1}",,13.748437777778,False,1,ok,0,start,,7551006822,0,2019-04-05 22:52:00,12,True
BIKE 93539,True,51.06848,14117362,,False,frame_lock,0,93539,0,Am Brauhaus 2,True,False,15,dresden,"{""15"": 1}",,13.777345555556,False,1,ok,0,end,,7551006822,0,2019-04-05 23:04:00,12,True
BIKE 93539,True,51.06848,14117362,,False,frame_lock,0,93539,0,Am Brauhaus 2,True,False,15,dresden,"{""15"": 1}",,13.777345555556,False,1,ok,0,last,,7551006822,0,2019-04-05 23:59:00,12,True
Nürnberger Ei,True,51.03376708728,264548,free,False,frame_lock,4348,93649,0,,True,True,15,dresden,"{""15"": 2}",,13.722910881043,False,2,ok,0,first,,7551006706,0,2019-04-05 00:00:00,0,False
Nürnberger Ei,True,51.03376708728,264548,free,False,frame_lock,4348,93649,0,,True,True,15,dresden,"{""15"": 1}",,13.722910881043,False,1,ok,0,start,,7551006706,0,2019-04-05 07:22:00,0,False
Andreas-Pfitzmann-Bau,True,51.025619416653,4405708,traffic_sign,False,frame_lock,4461,93649,0,,True,True,15,dresden,"{""15"": 1}",,13.723919391632,False,1,ok,0,end,,7551006706,0,2019-04-05 07:29:00,0,False
Andreas-Pfitzmann-Bau,True,51.025619416653,4405708,traffic_sign,False,frame_lock,4461,93649,0,,True,True,15,dresden,"{""15"": 2}",,13.723919391632,False,2,ok,0,start,,7551006706,0,2019-04-05 09:24:00,0,False
Hauptbahnhof,True,51.040476453474,120,,False,frame_lock,4313,93649,0,,True,True,15,dresden,"{""15"": 2}",,13.733623623848,True,2,ok,0,end,,7551006706,0,2019-04-05 09:34:00,0,False
Hauptbahnhof,True,51.040476453474,120,,False,frame_lock,4313,93649,0,,True,True,15,dresden,"{""15"": 1}",,13.733623623848,True,1,ok,0,start,,7551006706,0,2019-04-05 10:28:00,0,False
BIKE 93649,True,51.034173333333,14088325,,False,frame_lock,0,93649,0,Andreas-Schubert-Straße,True,False,15,dresden,"{""15"": 1}",,13.734082222222,False,1,ok,0,end,,7551006706,0,2019-04-05 10:33:00,12,True
BIKE 93649,True,51.034173333333,14088325,,False,frame_lock,0,93649,0,Andreas-Schubert-Straße,True,False,15,dresden,"{""15"": 1}",,13.734082222222,False,1,ok,0,start,,7551006706,0,2019-04-05 11:11:00,12,True
BIKE 93649,True,51.054288888889,14091252,,False,frame_lock,0,93649,0,Löbtauer Straße,True,False,15,dresden,"{""15"": 1}",,13.718094444444,False,1,ok,0,end,,7551006706,0,2019-04-05 11:49:00,12,True
BIKE 93649,True,51.054177777778,14098851,,False,frame_lock,0,93649,0,Löbtauer Straße,True,False,15,dresden,"{""15"": 1}",,13.718423333333,False,1,ok,0,start,,7551006706,0,2019-04-05 16:02:00,12,True
BIKE 93649,True,51.054177777778,14098851,,False,frame_lock,0,93649,0,Löbtauer Straße,True,False,15,dresden,"{""15"": 1}",,13.718423333333,False,1,ok,0,end,,7551006706,0,2019-04-05 16:05:00,12,True
BIKE 93649,True,51.054795555556,14105060,,False,frame_lock,0,93649,0,Berliner Straße 10,True,False,15,dresden,"{""15"": 1}",,13.718301111111,False,1,ok,0,last,,7551006706,0,2019-04-05 23:59:00,12,True
Bischofsplatz (S-Bahn),True,51.071925666476,10299456,free,False,frame_lock,4469,93415,0,,True,True,0,dresden,"{""undefined"": 3, ""15"": 2}",,13.746272921562,False,5,ok,0,first,,7551002520,0,2019-04-05 00:00:00,0,False
Bischofsplatz (S-Bahn),True,51.071925666476,10299456,free,False,frame_lock,4469,93415,0,,True,True,0,dresden,"{""undefined"": 4, ""15"": 1}",,13.746272921562,False,5,ok,0,start,,7551002520,0,2019-04-05 12:55:00,0,False
Palaisplatz,True,51.060231225501,38955,,False,frame_lock,4403,93415,0,,True,True,0,dresden,"{""undefined"": 2, ""15"": 1}",,13.739293813705,False,3,ok,0,end,,7551002520,0,2019-04-05 13:09:00,0,False
BIKE 93415,True,51.058951111111,14100252,,False,frame_lock,0,93415,0,Palaisplatz 11,True,False,0,dresden,"{""undefined"": 1}",,13.737686666667,False,1,ok,0,start,,7551002520,0,2019-04-05 16:02:00,12,True
