p_name,b_electric_lock,p_lat,p_uid,p_terminal_type,p_rack_locks,b_lock_types,p_number,b_number,p_free_racks,p_special_racks,p_address,b_active,p_spot,b_bike_type,city,p_bike_types,b_battery_pack,p_lng,p_maintenance,p_bikes,b_state,p_booked_bikes,trip,p_free_special_racks,b_pedelec_battery,b_boardcomputer,p_bike_racks,datetime,p_place_type,p_bike
Bünaustraße,True,51.043407490521,10299619,free,False,frame_lock,4485,93481,0,0,,True,True,0,dresden,"{""undefined"": 1}",,13.698416948318,False,1,ok,0,start,0,,7551002454,0,2019-04-28 15:41:00,0,False
IPRO Consult,True,51.033649015325,1168109,free,False,frame_lock,4448,93481,0,0,,True,True,0,dresden,"{""undefined"": 1, ""15"": 1}",,13.742340803146,False,2,ok,0,end,0,,7551002454,0,2019-04-28 15:57:00,0,False
IPRO Consult,True,51.033649015325,1168109,free,False,frame_lock,4448,93481,0,0,,True,True,0,dresden,"{""undefined"": 2, ""15"": 1}",,13.742340803146,False,3,ok,0,start,0,,7551002454,0,2019-04-28 15:58:00,0,False
Strehlener Str. / Immatrikulationsamt,True,51.03486,4405631,free,False,frame_lock,4455,93481,0,0,,True,True,0,dresden,"{""undefined"": 1, ""71"": 1, ""15"": 2}",,13.74561,False,4,ok,0,end,0,,7551002454,0,2019-04-28 16:01:00,0,False
Strehlener Str. / Immatrikulationsamt,True,51.03486,4405631,free,False,frame_lock,4455,93481,0,0,,True,True,0,dresden,"{""undefined"": 1, ""15"": 1}",,13.74561,False,2,ok,0,start,0,,7551002454,0,2019-04-28 18:00:00,0,False
BIKE 93481,True,51.032097777778,15096594,,False,frame_lock,0,93481,0,0,,True,False,0,dresden,"{""undefined"": 1}",,13.75165,False,1,ok,0,end,0,,7551002454,0,2019-04-28 18:04:00,12,True
BIKE 93481,True,51.02788,15099454,,False,frame_lock,0,93481,0,0,,True,False,0,dresden,"{""undefined"": 1}",,13.764745555556,False,1,ok,0,start,0,,7551002454,0,2019-04-28 20:12:00,12,True
BIKE 93481,True,51.02788,15099454,,False,frame_lock,0,93481,0,0,,True,False,0,dresden,"{""undefined"": 1}",,13.764745555556,False,1,ok,0,end,0,,7551002454,0,2019-04-28 20:17:00,12,True
August-Bebel-Str. / hinter dem Haus 83 rechts,True,51.03112895074,4405638,traffic_sign,False,frame_lock,4456,93481,0,0,,True,True,0,dresden,"{""undefined"": 1, ""15"": 2}",,13.75273168087,False,3,ok,0,last,0,,7551002454,0,2019-04-28 23:59:00,0,False
BIKE 93486,True,51.044506666667,15068252,,False,frame_lock,0,93486,0,0,,True,False,15,dresden,"{""15"": 1}",,13.733425555556,False,1,ok,0,first,0,,7551006345,0,2019-04-28 00:00:00,12,True
BIKE 93486,True,51.044591111111,15068252,,False,frame_lock,0,93486,0,0,Vitzthumstraße,True,False,15,dresden,"{""15"": 1}",,13.733404444444,False,1,ok,0,start,0,,7551006345,0,2019-04-28 11:29:00,12,True
BIKE 93486,True,51.044591111111,15068252,,False,frame_lock,0,93486,0,0,Vitzthumstraße,True,False,15,dresden,"{""15"": 1}",,13.733404444444,False,1,ok,0,end,0,,7551006345,0,2019-04-28 11:36:00,12,True
BIKE 93486,True,51.044506666667,15068252,,False,frame_lock,0,93486,0,0,Reitbahnstraße 12,True,False,15,dresden,"{""15"": 1}",,13.733227777778,False,1,ok,0,start,0,,7551006345,0,2019-04-28 16:40:00,12,True
BIKE 93486,True,51.044044444444,15094234,,False,frame_lock,0,93486,0,0,,True,False,15,dresden,"{""15"": 1}",,13.737893333333,False,1,ok,0,end,0,,7551006345,0,2019-04-28 16:43:00,12,True
BIKE 93486,True,51.043702222222,15094405,,False,frame_lock,0,93486,0,0,,True,False,15,dresden,"{""15"": 1}",,13.738978888889,False,1,ok,0,start,0,,7551006345,0,2019-04-28 17:39:00,12,True
Alaunstraße,True,51.066946872474,264576,,False,frame_lock,4374,93486,0,0,,True,True,15,dresden,"{""15"": 1}",,13.751809000969,False,1,ok,0,end,0,,7551006345,0,2019-04-28 17:52:00,0,False
Alaunstraße,True,51.066946872474,264576,,False,frame_lock,4374,93486,0,0,,True,True,15,dresden,"{""15"": 1}",,13.751809000969,False,1,ok,0,start,0,,7551006345,0,2019-04-28 20:10:00,0,False
BIKE 93486,True,51.070888888889,15099654,,False,frame_lock,0,93486,0,0,,True,False,15,dresden,"{""15"": 1}",,13.752954444444,False,1,ok,0,end,0,,7551006345,0,2019-04-28 20:19:00,12,True
BIKE 93486,True,51.070857777778,15099654,,False,frame_lock,0,93486,0,0,,True,False,15,dresden,"{""15"": 1}",,13.752612222222,False,1,ok,0,last,0,,7551006345,0,2019-04-28 23:59:00,12,True
BIKE 93369,True,51.081333333333,15068008,,False,frame_lock,0,93369,0,0,,True,False,0,dresden,"{""undefined"": 1}",,13.73039,False,1,ok,0,first,0,,7551006976,0,2019-04-28 00:00:00,12,True
BIKE 93369,True,51.08132,15068008,,False,frame_lock,0,93369,0,0,Zeithainer Straße,True,False,0,dresden,"{""undefined"": 1}",,13.730324444444,False,1,ok,0,start,0,,7551006976,0,2019-04-28 11:29:00,12,True
BIKE 93369,True,51.08132,15068008,,False,frame_lock,0,93369,0,0,Zeithainer Straße,True,False,0,dresden,"{""undefined"": 1}",,13.730324444444,False,1,ok,0,end,0,,7551006976,0,2019-04-28 11:36:00,12,True
BIKE 93369,True,51.081182222222,15092755,,False,frame_lock,0,93369,0,0,Großenhainer Straße 95,True,False,0,dresden,"{""undefined"": 1}",,13.730871111111,False,1,ok,0,last,0,,7551006976,0,2019-04-28 23:59:00,12,True
BIKE 93024,True,51.074413333333,15074763,,False,frame_lock,0,93024,0,0,,True,False,15,dresden,"{""15"": 1}",,13.747116666667,False,1,ok,0,first,0,,7551006677,0,2019-04-28 04:00:00,12,True
BIKE 93024,True,51.07416,15074763,,False,frame_lock,0,93024,0,0,Hechtstraße 26,True,False,15,dresden,"{""15"": 1}",,13.747106666667,False,1,ok,0,start,0,,7551006677,0,2019-04-28 11:29:00,12,True
BIKE 93024,True,51.07416,15074763,,False,frame_lock,0,93024,0,0,Hechtstraße 26,True,False,15,dresden,"{""15"": 1}",,13.747106666667,False,1,ok,0,end,0,,7551006677,0,2019-04-28 11:36:00,12,True
BIKE 93024,True,51.074306666667,15074763,,False,frame_lock,0,93024,0,0,Hechtstraße 26,True,False,15,dresden,"{""15"": 1}",,13.747048888889,False,1,ok,0,start,0,,7551006677,0,2019-04-28 12:49:00,12,True
Schauburg,True,51.071143657107,121771,,False,frame_lock,4327,93024,0,0,,True,True,15,dresden,"{""undefined"": 3, ""71"": 1, ""15"": 1}",,13.750328421593,False,5,ok,0,end,0,,7551006677,0,2019-04-28 12:58:00,0,False
Schauburg,True,51.071143657107,121771,,False,frame_lock,4327,93024,0,0,,True,True,15,dresden,"{""undefined"": 2, ""71"": 1, ""15"": 2}",,13.750328421593,False,5,ok,0,start,0,,7551006677,0,2019-04-28 15:29:00,0,False
Rathaus Plauen,True,51.029401598405,10299481,free,False,frame_lock,4470,93024,0,0,,True,True,15,dresden,"{""71"": 1, ""15"": 1}",,13.707064390182,False,2,ok,0,end,0,,7551006677,0,2019-04-28 15:56:00,0,False
Rathaus Plauen,True,51.029401598405,10299481,free,False,frame_lock,4470,93024,0,0,,True,True,15,dresden,"{""undefined"": 1, ""15"": 1}",,13.707064390182,False,2,ok,0,start,0,,7551006677,0,2019-04-28 20:12:00,0,False
BIKE 93024,True,51.0678,15100040,,False,frame_lock,0,93024,0,0,,True,False,15,dresden,"{""15"": 1}",,13.752514444444,False,1,ok,0,end,0,,7551006677,0,2019-04-28 20:37:00,12,True
BIKE 93024,True,51.068373333333,15102059,,False,frame_lock,0,93024,0,0,,True,False,15,dresden,"{""15"": 1}",,13.751562222222,False,1,ok,0,last,0,,7551006677,0,2019-04-28 23:59:00,12,True
Martin-Luther-Platz (Kirche),True,51.06413531956,264578,,False,frame_lock,4376,93679,0,0,,True,True,15,dresden,"{""15"": 1}",,13.756663799286,False,1,ok,0,first,0,,7551006571,0,2019-04-28 00:00:00,0,False
Martin-Luther-Platz (Kirche),True,51.06413531956,264578,,False,frame_lock,4376,93679,0,0,,True,True,15,dresden,"{""15"": 1}",,13.756663799286,False,1,ok,0,start,0,,7551006571,0,2019-04-28 08:45:00,0,False
BIKE 93679,True,51.077133333333,15079188,,False,frame_lock,0,93679,0,0,Hansastraße,True,False,15,dresden,"{""15"": 1}",,13.73912,False,1,ok,0,end,0,,7551006571,0,2019-04-28 08:58:00,12,True
BIKE 93679,True,51.077008888889,15079188,,False,frame_lock,0,93679,0,0,Hansastraße,True,False,15,dresden,"{""15"": 1}",,13.739375555556,False,1,ok,0,start,0,,7551006571,0,2019-04-28 09:48:00,12,True
BIKE 93679,True,51.064977777778,15080720,,False,frame_lock,0,93679,0,0,Prießnitzstraße 18,True,False,15,dresden,"{""15"": 1}",,13.759244444444,False,1,ok,0,end,0,,7551006571,0,2019-04-28 10:00:00,12,True
BIKE 93679,True,51.064631111111,15080720,,False,frame_lock,0,93679,0,0,Prießnitzstraße,True,False,15,dresden,"{""15"": 1}",,13.759997777778,False,1,ok,0,start,0,,7551006571,0,2019-04-28 11:18:00,12,True
Alaunstraße,True,51.066946872474,264576,,False,frame_lock,4374,93679,0,0,,True,True,15,dresden,"{""15"": 3}",,13.751809000969,False,3,ok,0,end,0,,7551006571,0,2019-04-28 11:25:00,0,False
Alaunstraße,True,51.066946872474,264576,,False,frame_lock,4374,93679,0,0,,True,True,15,dresden,"{""15"": 2}",,13.751809000969,False,2,ok,0,start,0,,7551006571,0,2019-04-28 11:29:00,0,False
Alaunstraße,True,51.066946872474,264576,,False,frame_lock,4374,93679,0,0,,True,True,15,dresden,"{""15"": 2}",,13.751809000969,False,2,ok,0,end,0,,7551006571,0,2019-04-28 11:36:00,0,False
Alaunstraße,True,51.066946872474,264576,,False,frame_lock,4374,93679,0,0,,True,True,15,dresden,"{""15"": 2}",,13.751809000969,False,2,ok,0,start,0,,7551006571,0,2019-04-28 12:12:00,0,False
BIKE 93679,True,51.058644444444,15085117,,False,frame_lock,0,93679,0,0,Ostra-Ufer,True,False,15,dresden,"{""15"": 1}",,13.731002222222,False,1,ok,0,end,0,,7551006571,0,2019-04-28 12:26:00,12,True
BIKE 93679,True,51.058048888889,15085117,,False,frame_lock,0,93679,0,0,Devrientstraße,True,False,15,dresden,"{""15"": 1}",,13.731125555556,False,1,ok,0,start,0,,7551006571,0,2019-04-28 16:25:00,12,True
BIKE 93679,True,51.058262222222,15093841,,False,frame_lock,0,93679,0,0,,True,False,15,dresden,"{""15"": 1}",,13.731227777778,False,1,ok,0,end,0,,7551006571,0,2019-04-28 16:31:00,12,True
BIKE 93679,True,51.058351111111,15093841,,False,frame_lock,0,93679,0,0,,True,False,15,dresden,"{""15"": 1}",,13.731144444444,False,1,ok,0,start,0,,7551006571,0,2019-04-28 16:57:00,12,True
BIKE 93679,True,51.058146666667,15094777,,False,frame_lock,0,93679,0,0,,True,False,15,dresden,"{""15"": 1}",,13.731142222222,False,1,ok,0,end,0,,7551006571,0,2019-04-28 17:02:00,12,True
BIKE 93679,True,51.059097777778,15102380,,False,frame_lock,0,93679,0,0,,True,False,15,dresden,"{""15"": 1}",,13.730721111111,False,1,ok,0,last,0,,7551006571,0,2019-04-28 23:59:00,12,True
Südhöhe,True,51.01992,10299802,free,False,frame_lock,4502,93611,0,0,,True,True,15,dresden,"{""15"": 1}",,13.73001,False,1,ok,0,first,0,,7551003628,0,2019-04-28 00:00:00,0,False
Südhöhe,True,51.01992,10299802,free,False,frame_lock,4502,93611,0,0,,True,True,15,dresden,"{""15"": 1}",,13.73001,False,1,ok,0,start,0,,7551003628,0,2019-04-28 06:10:00,0,False
Hempelbau /Mommsenstr. / Bergstr.,True,51.027292926752,264550,traffic_sign,False,frame_lock,4350,93611,0,0,,True,True,15,dresden,"{""15"": 1}",,13.731064796448,False,1,ok,0,end,0,,7551003628,0,2019-04-28 06:17:00,0,False
Hempelbau /Mommsenstr. / Bergstr.,True,51.027292926752,264550,traffic_sign,False,frame_lock,4350,93611,0,0,,True,True,15,dresden,"{""15"": 1}",,13.731064796448,False,1,ok,0,start,0,,7551003628,0,2019-04-28 11:18:00,0,False
BIKE 93611,True,51.0506,15083418,,False,frame_lock,0,93611,0,0,Wilsdruffer Straße 25,True,False,15,dresden,"{""15"": 1}",,13.734706666667,False,1,ok,0,end,0,,7551003628,0,2019-04-28 11:36:00,12,True
BIKE 93611,True,51.0506,15083418,,False,frame_lock,0,93611,0,0,Wilsdruffer Straße 25,True,False,15,dresden,"{""15"": 1}",,13.734706666667,False,1,ok,0,start,0,,7551003628,0,2019-04-28 12:26:00,12,True
BIKE 93611,True,51.074928888889,15086878,,False,frame_lock,0,93611,0,0,Bärnsdorfer Straße 2,True,False,15,dresden,"{""15"": 1}",,13.74178,False,1,ok,0,end,0,,7551003628,0,2019-04-28 13:17:00,12,True
BIKE 93611,True,51.074928888889,15086878,,False,frame_lock,0,93611,0,0,Bärnsdorfer Straße 2,True,False,15,dresden,"{""15"": 1}",,13.74178,False,1,ok,0,start,0,,7551003628,0,2019-04-28 15:12:00,12,True
Kulturpalast,True,51.050547111895,155920,,False,frame_lock,4412,93611,0,0,,True,True,15,dresden,"{""71"": 1, ""15"": 2}",,13.737196326256,False,3,ok,0,end,0,,7551003628,0,2019-04-28 15:34:00,0,False
Altmarkt / Seestraße ,True,51.049427508558,43026,,False,frame_lock,4413,93611,0,0,,True,True,15,dresden,"{""undefined"": 1, ""15"": 3}",,13.736944198608,False,4,ok,0,start,0,,7551003628,0,2019-04-28 17:39:00,0,False
BIKE 93611,True,51.046071111111,15095994,,False,frame_lock,0,93611,0,0,,True,False,15,dresden,"{""15"": 1}",,13.728713333333,False,1,ok,0,end,0,,7551003628,0,2019-04-28 17:46:00,12,True
BIKE 93611,True,51.046475555556,15095994,,False,frame_lock,0,93611,0,0,,True,False,15,dresden,"{""15"": 1}",,13.728291111111,False,1,ok,0,last,0,,7551003628,0,2019-04-28 21:58:00,12,True
BIKE 93513,True,51.06872,15034815,,False,frame_lock,0,93513,0,0,,True,False,15,dresden,"{""15"": 1}",,13.714221111111,False,1,ok,0,first,0,,7551003681,0,2019-04-28 00:00:00,12,True
BIKE 93513,True,51.068724444444,15034815,,False,frame_lock,0,93513,0,0,Messering,True,False,15,dresden,"{""15"": 1}",,13.713968888889,False,1,ok,0,start,0,,7551003681,0,2019-04-28 11:29:00,12,True
BIKE 93513,True,51.068724444444,15034815,,False,frame_lock,0,93513,0,0,Messering,True,False,15,dresden,"{""15"": 1}",,13.713968888889,False,1,ok,0,end,0,,7551003681,0,2019-04-28 11:36:00,12,True
BIKE 93513,True,51.068733333333,15034815,,False,frame_lock,0,93513,0,0,Messering,True,False,15,dresden,"{""15"": 1}",,13.714076666667,False,1,ok,0,last,0,,7551003681,0,2019-04-28 23:59:00,12,True
BIKE 93073,True,51.061604444444,15070733,,False,frame_lock,0,93073,0,0,,True,False,0,dresden,"{""undefined"": 1}",,13.74055,False,1,ok,0,first,0,,7551004185,0,2019-04-28 00:00:00,12,True
BIKE 93073,True,51.061368888889,15075503,,False,frame_lock,0,93073,0,0,Wallgäßchen 2,True,False,0,dresden,"{""undefined"": 1}",,13.74047,False,1,ok,0,start,0,,7551004185,0,2019-04-28 11:29:00,12,True
BIKE 93073,True,51.061368888889,15075503,,False,frame_lock,0,93073,0,0,Wallgäßchen 2,True,False,0,dresden,"{""undefined"": 1}",,13.74047,False,1,ok,0,end,0,,7551004185,0,2019-04-28 11:36:00,12,True
BIKE 93073,True,51.061368888889,15075503,,False,frame_lock,0,93073,0,0,Wallgäßchen 2,True,False,0,dresden,"{""undefined"": 1}",,13.74047,False,1,ok,0,start,0,,7551004185,0,2019-04-28 12:32:00,12,True
BIKE 93073,True,51.061488888889,15085926,,False,frame_lock,0,93073,0,0,Wallgäßchen 2,True,False,0,dresden,"{""undefined"": 1}",,13.740156666667,False,1,ok,0,end,0,,7551004185,0,2019-04-28 12:50:00,12,True
BIKE 93073,True,51.061124444444,15085926,,False,frame_lock,0,93073,0,0,Wallgäßchen,True,False,0,dresden,"{""undefined"": 1}",,13.739791111111,False,1,ok,0,start,0,,7551004185,0,2019-04-28 21:04:00,12,True
BIKE 93073,True,51.057546666667,15100672,,False,frame_lock,0,93073,0,0,,True,False,0,dresden,"{""undefined"": 1}",,13.723587777778,False,1,ok,0,end,0,,7551004185,0,2019-04-28 21:14:00,12,True
BIKE 93073,True,51.057351111111,15100672,,False,frame_lock,0,93073,0,0,,True,False,0,dresden,"{""undefined"": 1}",,13.723668888889,False,1,ok,0,last,0,,7551004185,0,2019-04-28 23:59:00,12,True
BIKE 93795,True,51.04992,15069733,,False,frame_lock,0,93795,0,0,,True,False,15,dresden,"{""15"": 1}",,13.732517777778,False,1,ok,0,first,0,,7551005182,0,2019-04-28 00:00:00,12,True
