p_name,b_electric_lock,p_lat,p_uid,p_terminal_type,p_rack_locks,b_lock_types,p_number,b_number,p_free_racks,p_address,b_active,p_spot,b_bike_type,city,p_bike_types,b_battery_pack,p_lng,p_maintenance,p_bikes,b_state,p_booked_bikes,trip,b_pedelec_battery,b_boardcomputer,p_bike_racks,datetime,p_place_type,p_bike
BIKE 93462,True,51.06148,13895081,,False,frame_lock,0,93462,0,Bautzner Landstraße 144,True,False,0,dresden,"{""undefined"": 1}",,13.852215555556,False,1,ok,0,first,,7551004409,0,2019-04-01 00:00:00,12,True
BIKE 93462,True,51.06172,13895081,,False,frame_lock,0,93462,0,Bautzner Landstraße 146,True,False,0,dresden,"{""undefined"": 1}",,13.852396666667,False,1,ok,0,last,,7551004409,0,2019-04-01 23:59:00,12,True
BIKE 93539,True,51.059488888889,13878416,,False,frame_lock,0,93539,0,Pfotenhauerstraße 109,True,False,15,dresden,"{""15"": 1}",,13.784958888889,False,1,ok,0,first,,7551006822,0,2019-04-01 00:00:00,12,True
BIKE 93539,True,51.059031111111,13942800,,False,frame_lock,0,93539,0,Pfotenhauerstraße 108,True,False,15,dresden,"{""15"": 1}",,13.784395555556,False,1,ok,0,last,,7551006822,0,2019-04-01 23:59:00,12,True
BIKE 93054,True,51.0626,13909691,,False,frame_lock,0,93054,0,Hamburger Straße 88c,True,False,15,dresden,"{""15"": 1}",,13.680967777778,False,1,ok,0,first,,7551006192,0,2019-04-01 00:00:00,12,True
BIKE 93054,True,51.062377777778,13923643,,False,frame_lock,0,93054,0,Hamburger Straße 86-88,True,False,15,dresden,"{""15"": 1}",,13.681522222222,False,1,ok,0,last,,7551006192,0,2019-04-01 23:59:00,12,True
Kesselsdorfer Str. / Reisewitzer Str.,True,51.0440355,310790,,False,frame_lock,4436,93415,0,,True,True,0,dresden,"{""undefined"": 2}",,13.7008419,False,2,ok,0,first,,7551002520,0,2019-04-01 00:00:00,0,False
Kesselsdorfer Str. / Reisewitzer Str.,True,51.0440355,310790,,False,frame_lock,4436,93415,0,,True,True,0,dresden,"{""undefined"": 2}",,13.7008419,False,2,ok,0,start,,7551002520,0,2019-04-01 11:53:00,0,False
Malterstraße (Haltestelle),True,51.04257,10299584,free,False,frame_lock,4483,93415,0,,True,True,0,dresden,"{""undefined"": 2, ""15"": 1}",,13.69113,False,3,ok,0,end,,7551002520,0,2019-04-01 11:59:00,0,False
Malterstraße (Haltestelle),True,51.04257,10299584,free,False,frame_lock,4483,93415,0,,True,True,0,dresden,"{""undefined"": 1, ""15"": 1}",,13.69113,False,2,ok,0,start,,7551002520,0,2019-04-01 13:13:00,0,False
BIKE 93415,True,51.051471111111,13931600,,False,frame_lock,0,93415,0,,True,False,0,dresden,"{""undefined"": 1}",,13.734335555556,False,1,ok,0,end,,7551002520,0,2019-04-01 13:28:00,12,True
BIKE 93415,True,51.050546666667,13944001,,False,frame_lock,0,93415,0,,True,False,0,dresden,"{""undefined"": 1}",,13.734003333333,False,1,ok,0,start,,7551002520,0,2019-04-01 17:50:00,12,True
Jorge-Gomondai-Platz  ,True,51.062213656375,13640,,False,frame_lock,4401,93415,0,,True,True,0,dresden,"{""undefined"": 1}",,13.745484352112,False,1,ok,0,end,,7551002520,0,2019-04-01 17:59:00,0,False
Jorge-Gomondai-Platz  ,True,51.062213656375,13640,,False,frame_lock,4401,93415,0,,True,True,0,dresden,"{""undefined"": 1}",,13.745484352112,False,1,ok,0,last,,7551002520,0,2019-04-01 23:43:00,0,False
Eisenacher Straße,True,51.047410805352,122008,,False,frame_lock,4326,93697,0,,True,True,15,dresden,"{""15"": 1}",,13.798184394836,False,1,ok,0,first,,7551006885,0,2019-04-01 00:00:00,0,False
Eisenacher Straße,True,51.047410805352,122008,,False,frame_lock,4326,93697,0,,True,True,15,dresden,"{""15"": 1}",,13.798184394836,False,1,ok,0,start,,7551006885,0,2019-04-01 06:40:00,0,False
Uniklinikum,True,51.054222727738,264602,,False,frame_lock,4395,93697,0,,True,True,15,dresden,"{""undefined"": 1, ""15"": 1}",,13.781125545502,False,2,ok,0,end,,7551006885,0,2019-04-01 06:49:00,0,False
Uniklinikum,True,51.054222727738,264602,,False,frame_lock,4395,93697,0,,True,True,15,dresden,"{""undefined"": 2, ""15"": 3}",,13.781125545502,False,5,ok,0,start,,7551006885,0,2019-04-01 10:33:00,0,False
BIKE 93697,True,51.05552,13925588,,False,frame_lock,0,93697,0,Vogesenweg,True,False,15,dresden,"{""15"": 1}",,13.79845,False,1,ok,0,end,,7551006885,0,2019-04-01 10:57:00,12,True
BIKE 93697,True,51.055337777778,13952616,,False,frame_lock,0,93697,0,Vogesenweg,True,False,15,dresden,"{""15"": 1}",,13.798406666667,False,1,ok,0,last,,7551006885,0,2019-04-01 23:59:00,12,True
BIKE 93544,True,51.043773333333,13885859,,False,frame_lock,0,93544,0,Kesselsdorfer Straße 40a,True,False,15,dresden,"{""15"": 1}",,13.695553333333,False,1,ok,0,first,,7551006179,0,2019-04-01 00:00:00,12,True
BIKE 93544,True,51.043586666667,13885859,,False,frame_lock,0,93544,0,Kesselsdorfer Straße 40,True,False,15,dresden,"{""15"": 1}",,13.69588,False,1,ok,0,start,,7551006179,0,2019-04-01 07:00:00,12,True
TU Dresden Hörsaalzentrum,True,51.029205917714,4405587,sign,False,frame_lock,4452,93544,0,,True,True,15,dresden,"{""15"": 3}",,13.730576634407,False,3,ok,0,end,,7551006179,0,2019-04-01 07:18:00,0,False
TU Dresden Hörsaalzentrum,True,51.029205917714,4405587,sign,False,frame_lock,4452,93544,0,,True,True,15,dresden,"{""15"": 3}",,13.730576634407,False,3,ok,0,start,,7551006179,0,2019-04-01 08:56:00,0,False
BIKE 93544,True,51.029728888889,13922434,,False,frame_lock,0,93544,0,Zellescher Weg,True,False,15,dresden,"{""15"": 1}",,13.731903333333,False,1,ok,0,end,,7551006179,0,2019-04-01 09:10:00,12,True
BIKE 93544,True,51.029728888889,13922434,,False,frame_lock,0,93544,0,Zellescher Weg,True,False,15,dresden,"{""15"": 1}",,13.731903333333,False,1,ok,0,start,,7551006179,0,2019-04-01 09:29:00,12,True
Teplitzer Str. / Reichenbachstr.,True,51.030902914154,264588,,False,frame_lock,4384,93544,0,,True,True,15,dresden,"{""15"": 1}",,13.750821948051,False,1,ok,0,end,,7551006179,0,2019-04-01 10:05:00,0,False
Teplitzer Str. / Reichenbachstr.,True,51.030902914154,264588,,False,frame_lock,4384,93544,0,,True,True,15,dresden,"{""15"": 1}",,13.750821948051,False,1,ok,0,start,,7551006179,0,2019-04-01 10:28:00,0,False
BIKE 93544,True,51.03456,13924986,,False,frame_lock,0,93544,0,Andreas-Schubert-Straße,True,False,15,dresden,"{""15"": 1}",,13.73356,False,1,ok,0,end,,7551006179,0,2019-04-01 10:39:00,12,True
BIKE 93544,True,51.03456,13924986,,False,frame_lock,0,93544,0,Andreas-Schubert-Straße,True,False,15,dresden,"{""15"": 1}",,13.73356,False,1,ok,0,start,,7551006179,0,2019-04-01 11:34:00,12,True
BIKE 93544,True,51.045271111111,13927432,,False,frame_lock,0,93544,0,,True,False,15,dresden,"{""15"": 1}",,13.734845555556,False,1,ok,0,end,,7551006179,0,2019-04-01 11:48:00,12,True
BIKE 93544,True,51.045648888889,13927432,,False,frame_lock,0,93544,0,,True,False,15,dresden,"{""15"": 1}",,13.734752222222,False,1,ok,0,start,,7551006179,0,2019-04-01 12:25:00,12,True
BIKE 93544,True,51.050168888889,13929129,,False,frame_lock,0,93544,0,,True,False,15,dresden,"{""15"": 1}",,13.733217777778,False,1,ok,0,end,,7551006179,0,2019-04-01 12:32:00,12,True
Hauptbahnhof,True,51.040476453474,120,,False,frame_lock,4313,93544,0,,True,True,15,dresden,"{""15"": 4}",,13.733623623848,True,4,ok,0,start,,7551006179,0,2019-04-01 15:42:00,0,False
Altpieschen,True,51.077648763812,264557,,False,frame_lock,4355,93544,0,,True,True,15,dresden,"{""15"": 2}",,13.7167096138,False,2,ok,0,end,,7551006179,0,2019-04-01 16:04:00,0,False
Altpieschen,True,51.077648763812,264557,,False,frame_lock,4355,93544,0,,True,True,15,dresden,"{""undefined"": 1, ""15"": 2}",,13.7167096138,False,3,ok,0,last,,7551006179,0,2019-04-01 23:59:00,0,False
