,MESS_DATUM,air_deg,air_hum,rain_mm,rain_yn,sun_hour,wind_ms
0,2018-11-08 00:00:00,8.0,95.7,0.0,0.0,0.0,3.5
1,2018-11-08 01:00:00,7.5,97.3,0.0,0.0,0.0,3.5
2,2018-11-08 02:00:00,6.6,98.3,0.0,0.0,0.0,3.4
3,2018-11-08 03:00:00,6.5,98.0,0.0,0.0,0.0,3.8
4,2018-11-08 04:00:00,5.9,97.7,0.0,0.0,0.0,3.7
5,2018-11-08 05:00:00,5.7,98.7,0.0,0.0,0.0,3.0
6,2018-11-08 06:00:00,6.4,96.3,0.0,0.0,0.0,2.9
7,2018-11-08 07:00:00,6.8,96.3,0.0,0.0,0.0,3.6
8,2018-11-08 08:00:00,8.3,93.7,0.0,0.0,0.0,2.9
9,2018-11-08 09:00:00,10.0,88.0,0.0,0.0,0.0,2.2
10,2018-11-08 10:00:00,11.9,79.7,0.0,0.0,16.0,2.3
11,2018-11-08 11:00:00,13.5,71.3,0.0,0.0,27.0,2.9
12,2018-11-08 12:00:00,14.4,69.3,0.0,0.0,44.5,4.1
13,2018-11-08 13:00:00,14.3,71.3,0.0,0.0,6.5,4.0
14,2018-11-08 14:00:00,13.8,71.7,0.0,0.0,0.0,3.1
15,2018-11-08 15:00:00,12.8,76.7,0.0,0.0,0.0,1.9
16,2018-11-08 16:00:00,11.2,84.7,0.0,0.0,0.0,1.8
17,2018-11-08 17:00:00,10.2,88.7,0.0,0.0,0.0,0.7
18,2018-11-08 18:00:00,10.2,89.7,0.0,0.3,0.0,0.7
19,2018-11-08 19:00:00,9.8,91.3,0.0,0.3,0.0,0.8
20,2018-11-08 20:00:00,9.5,92.3,0.0,0.0,0.0,0.4
21,2018-11-08 21:00:00,8.8,95.0,0.0,0.0,0.0,0.9
22,2018-11-08 22:00:00,8.7,95.7,0.0,0.0,0.0,0.6
23,2018-11-08 23:00:00,8.4,96.3,0.0,0.0,0.0,1.3
24,2018-11-09 00:00:00,7.8,97.0,0.0,0.0,0.0,1.1
25,2018-11-09 01:00:00,7.9,98.3,0.0,0.0,0.0,0.7
26,2018-11-09 02:00:00,7.2,97.7,0.0,0.0,0.0,1.5
27,2018-11-09 03:00:00,6.9,97.7,0.0,0.0,0.0,3.1
28,2018-11-09 04:00:00,6.8,98.3,0.0,0.0,0.0,2.8
29,2018-11-09 05:00:00,6.6,97.3,0.0,0.0,0.0,2.2
30,2018-11-09 06:00:00,6.9,97.7,0.0,0.0,0.0,2.7
31,2018-11-09 07:00:00,7.6,97.3,0.0,0.0,0.0,3.0
32,2018-11-09 08:00:00,9.0,94.0,0.0,0.0,0.0,3.1
33,2018-11-09 09:00:00,10.6,86.0,0.0,0.0,0.0,3.1
34,2018-11-09 10:00:00,11.0,81.3,0.0,0.0,0.0,4.0
35,2018-11-09 11:00:00,11.2,79.7,0.0,0.0,0.0,4.5
36,2018-11-09 12:00:00,11.1,79.3,0.0,0.0,0.0,4.5
37,2018-11-09 13:00:00,10.9,79.3,0.0,0.0,0.0,4.2
38,2018-11-09 14:00:00,10.7,80.7,0.0,0.0,0.0,4.4
39,2018-11-09 15:00:00,10.4,80.7,0.0,0.0,0.0,4.3
40,2018-11-09 16:00:00,10.1,82.0,0.0,0.0,0.0,3.5
41,2018-11-09 17:00:00,9.7,84.3,0.0,0.0,0.0,2.8
42,2018-11-09 18:00:00,8.8,87.7,0.0,0.0,0.0,2.1
43,2018-11-09 19:00:00,8.3,90.3,0.0,0.0,0.0,3.1
44,2018-11-09 20:00:00,8.5,88.7,0.0,0.0,0.0,4.1
45,2018-11-09 21:00:00,8.2,89.7,0.0,0.0,0.0,4.2
46,2018-11-09 22:00:00,7.6,91.0,0.0,0.0,0.0,4.0
47,2018-11-09 23:00:00,8.2,89.3,0.0,0.0,0.0,4.4
48,2018-11-10 00:00:00,8.3,88.7,0.0,0.0,0.0,5.3
49,2018-11-10 01:00:00,8.5,88.3,0.0,0.0,0.0,6.1
50,2018-11-10 02:00:00,8.5,88.7,0.0,0.0,0.0,6.5
51,2018-11-10 03:00:00,8.8,87.7,0.0,0.0,0.0,6.6
52,2018-11-10 04:00:00,8.8,87.7,0.0,0.0,0.0,6.9
53,2018-11-10 05:00:00,8.9,87.3,0.0,0.0,0.0,7.8
54,2018-11-10 06:00:00,8.9,86.7,0.0,0.0,0.0,7.6
55,2018-11-10 07:00:00,9.1,85.7,0.0,0.0,2.5,7.8
56,2018-11-10 08:00:00,9.8,82.0,0.0,0.0,47.0,7.8
57,2018-11-10 09:00:00,10.9,77.0,0.0,0.0,60.0,8.1
58,2018-11-10 10:00:00,11.5,73.7,0.0,0.0,60.0,9.2
59,2018-11-10 11:00:00,11.8,72.3,0.0,0.0,60.0,10.3
60,2018-11-10 12:00:00,12.1,71.0,0.0,0.0,60.0,9.0
61,2018-11-10 13:00:00,11.8,72.3,0.0,0.0,60.0,8.4
62,2018-11-10 14:00:00,11.6,73.3,0.0,0.0,60.0,7.6
63,2018-11-10 15:00:00,10.7,76.3,0.0,0.0,43.0,7.4
64,2018-11-10 16:00:00,9.8,81.0,0.0,0.0,4.5,7.0
65,2018-11-10 17:00:00,9.3,83.3,0.0,0.0,0.0,6.5
66,2018-11-10 18:00:00,9.3,83.7,0.0,0.0,0.0,6.7
67,2018-11-10 19:00:00,9.1,84.3,0.0,0.0,0.0,6.7
68,2018-11-10 20:00:00,9.1,83.7,0.0,0.0,0.0,6.6
69,2018-11-10 21:00:00,8.9,83.3,0.0,0.0,0.0,6.7
70,2018-11-10 22:00:00,8.8,82.7,0.0,0.0,0.0,7.0
71,2018-11-10 23:00:00,8.5,83.3,0.0,0.0,0.0,7.2
72,2018-11-11 00:00:00,8.2,84.0,0.0,0.0,0.0,7.2
73,2018-11-11 01:00:00,8.4,82.3,0.0,0.0,0.0,6.8
74,2018-11-11 02:00:00,8.1,83.0,0.0,0.0,0.0,6.3
75,2018-11-11 03:00:00,8.0,83.7,0.0,0.0,0.0,6.1
76,2018-11-11 04:00:00,6.9,87.0,0.0,0.0,0.0,5.0
77,2018-11-11 05:00:00,7.0,88.0,0.0,0.0,0.0,5.4
78,2018-11-11 06:00:00,7.5,85.7,0.0,0.0,0.0,6.4
79,2018-11-11 07:00:00,8.5,82.0,0.0,0.0,0.0,6.0
80,2018-11-11 08:00:00,9.0,81.3,0.0,0.7,0.0,5.9
81,2018-11-11 09:00:00,9.8,78.7,0.0,0.0,0.5,6.3
82,2018-11-11 10:00:00,10.4,76.0,0.0,0.0,6.0,6.2
83,2018-11-11 11:00:00,10.9,74.7,0.0,0.0,34.5,5.8
84,2018-11-11 12:00:00,11.3,74.3,0.0,0.3,0.0,5.2
85,2018-11-11 13:00:00,13.1,67.3,0.0,0.0,33.5,3.9
86,2018-11-11 14:00:00,13.1,67.7,0.0,0.0,60.0,3.9
87,2018-11-11 15:00:00,12.1,72.0,0.0,0.0,56.0,3.8
88,2018-11-11 16:00:00,10.7,77.0,0.0,0.0,6.5,5.2
89,2018-11-11 17:00:00,10.0,79.7,0.0,0.0,0.0,7.3
90,2018-11-11 18:00:00,10.2,80.3,0.0,0.0,0.0,6.2
91,2018-11-11 19:00:00,10.1,81.7,0.0,0.0,0.0,6.0
92,2018-11-11 20:00:00,10.3,82.7,0.0,0.0,0.0,6.1
93,2018-11-11 21:00:00,10.6,81.7,0.0,0.0,0.0,6.1
94,2018-11-11 22:00:00,11.0,79.7,0.0,0.0,0.0,6.0
95,2018-11-11 23:00:00,10.6,80.7,0.0,0.0,0.0,6.3
96,2018-11-12 00:00:00,9.7,83.0,0.0,0.0,0.0,5.9
97,2018-11-12 01:00:00,9.3,84.7,0.0,0.0,0.0,5.9
98,2018-11-12 02:00:00,9.5,83.0,0.0,0.0,0.0,5.8
99,2018-11-12 03:00:00,9.4,83.0,0.0,0.0,0.0,5.6
100,2018-11-12 04:00:00,9.0,84.0,0.0,0.0,0.0,3.6
101,2018-11-12 05:00:00,8.9,83.3,0.0,0.0,0.0,5.8
102,2018-11-12 06:00:00,9.0,83.0,0.0,0.0,0.0,6.9
103,2018-11-12 07:00:00,9.0,83.0,0.0,0.0,3.0,7.1
104,2018-11-12 08:00:00,9.1,81.7,0.0,0.0,3.0,7.2
105,2018-11-12 09:00:00,9.7,82.0,0.0,0.0,14.5,8.8
106,2018-11-12 10:00:00,10.8,80.0,0.0,0.0,5.5,8.9
107,2018-11-12 11:00:00,12.4,72.7,0.0,0.0,60.0,8.4
108,2018-11-12 12:00:00,12.2,71.7,0.0,0.0,60.0,7.2
109,2018-11-12 13:00:00,11.8,73.7,0.0,0.0,60.0,9.0
110,2018-11-12 14:00:00,11.4,76.3,0.0,0.0,60.0,10.3
111,2018-11-12 15:00:00,10.8,79.3,0.0,0.0,43.0,10.1
112,2018-11-12 16:00:00,10.3,82.3,0.0,0.0,0.0,9.7
113,2018-11-12 17:00:00,10.3,81.7,0.0,0.0,0.0,9.2
114,2018-11-12 18:00:00,10.2,81.7,0.0,0.0,0.0,7.8
115,2018-11-12 19:00:00,10.1,81.3,0.0,0.0,0.0,7.0
116,2018-11-12 20:00:00,9.9,82.0,0.0,0.0,0.0,6.8
117,2018-11-12 21:00:00,10.1,80.7,0.0,0.0,0.0,7.7
118,2018-11-12 22:00:00,10.3,79.0,0.0,0.0,0.0,6.0
119,2018-11-12 23:00:00,10.4,80.0,0.0,0.0,0.0,5.2
120,2018-11-13 00:00:00,10.3,79.7,0.0,0.0,0.0,5.7
121,2018-11-13 01:00:00,9.9,82.0,0.0,0.0,0.0,4.9
122,2018-11-13 02:00:00,9.7,83.0,0.0,0.0,0.0,5.6
123,2018-11-13 03:00:00,9.5,83.0,0.0,0.0,0.0,5.9
124,2018-11-13 04:00:00,9.6,80.7,0.0,0.0,0.0,6.1
125,2018-11-13 05:00:00,9.5,81.7,0.0,0.0,0.0,5.1
126,2018-11-13 06:00:00,9.6,81.3,0.0,0.0,0.0,4.5
127,2018-11-13 07:00:00,9.7,81.7,0.0,0.0,0.0,4.2
128,2018-11-13 08:00:00,10.0,82.0,0.0,0.3,0.0,2.9
129,2018-11-13 09:00:00,10.5,81.3,0.0,1.0,0.0,2.9
130,2018-11-13 10:00:00,10.7,83.3,0.0,0.3,0.0,2.8
131,2018-11-13 11:00:00,10.4,92.3,0.6,1.0,0.0,3.3
132,2018-11-13 12:00:00,10.7,93.0,0.7,1.0,0.0,3.5
133,2018-11-13 13:00:00,10.7,92.3,0.0,0.7,0.0,3.9
134,2018-11-13 14:00:00,10.7,93.3,1.0,1.0,0.0,5.0
135,2018-11-13 15:00:00,10.7,92.0,0.4,1.0,0.0,3.6
136,2018-11-13 16:00:00,10.5,87.7,0.0,0.0,0.0,4.6
137,2018-11-13 17:00:00,9.5,91.7,0.1,0.3,0.0,6.0
138,2018-11-13 18:00:00,9.1,88.7,0.0,0.0,0.0,4.8
139,2018-11-13 19:00:00,9.6,84.3,0.0,0.3,0.0,5.7
140,2018-11-13 20:00:00,9.8,80.7,0.1,1.0,0.0,5.5
141,2018-11-13 21:00:00,8.4,85.3,0.0,0.0,0.0,3.3
142,2018-11-13 22:00:00,8.0,86.3,0.0,0.0,0.0,3.3
143,2018-11-13 23:00:00,7.9,87.0,0.0,0.0,0.0,4.1
144,2018-11-14 00:00:00,7.6,86.3,0.0,0.0,0.0,4.9
145,2018-11-14 01:00:00,6.8,88.3,0.0,0.0,0.0,4.2
146,2018-11-14 02:00:00,6.2,89.0,0.0,0.0,0.0,4.1
147,2018-11-14 03:00:00,5.9,91.0,0.0,0.0,0.0,3.9
148,2018-11-14 04:00:00,7.1,87.7,0.0,0.0,0.0,4.3
149,2018-11-14 05:00:00,7.3,87.3,0.0,0.0,0.0,3.8
150,2018-11-14 06:00:00,7.4,87.3,0.0,0.0,0.0,3.2
151,2018-11-14 07:00:00,7.4,86.7,0.0,0.0,0.0,3.1
152,2018-11-14 08:00:00,8.3,84.0,0.0,0.0,1.0,3.3
153,2018-11-14 09:00:00,9.3,78.0,0.0,0.0,19.0,3.8
154,2018-11-14 10:00:00,10.6,72.0,0.0,0.0,56.5,3.9
155,2018-11-14 11:00:00,11.0,70.3,0.0,0.0,47.5,3.3
156,2018-11-14 12:00:00,11.4,68.0,0.0,0.0,54.5,2.9
157,2018-11-14 13:00:00,11.6,64.3,0.0,0.0,54.5,2.9
158,2018-11-14 14:00:00,11.6,64.3,0.0,0.0,59.0,2.8
159,2018-11-14 15:00:00,10.5,68.7,0.0,0.0,48.0,1.6
160,2018-11-14 16:00:00,7.7,82.3,0.0,0.0,0.0,0.8
161,2018-11-14 17:00:00,6.4,87.3,0.0,0.0,0.0,0.8
162,2018-11-14 18:00:00,5.5,90.3,0.0,0.0,0.0,1.4
163,2018-11-14 19:00:00,4.4,94.3,0.0,0.0,0.0,2.8
164,2018-11-14 20:00:00,3.7,95.0,0.0,0.0,0.0,3.1
165,2018-11-14 21:00:00,3.4,96.0,0.0,0.0,0.0,3.3
166,2018-11-14 22:00:00,3.1,97.0,0.0,0.0,0.0,3.2
167,2018-11-14 23:00:00,2.5,97.7,0.0,0.0,0.0,2.5
168,2018-11-15 00:00:00,2.1,97.7,0.0,0.0,0.0,3.6
169,2018-11-15 01:00:00,2.0,98.7,0.0,0.0,0.0,3.3
170,2018-11-15 02:00:00,1.5,97.7,0.0,0.0,0.0,3.1
171,2018-11-15 03:00:00,2.8,94.7,0.0,0.0,0.0,4.0
172,2018-11-15 04:00:00,2.3,96.7,0.0,0.0,0.0,3.7
173,2018-11-15 05:00:00,3.6,95.7,0.0,0.0,0.0,2.9
174,2018-11-15 06:00:00,3.9,93.3,0.0,0.0,0.0,3.3
175,2018-11-15 07:00:00,3.8,94.0,0.0,0.0,0.0,3.6
176,2018-11-15 08:00:00,6.5,82.0,0.0,0.0,54.0,3.5
177,2018-11-15 09:00:00,7.5,79.3,0.0,0.0,44.5,3.2
178,2018-11-15 10:00:00,8.8,75.7,0.0,0.0,32.0,1.8
179,2018-11-15 11:00:00,10.6,66.7,0.0,0.0,53.5,3.0
180,2018-11-15 12:00:00,11.3,61.0,0.0,0.0,60.0,4.0
181,2018-11-15 13:00:00,11.1,58.0,0.0,0.0,58.0,4.8
182,2018-11-15 14:00:00,10.5,60.0,0.0,0.0,60.0,5.5
183,2018-11-15 15:00:00,9.6,61.7,0.0,0.0,53.5,5.4
184,2018-11-15 16:00:00,8.3,67.0,0.0,0.0,1.5,4.4
185,2018-11-15 17:00:00,7.5,70.3,0.0,0.0,0.0,4.7
186,2018-11-15 18:00:00,6.4,75.3,0.0,0.0,0.0,4.8
187,2018-11-15 19:00:00,6.4,76.0,0.0,0.0,0.0,5.1
188,2018-11-15 20:00:00,5.2,81.0,0.0,0.0,0.0,4.3
189,2018-11-15 21:00:00,5.8,76.3,0.0,0.0,0.0,4.8
190,2018-11-15 22:00:00,5.8,75.7,0.0,0.0,0.0,5.0
191,2018-11-15 23:00:00,5.4,77.0,0.0,0.0,0.0,4.9
192,2018-11-16 00:00:00,5.0,78.0,0.0,0.0,0.0,4.8
193,2018-11-16 01:00:00,4.8,78.3,0.0,0.0,0.0,5.0
194,2018-11-16 02:00:00,4.3,80.3,0.0,0.0,0.0,5.1
195,2018-11-16 03:00:00,3.8,81.3,0.0,0.0,0.0,5.5
196,2018-11-16 04:00:00,2.9,83.7,0.0,0.0,0.0,5.6
197,2018-11-16 05:00:00,2.0,86.0,0.0,0.0,0.0,5.4
198,2018-11-16 06:00:00,2.4,86.0,0.0,0.0,0.0,5.5
199,2018-11-16 07:00:00,1.8,86.7,0.0,0.0,11.5,4.7
200,2018-11-16 08:00:00,3.1,81.3,0.0,0.0,60.0,4.7
201,2018-11-16 09:00:00,5.3,72.7,0.0,0.0,60.0,3.9
202,2018-11-16 10:00:00,7.6,64.7,0.0,0.0,60.0,4.3
203,2018-11-16 11:00:00,8.6,58.7,0.0,0.0,60.0,5.3
204,2018-11-16 12:00:00,9.2,56.0,0.0,0.0,60.0,5.1
205,2018-11-16 13:00:00,9.2,55.7,0.0,0.0,60.0,4.6
206,2018-11-16 14:00:00,9.0,57.7,0.0,0.0,60.0,3.8
207,2018-11-16 15:00:00,7.5,69.7,0.0,0.0,52.0,4.3
208,2018-11-16 16:00:00,6.1,75.7,0.0,0.0,3.0,4.6
209,2018-11-16 17:00:00,5.7,77.0,0.0,0.0,0.0,4.9
210,2018-11-16 18:00:00,5.4,76.7,0.0,0.0,0.0,5.4
211,2018-11-16 19:00:00,4.5,79.0,0.0,0.0,0.0,5.1
212,2018-11-16 20:00:00,3.6,82.7,0.0,0.0,0.0,4.6
213,2018-11-16 21:00:00,2.5,86.3,0.0,0.0,0.0,5.0
214,2018-11-16 22:00:00,1.6,91.0,0.0,0.0,0.0,3.7
215,2018-11-16 23:00:00,0.4,93.0,0.0,0.0,0.0,3.3
216,2018-11-17 00:00:00,0.4,94.7,0.0,0.0,0.0,2.9
217,2018-11-17 01:00:00,-0.5,94.0,0.0,0.0,0.0,3.7
218,2018-11-17 02:00:00,-0.9,93.3,0.0,0.0,0.0,4.4
219,2018-11-17 03:00:00,-1.6,94.7,0.0,0.0,0.0,3.8
220,2018-11-17 04:00:00,-1.6,95.3,0.0,0.0,0.0,3.6
221,2018-11-17 05:00:00,-2.0,94.7,0.0,0.0,0.0,2.6
222,2018-11-17 06:00:00,-2.4,94.7,0.0,0.0,0.0,3.7
223,2018-11-17 07:00:00,-2.5,94.7,0.0,0.0,0.0,2.4
224,2018-11-17 08:00:00,-0.9,88.3,0.0,0.0,51.5,2.2
225,2018-11-17 09:00:00,0.7,82.7,0.0,0.0,60.0,3.3
226,2018-11-17 10:00:00,2.7,74.0,0.0,0.0,60.0,3.3
227,2018-11-17 11:00:00,4.7,68.0,0.0,0.0,60.0,4.5
228,2018-11-17 12:00:00,5.4,64.7,0.0,0.0,60.0,5.6
229,2018-11-17 13:00:00,6.0,64.0,0.0,0.0,60.0,6.0
230,2018-11-17 14:00:00,5.9,62.7,0.0,0.0,60.0,5.4
231,2018-11-17 15:00:00,5.4,60.7,0.0,0.0,54.0,5.3
232,2018-11-17 16:00:00,3.9,60.0,0.0,0.0,5.0,4.6
233,2018-11-17 17:00:00,2.9,61.3,0.0,0.0,0.0,6.5
234,2018-11-17 18:00:00,1.7,66.7,0.0,0.0,0.0,4.7
235,2018-11-17 19:00:00,-0.4,77.3,0.0,0.0,0.0,3.7
236,2018-11-17 20:00:00,-0.6,80.0,0.0,0.0,0.0,3.5
237,2018-11-17 21:00:00,-1.1,84.0,0.0,0.0,0.0,2.2
238,2018-11-17 22:00:00,-1.8,87.0,0.0,0.0,0.0,2.4
239,2018-11-17 23:00:00,-2.6,88.3,0.0,0.0,0.0,2.1
240,2018-11-18 00:00:00,-3.1,88.7,0.0,0.0,0.0,3.0
241,2018-11-18 01:00:00,-3.3,86.3,0.0,0.0,0.0,3.8
242,2018-11-18 02:00:00,-4.6,91.0,0.0,0.0,0.0,2.8
243,2018-11-18 03:00:00,-4.7,92.0,0.0,0.0,0.0,1.6
244,2018-11-18 04:00:00,-5.0,90.3,0.0,0.0,0.0,2.0
245,2018-11-18 05:00:00,-5.6,93.0,0.0,0.0,0.0,1.2
246,2018-11-18 06:00:00,-6.2,93.3,0.0,0.0,0.0,1.5
247,2018-11-18 07:00:00,-5.8,91.7,0.0,0.0,0.0,1.3
248,2018-11-18 08:00:00,-4.9,92.3,0.0,0.0,28.0,1.6
249,2018-11-18 09:00:00,-3.5,88.0,0.0,0.0,30.0,1.0
250,2018-11-18 10:00:00,-2.0,83.0,0.0,0.0,42.0,2.1
251,2018-11-18 11:00:00,0.2,70.7,0.0,0.0,59.5,1.7
252,2018-11-18 12:00:00,1.3,67.3,0.0,0.0,23.0,2.8
253,2018-11-18 13:00:00,1.4,67.7,0.0,0.0,0.0,3.3
254,2018-11-18 14:00:00,1.2,68.7,0.0,0.0,0.0,2.5
255,2018-11-18 15:00:00,0.4,75.3,0.0,0.0,0.0,2.7
256,2018-11-18 16:00:00,-0.7,81.3,0.0,0.0,0.0,2.4
257,2018-11-18 17:00:00,-1.5,88.3,0.0,0.0,0.0,1.7
258,2018-11-18 18:00:00,-0.9,88.7,0.0,0.3,0.0,1.3
259,2018-11-18 19:00:00,-0.5,88.0,0.1,0.7,0.0,1.0
260,2018-11-18 20:00:00,-0.7,92.3,0.2,1.0,0.0,1.7
261,2018-11-18 21:00:00,-0.6,93.0,0.1,0.7,0.0,1.3
262,2018-11-18 22:00:00,-0.7,95.3,0.0,1.0,0.0,1.1
263,2018-11-18 23:00:00,-0.5,97.7,0.1,1.0,0.0,1.3
264,2018-11-19 00:00:00,-0.5,98.0,0.6,1.0,0.0,1.3
265,2018-11-19 01:00:00,-0.3,98.0,0.3,1.0,0.0,1.4
266,2018-11-19 02:00:00,0.0,98.0,0.1,1.0,0.0,2.2
267,2018-11-19 03:00:00,0.5,98.7,0.0,0.3,0.0,3.7
268,2018-11-19 04:00:00,0.8,98.7,0.1,1.0,0.0,3.5
269,2018-11-19 05:00:00,1.1,99.0,0.1,1.0,0.0,2.9
270,2018-11-19 06:00:00,1.6,95.0,0.2,1.0,0.0,3.7
271,2018-11-19 07:00:00,1.9,93.0,0.0,0.7,0.0,4.1
272,2018-11-19 08:00:00,2.1,91.0,0.0,0.3,0.0,4.9
273,2018-11-19 09:00:00,2.5,89.0,0.0,0.3,3.0,5.6
274,2018-11-19 10:00:00,2.9,85.3,0.0,0.3,3.5,7.1
275,2018-11-19 11:00:00,3.0,82.3,0.0,0.0,0.0,8.1
276,2018-11-19 12:00:00,3.1,81.3,0.0,0.3,0.0,6.3
277,2018-11-19 13:00:00,3.3,78.3,0.0,0.0,1.0,7.8
278,2018-11-19 14:00:00,2.9,77.3,0.0,0.0,5.0,7.6
279,2018-11-19 15:00:00,2.3,77.0,0.0,0.0,9.0,8.2
280,2018-11-19 16:00:00,1.6,76.0,0.0,0.0,0.0,8.5
281,2018-11-19 17:00:00,1.3,75.0,0.0,0.0,0.0,9.1
282,2018-11-19 18:00:00,1.2,75.0,0.0,0.0,0.0,9.2
283,2018-11-19 19:00:00,1.5,73.7,0.0,0.0,0.0,6.9
284,2018-11-19 20:00:00,1.3,75.0,0.0,0.0,0.0,7.3
285,2018-11-19 21:00:00,1.4,77.3,0.0,0.0,0.0,8.7
286,2018-11-19 22:00:00,1.4,78.3,0.0,0.0,0.0,7.7
287,2018-11-19 23:00:00,1.3,77.7,0.0,0.0,0.0,6.6
288,2018-11-20 00:00:00,0.8,79.3,0.0,0.0,0.0,6.9
289,2018-11-20 01:00:00,0.9,79.0,0.0,0.0,0.0,6.5
290,2018-11-20 02:00:00,1.0,78.3,0.0,0.0,0.0,7.0
291,2018-11-20 03:00:00,0.9,79.3,0.0,0.0,0.0,8.5
292,2018-11-20 04:00:00,1.2,77.7,0.0,0.0,0.0,8.5
293,2018-11-20 05:00:00,1.5,77.3,0.0,0.0,0.0,8.6
294,2018-11-20 06:00:00,1.5,77.7,0.0,0.0,0.0,8.3
295,2018-11-20 07:00:00,1.5,76.3,0.0,0.0,0.0,8.8
296,2018-11-20 08:00:00,1.5,77.0,0.0,0.0,0.0,9.1
297,2018-11-20 09:00:00,1.8,76.7,0.0,0.0,0.0,8.3
298,2018-11-20 10:00:00,2.0,76.3,0.0,0.0,0.0,9.0
299,2018-11-20 11:00:00,2.2,76.0,0.0,0.0,0.0,9.8
300,2018-11-20 12:00:00,2.2,74.3,0.0,0.0,0.0,9.5
301,2018-11-20 13:00:00,2.0,76.0,0.0,0.0,0.0,10.6
302,2018-11-20 14:00:00,1.5,78.3,0.0,0.0,0.0,10.7
303,2018-11-20 15:00:00,1.5,79.0,0.0,0.0,0.0,9.4
304,2018-11-20 16:00:00,1.4,80.3,0.0,0.3,0.0,9.0
305,2018-11-20 17:00:00,1.4,80.3,0.0,0.3,0.0,7.6
306,2018-11-20 18:00:00,1.6,80.3,0.0,0.0,0.0,7.3
307,2018-11-20 19:00:00,1.3,81.7,0.0,0.3,0.0,6.6
308,2018-11-20 20:00:00,1.4,81.3,0.0,0.0,0.0,4.9
309,2018-11-20 21:00:00,1.3,80.0,0.0,0.0,0.0,5.0
310,2018-11-20 22:00:00,1.3,80.0,0.0,0.0,0.0,4.2
311,2018-11-20 23:00:00,1.3,80.7,0.0,0.0,0.0,4.9
312,2018-11-21 00:00:00,1.3,81.3,0.0,0.0,0.0,4.8
313,2018-11-21 01:00:00,1.2,81.3,0.0,0.0,0.0,5.4
314,2018-11-21 02:00:00,1.2,81.7,0.0,0.0,0.0,4.9
315,2018-11-21 03:00:00,1.1,83.7,0.0,0.3,0.0,5.0
316,2018-11-21 04:00:00,1.2,84.3,0.0,0.3,0.0,5.3
317,2018-11-21 05:00:00,1.2,84.7,0.0,0.0,0.0,6.1
318,2018-11-21 06:00:00,1.2,85.3,0.0,0.0,0.0,5.4
319,2018-11-21 07:00:00,0.9,88.0,0.0,0.3,0.0,5.7
320,2018-11-21 08:00:00,1.0,88.0,0.0,0.3,0.0,4.3
321,2018-11-21 09:00:00,1.2,87.7,0.0,0.3,0.0,4.7
322,2018-11-21 10:00:00,1.6,85.0,0.0,0.3,0.0,4.8
323,2018-11-21 11:00:00,1.7,84.0,0.0,0.0,0.0,5.4
324,2018-11-21 12:00:00,1.8,84.3,0.0,0.3,0.0,5.0
325,2018-11-21 13:00:00,1.9,84.3,0.0,0.3,0.0,4.9
326,2018-11-21 14:00:00,1.6,86.3,0.0,0.3,0.0,4.6
327,2018-11-21 15:00:00,1.5,86.0,0.0,0.3,0.0,4.4
328,2018-11-21 16:00:00,1.5,86.0,0.0,0.3,0.0,4.7
329,2018-11-21 17:00:00,1.5,86.3,0.0,0.3,0.0,5.3
330,2018-11-21 18:00:00,1.5,86.7,0.0,0.0,0.0,5.5
331,2018-11-21 19:00:00,1.5,87.3,0.0,0.0,0.0,5.6
332,2018-11-21 20:00:00,1.5,88.3,0.0,0.0,0.0,5.4
333,2018-11-21 21:00:00,1.4,89.0,0.0,0.0,0.0,4.9
334,2018-11-21 22:00:00,1.3,89.0,0.0,0.0,0.0,5.5
335,2018-11-21 23:00:00,1.4,88.0,0.0,0.0,0.0,5.0
336,2018-11-22 00:00:00,1.4,87.3,0.0,0.0,0.0,5.5
337,2018-11-22 01:00:00,1.3,88.0,0.0,0.3,0.0,4.7
338,2018-11-22 02:00:00,1.3,88.3,0.0,0.0,0.0,4.8
339,2018-11-22 03:00:00,1.4,87.7,0.0,0.0,0.0,4.7
340,2018-11-22 04:00:00,1.5,87.0,0.0,0.0,0.0,4.9
341,2018-11-22 05:00:00,1.5,87.3,0.0,0.0,0.0,5.0
342,2018-11-22 06:00:00,1.6,86.7,0.0,0.0,0.0,5.3
343,2018-11-22 07:00:00,1.7,86.3,0.0,0.0,0.0,5.5
344,2018-11-22 08:00:00,2.0,85.0,0.0,0.0,0.0,5.3
345,2018-11-22 09:00:00,2.3,83.7,0.0,0.0,0.0,5.5
346,2018-11-22 10:00:00,2.5,83.3,0.0,0.0,0.0,5.1
347,2018-11-22 11:00:00,2.7,82.7,0.0,0.0,0.0,5.2
348,2018-11-22 12:00:00,3.0,83.0,0.0,0.0,0.0,4.7
349,2018-11-22 13:00:00,3.1,83.0,0.0,0.0,0.0,4.3
350,2018-11-22 14:00:00,2.9,85.0,0.0,0.0,0.0,4.4
351,2018-11-22 15:00:00,2.9,85.7,0.0,0.0,0.0,4.4
352,2018-11-22 16:00:00,2.6,87.0,0.0,0.0,0.0,4.4
353,2018-11-22 17:00:00,2.5,87.3,0.0,0.0,0.0,4.8
354,2018-11-22 18:00:00,2.5,87.3,0.0,0.0,0.0,4.4
355,2018-11-22 19:00:00,2.5,87.0,0.0,0.0,0.0,3.7
