b_number,b_boardcomputer,p_booked_bikes,b_pedelec_battery,p_special_racks,p_bike_racks,p_uid,p_place_type,trip,b_battery_pack,p_bike_types,b_lock_types,p_name,p_bikes,p_bike,p_maintenance,b_state,p_address,p_lng,p_free_racks,b_bike_type,p_rack_locks,p_spot,b_active,datetime,p_number,p_terminal_type,p_free_special_racks,p_lat,city,b_electric_lock
93797,7551006891,0,,0,0,40,0,first,,"{""71"": 1}",frame_lock,NH-Hotel / Hansa Str. 43,1,False,False,ok,,13.7388753890991,0,71,False,True,True,2019-11-12 00:00:00,4306,,0,51.0741334233362,dresden,True
93797,7551006891,0,,0,0,40,0,start,,"{""71"": 1}",frame_lock,NH-Hotel / Hansa Str. 43,1,False,False,ok,,13.7388753890991,0,71,False,True,True,2019-11-12 01:30:00,4306,,0,51.0741334233362,dresden,True
93797,7551006891,0,,0,6,265881,0,end,,"{""71"": 5}",frame_lock,DVB Trachenberger Straße,5,False,False,ok,,13.730077743530273,1,71,False,True,True,2019-11-12 01:37:00,4305,stele,0,51.08737775269143,dresden,True
93797,7551006891,0,,0,6,265881,0,last,,"{""71"": 5}",frame_lock,DVB Trachenberger Straße,5,False,False,ok,,13.730077743530273,1,71,False,True,True,2019-11-12 23:59:00,4305,stele,0,51.08737775269143,dresden,True
93029,7551006867,0,,0,0,73,0,first,,"{""71"": 3}",frame_lock,Bf. Dresden-Neustadt,3,False,False,ok,,13.7412196397781,0,71,False,True,True,2019-11-12 00:00:00,4332,free,0,51.0651837723282,dresden,True
93029,7551006867,1,,0,0,73,0,start,,"{""71"": 1}",frame_lock,Bf. Dresden-Neustadt,1,False,False,ok,,13.7412196397781,0,71,False,True,True,2019-11-12 02:45:00,4332,free,0,51.0651837723282,dresden,True
93029,7551006867,0,,0,0,264599,0,end,,"{""71"": 2}",frame_lock,Mosenstraße,2,False,False,ok,,13.777724504470825,0,71,False,True,True,2019-11-12 03:06:00,4392,,0,51.04473971878632,dresden,True
93029,7551006867,0,,0,0,264599,0,start,,"{""71"": 1}",frame_lock,Mosenstraße,1,False,False,ok,,13.777724504470825,0,71,False,True,True,2019-11-12 09:01:00,4392,,0,51.04473971878632,dresden,True
93029,7551006867,0,,0,0,24759015,12,end,,"{""71"": 1}",frame_lock,BIKE 93029,1,True,False,ok,,13.743894444444,0,71,False,False,True,2019-11-12 12:32:00,0,,0,51.049715555556,dresden,True
93029,7551006867,0,,0,0,9972732,0,start,,"{""71"": 11}",frame_lock,Pirnaischer Platz,11,False,False,ok,,13.74415397644043,0,71,False,True,True,2019-11-12 15:43:00,4315,,0,51.04897224042478,dresden,True
93029,7551006867,0,,0,6,264592,0,end,,"{""71"": 1}",frame_lock,Zoo,1,False,False,ok,,13.752071857452393,5,71,False,True,True,2019-11-12 15:53:00,4386,,0,51.03711008548858,dresden,True
93029,7551006867,0,,0,6,264592,0,start,,"{""71"": 1}",frame_lock,Zoo,1,False,False,ok,,13.752071857452393,5,71,False,True,True,2019-11-12 18:01:00,4386,,0,51.03711008548858,dresden,True
93029,7551006867,0,,0,0,264575,0,end,,"{""71"": 2}",frame_lock,Friedensstraße/Conradstr.,2,False,False,ok,,13.741257190704346,0,71,False,True,True,2019-11-12 18:20:00,4373,,0,51.07174027751911,dresden,True
93029,7551006867,0,,0,0,264575,0,last,,"{""71"": 5}",frame_lock,Friedensstraße/Conradstr.,5,False,False,ok,,13.741257190704346,0,71,False,True,True,2019-11-12 23:59:00,4373,,0,51.07174027751911,dresden,True
93556,7551003906,0,,0,0,73,0,first,,"{""71"": 3}",frame_lock,Bf. Dresden-Neustadt,3,False,False,ok,,13.7412196397781,0,71,False,True,True,2019-11-12 00:00:00,4332,free,0,51.0651837723282,dresden,True
93556,7551003906,0,,0,0,73,0,start,,"{""71"": 3}",frame_lock,Bf. Dresden-Neustadt,3,False,False,ok,,13.7412196397781,0,71,False,True,True,2019-11-12 00:28:00,4332,free,0,51.0651837723282,dresden,True
93556,7551003906,0,,0,0,10299563,0,end,,"{""71"": 3}",frame_lock,Bautzner Straße / Rothenburger Straße,3,False,False,ok,,13.75129,0,71,False,True,True,2019-11-12 00:33:00,4482,free,0,51.06294,dresden,True
93556,7551003906,0,,0,0,10299563,0,start,,"{""71"": 1}",frame_lock,Bautzner Straße / Rothenburger Straße,1,False,False,ok,,13.75129,0,71,False,True,True,2019-11-12 10:54:00,4482,free,0,51.06294,dresden,True
93556,7551003906,0,,0,0,637839,0,end,,"{""71"": 4}",frame_lock,Sächsische Landesbibliothek,4,False,False,ok,,13.7363862991333,0,71,False,True,True,2019-11-12 11:20:00,4441,free,0,51.02893263812449,dresden,True
93556,7551003906,0,,0,0,637839,0,start,,"{""71"": 6}",frame_lock,Sächsische Landesbibliothek,6,False,False,ok,,13.7363862991333,0,71,False,True,True,2019-11-12 12:34:00,4441,free,0,51.02893263812449,dresden,True
93556,7551003906,0,,0,0,4405587,0,end,,"{""71"": 3}",frame_lock,TU Dresden Hörsaalzentrum,3,False,False,ok,,13.730576634407043,0,71,False,True,True,2019-11-12 12:38:00,4452,sign,0,51.0292059177137,dresden,True
93556,7551003906,0,,0,0,4405587,0,start,,"{""71"": 3}",frame_lock,TU Dresden Hörsaalzentrum,3,False,False,ok,,13.730576634407043,0,71,False,True,True,2019-11-12 12:45:00,4452,sign,0,51.0292059177137,dresden,True
93556,7551003906,0,,0,0,24760540,12,end,,"{""71"": 1}",frame_lock,BIKE 93556,1,True,False,ok,,13.738592222222,0,71,False,False,True,2019-11-12 13:09:00,0,,0,51.044546666667,dresden,True
93556,7551003906,0,,0,0,24760540,12,start,,"{""71"": 1}",frame_lock,BIKE 93556,1,True,False,ok,,13.738281111111,0,71,False,False,True,2019-11-12 13:30:00,0,,0,51.044457777778,dresden,True
93556,7551003906,0,,0,0,24761509,12,end,,"{""71"": 1}",frame_lock,BIKE 93556,1,True,False,ok,,13.738338888889,0,71,False,False,True,2019-11-12 13:36:00,0,,0,51.044075555556,dresden,True
93556,7551003906,0,,0,0,24777650,12,last,,"{""71"": 1}",frame_lock,BIKE 93556,1,True,False,ok,,13.738706666667,0,71,False,False,True,2019-11-12 23:59:00,0,,0,51.044915555556,dresden,True
93620,7551004040,0,,0,0,73,0,first,,"{""71"": 3}",frame_lock,Bf. Dresden-Neustadt,3,False,False,ok,,13.7412196397781,0,71,False,True,True,2019-11-12 00:00:00,4332,free,0,51.0651837723282,dresden,True
93620,7551004040,0,,0,0,73,0,start,,"{""71"": 2}",frame_lock,Bf. Dresden-Neustadt,2,False,False,ok,,13.7412196397781,0,71,False,True,True,2019-11-12 00:32:00,4332,free,0,51.0651837723282,dresden,True
93620,7551004040,0,,0,0,24742147,12,end,,"{""71"": 1}",frame_lock,BIKE 93620,1,True,False,ok,,13.722478888889,0,71,False,False,True,2019-11-12 00:39:00,0,,0,51.056484444444,dresden,True
93620,7551004040,0,,0,0,338637,0,start,,"{""71"": 2}",frame_lock,Bhf. Mitte - Weißeritzstraße,2,False,False,ok,,13.722803592681885,0,71,False,True,True,2019-11-12 07:31:00,4300,,0,51.05570637992387,dresden,True
93620,7551004040,0,,0,0,264601,0,end,,"{""71"": 4}",frame_lock,Pfotenhauer Straße,4,False,False,ok,,13.777585029602049,0,71,False,True,True,2019-11-12 07:46:00,4394,,0,51.05858587827212,dresden,True
93620,7551004040,0,,0,0,264601,0,start,,"{""71"": 5}",frame_lock,Pfotenhauer Straße,5,False,False,ok,,13.777585029602049,0,71,False,True,True,2019-11-12 08:11:00,4394,,0,51.05858587827212,dresden,True
93620,7551004040,0,,0,0,264601,0,end,,"{""71"": 4}",frame_lock,Pfotenhauer Straße,4,False,False,ok,,13.777585029602049,0,71,False,True,True,2019-11-12 08:19:00,4394,,0,51.05858587827212,dresden,True
93620,7551004040,0,,0,0,264601,0,start,,"{""71"": 6}",frame_lock,Pfotenhauer Straße,6,False,False,ok,,13.777585029602049,0,71,False,True,True,2019-11-12 14:03:00,4394,,0,51.05858587827212,dresden,True
93620,7551004040,0,,0,0,264602,0,end,,"{""71"": 12}",frame_lock,Uniklinikum,12,False,False,ok,,13.781125545501709,0,71,False,True,True,2019-11-12 14:08:00,4395,,0,51.05422272773753,dresden,True
93620,7551004040,0,,0,0,264602,0,start,,"{""71"": 11}",frame_lock,Uniklinikum,11,False,False,ok,,13.781125545501709,0,71,False,True,True,2019-11-12 14:34:00,4395,,0,51.05422272773753,dresden,True
93620,7551004040,0,,0,0,264558,0,end,,"{""71"": 3}",frame_lock,Hubertusplatz,3,False,False,ok,,13.72336685657501,0,71,False,True,True,2019-11-12 15:00:00,4356,,0,51.08974650394621,dresden,True
93620,7551004040,0,,0,0,264558,0,last,,"{""71"": 4}",frame_lock,Hubertusplatz,4,False,False,ok,,13.72336685657501,0,71,False,True,True,2019-11-12 23:59:00,4356,,0,51.08974650394621,dresden,True
93157,7551006883,0,,0,0,120,0,first,,"{""71"": 10}",frame_lock,Hauptbahnhof,10,False,True,ok,,13.733623623847961,0,71,False,True,True,2019-11-12 00:00:00,4313,,0,51.040476453474334,dresden,True
